,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,wTargetMeanLDA,wTargetCovLDA,tPropLDA,AccLDAInd,tIndL,AccLDAProp,tCLPropL
11,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,2,,,0.9307501149575117,0.8418930575468929,25.38749670982361,0.8444136954563006,0.0009207456387183368,0.8299008881451925,0.0008370499841678033
12,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,2,,,0.9523486851486705,0.8534504879625464,27.92424511909485,0.8473741794310722,0.0009443303811103623,0.8351460934483202,0.0007161847150898115
13,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,2,,,0.9474377838252425,0.8666579080587834,24.49713444709778,0.8467305959582958,0.0009457830266305602,0.8378491440339813,0.000847827269620057
14,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,2,,,0.9514426609234473,0.8807814508637231,28.851711988449097,0.8474385377783499,0.0007601955910111996,0.836272364525679,0.000929233005630232
15,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,2,,,0.9606483335435693,0.8931376544970115,24.908225774765015,0.8458295790964088,0.0007592578900337588,0.8362080061784013,0.0010967511654452538
16,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,2,,,0.9680231587712035,0.9069656417546501,23.830358743667603,0.8473098210837946,0.0009917281112518683,0.8382996524649247,0.0009085788185462357
17,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,2,,,0.9711021393254022,0.9267111847724102,23.812312841415405,0.8465375209164628,0.0010476769405467613,0.8370768438666495,0.0008829936494482333
18,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,2,,,0.9743790030318099,0.9336581397249375,22.96405553817749,0.8416141073497233,0.0008253691232960907,0.8340841807182392,0.001061517217319158
19,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,2,,,0.9802558396009078,0.9441659730510329,24.774868965148926,0.8582507401209937,0.0007460896366427251,0.8502381258849273,0.0009883084664214054
20,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,2,,,0.9803116085353663,0.9545831894016821,28.37544298171997,0.8573175440854679,0.0010527083505180478,0.8511391427468142,0.0008422169603732488
21,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22)",22,2,,,0.9889664667184638,0.9656320732399338,25.285225868225098,0.8587977860728536,0.0009406848999658811,0.8533595057278929,0.0009165832412980947
22,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)",23,2,,,0.9908527370452773,0.9710285556035826,23.974764108657837,0.8583472776419101,0.0007732053232064102,0.8538100141588364,0.0011520840314874197
23,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24)",24,2,,,0.9937138122180693,0.9818063188195062,23.24780774116516,0.8571244690436349,0.0008123263626550367,0.8546788518470846,0.0009080975315625764
24,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",25,2,,,0.9972993737291196,0.9914617324001769,34.59798717498779,0.8570279315227185,0.0008971258194263354,0.8564808855708586,0.0008330164398829715
25,32,"(1,)",1,2,,,0.6070258643651675,0.5281983967715657,22.94400119781494,0.8690910243809644,0.0007422792938364009,0.8955962081100789,0.0009220164170115076
26,32,"(1, 2)",2,2,,,0.7074840505777775,0.5988771845399764,32.74907350540161,0.8716591103642878,0.0007606817219299004,0.8915697029263498,0.0007308331762261656
27,32,"(1, 2, 3)",3,2,,,0.7394712746791701,0.6444024029021015,21.466073989868164,0.9033955803557274,0.0009394997532368235,0.9061221901651818,0.0009069481677899579
28,32,"(1, 2, 3, 4)",4,2,,,0.7816521817879432,0.660262650719911,22.82769274711609,0.9153165720807838,0.0007492494146219389,0.9066928759392536,0.001015476182541107
29,32,"(1, 2, 3, 4, 5)",5,2,,,0.794388332194883,0.6982548208219373,27.613418340682983,0.9176310199422973,0.0008077648974739414,0.9117339336102216,0.0007514038898077005
30,32,"(1, 2, 3, 4, 5, 6)",6,2,,,0.8016983190514286,0.7187033747267941,22.7855806350708,0.9165530579246061,0.0009486242962950877,0.9080244760787546,0.0009156594902767384
31,32,"(1, 2, 3, 4, 5, 6, 7)",7,2,,,0.8284998243305584,0.743410662397789,23.231767177581787,0.9176627247075235,0.0007606529977106117,0.9088805047398624,0.0010259977506814938
32,32,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,,,0.835392219275421,0.7596284299306945,32.22367453575134,0.9183602295425002,0.0007971796976288249,0.9110998383056973,0.0007557894506956688
33,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,,,0.8532570989477295,0.7716177848603436,32.624743700027466,0.9191845534383818,0.000749490667827944,0.9104657430011731,0.0009052950587338709
34,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,,,0.8738413492861712,0.7913370621477083,28.839681148529053,0.9181382961859167,0.0007370017854674769,0.9120509812624837,0.001037728177590647
35,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,2,,,0.8789451720121327,0.8175991736736108,24.82801103591919,0.9200722868647158,0.0007654557476477286,0.9152848673155576,0.0011580602893144197
36,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,2,,,0.8876885110398023,0.8301803383059936,24.004822969436646,0.9207063821692401,0.0010053360644738693,0.9169335151073207,0.0008468956292868
37,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,2,,,0.8919606321027389,0.837933746387991,24.322667121887207,0.9227354871437177,0.0010161133613149818,0.9176310199422973,0.000798515668626949
38,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,2,,,0.9082163817487077,0.857905571294704,26.822314023971558,0.9216258203608002,0.0009401362668182517,0.9162360102723439,0.0008686749446309289
39,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,2,,,0.9134816061636581,0.8705234203228807,25.332353115081787,0.9206429726387876,0.0009463679332799068,0.915062933958974,0.000826839442062777
40,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,2,,,0.9274316129909664,0.8893287899680553,29.875431060791016,0.9209917250562759,0.0009529479791675039,0.9156336197330459,0.0007972096237299207
41,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,2,,,0.9376825319944218,0.8953718989682999,31.165860176086426,0.9202625154560731,0.000828999321937168,0.9149678196632954,0.0008146938443588306
42,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,2,,,0.9383628193150617,0.9062119866865974,26.137492895126343,0.9199454678038109,0.0009251319441026296,0.9154433911416886,0.0008395874849122742
43,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,2,,,0.9512848256173789,0.9210920450702791,22.79360342025757,0.9195650106210963,0.0010294325852650355,0.9144288386544498,0.0008130083676430083
44,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,2,,,0.9572805102881017,0.9302955564057545,25.115776777267456,0.9178212485336547,0.0009959556339757731,0.9134459909324372,0.0007268331321560775
45,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,2,,,0.9657820413207103,0.9448914239599105,22.256173372268677,0.916838400811642,0.0008938194080908038,0.9142386100630925,0.0009449381323517746
46,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22)",22,2,,,0.9750655330524521,0.9571004799156313,31.989051580429077,0.917282267524809,0.0007436791762224424,0.9152531625503313,0.0009469071019939665
47,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)",23,2,,,0.9797981423893016,0.9666593896147635,22.39855122566223,0.9169018103420944,0.0008583097874235742,0.9151580482546526,0.0010012028685293679
48,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24)",24,2,,,0.9876059838513479,0.9788228540764738,24.381823539733887,0.9180114771250119,0.0010197370878763672,0.9168066960464157,0.0007563606620322456
49,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",25,2,,,0.9938926729628401,0.9893526198835559,38.58057379722595,0.9182968200120478,0.0008589476994209414,0.9175359056466187,0.0008126612505709141
50,33,"(1,)",1,2,,,0.6046343383058426,0.5296584670966622,26.79924964904785,0.6809499825655728,0.0007584761826885161,0.8544419046143117,0.001069326983802077
51,33,"(1, 2)",2,2,,,0.7183127211284758,0.6176493315713603,26.06930947303772,0.8396420130951919,0.0008905538497108393,0.8611057301150672,0.0009543790233846018
52,33,"(1, 2, 3)",3,2,,,0.7939634999551295,0.6535893261536548,24.90923047065735,0.854906822672504,0.0009852227909359632,0.8610669869435512,0.0008848823676534775
53,33,"(1, 2, 3, 4)",4,2,,,0.802325767937106,0.6708672492491771,25.282217025756836,0.8581225059083336,0.0010585651436131381,0.8712951842237806,0.0008211750869836697
54,33,"(1, 2, 3, 4, 5)",5,2,,,0.8216150368518493,0.7046059404102462,29.677905082702637,0.8690868234473674,0.0009713163398392997,0.8771841462942156,0.0007265768741712452
55,33,"(1, 2, 3, 4, 5, 6)",6,2,,,0.843132464564551,0.7235922182372818,32.40315318107605,0.8747433264887063,0.0008896209126657547,0.8811359497888497,0.0007432090802433037
56,33,"(1, 2, 3, 4, 5, 6, 7)",7,2,,,0.8490395451667071,0.7344737285808991,27.74977946281433,0.883499283251327,0.001049281182706086,0.8813296656464298,0.0007484543444060895
57,33,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,,,0.8618316032468936,0.7623870779136703,28.339345932006836,0.8926814149006238,0.0009415218412684459,0.8873348572314129,0.000757973232271504
58,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,,,0.861894831724111,0.777667248145078,23.875478267669678,0.8958583549649374,0.0010825185671192955,0.8856301576847081,0.000875712965160203
59,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,,,0.8805154582159915,0.7984219140342378,23.049283027648926,0.9005462787183759,0.0007879587354287225,0.8846615783968076,0.001143912020927111
60,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,2,,,0.8988282867949187,0.8056374768150782,22.92495322227478,0.8994614699159273,0.000912970258072749,0.8897369338654062,0.0010059662326350003
61,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,2,,,0.9051424253834996,0.8217094866102022,23.61475682258606,0.8885358955484096,0.0008648014378969804,0.883538026422843,0.0009854181000071545
62,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,2,,,0.9205003182977112,0.8468779428608869,22.720410108566284,0.8864050211150285,0.000795891891727194,0.8822595017628143,0.0011866419397825365
63,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,2,,,0.9162570444317574,0.8618513307290367,23.067330837249756,0.8827631629925226,0.0007389004294881798,0.8819108132191701,0.0010607805492609068
64,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,2,,,0.9249195032425754,0.8679989411736203,22.52889847755432,0.8895819611793422,0.0007436784630683414,0.887528573088993,0.0009673854030091706
65,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,2,,,0.9357542005164774,0.8820760626591273,32.546531677246094,0.8857851303707721,0.0007359129876991802,0.8851264964549999,0.0008792873594799783
66,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,2,,,0.944116919664058,0.9017054368267452,22.947010278701782,0.8800898841579171,0.001100753805831431,0.8791987912130487,0.0008149588381942519
67,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,2,,,0.957184045627708,0.9112190156483985,23.529560565948486,0.8826469334779745,0.0011368414150334251,0.8803223431870133,0.0007380009307157831
68,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,2,,,0.9591315107035907,0.9244459160872852,23.415254592895508,0.883654255937391,0.0009666551277604321,0.8824919607919104,0.0008794837308167386
69,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,2,,,0.9637510138198392,0.9336019226264003,26.93260669708252,0.8836929991089071,0.0010009468800288798,0.8829181356785867,0.0007229297839381954
70,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,2,,,0.9756632604635381,0.9464932574778622,28.696296215057373,0.8849715237689357,0.0009453284376044722,0.883499283251327,0.0008405970610780093
71,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22)",22,2,,,0.9789123973575954,0.9559601456213315,31.176891565322876,0.8863662779435124,0.0008224565487433365,0.8866374801441246,0.0008701988277263124
72,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)",23,2,,,0.9835818640810008,0.967891996947093,22.598081350326538,0.8838867149664872,0.0010231749717981682,0.8840804308240673,0.000962736725664015
73,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24)",24,2,,,0.9899440538275357,0.9780517037541075,23.463382959365845,0.8818333268761381,0.0009987022482223307,0.8813684088179459,0.0009840585201612664
74,33,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",25,2,,,0.9949514502557275,0.9893362748014344,28.75044274330139,0.8851652396265158,0.0009765194643888252,0.8852814691410639,0.0011787166627234582
75,34,"(1,)",1,2,,,0.5897953070826106,0.5301617771686937,23.30797004699707,0.825753569539926,0.0009128979310227852,0.8746694870438921,0.0011279059490282531
76,34,"(1, 2)",2,2,,,0.7063732269517671,0.5963464752518899,23.23978877067566,0.8571126388154415,0.0007651761245122352,0.9037017451084083,0.0010944480305938478
77,34,"(1, 2, 3)",3,2,,,0.7736353545392631,0.6442480528567296,22.826687574386597,0.8810682178741407,0.0007309221074040261,0.8979375991538868,0.0009091326069541862
78,34,"(1, 2, 3, 4)",4,2,,,0.7939405566048723,0.6684368075776649,33.01979041099548,0.9043892120571126,0.0007505960656120183,0.9033315705975674,0.0008282211834258469
79,34,"(1, 2, 3, 4, 5)",5,2,,,0.8027455112795812,0.6955466322292431,26.75713801383972,0.9035430988894765,0.001057916706292986,0.8959280803807509,0.0007958801255410213
80,34,"(1, 2, 3, 4, 5, 6)",6,2,,,0.860971139050948,0.7176461324142542,22.68631625175476,0.9047593865679535,0.000850542407386332,0.8958223162347964,0.0011486394136813126
81,34,"(1, 2, 3, 4, 5, 6, 7)",7,2,,,0.8581398876169966,0.745695542797676,25.528873920440674,0.9125330512956108,0.0007304467579979293,0.9051824431517715,0.0008324615543068936
82,34,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,,,0.875250016938647,0.7588314797838952,22.675288438796997,0.9132734003172924,0.0010857520060587155,0.9051824431517715,0.0009889311414745861
83,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,,,0.8746248951688059,0.788108131393011,22.519874572753906,0.9136964569011106,0.0007382902501437603,0.9055526176626124,0.0009676173148112345
84,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,,,0.8891737153976506,0.7909396568060221,27.513149976730347,0.9198307773664728,0.0007190975419180157,0.9081438392384982,0.0007178242782762226
85,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,2,,,0.9054371783555943,0.8225003431559786,23.99780297279358,0.9214701216287678,0.0007537866508689651,0.9113167636171338,0.001037447027653251
86,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,2,,,0.9163091182345816,0.8257116239651385,23.587714910507202,0.9176097303014278,0.0007453446410939153,0.9055526176626124,0.0008421638035887703
87,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,2,,,0.9093751017160443,0.8412514939323815,23.842389583587646,0.9178741406663141,0.000757961800210631,0.9098889476467478,0.0007453959433254522
88,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,2,,,0.924606515203512,0.8535674647683251,23.276888847351074,0.9231623479640402,0.0010755729700509106,0.9143839238498149,0.0009162394222539925
89,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,2,,,0.9322011116807568,0.8706052717878627,26.048258781433105,0.9233738762559492,0.00076984065604046,0.9161290322580645,0.0007957171410369469
90,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,2,,,0.9489934397973194,0.875840426315771,25.526867866516113,0.9253833950290852,0.0010126337684820974,0.9167107350608144,0.0010078621061941355
91,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,2,,,0.9477820574885774,0.8978461890086736,25.0235333442688,0.9275515600211528,0.0007534548065008025,0.9184029613960867,0.0008056268686973374
92,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,2,,,0.9606348892375726,0.914064015601095,25.929940938949585,0.9280803807509255,0.0007787005854686816,0.9200951877313591,0.0007612529978557971
93,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,2,,,0.961428504810262,0.9200134326641699,23.928620100021362,0.9280803807509255,0.001091003380144544,0.9231623479640402,0.0010495848910383671
94,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,2,,,0.9699256055900325,0.9347761816517457,24.064998388290405,0.9285034373347435,0.0007273179144534025,0.923532522474881,0.0008451900426702233
95,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,2,,,0.97225771768787,0.9470268664554787,24.014847993850708,0.9298254891591751,0.000732937406321041,0.9262295081967213,0.0010780111309840275
96,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22)",22,2,,,0.9821492988012664,0.9542441030102198,30.379772663116455,0.9305129561078794,0.0008613059282428937,0.924537281861449,0.0007920049347617777
97,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)",23,2,,,0.9836427769268772,0.9675887476399453,23.735107421875,0.9300898995240613,0.0007476226039061402,0.9250132205182443,0.00115107679291417
98,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24)",24,2,,,0.9897846725974716,0.9824929281267668,25.118782997131348,0.9295081967213115,0.0007855953204448988,0.9269169751454257,0.0010996977782388138
99,34,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",25,2,,,0.9952168333088309,0.9900929462536192,28.280189037322998,0.9299841353781069,0.0007577504007227518,0.9270227392913802,0.0007284907674360754
100,35,"(1,)",1,2,,,0.5980949670475453,0.5255053403237436,38.20256972312927,0.6746507900160293,0.0008173350859813022,0.790107625372109,0.0007485457735474388
101,35,"(1, 2)",2,2,,,0.6765090988121342,0.6069238613273957,26.188628435134888,0.7090909090909091,0.0010474834175712598,0.8039386306388825,0.0008988869061916623
102,35,"(1, 2, 3)",3,2,,,0.6940717773758561,0.6492265036469442,24.725741863250732,0.782367758186398,0.0007676917299515655,0.8255553011220518,0.0010084555245712416
103,35,"(1, 2, 3, 4)",4,2,,,0.7581733248926845,0.6844433083149146,27.63247299194336,0.7989466452942523,0.0007690763156856801,0.8321960155713304,0.0007705367891745352
104,35,"(1, 2, 3, 4, 5)",5,2,,,0.7799543107146844,0.712757762842915,33.27948260307312,0.8238607739867185,0.0007216786803220868,0.8441493015800321,0.0007247567640880657
105,35,"(1, 2, 3, 4, 5, 6)",6,2,,,0.8165097285829261,0.7214999511328045,26.840360164642334,0.8287611632699794,0.000997660485999874,0.8456606365926265,0.0008927323437676103
106,35,"(1, 2, 3, 4, 5, 6, 7)",7,2,,,0.8448195212429109,0.7534597797477869,27.25345802307129,0.8252805129379437,0.001071407791130707,0.8404854591252576,0.0007456047900186569
107,35,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,,,0.860448805960217,0.7523364281925826,25.56296443939209,0.8442408976414014,0.0010549230053628477,0.8482253263109686,0.0008874528599680766
108,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,,,0.8735842776832167,0.7850935311241667,25.840705633163452,0.8397984886649874,0.000832025874307998,0.8448820700709869,0.001100843198954008
109,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,,,0.8810802941942464,0.7947158620763809,30.144145011901855,0.8410350354934738,0.0007591041078386248,0.8447446759789329,0.0007317869947681116
110,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,2,,,0.8931950567841518,0.8370410010829291,26.818304300308228,0.850332035722464,0.00111778775532458,0.8542248683306618,0.0008126920547642586
111,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,2,,,0.9048392401225496,0.8392262580640771,29.754108428955078,0.8523013510419052,0.0009710266793759649,0.8529425234714907,0.0007503783372547524
112,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,2,,,0.9168879939806999,0.8495379941968995,30.214332580566406,0.8510648042134188,0.0008918625281499675,0.8510190061827342,0.0007394459254686527
113,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,2,,,0.9210386832588,0.8544525325964987,33.41784858703613,0.8570185482024273,0.0007310934898807987,0.8566979619876345,0.0007303134292766763
114,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,2,,,0.9260798010069777,0.8710231581952271,37.97396230697632,0.8523929471032745,0.0007455128511848564,0.8514769864895809,0.0007092822681773793
115,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,2,,,0.9351870571984353,0.8865180383261375,34.98702144622803,0.8541332722692924,0.0007256755081990886,0.853904282115869,0.0007247578559982058
116,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,2,,,0.9408860269931928,0.9028845693022539,26.552598237991333,0.8510648042134188,0.0007457409184558292,0.8513853904282116,0.0009844342003104505
117,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,2,,,0.9486509876267502,0.9123273564119921,25.07466721534729,0.852759331348752,0.0009703892113170445,0.8533547057476528,0.0009190029483216017
118,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,2,,,0.9561012706716063,0.9178377639809693,26.303935050964355,0.8514769864895809,0.000863802588611111,0.8545454545454545,0.001117604205230021
119,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,2,,,0.9657547114514689,0.9414814984301012,33.706620931625366,0.8405312571559423,0.0010218558388988023,0.8450652621937257,0.0009476976589013325
120,35,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,2,,,0.9707594505064522,0.9454089489281226,36.00171995162964,0.8402106709411495,0.0007339869098038757,0.8443324937027707,0.0007439530466305518
