,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,wTargetMeanLDA,wTargetCovLDA,tPropLDA,AccLDAInd,tIndL,AccLDAProp,tCLPropL
0,31,"(1,)",1,1,,,0.6189576065877475,0.5187160957493736,11.523245334625244,0.7007015059853263,0.00030705673781458915,0.7071051615394517,0.00029707206601356354
1,31,"(1, 2)",2,1,,,0.7654346415674267,0.5873294858915773,9.493017435073853,0.7915754923413567,0.00031229133602274416,0.8000386150083666,0.00031900132756571405
2,31,"(1, 2, 3)",3,1,,,0.7797866901659063,0.6061804629144893,10.297853946685791,0.7971424893808727,0.0003411852265435429,0.7969172351654009,0.00032086726980544466
3,31,"(1, 2, 3, 4)",4,1,,,0.810635998938398,0.6540272627324505,9.915252447128296,0.7957587849144034,0.0003140423883724618,0.8023555155103617,0.0003135672160627483
4,31,"(1, 2, 3, 4, 5)",5,1,,,0.8211696461773552,0.6753174343050763,9.895841360092163,0.7930557343287424,0.00031017189950215064,0.8012936027802806,0.00030213297525877997
5,31,"(1, 2, 3, 4, 5, 6)",6,1,,,0.8491221823607891,0.7043350181910959,9.15333867073059,0.7990410606255631,0.00028735317154608263,0.8034174282404428,0.00029028219243154086
6,31,"(1, 2, 3, 4, 5, 6, 7)",7,1,,,0.8462847402343394,0.7228628455729773,9.277666807174683,0.804833311880551,0.00028886949560298224,0.8053481786587721,0.00029522867211351553
7,31,"(1, 2, 3, 4, 5, 6, 7, 8)",8,1,,,0.865172869053756,0.7375931589010433,9.116235733032227,0.8046724160123568,0.0002999161872981613,0.8052838203114944,0.00028650567927159833
8,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,1,,,0.8710445647446077,0.7621553055133171,9.883103609085083,0.8027094864203888,0.000311217877008323,0.8039966533659416,0.000315351849250435
9,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,1,,,0.897865471848071,0.7742804936549563,10.33729600906372,0.8031599948513323,0.000314415276073584,0.8052516411378556,0.0003334626465295484
10,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,1,,,0.9007588006693072,0.8037582644915666,9.933904886245728,0.8002316900501996,0.0003111682767987113,0.8011648860857253,0.0003742314793609686
11,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,1,,,0.902169152340627,0.8033658257909657,10.16686463356018,0.8113656841292316,0.00031506548763809864,0.8111404299137598,0.0003180846405053848
12,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,1,,,0.9241204519017877,0.8250417452253576,9.955471754074097,0.810400308920067,0.00031898149515398224,0.8110438923928434,0.00031441081857601485
13,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,1,,,0.922122134553053,0.8451076320162677,10.199095726013184,0.8161925601750547,0.0003153195189668614,0.8164499935641653,0.000315361470079956
14,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,1,,,0.9367643807960727,0.8652608864784535,10.008216619491577,0.8183163856352169,0.0003197472410659898,0.817383189599691,0.000407067148024733
15,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,1,,,0.9416568304730994,0.8752594687305756,12.959956884384155,0.8158385892650277,0.0004188834907373631,0.8141974514094478,0.0004117467609331374
16,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,1,,,0.9533902901706146,0.8891903849226181,10.015363454818726,0.8142618097567255,0.00031526233870974836,0.8121379842965633,0.00031806214587049204
17,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,1,,,0.9559795623004212,0.9114999237856797,9.905960321426392,0.8132964345475608,0.00033355778840107105,0.8127493885957009,0.0003184414934906387
18,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19)",19,1,,,0.9716914024884659,0.9248053430177288,10.1682767868042,0.810207233878234,0.0003212657823635047,0.8094027545372635,0.00031829280027138374
19,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20)",20,1,,,0.9719913279071116,0.9328571183646559,11.358360528945923,0.8214377654781825,0.00032303573879929854,0.8198931651435191,0.00034331516618663576
20,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21)",21,1,,,0.9701756621384112,0.941553816779787,10.300422668457031,0.8160638434804994,0.0003160166838620525,0.815420260007723,0.00032253615382647847
21,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22)",22,1,,,0.9843217359335421,0.9557432271104886,9.928038358688354,0.8156133350495559,0.0003157584865760091,0.8150019307504184,0.0003184216610789069
22,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23)",23,1,,,0.984728507406512,0.9676445576632305,10.124311685562134,0.8185738190243275,0.00031807649272153207,0.8174797271206076,0.0003196800947342773
23,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24)",24,1,,,0.9901289264431157,0.9792181658921303,10.162885904312134,0.8191852233234651,0.00031745692357576283,0.8189599691079933,0.0003416679558844191
24,31,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25)",25,1,,,0.995303357955863,0.9889039676304991,10.598683595657349,0.827648345990475,0.00045597050729781783,0.8273587334277256,0.00032558426891979465
25,32,"(1,)",1,1,,,0.540600143561921,0.5122046633378505,10.310962438583374,0.8407786690339558,0.00032606316423118315,0.8224216099679782,0.0003248974824994108
26,32,"(1, 2)",2,1,,,0.6570063315821666,0.5635185470132396,15.556877374649048,0.8692178434418694,0.00042074435159598504,0.8485146317491519,0.00033171905371719564
27,32,"(1, 2, 3)",3,1,,,0.7042122904768717,0.6138355756674184,14.189697265625,0.9110047240100188,0.0003699993294279606,0.88922355029961,0.0003674353224651924
28,32,"(1, 2, 3, 4)",4,1,,,0.7242355827503528,0.6398904067390374,10.014974355697632,0.8971180368409372,0.0003823093506103198,0.8640499667099966,0.00032768392830454993
29,32,"(1, 2, 3, 4, 5)",5,1,,,0.7613597172510277,0.6766239799890323,10.597731113433838,0.8869408072033227,0.00032328340814553625,0.8616721093180305,0.0003619768666327595
30,32,"(1, 2, 3, 4, 5, 6)",6,1,,,0.7833738318110011,0.6913854695544498,10.33867621421814,0.8941694936748993,0.0003621324007212029,0.8682667004850829,0.0003865780795158337
31,32,"(1, 2, 3, 4, 5, 6, 7)",7,1,,,0.7881341382506426,0.724178468119018,11.696985244750977,0.8945182460923877,0.00034799065875181634,0.8710250150597635,0.00032117297172334734
32,32,"(1, 2, 3, 4, 5, 6, 7, 8)",8,1,,,0.8252038517565605,0.74884561124632,10.193383932113647,0.8878285406296567,0.0003160997454666017,0.8668716908151295,0.00034685247668051047
33,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,1,,,0.8337582936414345,0.7655417442105301,10.093886375427246,0.8895088931866459,0.0003171890585700914,0.8695983006245839,0.000362670118106288
34,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,1,,,0.8458547160691088,0.7866618157184002,10.321643829345703,0.8929964173615295,0.00031869961234945037,0.8746076535303257,0.00032277705307251145
35,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,1,,,0.8556027581342154,0.7992219869961803,10.11320686340332,0.8910307219175042,0.00032618394957329225,0.8740052629910275,0.00033036892470256424
36,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,1,,,0.866080609955282,0.8143913888565806,9.927870035171509,0.8906185599695634,0.0003202155708174386,0.8755905012523382,0.0003184368688920143
37,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,1,,,0.8779653443919122,0.8362501125202503,9.972995042800903,0.8919818648742907,0.00031838985188044165,0.8790146158967693,0.00031868787321456734
38,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,1,,,0.8889511792971909,0.8451353383296338,10.19925594329834,0.8917916362829333,0.00032703453417847226,0.879268254018579,0.0003246746279117607
39,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,1,,,0.9025284663678759,0.8600492106979664,10.107081651687622,0.8930281221267556,0.0003153219691983136,0.8813924732887353,0.0003262827986826709
40,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,1,,,0.9072911998924132,0.8801661303695127,10.009570360183716,0.8946767699185187,0.0003179306876761062,0.8858311404204052,0.000320362744646268
41,32,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,1,,,0.9252856423864699,0.8884528819639186,10.088648080825806,0.8939792650835421,0.00031955356071188917,0.8854506832376906,0.0003179216924600658
