,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAPropQ,tCLPropL,AccLDALiu,AccLDAVidovic,AccClLDAInd,AccClLDAPropQ,AccClLDALiu,AccClLDAVidovic,tIndL,tGenL,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic,AccClQDAInd,AccClQDAProp,AccClQDALiu,AccClQDAVidovic,tPropQ,tIndQ,tGenQ,tPre,wTargetMeanQDAm,wTargetCovQDAm
0,47,"(1,)",1,2,[0.59243399 0.65933039 1.         1.         0.72154107],[0.50025464 0.50411849 0.5        0.50028637 0.5       ],0.45380021345686583,0.44730567477348593,0.5412494039103481,0.0010009381346463599,0.5319163430751414,0.5158843699616232,0.64,0.8,0.752,0.744,0.0009959406512394901,0.0010005674291366825,0.43259077593841544,0.452846470013852,0.5780366509980244,0.0014065147856588403,0.5348002815813975,0.5371846401889321,0.408,0.824,0.736,0.752,41.622990131378174,0.001426951216100783,0.0014170208335055434,2.9341269037864765e-07,0.7946610892692852,0.5009319016737042
1,47,"(1, 2)",2,2,[0.62591289 0.79296174 1.         0.793597   0.73497717],[0.56689208 0.5714887  0.56351556 0.56388213 0.56414538],0.48829393464586596,0.44751004836841746,0.5374571383155075,0.0010010135632097055,0.5539432749733179,0.5331880009991598,0.728,0.816,0.816,0.808,0.000999107800893937,0.0010049348198339124,0.4592501759883734,0.4531870926720712,0.5346413243408952,0.0014046257365195756,0.5234234847968754,0.5142039648477417,0.528,0.736,0.696,0.72,43.094422340393066,0.001417219133964175,0.0014132853979516166,1.4135770708601051e-07,0.7894897606653895,0.5659847719868264
2,47,"(1, 2, 3)",3,2,[0.66059065 0.81250645 1.         0.85020809 0.80526042],[0.62963955 0.62293729 0.64100855 0.63471405 0.60617924],0.5348229897586121,0.447714421963349,0.505461316620115,0.0009921550978122578,0.5285328246701637,0.49265390467107206,0.808,0.744,0.76,0.712,0.0009934778588369891,0.0009965737974740889,0.4343620137611554,0.45298271907713966,0.5398187887458273,0.0014002895091018903,0.5183595612780162,0.5124327270250018,0.504,0.768,0.704,0.736,43.1844527721405,0.0014146240492170468,0.00140710467903724,2.386319290604901e-07,0.8257131216384253,0.6268957346037697
3,47,"(1, 2, 3, 4)",4,2,[0.68241902 0.91367157 1.         0.95005992 0.85976037],[0.66325428 0.67997318 0.70925997 0.73002572 0.66424698],0.5696119172514023,0.4480323364443536,0.5566909644162863,0.0009973354408033218,0.5432250153280196,0.5527851579353725,0.864,0.848,0.784,0.856,0.000989711422425058,0.000998700729201372,0.5010786384176942,0.4536185480391489,0.5779004019347367,0.0014057817122785576,0.5404319095306219,0.5621636351250086,0.672,0.848,0.776,0.848,43.198240995407104,0.001411222628146829,0.0014044587509339265,1.1698919751866144e-07,0.8811821749209837,0.6893520263330348
4,47,"(1, 2, 3, 4, 5)",5,2,[0.72173671 0.92481055 0.94150851 0.96422428 0.81358266],[0.70608276 0.69727268 0.7619399  0.7579089  0.73980257],0.5881872062129573,0.448600040874719,0.6048323001112701,0.0009928574410371035,0.5603469809478393,0.5880963735040988,0.872,0.928,0.768,0.912,0.0009901943882893842,0.0010033106964691368,0.5072098462656403,0.4542089606467289,0.6061493743897177,0.0014051947587300385,0.5690215046438223,0.5699525399096215,0.68,0.904,0.856,0.896,43.16754746437073,0.0014158597035696806,0.001406915143927737,1.0739306135189579e-07,0.873172540917442,0.7326013614460487
5,47,"(1, 2, 3, 4, 5, 6)",6,2,[0.76136417 1.         0.95689942 0.9644412  0.83551907],[0.73609044 0.75433192 0.79909583 0.84094841 0.72549225],0.6022889842632332,0.4489179553557236,0.6130980766173899,0.0009977591823599797,0.5643436201376115,0.5998365011240547,0.896,0.928,0.776,0.92,0.0009902079829723126,0.0009989187476350037,0.5287144900878806,0.45445875059608964,0.6111451733769331,0.0014097585170695693,0.5705202443399868,0.5846901469219066,0.744,0.92,0.84,0.92,42.9741690158844,0.0014123575865584877,0.001405959953676954,2.8754037524026537e-07,0.9036447713190926,0.7711917692773668
6,47,"(1, 2, 3, 4, 5, 6, 7)",7,2,[0.7504528  0.96817059 1.         1.         0.85511361],[0.73294551 0.76672642 0.87122812 0.92616805 0.81824879],0.6123941231237369,0.4492585780139428,0.625837364034789,0.0009903045534061623,0.5732906419601699,0.6172990894020937,0.952,0.944,0.792,0.936,0.0009893952472405324,0.0009997343203296892,0.539841496923042,0.455026455026455,0.6020391943138724,0.0014049210080518562,0.5625042577832278,0.5924109271748756,0.776,0.92,0.808,0.904,42.96479892730713,0.0014082843196146532,0.0014072741929848675,1.0316747914489664e-07,0.9147474000839516,0.823063376997425
7,47,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,[0.78730611 0.92819362 1.         0.97100238 0.88452522],[0.77687494 0.77256525 0.92774744 0.92263687 0.84569595],0.6516111451733769,0.44964461702659125,0.6616254513250222,0.0004886771579186907,0.6098508072757,0.6595135908440629,0.936,0.944,0.84,0.928,0.0004869514398804168,0.0004905777606435266,0.6047868837568409,0.45582124122896656,0.6433453686672571,0.0006892487190506976,0.6142334854781206,0.6402570565660695,0.848,0.912,0.88,0.912,40.319145917892456,0.0006924589591398035,0.0006902023554687445,1.490872000284615e-07,0.9142054648975433,0.8491040910614132
8,47,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,[0.75784969 1.         1.         0.9816432  0.89247138],[0.75436914 0.84210931 0.94218682 0.93522109 0.86450128],0.6581283920339714,0.4499398233303813,0.6634875218566205,0.0009917662335743676,0.6160728478325045,0.6562436133251583,0.944,0.952,0.856,0.928,0.0009873832666514168,0.0009964619702435477,0.6195471989463406,0.4569339419124827,0.6424824579331017,0.0014016434171640123,0.6141426527692622,0.6429139133001794,0.904,0.912,0.888,0.912,42.912302017211914,0.001406825135324118,0.0013982170968716565,1.4721628152294627e-06,0.9263928541217614,0.8676775259589974
9,47,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,[0.80987925 0.95265301 1.         1.         0.89622251],[0.80783726 0.83080727 0.94385013 0.97129381 0.87156253],0.6615119104389491,0.45037127869745897,0.6681881145400459,0.0009950028184373208,0.6220905147943775,0.662987941957899,0.928,0.936,0.84,0.928,0.0009950038904194872,0.0010004799867934014,0.629788586870132,0.4575243545200627,0.6329904398573927,0.001406955684344212,0.6148693144401299,0.6476599223380339,0.928,0.88,0.88,0.904,43.19449305534363,0.0014127499699297524,0.001404477705527687,1.3457065700088191e-07,0.9317509526297286,0.8850702011702165
