,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAPropQ,tCLPropL,AccLDALiu,AccLDAVidovic,AccClLDAInd,AccClLDAPropQ,AccClLDALiu,AccClLDAVidovic,tIndL,tGenL,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic,AccClQDAInd,AccClQDAProp,AccClQDALiu,AccClQDAVidovic,tPropQ,tIndQ,tGenQ,tPre,wTargetMeanQDAm,wTargetCovQDAm
0,59,"(1,)",1,1,[0.57218982 0.59825282 1.         0.54157536 1.        ],[0.54103434 0.54401001 0.51508523 0.55644969 0.50689076],0.5893980718857174,0.5692797926061948,0.613567011422862,0.0006740573403425238,0.631632956171856,0.5811347249601685,0.84,0.896,0.928,0.848,0.0006690279515690757,0.0006703332049232881,0.5268288731063163,0.6123518133455753,0.6825632578110232,0.001040249040049476,0.6893953714455456,0.6370608409170695,0.544,0.904,0.944,0.84,30.21378779411316,0.0010411794847951603,0.0010385867930041933,1.64306058911634e-07,0.7424035997401386,0.532694005069702
1,59,"(1, 2)",2,1,[0.66006611 0.62396242 0.71025471 0.69371843 0.76317436],[0.63516424 0.64049101 0.58591311 0.6867652  0.5886672 ],0.6356026032243256,0.5695768410250871,0.6529664335286651,0.0006714406399403533,0.6504010153655045,0.6272312386919068,0.896,0.936,0.928,0.928,0.0006698408384622633,0.0006683503666239809,0.6660365639599255,0.6129729145850774,0.7551240852258918,0.001028363373943301,0.7472387999243877,0.7216386270962167,0.856,0.96,0.952,0.952,30.836944580078125,0.0010332674015827348,0.001033220028195437,8.43048095703125e-08,0.6902352071476686,0.627400150538999
2,59,"(1, 2, 3)",3,1,[0.70211568 0.70395025 0.79254301 0.69829351 0.73710947],[0.66869174 0.69086779 0.67721817 0.7208861  0.65162618],0.6502659933569171,0.5697658718371095,0.6511841430153115,0.0006679102538203779,0.6387621182252707,0.645810267073533,0.952,0.936,0.936,0.944,0.0006687199086613197,0.0006674624986940346,0.7281466879101294,0.6134319894142746,0.733979638681105,0.001030031788928925,0.7301990224406578,0.7325484053900786,0.944,0.96,0.952,0.984,31.462952613830566,0.0010369795230388422,0.0010309893713244412,5.279082418139515e-08,0.7268023833920563,0.6818579943791849
3,59,"(1, 2, 3, 4)",4,1,[0.75723993 0.68657792 0.74920402 0.73222618 0.78355775],[0.72918578 0.72274187 0.69466789 0.74192127 0.73547586],0.6481866544246713,0.5699278982474143,0.6531284599389701,0.0006700913482647061,0.6352785504037158,0.6424077124571305,0.928,0.904,0.92,0.928,0.0006695626308734442,0.0006648031184625086,0.7535308255245605,0.6138640598417542,0.7630903837325484,0.0010303237874657724,0.750911398557965,0.7493991520617861,0.968,0.96,0.952,0.984,31.428327798843384,0.0010350014813110947,0.001033801907051624,4.4015737680288464e-08,0.741761159227724,0.7247985351315596
4,59,"(1, 2, 3, 4, 5)",5,1,[0.75530353 0.76240003 0.83810426 0.77209435 0.80103129],[0.73315099 0.78106963 0.76500662 0.80392611 0.73204443],0.6479706192109314,0.5700899246577192,0.6536145391698847,0.0006634692917061722,0.6411115011746915,0.6421916772433907,0.936,0.92,0.928,0.936,0.0006666188493593536,0.0006649819372255981,0.7482919715913694,0.6141070994572115,0.7592287542869488,0.0010257068459013066,0.7464016634711458,0.7446193729577921,0.968,0.976,0.968,0.976,31.489257335662842,0.0010359580142553838,0.0010276863684498042,5.198828520777873e-08,0.7857866918020355,0.7630395551827348
5,59,"(1, 2, 3, 4, 5, 6)",6,1,[0.78488743 0.75822555 0.75872049 0.79135974 0.83264215],[0.78424083 0.80200322 0.75657575 0.81223987 0.7702293 ],0.6516432178445086,0.5701979422645891,0.6540466095973644,0.0006662384200703267,0.635737625232913,0.6439199589533093,0.928,0.928,0.928,0.936,0.0006683479908724298,0.0006652590052262748,0.7655477842888391,0.6143231346709513,0.7744052280521725,0.0010345262022338547,0.7560692392860037,0.7655207798871216,0.968,0.976,0.968,0.984,31.487175703048706,0.001030850335132718,0.001029663180452494,3.600095474130849e-08,0.7851670677630709,0.7850577954433812
6,59,"(1, 2, 3, 4, 5, 6, 7)",7,1,[0.80357925 0.79806085 0.80562909 0.81416514 0.89887912],[0.808863   0.83275139 0.82114496 0.82276677 0.73816752],0.6467824255353622,0.570359968674894,0.6562339661364802,0.0006666012147157263,0.635008506386541,0.6448921174151386,0.928,0.928,0.936,0.944,0.0006664232200615759,0.0006673078301858723,0.7836137290378332,0.6147011962949961,0.7923091463908617,0.0010333524071321361,0.7667089735626907,0.781912451729632,0.968,0.976,0.976,0.984,31.278695106506348,0.0010334532703402646,0.0010326925276525304,3.528344881284487e-08,0.8240626910413742,0.8047387290491741
7,59,"(1, 2, 3, 4, 5, 6, 7, 8)",8,1,[0.8163405  0.78164978 0.84479269 0.81308855 0.87807148],[0.82198133 0.836056   0.82752737 0.83755191 0.77793759],0.6479166104074964,0.5704409818800464,0.6558018957090006,0.0006626180837473151,0.6328211498474251,0.6491588128865005,0.928,0.936,0.936,0.936,0.0006646653119958432,0.0006632759673380838,0.7883935081418271,0.6147282006967135,0.7929842564337987,0.0010368248802840843,0.7652777402716643,0.7856660635683617,0.968,0.976,0.976,0.984,31.39911961555481,0.0010276960130997325,0.0010291362851145896,3.6621995214497585e-08,0.8267885993670205,0.8202108407918651
8,59,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,1,[0.84270463 0.81127802 0.85879426 0.85791847 0.83132972],[0.84073703 0.86978654 0.82897268 0.85954229 0.82338119],0.6522103102805757,0.5706840214955038,0.6582863006670088,0.0006641182774957387,0.6323350706165105,0.6518592530582485,0.944,0.944,0.936,0.936,0.0006645741449444516,0.0006656364857505038,0.7915530231427723,0.6150792579190408,0.7957387054089816,0.0010349265839729,0.7671950527936053,0.7846939051065324,0.976,0.976,0.976,0.984,31.432677268981934,0.0010287800189571921,0.0010299764448629815,4.764964385473886e-08,0.84040501927352,0.8444839436099812
9,59,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,1,[0.85253406 0.83939452 0.85889472 0.816093   0.89747673],[0.84228905 0.86269917 0.82377794 0.83704282 0.85838537],0.6504010153655045,0.5708190435040912,0.6588803975047933,0.0006609374745247324,0.6272042342901893,0.6501849801517647,0.952,0.944,0.936,0.936,0.0006648126021536597,0.0006606529895436036,0.7909589263049878,0.6155653371499554,0.7959547406227215,0.0010238437029870574,0.7640355377926602,0.7877183980988901,0.976,0.976,0.976,0.984,31.35572338104248,0.0010238482162711693,0.0010206008729416792,3.6580133869916317e-08,0.8528786047058707,0.8448388680740126
