,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAPropQ,tCLPropL,AccLDALiu,AccLDAVidovic,AccClLDAInd,AccClLDAPropQ,AccClLDALiu,AccClLDAVidovic,tIndL,tGenL,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic,AccClQDAInd,AccClQDAProp,AccClQDALiu,AccClQDAVidovic,tPropQ,tIndQ,tGenQ,tPre,wTargetMeanQDAm,wTargetCovQDAm
0,57,"(1,)",1,3,[0.64877524 0.5739346  0.65544932 0.68976202 0.80082773],[0.5        0.5        0.50024476 0.5002851  0.5       ],0.7316985376827897,0.3300337457817773,0.8031046119235096,0.0009732772260736695,0.7570753655793026,0.8052193475815523,0.936,0.984,0.984,0.984,0.0009839571554829756,0.0009681664543023126,0.7532958380202475,0.4525084364454443,0.7796625421822272,0.0013732463248803189,0.7641844769403825,0.772103487064117,0.904,0.952,0.968,0.96,42.08999538421631,0.0013966892379743579,0.0013667160265893581,3.245743838223544e-07,0.6737497845492401,0.5001059710425404
1,57,"(1, 2)",2,3,[0.684909   0.61835086 0.74125826 0.80141515 0.61840554],[0.55951758 0.56014895 0.5634207  0.56647051 0.55951758],0.7812823397075366,0.33084364454443194,0.799910011248594,0.000982819729902613,0.7763779527559055,0.8112935883014624,0.944,0.984,0.976,0.984,0.0009909205012970485,0.0009790413773904634,0.7955005624296962,0.45475815523059615,0.8021597300337457,0.0013702482796358981,0.778087739032621,0.7931158605174353,0.96,0.984,0.968,0.968,41.23448967933655,0.0013938651819733318,0.0013628835324093246,1.8695505653939597e-07,0.6928677613935893,0.5618150619818172
2,57,"(1, 2, 3)",3,3,[0.71344917 0.66499393 0.81122055 0.79264404 0.6609239 ],[0.60139325 0.60278945 0.61207687 0.62896828 0.6021106 ],0.8167379077615298,0.33174353205849266,0.8063442069741282,0.0009687227607443845,0.7799775028121485,0.8092238470191226,0.952,0.976,0.968,0.984,0.0009821686567686272,0.0009707264315559035,0.8034195725534308,0.4554330708661417,0.8115635545556805,0.0013790521739706547,0.7807424071991002,0.806029246344207,0.952,0.976,0.984,0.984,41.93078374862671,0.001396063943011152,0.001363404470299977,1.2930185516919095e-07,0.728646318853235,0.6094676913023579
3,57,"(1, 2, 3, 4)",4,3,[0.74427157 0.71026905 0.79928794 0.89952478 0.69453391],[0.63511908 0.64226096 0.65804124 0.67917857 0.63573264],0.8101687289088864,0.33237345331833523,0.8180877390326209,0.0009700823956587183,0.7656692913385826,0.8130933633295838,0.976,0.984,0.96,0.984,0.000975818097658447,0.0009725274170745747,0.8004949381327334,0.4571878515185602,0.8274465691788526,0.001379190623022708,0.7939707536557931,0.8077840269966254,0.968,0.984,0.984,0.976,41.76488757133484,0.0013999690945156514,0.0013715419619102177,1.738484303776448e-07,0.7695774497079523,0.6500664971433262
4,57,"(1, 2, 3, 4, 5)",5,3,[0.80075733 0.73877049 0.80634935 0.87394437 0.68904532],[0.66939408 0.68017987 0.69208868 0.70658801 0.6649486 ],0.8298312710911137,0.3332283464566929,0.82177727784027,0.0009759931703788491,0.7734083239595051,0.8233520809898762,0.976,0.984,0.984,0.984,0.0009770465353074304,0.0009768503186941414,0.7905961754780653,0.4589876265466817,0.8229471316085489,0.001364584140756133,0.7880314960629922,0.8053993250843644,0.952,0.976,0.984,0.984,41.80811047554016,0.0013957494021266598,0.0013639250970932711,5.122313178388258e-06,0.78177337040651,0.6826398472402637
5,57,"(1, 2, 3, 4, 5, 6)",6,3,[0.7579074  0.75683472 0.83297751 0.91458358 0.7790621 ],[0.69091312 0.70141169 0.7233531  0.72814097 0.6942721 ],0.8269516310461192,0.3346231721034871,0.826681664791901,0.0009732172379209434,0.7802924634420697,0.8252418447694039,0.976,0.992,0.984,0.992,0.0009766589294536577,0.0009716230570532473,0.7739932508436446,0.46056242969628797,0.8257817772778403,0.0013715617863212044,0.7843419572553431,0.8039595050618673,0.912,0.976,0.984,0.976,42.685465574264526,0.0013981123367498374,0.0013697440873651323,1.2064973513285318e-07,0.8082730610206752,0.707618195286572
6,57,"(1, 2, 3, 4, 5, 6, 7)",7,3,[0.87491716 0.77161174 0.8567388  1.         0.77117328],[0.7404703  0.72729413 0.75130431 0.75533001 0.71962579],0.8506636670416198,0.33520809898762655,0.8418897637795275,0.0009743110991436129,0.7925759280089989,0.8413498312710911,0.992,0.992,0.984,0.992,0.000975182214657555,0.000976555677313102,0.7874015748031497,0.4615523059617548,0.8336107986501687,0.0013700691304673494,0.7912260967379078,0.8122834645669291,0.936,0.976,0.984,0.976,42.67846488952637,0.0013963360781074241,0.0013654295853742465,1.1283739478187223e-07,0.8548881968590525,0.7388049073841343
7,57,"(1, 2, 3, 4, 5, 6, 7, 8)",8,3,[0.84861489 0.80638011 0.86263952 1.         0.81932625],[0.74587087 0.76158678 0.77803233 0.77516158 0.74610782],0.8566029246344207,0.335793025871766,0.8475590551181102,0.0009732784382806183,0.8038695163104612,0.8498537682789651,0.984,0.992,0.992,0.992,0.0009773529340231244,0.0009804640899761187,0.825466816647919,0.46366704161979755,0.8550731158605175,0.0013680958935594935,0.8052193475815523,0.8361754780652418,0.984,0.976,0.984,0.984,42.63939356803894,0.0013942890789431046,0.0013696198522441165,1.1117582077392768e-07,0.86739215625885,0.7613518759980928
8,57,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,3,[0.92407246 0.81594323 0.87986236 1.         0.83813767],[0.77126088 0.77504156 0.80550868 0.78351251 0.760024  ],0.8585826771653543,0.3366929133858268,0.852103487064117,0.0009662854631250165,0.8034195725534308,0.8525534308211473,0.992,0.992,0.984,0.992,0.0009757689013658144,0.0009700633972648561,0.8457592800899888,0.46623172103487065,0.8620922384701912,0.001379783295673246,0.8086389201349832,0.8415298087739033,0.984,0.984,0.984,0.984,42.52732300758362,0.0013910409436048887,0.0013606280980147714,1.0907193730088183e-07,0.8916031452237692,0.779069524333691
9,57,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,3,[0.91016265 0.83309264 0.88962828 1.         0.86239629],[0.78584241 0.79045012 0.823028   0.82566312 0.79080093],0.8531833520809898,0.33705286839145104,0.8491338582677166,0.0009717406625822774,0.7921259842519685,0.8427896512935883,0.968,0.984,0.984,0.976,0.0009716867247368004,0.0009772020410767288,0.8509786276715411,0.4682564679415073,0.8660067491563554,0.0013813666417708682,0.8062092238470191,0.8456242969628797,0.984,0.984,0.984,0.992,42.19200873374939,0.0013991516915697886,0.0013684542348065714,1.1088474328483662e-07,0.8990559727017697,0.8031569157952909
