,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,AccLDAInd,AccLDAMulti,AccLDAPropQ,tCLPropL,AccLDALiu,AccLDAVidovic,AccClLDAInd,AccClLDAPropQ,AccClLDALiu,AccClLDAVidovic,tIndL,tGenL,AccQDAInd,AccQDAMulti,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic,AccClQDAInd,AccClQDAProp,AccClQDALiu,AccClQDAVidovic,tPropQ,tIndQ,tGenQ,tPre,wTargetMeanQDAm,wTargetCovQDAm
0,50,"(1,)",1,2,[0.51460053 0.68521709 0.58643643 0.62428852 0.55032244],[0.5080733  0.50870707 0.50055081 0.50299599 0.5217362 ],0.6991710417242332,0.7844155844155845,0.8298148659850787,0.0010072507592122442,0.8321359491572258,0.7956894169660127,0.928,1.0,1.0,0.968,0.0010017405560280809,0.0010094430177176846,0.6846090080132633,0.813235700469743,0.8833932025421387,0.0014169073131210272,0.8838353136225476,0.8574468085106383,0.736,0.992,1.0,0.976,41.64034914970398,0.001431421628806037,0.0014112105189057534,2.2481864606830435e-07,0.592173002734287,0.508412675707929
1,50,"(1, 2)",2,2,[0.57447008 0.77870902 0.65435083 0.67898241 0.63650805],[0.58361848 0.57557631 0.56658595 0.56866245 0.59990796],0.8281845813760708,0.7850234871511467,0.8559546836142581,0.0004908073867477413,0.8426084553744129,0.8387399834208344,0.984,1.0,1.0,1.0,0.0004947283347689273,0.0004913844269064455,0.7523625310859353,0.8148107211936999,0.8913512019894999,0.0006947734336821405,0.8844984802431611,0.8525559546836142,0.76,0.992,1.0,0.976,21.5110604763031,0.000705916567315183,0.0007017157492172524,2.664533154717807e-07,0.6646040786172491,0.5788702299615788
2,50,"(1, 2, 3)",3,2,[0.61143794 0.69406024 0.81121221 0.71844976 0.69750286],[0.62749022 0.6237162  0.61147647 0.61084055 0.66244071],0.8665377176015474,0.7861011329096436,0.881237911025145,0.0010073559229530067,0.8728378004973749,0.8678916827852998,0.984,1.0,1.0,1.0,0.0010052806865315834,0.0009981153023839162,0.7700469743022934,0.8161923183199778,0.8962144238739983,0.0014189160308247608,0.8887537993920973,0.8743299253937552,0.76,1.0,1.0,0.944,43.26888084411621,0.001424088607212561,0.0014091640126148487,1.1419961423632597e-07,0.7065326028182828,0.6271928293465526
3,50,"(1, 2, 3, 4)",4,2,[0.6477936  0.72905928 0.82641615 0.73023669 0.75451558],[0.67670499 0.67874774 0.64904421 0.64961468 0.71536423],0.8905222437137331,0.7868748273003592,0.8847471677258911,0.0009950039695724988,0.8790549875656258,0.8792484111633048,1.0,1.0,1.0,1.0,0.0009966476940588254,0.0010066455423123734,0.7893064382426085,0.817380491848577,0.8967117988394584,0.0014227392133937813,0.8871235147830893,0.9000276319425256,0.784,1.0,1.0,0.992,43.43588995933533,0.0014334482130802743,0.00141902522640223,1.1696741411360384e-07,0.7376042603920665,0.6738951688659278
4,50,"(1, 2, 3, 4, 5)",5,2,[0.67334142 0.75943083 0.82711618 0.80493688 0.74841103],[0.70452497 0.72148099 0.67438542 0.67253586 0.78174531],0.8908538270240398,0.7876761536336004,0.8830892511743575,0.000998490197317941,0.8770654877037856,0.879358938933407,1.0,1.0,1.0,1.0,0.000993001200804298,0.0009979576852381575,0.8135672837800497,0.8181541862392926,0.8978170765404808,0.001420165827736139,0.8865156120475269,0.9012434374136502,0.824,1.0,1.0,0.984,43.09271264076233,0.0014328174348627214,0.001411502583312145,1.1261473310754655e-07,0.7626472696764951,0.710934511015726
5,50,"(1, 2, 3, 4, 5, 6)",6,2,[0.70803128 0.76758767 0.83539578 0.76201015 0.77435762],[0.72917179 0.74233082 0.69641976 0.69677949 0.78626347],0.8945012434374137,0.7879524730588561,0.8861011329096435,0.0010032049296606507,0.8777286543243991,0.8797734180712904,1.0,1.0,1.0,1.0,0.0009952258852905713,0.0010088196312007603,0.8613981762917933,0.8195910472506217,0.9,0.0014169330720777635,0.8868471953578336,0.9014921248963802,0.928,1.0,1.0,1.0,43.643248081207275,0.0014283941476573665,0.0014100173258195104,1.0990417582705193e-07,0.769476499020557,0.7301930642996098
6,50,"(1, 2, 3, 4, 5, 6, 7)",7,2,[0.73125007 0.76732144 0.84191023 0.80377983 0.79018073],[0.75573316 0.75166811 0.72132418 0.7253613  0.80747412],0.8877590494611771,0.7886985355070462,0.8859077093119646,0.0009969576909154053,0.8768720641061066,0.8773970710140923,1.0,1.0,1.0,1.0,0.000999270443364249,0.0009964234989036608,0.8825642442663719,0.8208897485493231,0.9047526941143963,0.001416789111790653,0.8888090632771484,0.9041724233213595,0.952,1.0,1.0,1.0,43.631033182144165,0.0014301790588960755,0.0014157479097250912,1.699109620685819e-07,0.7868884578352148,0.7523121733481501
7,50,"(1, 2, 3, 4, 5, 6, 7, 8)",8,2,[0.75023629 0.80424178 0.83696962 0.79963031 0.78065927],[0.7619361  0.78596858 0.7400932  0.75029978 0.84446291],0.895109146172976,0.7892235424150318,0.8882287924841117,0.0010027345684754582,0.8804365846919039,0.8817352859906051,1.0,1.0,1.0,1.0,0.0010006718360182,0.0010000823709509523,0.8893617021276595,0.8217187068250899,0.9067421939762366,0.0014142015158850108,0.889334070185134,0.9051948051948052,0.936,1.0,1.0,1.0,43.48340129852295,0.001424117844616652,0.0014111523076163106,1.129050990140932e-07,0.7943474524079065,0.7765521129600427
8,50,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,2,[0.76002872 0.81995455 0.87471494 0.82582411 0.82459401],[0.77724901 0.81608996 0.75829889 0.76913102 0.8717018 ],0.8939486045869025,0.7897485493230174,0.8901630284609008,0.00049057985149256,0.8801878972091738,0.8826747720364742,1.0,1.0,1.0,1.0,0.000998289336747114,0.0008131098239979845,0.8898038132080686,0.8226305609284332,0.9029842497927605,0.0006966046583392272,0.8873722022658193,0.900939486045869,0.976,0.992,1.0,1.0,43.49298429489136,0.0007007239173874403,0.0006938397406741182,1.0471717984068627e-07,0.8210232657246415,0.7984941353708706
9,50,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,2,[0.7929902  0.81757608 0.92406585 0.83114311 0.80919496],[0.80461209 0.81315476 0.78261694 0.78950833 0.84430503],0.8973749654600719,0.7902182923459519,0.8912959381044487,0.0009987068031334224,0.8804365846919039,0.8843050566454822,1.0,1.0,1.0,1.0,0.0009962537335440349,0.0009973744458011186,0.8995578889195911,0.8232384636639956,0.9042276872064106,0.001418755897075045,0.8882287924841117,0.9009671179883946,0.976,1.0,1.0,1.0,43.756203413009644,0.0014339916414238202,0.0014207633103610205,1.0302359826839856e-07,0.8349940406138726,0.8068394309741385
