,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.8575,0.635,0.8175,0.8575,0.855,0.815,0.5008417508417509,0.4985049085206666,0.5,3,5,3
1,0.8625,0.7775,0.845,0.8725,0.8725,0.8425,0.5235755529873184,0.49512169981952664,0.5,3,5,4
2,0.87,0.765,0.8525,0.875,0.875,0.845,0.5135811900517789,0.49587793164083854,0.5,3,5,5
3,0.8825,0.865,0.865,0.875,0.875,0.87,0.4859267714644147,0.48346780093568553,0.5,3,5,6
4,0.8825,0.86,0.8675,0.875,0.885,0.87,0.48636870132224036,0.5095432336801229,0.5,3,5,7
5,0.88,0.8475,0.865,0.8775,0.8825,0.8675,0.4874749452094628,0.5059084523733689,0.5,3,5,8
6,0.865,0.845,0.8725,0.875,0.88,0.8725,0.489804558674859,0.5061701388671309,0.5,3,5,9
7,0.87,0.835,0.87,0.875,0.875,0.8725,0.4913668683239041,0.5051657253491131,0.5,3,5,10
8,0.87,0.8125,0.855,0.8725,0.8725,0.855,0.4969062169589823,0.49788558405592154,0.5,3,5,11
9,0.865,0.81,0.865,0.875,0.875,0.8675,0.49751420223691983,0.5095438172822022,0.5,3,5,12
10,0.87,0.8225,0.86,0.875,0.875,0.8725,0.4977159965862275,0.49841730545616325,0.5,3,5,13
11,0.87,0.8225,0.8675,0.875,0.875,0.8725,0.4977855572563953,0.4987909255739452,0.5,3,5,14
12,0.8725,0.8675,0.875,0.88,0.8775,0.88,0.49741081258140235,0.49837371619160936,0.5,3,5,15
13,0.8725,0.87,0.875,0.88,0.875,0.875,0.4985108721147331,0.5000762184601903,0.5,3,5,16
14,0.875,0.88,0.875,0.88,0.88,0.8825,0.4954692321443912,0.5053898296713435,0.5,3,5,17
15,0.88,0.8825,0.8825,0.88,0.88,0.88,0.495548041100816,0.5055683668705985,0.5,3,5,18
16,0.88,0.88,0.8825,0.8825,0.88,0.8775,0.49758220786641266,0.5083348713319813,0.5,3,5,19
17,0.88,0.88,0.885,0.8825,0.88,0.8775,0.5096409069001285,0.5131221770797842,0.5,3,5,20
18,0.8775,0.88,0.885,0.8825,0.8775,0.8775,0.5084979088888335,0.5125251654856351,0.5,3,5,21
19,0.8775,0.885,0.885,0.88,0.88,0.88,0.509702245184732,0.5155723974380654,0.5,3,5,22
20,0.87,0.865,0.8775,0.88,0.87,0.8725,0.5124801061812985,0.5155442670569585,0.5,3,5,23
21,0.8675,0.865,0.875,0.88,0.875,0.875,0.5113711881177468,0.5154100107544174,0.5,3,5,24
22,0.865,0.8725,0.8775,0.8775,0.875,0.875,0.5110601030329963,0.5139702084251904,0.5,3,5,25
23,0.87,0.87,0.875,0.8775,0.875,0.87,0.5020380113680001,0.4975696439643499,0.5,3,5,26
24,0.8675,0.8675,0.875,0.87,0.87,0.87,0.5040943996919608,0.5057521546631886,0.5,3,5,27
25,0.865,0.87,0.875,0.8725,0.8675,0.875,0.5032390910768345,0.5119519484784644,0.5,3,5,28
26,0.8625,0.87,0.875,0.8725,0.8725,0.8725,0.5004929255624802,0.513804373000554,0.5,3,5,29
27,0.8675,0.8675,0.8775,0.8725,0.8675,0.8725,0.5060877632390355,0.5143244440153418,0.5,3,5,30
28,0.865,0.87,0.875,0.875,0.87,0.8775,0.5109180061149555,0.5146469824328145,0.5,3,5,31
29,0.8675,0.875,0.8825,0.88,0.8775,0.87,0.5137233967854608,0.5173022438610758,0.5,3,5,32
30,0.8675,0.8725,0.8825,0.88,0.875,0.875,0.5127738130865779,0.5169548478084104,0.5,3,5,33
31,0.8675,0.87,0.885,0.8775,0.8775,0.875,0.5138335313869882,0.5178209218324251,0.5,3,5,34
32,0.865,0.875,0.88,0.8775,0.8725,0.8725,0.5139882091515072,0.5188744921503755,0.5,3,5,35
33,0.8675,0.875,0.88,0.8775,0.875,0.8725,0.5098124626956742,0.5184487792511189,0.5,3,5,36
34,0.8675,0.87,0.88,0.8775,0.875,0.875,0.5141942071845479,0.5180976685989664,0.5,3,5,37
35,0.8625,0.8725,0.88,0.8775,0.875,0.875,0.5145818096391571,0.5187026242343376,0.5,3,5,38
36,0.87,0.8725,0.88,0.8775,0.875,0.8725,0.5140480411082545,0.518172550170326,0.5,3,5,39
37,0.865,0.875,0.88,0.8775,0.875,0.8725,0.5151032624437795,0.519965581203522,0.5,3,5,40
38,0.8725,0.8725,0.8775,0.885,0.8725,0.87,0.5061907638461409,0.5174471285562485,0.5,3,5,41
39,0.875,0.875,0.8825,0.885,0.8725,0.8725,0.5072425075099548,0.5189326270890898,0.5,3,5,42
40,0.875,0.8725,0.88,0.8825,0.8775,0.875,0.5145840693576033,0.5189656506403949,0.5,3,5,43
41,0.88,0.87,0.88,0.885,0.8775,0.88,0.5140368503275583,0.5222794580946148,0.5,3,5,44
42,0.88,0.875,0.88,0.885,0.8775,0.8775,0.5164075164157351,0.5191427825274013,0.5,3,5,45
43,0.875,0.88,0.88,0.8825,0.88,0.88,0.5109928613670679,0.5185009196394073,0.5,3,5,46
44,0.8775,0.8725,0.88,0.8825,0.88,0.88,0.5101010218022474,0.5180317977733123,0.5,3,5,47
45,0.875,0.8725,0.8825,0.8825,0.88,0.88,0.507387297023851,0.5185290679830279,0.5,3,5,48
46,0.8775,0.8725,0.8825,0.8825,0.88,0.88,0.5065339226060781,0.5180529641314747,0.5,3,5,49
47,0.875,0.8725,0.8825,0.885,0.8775,0.875,0.5067566234343615,0.5183761049523482,0.5,3,5,50
48,0.875,0.8725,0.88,0.8825,0.8775,0.8725,0.5099297928454543,0.5192213579989707,0.5,3,5,51
49,0.875,0.8725,0.8825,0.8825,0.8775,0.8725,0.5066261867104496,0.5187936291779353,0.5,3,5,52
