,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.83,0.8325,0.8325,0.8325,0.5,0.5,0.9876543209876543,0.9966329966329965,0.5,2,74,3
1,0.81,0.8125,0.8225,0.81,0.5025,0.5,0.9837939837939838,0.9956709956709958,0.5,2,74,4
2,0.825,0.82,0.83,0.825,0.5,0.5,0.9869473960383052,0.9962121212121212,0.5,2,74,5
3,0.835,0.8275,0.825,0.8325,0.5,0.5,0.9818181818181818,0.9966329966329965,0.5,2,74,6
4,0.815,0.81,0.81,0.8125,0.5025,0.5,0.9817992679834784,0.9974358974358974,0.5,2,74,7
5,0.8275,0.8125,0.8225,0.825,0.5025,0.5025,0.9816242583618254,0.9961432506887054,0.5,2,74,8
6,0.835,0.8125,0.815,0.835,0.5,0.5025,0.9833734167067502,0.9953748006379585,0.5,2,74,9
7,0.83,0.82,0.8375,0.83,0.5,0.5,0.9824956075804971,0.9956682206682207,0.5,2,74,10
8,0.8275,0.825,0.83,0.825,0.5,0.5,0.9843615864373578,0.9956644365735274,0.5,2,74,11
9,0.8275,0.83,0.835,0.83,0.5,0.5,0.9862328468389076,0.9958926741535437,0.5,2,74,12
10,0.8175,0.845,0.8425,0.8175,0.5,0.5,0.9868051580125754,0.995665385916582,0.5,2,74,13
11,0.8175,0.8325,0.8325,0.8175,0.5,0.5,0.9885836580125466,0.9956351974254788,0.5,2,74,14
12,0.825,0.8425,0.835,0.825,0.5,0.5,0.9863837995151126,0.9933177676233231,0.5,2,74,15
13,0.83,0.8375,0.8375,0.8275,0.5,0.5,0.9846099214745427,0.9935950988582567,0.5,2,74,16
14,0.83,0.8425,0.8375,0.8275,0.5,0.5,0.9864704910866041,0.9938494656415108,0.5,2,74,17
15,0.825,0.8375,0.84,0.8275,0.5,0.5,0.9870684472922296,0.994083694083694,0.5,2,74,18
16,0.8275,0.835,0.84,0.8275,0.5,0.5,0.9860077178886701,0.994118067184021,0.5,2,74,19
17,0.825,0.835,0.835,0.8275,0.5,0.5,0.9867065957223379,0.9933751987916332,0.5,2,74,20
18,0.84,0.8375,0.8375,0.835,0.5,0.5,0.9877789889514245,0.9934768745524701,0.5,2,74,21
19,0.8175,0.83,0.8275,0.82,0.5,0.5,0.989626625510219,0.9935768800818936,0.5,2,74,22
20,0.8125,0.83,0.825,0.8175,0.5,0.5,0.9878171746180416,0.9934028837190952,0.5,2,74,23
21,0.8075,0.825,0.8275,0.8075,0.5,0.5,0.987941578363603,0.9938218823244279,0.5,2,74,24
22,0.805,0.825,0.8225,0.805,0.5,0.5,0.9875792263218598,0.9922642822515654,0.5,2,74,25
23,0.81,0.8225,0.825,0.81,0.5,0.5,0.9886551691007985,0.9913457060385968,0.5,2,74,26
24,0.81,0.8225,0.825,0.81,0.5,0.5,0.9882742372862441,0.9915739780555832,0.5,2,74,27
25,0.81,0.825,0.825,0.81,0.5,0.5,0.9879413248339449,0.9915564158412672,0.5,2,74,28
26,0.8225,0.8325,0.825,0.8225,0.5,0.5,0.9883015164168987,0.9916677971960333,0.5,2,74,29
27,0.8325,0.835,0.83,0.83,0.5,0.5,0.9886074623387792,0.9921228454661629,0.5,2,74,30
28,0.82,0.8225,0.8175,0.815,0.5,0.5,0.9889943209889851,0.9928516745656847,0.5,2,74,31
29,0.82,0.8175,0.8175,0.815,0.5,0.5,0.9889991697003349,0.9930185371164099,0.5,2,74,32
30,0.82,0.82,0.8175,0.82,0.5,0.5,0.989083237758565,0.9933003312803255,0.5,2,74,33
31,0.8325,0.8375,0.835,0.8325,0.5,0.5,0.9885208416793415,0.9932502583630476,0.5,2,74,34
32,0.8275,0.83,0.835,0.825,0.5,0.5,0.9883118943674565,0.9933472454943415,0.5,2,74,35
33,0.8325,0.835,0.8325,0.83,0.5,0.5,0.9884720825368625,0.9932809737035909,0.5,2,74,36
34,0.825,0.835,0.83,0.82,0.5,0.5,0.9885504289545197,0.9931563522519007,0.5,2,74,37
35,0.82,0.83,0.8275,0.8225,0.5,0.5,0.9885475683135614,0.9927427365632137,0.5,2,74,38
36,0.8225,0.83,0.83,0.8225,0.5,0.5,0.9883998059172684,0.9926994985701986,0.5,2,74,39
37,0.8225,0.83,0.8275,0.8225,0.5,0.5,0.9885079832198688,0.9928349424954863,0.5,2,74,40
38,0.8225,0.8325,0.83,0.8225,0.5,0.5,0.9884661818944717,0.992495336468094,0.5,2,74,41
39,0.8225,0.8275,0.83,0.8225,0.5,0.5,0.9884112508136893,0.9924468705755836,0.5,2,74,42
40,0.8225,0.8275,0.83,0.8225,0.5,0.5,0.9885320875813827,0.9931446517510116,0.5,2,74,43
41,0.8225,0.8275,0.8275,0.8225,0.5,0.5,0.9884092445369577,0.9930623571334054,0.5,2,74,44
42,0.82,0.8275,0.8275,0.8225,0.5,0.5,0.9884936068422336,0.9930856019729696,0.5,2,74,45
43,0.8325,0.8375,0.835,0.835,0.5,0.5,0.9887433753744536,0.9930112199805203,0.5,2,74,46
44,0.8325,0.8425,0.835,0.8325,0.5,0.5,0.9889813913814142,0.9932713849353463,0.5,2,74,47
45,0.825,0.835,0.8325,0.825,0.5,0.5,0.9896081355591406,0.993376726269743,0.5,2,74,48
46,0.835,0.835,0.8375,0.8325,0.5,0.5,0.9892619029735391,0.9934336768072742,0.5,2,74,49
47,0.835,0.835,0.835,0.835,0.5,0.5,0.9893759464250966,0.9936977944828278,0.5,2,74,50
48,0.8325,0.835,0.835,0.8325,0.5,0.5,0.9891089615298702,0.9935492033943497,0.5,2,74,51
