,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.815,0.765,0.77,0.8175,0.82,0.8125,0.5022446689113357,0.7370617037283707,0.5,54,51,3
1,0.8475,0.5375,0.8225,0.8475,0.8425,0.8525,0.6298153371682784,0.7416425895024548,0.5,54,51,4
2,0.8325,0.735,0.85,0.84,0.8275,0.8475,0.6797641125626869,0.7296228713927827,0.5,54,51,5
3,0.835,0.7975,0.85,0.84,0.835,0.85,0.6816364650176459,0.7280905385263597,0.5,54,51,6
4,0.8375,0.8175,0.85,0.845,0.835,0.845,0.6749174697936836,0.7294555673649511,0.5,54,51,7
5,0.815,0.8125,0.8275,0.82,0.82,0.815,0.7283072078484656,0.7347380306280397,0.5,54,51,8
6,0.8175,0.8075,0.8175,0.8175,0.815,0.815,0.7284000535942138,0.73634872903964,0.5,54,51,9
7,0.8125,0.81,0.82,0.8225,0.8225,0.815,0.7251865854749546,0.7341714291204171,0.5,54,51,10
8,0.825,0.8225,0.8325,0.8275,0.8175,0.8175,0.7283218981812001,0.7336160904304728,0.5,54,51,11
9,0.83,0.835,0.8325,0.8325,0.82,0.8225,0.7256090630759335,0.7338932102038868,0.5,54,51,12
10,0.825,0.82,0.8325,0.8325,0.8175,0.82,0.7226993111969819,0.7309442876699225,0.5,54,51,13
11,0.8275,0.8175,0.83,0.83,0.8225,0.8225,0.7196380360075744,0.7297812484468719,0.5,54,51,14
12,0.83,0.8225,0.83,0.835,0.8275,0.8225,0.7188034553404135,0.7280534279019063,0.5,54,51,15
13,0.83,0.8225,0.825,0.83,0.825,0.8275,0.7177857540779037,0.7274990665779296,0.5,54,51,16
14,0.82,0.8225,0.8225,0.8275,0.8175,0.8225,0.7178964401428668,0.7303125504035441,0.5,54,51,17
15,0.84,0.825,0.83,0.84,0.83,0.825,0.7224756920436158,0.7300240585327996,0.5,54,51,18
16,0.8425,0.8275,0.83,0.8425,0.83,0.8275,0.7205795037872794,0.7331553720076066,0.5,54,51,19
17,0.845,0.8325,0.8375,0.8425,0.8325,0.83,0.7189983930437741,0.7329647925977798,0.5,54,51,20
18,0.845,0.835,0.845,0.845,0.8325,0.835,0.720209036047695,0.7341733101085962,0.5,54,51,21
19,0.845,0.825,0.8375,0.8425,0.8325,0.8275,0.7303748693111608,0.7373688940623393,0.5,54,51,22
20,0.8375,0.82,0.8325,0.8375,0.8275,0.8225,0.7329374387692807,0.7345972465049794,0.5,54,51,23
21,0.8375,0.8175,0.82,0.8375,0.8275,0.815,0.7296133730849865,0.7347598292250854,0.5,54,51,24
22,0.8375,0.8175,0.82,0.8375,0.825,0.815,0.7286759950581905,0.7340675954664174,0.5,54,51,25
23,0.8375,0.82,0.8225,0.84,0.8275,0.82,0.7315866153842048,0.735529198360266,0.5,54,51,26
24,0.8375,0.82,0.82,0.8375,0.83,0.82,0.731617909194557,0.736793041906008,0.5,54,51,27
25,0.845,0.8175,0.8275,0.8425,0.83,0.8225,0.7306766970348793,0.7349482900519742,0.5,54,51,28
26,0.84,0.8125,0.825,0.84,0.83,0.82,0.7306645692841275,0.7358153796150401,0.5,54,51,29
27,0.8375,0.815,0.83,0.8475,0.84,0.8275,0.7296166730729148,0.7343970341650412,0.5,54,51,30
28,0.85,0.8225,0.8325,0.8475,0.84,0.8275,0.7266363314929951,0.7342107967036557,0.5,54,51,31
29,0.845,0.8225,0.835,0.8475,0.8425,0.8275,0.7292041156461924,0.7365107435778094,0.5,54,51,32
30,0.8375,0.82,0.8325,0.845,0.8325,0.825,0.7308049793860835,0.7354065409745266,0.5,54,51,33
31,0.845,0.8225,0.8325,0.845,0.8375,0.8325,0.7304785006395453,0.7383983343902787,0.5,54,51,34
32,0.8475,0.8225,0.835,0.845,0.8375,0.8325,0.7317737065697,0.7394986221978062,0.5,54,51,35
33,0.8475,0.83,0.8375,0.8475,0.8425,0.835,0.7324268222765741,0.7397627119724717,0.5,54,51,36
34,0.8475,0.8375,0.8425,0.845,0.8425,0.8375,0.7332840128092102,0.7401864195504456,0.5,54,51,37
35,0.8475,0.8425,0.8425,0.85,0.8425,0.8375,0.7354942640344054,0.7375193232885924,0.5,54,51,38
