,yLDA,yQDA,y10BBQ,y10BBL,yLiu,yLiuQDA,r10BBQ,r10BBL,rLiu,person,times,shots
0,0.8875,0.6975,0.835,0.8425,0.86,0.8325,0.5756231422898098,0.5513622530667981,0.5,1,26,3
1,0.895,0.695,0.8125,0.8275,0.8325,0.825,0.5110601811369079,0.5618237794042418,0.5,1,26,4
2,0.895,0.7625,0.8475,0.895,0.8925,0.865,0.5532484334272871,0.6165868818470017,0.5,1,26,5
3,0.905,0.8375,0.855,0.8925,0.9025,0.8925,0.5469994669034501,0.5669611686276118,0.5,1,26,6
4,0.9025,0.89,0.86,0.8975,0.895,0.8875,0.5458941667959603,0.5807893513769781,0.5,1,26,7
5,0.9,0.8775,0.8575,0.88,0.8975,0.88,0.5507823819722969,0.5501647614102163,0.5,1,26,8
6,0.9075,0.88,0.855,0.8675,0.8875,0.8775,0.5318767437139686,0.5352713906184311,0.5,1,26,9
7,0.9025,0.8825,0.8625,0.89,0.895,0.89,0.5411788646030842,0.5730197095171651,0.5,1,26,10
8,0.8975,0.8775,0.8675,0.8975,0.895,0.8925,0.535601826720818,0.5710466798218725,0.5,1,26,11
9,0.8975,0.885,0.875,0.9,0.895,0.8975,0.5349949531248542,0.5742421707520013,0.5,1,26,12
10,0.895,0.89,0.8775,0.895,0.9025,0.895,0.5389650739956346,0.5833127372735882,0.5,1,26,13
11,0.905,0.8775,0.875,0.8925,0.9,0.89,0.5374025813720746,0.5769076688914567,0.5,1,26,14
12,0.8925,0.88,0.8875,0.8975,0.9025,0.8975,0.5344778748967265,0.5731406153328361,0.5,1,26,15
13,0.8925,0.88,0.8875,0.895,0.9025,0.8925,0.5341232370989621,0.5765140771897886,0.5,1,26,16
14,0.895,0.8775,0.885,0.895,0.9025,0.895,0.5304956707033402,0.5687895776702763,0.5,1,26,17
15,0.8975,0.8925,0.8775,0.8925,0.895,0.8925,0.5330455031658009,0.5653269025628093,0.5,1,26,18
16,0.895,0.8875,0.885,0.895,0.9,0.8925,0.5294964093605636,0.5573953331459747,0.5,1,26,19
17,0.8975,0.8975,0.88,0.8875,0.8975,0.8925,0.52275556666211,0.5519783691831738,0.5,1,26,20
18,0.9,0.8975,0.88,0.89,0.8975,0.8925,0.5204465654666924,0.5497010866710388,0.5,1,26,21
19,0.8975,0.895,0.8775,0.88,0.8925,0.895,0.5195159601303545,0.5449757660518102,0.5,1,26,22
20,0.8975,0.8875,0.8775,0.88,0.8925,0.895,0.520001672070807,0.5466288171182676,0.5,1,26,23
21,0.9,0.8825,0.885,0.8925,0.9025,0.8975,0.5185985689237813,0.553554509216705,0.5,1,26,24
22,0.9,0.8925,0.8875,0.89,0.905,0.8975,0.5199069447159197,0.5562329150993117,0.5,1,26,25
23,0.9,0.8925,0.8825,0.8925,0.9025,0.8975,0.5192791116323715,0.557313902183736,0.5,1,26,26
24,0.9,0.8925,0.8825,0.895,0.9025,0.9,0.5169052416841892,0.5542737767230435,0.5,1,26,27
25,0.9,0.8975,0.8775,0.8925,0.9025,0.895,0.5169686740636035,0.554072944362496,0.5,1,26,28
26,0.9,0.8975,0.8825,0.8975,0.9,0.905,0.5156180420910383,0.5535259866942692,0.5,1,26,29
27,0.8975,0.8975,0.8825,0.8925,0.9025,0.9025,0.5190127729449407,0.5589221789851461,0.5,1,26,30
28,0.895,0.9,0.8875,0.895,0.8975,0.9,0.522136755905357,0.5620197562596659,0.5,1,26,31
29,0.8925,0.8975,0.8825,0.895,0.9,0.905,0.5219375147879879,0.5629902579886329,0.5,1,26,32
30,0.8975,0.8975,0.885,0.8925,0.8975,0.8975,0.522593388530442,0.5629744637823766,0.5,1,26,33
31,0.9,0.8925,0.885,0.89,0.9025,0.9,0.5244220897095838,0.5622230558400679,0.5,1,26,34
32,0.895,0.895,0.8825,0.89,0.905,0.905,0.5206899739916508,0.5629303791593058,0.5,1,26,35
33,0.895,0.895,0.8825,0.89,0.9025,0.9025,0.5197634734929633,0.5634283132991893,0.5,1,26,36
34,0.8975,0.895,0.885,0.895,0.9,0.9,0.5262452048735574,0.5678208513032775,0.5,1,26,37
35,0.8975,0.895,0.885,0.8925,0.905,0.9075,0.5247863696418602,0.5678911275001606,0.5,1,26,38
36,0.895,0.8925,0.89,0.895,0.9075,0.9075,0.5243282308821123,0.5641767691636339,0.5,1,26,39
37,0.8925,0.9025,0.88,0.8875,0.9025,0.905,0.5199142043687138,0.5609377599856983,0.5,1,26,40
38,0.8925,0.9,0.8875,0.8875,0.9025,0.905,0.5265539885879343,0.5651594227908141,0.5,1,26,41
39,0.8975,0.9025,0.8875,0.885,0.9025,0.905,0.5256899163499889,0.5637354178758703,0.5,1,26,42
40,0.895,0.9025,0.885,0.885,0.9025,0.905,0.5246266373571117,0.5627948637711961,0.5,1,26,43
