,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.737,0.505,0.842,0.844,0.834,0.838,0.829,0.821,0.75,0.49999999999999994,0.5,20,0,3,0.843,0.736,0.835,0.843
1,0.762,0.613,0.842,0.844,0.817,0.818,0.819,0.817,0.6128540574112842,0.48304621153602656,0.5,20,0,4,0.836,0.762,0.835,0.843
2,0.821,0.72,0.842,0.844,0.839,0.845,0.839,0.844,0.525255128608411,0.48420882998769244,0.5,20,0,5,0.835,0.797,0.835,0.843
3,0.836,0.723,0.842,0.844,0.848,0.85,0.849,0.847,0.5470297029702971,0.5269248485898612,0.5,20,0,6,0.837,0.773,0.835,0.843
4,0.832,0.71,0.842,0.844,0.847,0.84,0.848,0.842,0.5259338867089378,0.5179491924311227,0.5,20,0,7,0.842,0.773,0.835,0.843
5,0.834,0.814,0.842,0.844,0.848,0.848,0.848,0.847,0.5156865167015571,0.5156865167015571,0.5,20,0,8,0.846,0.773,0.835,0.843
6,0.832,0.809,0.842,0.844,0.847,0.848,0.846,0.848,0.5139320225002103,0.5139320225002103,0.5,20,0,9,0.839,0.773,0.835,0.843
7,0.832,0.795,0.842,0.844,0.846,0.842,0.846,0.844,0.52458972191462,0.525255128608411,0.5,20,0,10,0.831,0.773,0.835,0.843
8,0.812,0.789,0.842,0.844,0.84,0.841,0.842,0.84,0.5217195846672233,0.5229182717010039,0.5,20,0,11,0.822,0.773,0.835,0.843
9,0.807,0.799,0.842,0.844,0.84,0.84,0.839,0.839,0.5105823073626679,0.5001474931380173,0.5,20,0,12,0.833,0.773,0.835,0.843
10,0.813,0.809,0.842,0.844,0.839,0.841,0.839,0.841,0.5097453248819366,0.5010451272193347,0.5,20,0,13,0.831,0.794,0.835,0.843
11,0.81,0.799,0.842,0.844,0.834,0.831,0.836,0.833,0.5090323935863359,0.5218945895319156,0.5,20,0,14,0.83,0.811,0.835,0.844
12,0.823,0.809,0.842,0.844,0.84,0.837,0.839,0.839,0.5221266865101655,0.5254090877542017,0.5,20,0,15,0.833,0.811,0.835,0.844
13,0.834,0.827,0.842,0.844,0.846,0.843,0.846,0.842,0.5081312836003387,0.528013673110882,0.5,20,0,16,0.83,0.839,0.835,0.843
14,0.834,0.834,0.842,0.844,0.848,0.844,0.847,0.844,0.5198944727692472,0.5252250604294755,0.5,20,0,17,0.836,0.839,0.835,0.843
15,0.838,0.839,0.842,0.844,0.848,0.842,0.848,0.842,0.5019954147072586,0.5142852532286811,0.5,20,0,18,0.835,0.852,0.835,0.843
16,0.838,0.837,0.842,0.844,0.848,0.842,0.847,0.841,0.49713847368478176,0.5218477701879354,0.5,20,0,19,0.835,0.852,0.835,0.843
17,0.834,0.838,0.842,0.844,0.844,0.839,0.844,0.839,0.501406757473807,0.4929010260940301,0.5,20,0,20,0.836,0.852,0.835,0.843
18,0.837,0.836,0.842,0.844,0.848,0.842,0.848,0.841,0.4987746456019193,0.5069157127047881,0.5,20,0,21,0.836,0.852,0.835,0.844
19,0.841,0.834,0.842,0.844,0.847,0.842,0.848,0.841,0.48494063976446855,0.5100337707361368,0.5,20,0,22,0.828,0.85,0.835,0.843
20,0.84,0.835,0.842,0.844,0.848,0.845,0.848,0.844,0.4878062017892314,0.5101072175723272,0.5,20,0,23,0.828,0.85,0.835,0.843
21,0.844,0.832,0.842,0.844,0.849,0.842,0.85,0.842,0.5136017303497333,0.515030741277847,0.5,20,0,24,0.828,0.852,0.835,0.843
22,0.841,0.836,0.842,0.844,0.848,0.843,0.848,0.843,0.5102531072941849,0.5140777647116468,0.5,20,0,25,0.829,0.852,0.835,0.843
23,0.841,0.837,0.842,0.844,0.848,0.842,0.848,0.84,0.5078050294074756,0.5129598358306002,0.5,20,0,26,0.836,0.851,0.835,0.844
24,0.84,0.838,0.842,0.844,0.849,0.844,0.848,0.844,0.5012095311994319,0.4985851847555091,0.5,20,0,27,0.842,0.851,0.835,0.844
25,0.837,0.837,0.842,0.844,0.849,0.843,0.851,0.843,0.5043470969405037,0.491291666419834,0.5,20,0,28,0.84,0.847,0.835,0.844
26,0.837,0.838,0.842,0.844,0.85,0.846,0.851,0.846,0.5033798371274263,0.4921288652283894,0.5,20,0,29,0.84,0.847,0.835,0.844
27,0.844,0.837,0.842,0.844,0.85,0.844,0.849,0.845,0.5133883394885215,0.49944320643648316,0.5,20,0,30,0.842,0.853,0.835,0.844
28,0.844,0.84,0.842,0.844,0.848,0.845,0.848,0.846,0.5132076307856691,0.5,0.5,20,0,31,0.841,0.853,0.835,0.844
29,0.854,0.845,0.842,0.844,0.848,0.849,0.848,0.848,0.5150674155165598,0.5088606582512829,0.5,20,0,32,0.84,0.854,0.835,0.844
30,0.853,0.847,0.842,0.844,0.85,0.852,0.85,0.848,0.5218250101103383,0.5116305366111693,0.5,20,0,33,0.839,0.852,0.835,0.844
31,0.851,0.847,0.842,0.843,0.85,0.85,0.85,0.849,0.5211599823844228,0.5041439533780586,0.5,20,0,34,0.843,0.852,0.835,0.844
32,0.852,0.846,0.842,0.843,0.849,0.849,0.849,0.849,0.5179645984567802,0.5145403169533047,0.5,20,0,35,0.844,0.854,0.835,0.843
33,0.852,0.846,0.842,0.843,0.85,0.849,0.85,0.849,0.517317801739383,0.5142515984876557,0.5,20,0,36,0.844,0.854,0.835,0.844
34,0.851,0.846,0.842,0.843,0.848,0.848,0.848,0.848,0.5145767027142235,0.5123004409551926,0.5,20,0,37,0.841,0.85,0.835,0.844
35,0.85,0.848,0.842,0.843,0.851,0.851,0.851,0.851,0.5086964574845193,0.502325305274534,0.5,20,0,38,0.841,0.85,0.835,0.844
36,0.85,0.848,0.842,0.843,0.85,0.85,0.85,0.85,0.5085996134235802,0.5008595677409533,0.5,20,0,39,0.841,0.85,0.835,0.843
37,0.85,0.848,0.842,0.843,0.85,0.852,0.851,0.851,0.5165758145300475,0.49981766806213157,0.5,20,0,40,0.841,0.85,0.835,0.843
38,0.848,0.845,0.842,0.843,0.849,0.849,0.85,0.85,0.5160402172184513,0.4971441450616304,0.5,20,0,41,0.835,0.854,0.835,0.843
39,0.85,0.843,0.842,0.843,0.85,0.85,0.85,0.85,0.5235846478361907,0.5042954239806221,0.5,20,0,42,0.833,0.854,0.835,0.844
40,0.848,0.846,0.842,0.843,0.849,0.851,0.849,0.851,0.5151417337601591,0.5065304896331106,0.5,20,0,43,0.835,0.85,0.835,0.843
41,0.852,0.841,0.842,0.843,0.85,0.849,0.85,0.847,0.5072948775458055,0.5026120268925915,0.5,20,0,44,0.835,0.849,0.835,0.844
