,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.842,0.746,0.787,0.792,0.854,0.854,0.851,0.85,0.5,0.5,0.5,20,0,3,0.5,0.849,0.838,0.796
1,0.842,0.768,0.787,0.792,0.854,0.853,0.855,0.853,0.5,0.5,0.5,20,0,4,0.817,0.833,0.838,0.796
2,0.822,0.728,0.787,0.792,0.85,0.842,0.848,0.85,0.5078871970660991,0.5234137686376763,0.5,20,0,5,0.856,0.821,0.838,0.796
3,0.813,0.804,0.787,0.792,0.841,0.844,0.843,0.843,0.5,0.520980054225096,0.5,20,0,6,0.835,0.832,0.838,0.796
4,0.816,0.83,0.787,0.792,0.843,0.843,0.838,0.843,0.5059801712566517,0.5155068291037581,0.5,20,0,7,0.845,0.833,0.838,0.796
5,0.825,0.837,0.787,0.792,0.842,0.841,0.841,0.844,0.5151158213846492,0.5187605536242457,0.5,20,0,8,0.85,0.83,0.838,0.796
6,0.83,0.832,0.787,0.792,0.837,0.837,0.837,0.836,0.49999999999999994,0.5021926979660024,0.5,20,0,9,0.834,0.822,0.838,0.796
7,0.836,0.838,0.787,0.792,0.844,0.843,0.844,0.843,0.5364244736653949,0.49999999999999994,0.5,20,0,10,0.834,0.828,0.838,0.796
8,0.841,0.837,0.788,0.792,0.853,0.845,0.85,0.848,0.5225133206621215,0.5064269626515203,0.5,20,0,11,0.833,0.828,0.838,0.796
9,0.843,0.842,0.787,0.792,0.853,0.846,0.85,0.846,0.5245586494687812,0.5074818002646841,0.5,20,0,12,0.84,0.842,0.838,0.796
10,0.847,0.841,0.787,0.792,0.852,0.845,0.852,0.846,0.5230693122968262,0.5115346561484131,0.5,20,0,13,0.839,0.844,0.838,0.796
11,0.847,0.843,0.787,0.792,0.852,0.846,0.852,0.846,0.5211009163874879,0.5075822813770042,0.5,20,0,14,0.839,0.844,0.838,0.796
12,0.846,0.841,0.787,0.792,0.849,0.846,0.851,0.848,0.5,0.5121623686726405,0.5,20,0,15,0.842,0.835,0.838,0.796
13,0.849,0.841,0.787,0.792,0.851,0.844,0.851,0.846,0.5180299346606818,0.5077135800016261,0.5,20,0,16,0.842,0.847,0.838,0.796
14,0.851,0.845,0.787,0.792,0.852,0.846,0.851,0.847,0.49999999999999994,0.5111443290930824,0.5,20,0,17,0.843,0.847,0.838,0.796
15,0.847,0.841,0.787,0.792,0.851,0.845,0.852,0.845,0.49999999999999994,0.5157430257211513,0.5,20,0,18,0.843,0.847,0.838,0.796
16,0.858,0.847,0.788,0.792,0.853,0.85,0.853,0.849,0.5077511370262756,0.5197757388623706,0.5,20,0,19,0.842,0.849,0.838,0.796
17,0.855,0.846,0.788,0.792,0.853,0.85,0.853,0.848,0.5072800854815553,0.5181825664324142,0.5,20,0,20,0.843,0.844,0.839,0.796
18,0.853,0.845,0.788,0.792,0.853,0.848,0.853,0.849,0.5214310762766584,0.5163164528781774,0.5,20,0,21,0.846,0.838,0.839,0.796
19,0.847,0.846,0.788,0.793,0.856,0.851,0.853,0.849,0.5230674694046682,0.5108565399620442,0.5,20,0,22,0.849,0.834,0.839,0.796
20,0.842,0.842,0.788,0.793,0.855,0.849,0.853,0.85,0.49200187955580976,0.49378735692593173,0.5,20,0,23,0.842,0.841,0.839,0.796
21,0.844,0.843,0.788,0.793,0.855,0.85,0.853,0.851,0.48696130372823426,0.4937347507131759,0.5,20,0,24,0.842,0.841,0.839,0.796
22,0.843,0.844,0.788,0.793,0.858,0.851,0.858,0.852,0.49232292484745654,0.49919554816473327,0.5,20,0,25,0.845,0.833,0.839,0.796
23,0.852,0.846,0.788,0.793,0.857,0.852,0.855,0.853,0.5070332818590102,0.5022956667610087,0.5,20,0,26,0.843,0.834,0.839,0.796
24,0.854,0.853,0.788,0.793,0.852,0.853,0.853,0.851,0.5191984842579234,0.5051301792065807,0.5,20,0,27,0.843,0.837,0.839,0.796
25,0.855,0.848,0.788,0.793,0.852,0.854,0.855,0.855,0.515309093611762,0.5046643614923912,0.5,20,0,28,0.842,0.835,0.839,0.796
26,0.853,0.851,0.788,0.793,0.855,0.855,0.854,0.852,0.5145191568689658,0.5046472285432704,0.5,20,0,29,0.842,0.838,0.839,0.796
27,0.851,0.849,0.788,0.793,0.852,0.853,0.854,0.853,0.5138935361307049,0.5051861118545806,0.5,20,0,30,0.842,0.848,0.839,0.796
