,yIndLDA,yIndQDA,yMultiLDA,yMultiQDA,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots
20,0.832,0.821,0.802,0.802,0.836,0.824,0.83,0.816,0.4522304761548942,0.5361339195413196,0.5,20,0,23
21,0.838,0.819,0.802,0.802,0.84,0.826,0.828,0.818,0.47206995383998984,0.518790064946195,0.5,20,0,24
22,0.847,0.838,0.802,0.802,0.848,0.834,0.839,0.825,0.4837478356659727,0.5066066665525844,0.5,20,0,25
23,0.84,0.832,0.802,0.802,0.844,0.83,0.834,0.825,0.4786704475625715,0.5149596604700715,0.5,20,0,26
24,0.839,0.834,0.802,0.802,0.844,0.827,0.831,0.821,0.4970217898041882,0.5155445108314414,0.5,20,0,27
25,0.839,0.841,0.802,0.802,0.842,0.835,0.836,0.827,0.5144769237624616,0.4980079204929757,0.5,20,0,28
26,0.84,0.84,0.802,0.802,0.843,0.834,0.837,0.827,0.514707716146546,0.49636888261212403,0.5,20,0,29
27,0.84,0.839,0.802,0.802,0.844,0.835,0.838,0.829,0.5081258279061781,0.516151798919471,0.5,20,0,30
28,0.839,0.837,0.802,0.802,0.845,0.832,0.835,0.828,0.5244356843340459,0.5047747297810738,0.5,20,0,31
29,0.84,0.831,0.802,0.802,0.841,0.831,0.835,0.827,0.5112602863797115,0.5175102725790297,0.5,20,0,32
30,0.839,0.835,0.802,0.802,0.845,0.833,0.838,0.831,0.5242114443532232,0.5030792697263253,0.5,20,0,33
31,0.838,0.83,0.802,0.802,0.842,0.837,0.841,0.836,0.522356061684164,0.5235736277342966,0.5,20,0,34
32,0.841,0.835,0.802,0.802,0.841,0.838,0.842,0.835,0.5349792992056327,0.5003214879792999,0.5,20,0,35
33,0.841,0.838,0.802,0.802,0.844,0.84,0.84,0.839,0.5268015305760744,0.5017638610150538,0.5,20,0,36
34,0.84,0.836,0.802,0.802,0.841,0.84,0.839,0.837,0.5299272469152385,0.5083704700704177,0.5,20,0,37
35,0.841,0.838,0.802,0.802,0.841,0.841,0.839,0.838,0.5295189665040085,0.5087187933493196,0.5,20,0,38
36,0.84,0.836,0.802,0.802,0.841,0.841,0.839,0.837,0.527886518064394,0.5087450870902357,0.5,20,0,39
37,0.842,0.837,0.802,0.802,0.84,0.836,0.839,0.836,0.5293095203825176,0.5088095845641905,0.5,20,0,40
38,0.84,0.836,0.802,0.802,0.84,0.837,0.84,0.835,0.5223437184757314,0.5102022182194066,0.5,20,0,41
39,0.842,0.839,0.802,0.802,0.841,0.838,0.84,0.837,0.521187004658914,0.5085449917980962,0.5,20,0,42
40,0.841,0.839,0.802,0.802,0.842,0.835,0.846,0.837,0.5247267355506593,0.5089987445633757,0.5,20,0,43
41,0.841,0.836,0.802,0.802,0.843,0.834,0.845,0.836,0.5220328518004337,0.5095910627457816,0.5,20,0,44
42,0.838,0.838,0.802,0.802,0.841,0.837,0.84,0.837,0.5241615357318974,0.5032957342992576,0.5,20,0,45
43,0.845,0.837,0.802,0.802,0.845,0.83,0.846,0.831,0.5305393816307232,0.5029565093517059,0.5,20,0,46
44,0.846,0.827,0.802,0.802,0.845,0.829,0.85,0.828,0.5328623756171851,0.5003336324983925,0.5,20,0,47
45,0.845,0.827,0.802,0.802,0.845,0.827,0.848,0.827,0.5247884653369317,0.5002753568505032,0.5,20,0,48
46,0.846,0.827,0.802,0.802,0.844,0.826,0.846,0.826,0.5227212932332017,0.5000394503503374,0.5,20,0,49
47,0.841,0.836,0.802,0.802,0.84,0.838,0.842,0.838,0.5232806838393503,0.5014842459021136,0.5,20,0,50
48,0.841,0.838,0.802,0.802,0.841,0.836,0.843,0.837,0.5220735827340157,0.5021367031335412,0.5,20,0,51
49,0.843,0.835,0.802,0.802,0.845,0.837,0.845,0.836,0.5204345660449265,0.49631458521304384,0.5,20,0,52
50,0.843,0.837,0.802,0.802,0.842,0.836,0.845,0.836,0.5181436291175509,0.49709590024205164,0.5,20,0,53
51,0.844,0.837,0.802,0.802,0.842,0.838,0.843,0.836,0.5169590704865308,0.49714099437360754,0.5,20,0,54
52,0.844,0.833,0.802,0.802,0.845,0.836,0.843,0.836,0.517380278797746,0.49765258910923804,0.5,20,0,55
53,0.844,0.837,0.802,0.802,0.845,0.837,0.843,0.837,0.5174596136720953,0.49791700774923947,0.5,20,0,56
54,0.844,0.836,0.802,0.802,0.845,0.837,0.846,0.834,0.5179525536698137,0.4981912101166268,0.5,20,0,57
55,0.845,0.83,0.802,0.802,0.846,0.835,0.85,0.83,0.5256367899135885,0.5008226437884935,0.5,20,0,58
56,0.844,0.834,0.802,0.802,0.846,0.836,0.848,0.83,0.5184120006795848,0.4997496505223863,0.5,20,0,59
57,0.847,0.831,0.802,0.802,0.845,0.837,0.845,0.836,0.5248064342450105,0.49388506407320276,0.5,20,0,60
58,0.846,0.834,0.802,0.802,0.843,0.836,0.845,0.835,0.5186051256676917,0.4931039345172279,0.5,20,0,61
59,0.846,0.833,0.802,0.802,0.843,0.837,0.842,0.835,0.5178088332735213,0.4936557711775392,0.5,20,0,62
60,0.845,0.833,0.802,0.802,0.843,0.837,0.839,0.835,0.5161828982159906,0.49362500204429915,0.5,20,0,63
61,0.846,0.834,0.802,0.802,0.843,0.837,0.84,0.838,0.5162322198630611,0.4941487675660924,0.5,20,0,64
62,0.846,0.83,0.802,0.802,0.845,0.836,0.84,0.835,0.5184819367974872,0.49593012697834443,0.5,20,0,65
63,0.847,0.832,0.802,0.802,0.845,0.837,0.841,0.837,0.5187773132190004,0.4962070473211796,0.5,20,0,66
64,0.844,0.837,0.802,0.802,0.845,0.836,0.84,0.838,0.5218086508506408,0.503658467231989,0.5,20,0,67
65,0.844,0.842,0.802,0.802,0.845,0.836,0.843,0.834,0.5320343192462145,0.5051617196676368,0.5,20,0,68
66,0.844,0.841,0.802,0.802,0.846,0.832,0.841,0.837,0.5260117232471755,0.5037155400970206,0.5,20,0,69
67,0.845,0.84,0.802,0.802,0.845,0.833,0.841,0.838,0.5261046878154592,0.5045181001478289,0.5,20,0,70
68,0.849,0.84,0.802,0.802,0.844,0.832,0.842,0.838,0.5262913949480722,0.49934380430611197,0.5,20,0,71
69,0.848,0.839,0.802,0.802,0.845,0.832,0.841,0.84,0.5252478876320392,0.5048598928521643,0.5,20,0,72
70,0.845,0.841,0.802,0.802,0.845,0.832,0.844,0.836,0.5191892005346661,0.503951188356788,0.5,20,0,73
71,0.849,0.84,0.802,0.802,0.846,0.835,0.846,0.834,0.51917627647974,0.5040206058373056,0.5,20,0,74
72,0.85,0.839,0.802,0.802,0.847,0.839,0.848,0.836,0.5195149099355485,0.5040920502481578,0.5,20,0,75
73,0.848,0.841,0.802,0.802,0.847,0.838,0.849,0.836,0.5189546787375618,0.5040188748962231,0.5,20,0,76
74,0.85,0.841,0.802,0.802,0.845,0.835,0.845,0.834,0.5177965356651647,0.49970662262701504,0.5,20,0,77
75,0.849,0.841,0.802,0.802,0.845,0.834,0.845,0.836,0.5175152061516333,0.4992564942101356,0.5,20,0,78
76,0.849,0.841,0.802,0.802,0.845,0.834,0.845,0.835,0.5168998401956173,0.5040858538740297,0.5,20,0,79
77,0.849,0.84,0.802,0.802,0.845,0.833,0.845,0.835,0.514946788027591,0.5062245899573722,0.5,20,0,80
78,0.845,0.84,0.802,0.802,0.845,0.833,0.846,0.836,0.5169212588909409,0.5032253095946544,0.5,20,0,81
79,0.845,0.84,0.802,0.802,0.844,0.832,0.845,0.836,0.5190748927541606,0.49984207304011385,0.5,20,0,82
80,0.845,0.842,0.802,0.802,0.843,0.835,0.845,0.834,0.5137418298939904,0.4989772803017167,0.5,20,0,83
81,0.844,0.84,0.802,0.802,0.843,0.837,0.845,0.832,0.5120314243130389,0.5010609478014418,0.5,20,0,84
82,0.845,0.842,0.802,0.802,0.843,0.837,0.845,0.838,0.5158048598257634,0.4966690704903288,0.5,20,0,85
83,0.844,0.843,0.802,0.802,0.845,0.833,0.844,0.837,0.5070031022986885,0.5012699278437167,0.5,20,0,86
84,0.841,0.843,0.802,0.802,0.844,0.836,0.843,0.837,0.49983984000073367,0.5002217952784911,0.5,20,0,87
85,0.842,0.842,0.802,0.802,0.844,0.834,0.842,0.84,0.5017715083450623,0.5018423228378164,0.5,20,0,88
86,0.843,0.842,0.802,0.802,0.844,0.836,0.843,0.837,0.5111866510185575,0.5035462604632142,0.5,20,0,89
87,0.845,0.843,0.802,0.802,0.843,0.837,0.845,0.835,0.5106248803990799,0.5038865302635915,0.5,20,0,90
88,0.845,0.842,0.802,0.802,0.843,0.837,0.844,0.837,0.5112378414876937,0.5001007672527068,0.5,20,0,91
89,0.845,0.842,0.802,0.802,0.843,0.836,0.843,0.835,0.515356763457102,0.5008213997920113,0.5,20,0,92
90,0.845,0.843,0.802,0.802,0.843,0.837,0.845,0.835,0.5189752440182385,0.5030094303131413,0.5,20,0,93
91,0.845,0.843,0.802,0.802,0.843,0.838,0.845,0.839,0.5143555864776506,0.5024548636912434,0.5,20,0,94
92,0.845,0.842,0.802,0.802,0.843,0.835,0.845,0.839,0.517458206898555,0.5027897372138623,0.5,20,0,95
93,0.844,0.842,0.802,0.802,0.843,0.835,0.845,0.838,0.5168429921602062,0.5027251325149935,0.5,20,0,96
94,0.843,0.84,0.802,0.802,0.844,0.833,0.845,0.835,0.5100529954685863,0.5036712689134479,0.5,20,0,97
95,0.845,0.841,0.802,0.802,0.844,0.837,0.845,0.838,0.5062187705032657,0.4997982879378622,0.5,20,0,98
96,0.845,0.842,0.802,0.802,0.843,0.837,0.845,0.839,0.5134243090155842,0.5004092375927136,0.5,20,0,99
97,0.845,0.841,0.802,0.802,0.843,0.837,0.845,0.838,0.5131948506409305,0.50064307529911,0.5,20,0,100
98,0.845,0.84,0.802,0.802,0.844,0.838,0.844,0.835,0.5098759200599841,0.503815344913352,0.5,20,0,101
99,0.845,0.84,0.802,0.802,0.844,0.838,0.845,0.835,0.5128538991639595,0.5037483470766866,0.5,20,0,102
100,0.783,0.567,0.802,0.802,0.808,0.724,0.801,0.733,0.550982303360515,0.7135254915624211,0.5,20,1,3
101,0.739,0.526,0.802,0.802,0.794,0.718,0.773,0.75,0.6158618435799128,0.41189500386222505,0.5,20,1,4
102,0.745,0.56,0.802,0.802,0.783,0.729,0.772,0.754,0.6524763303569552,0.42527711084149133,0.5,20,1,5
103,0.772,0.732,0.802,0.802,0.788,0.779,0.79,0.776,0.5002360160978648,0.5106167837891276,0.5,20,1,6
104,0.772,0.764,0.802,0.802,0.787,0.775,0.79,0.78,0.536520065211225,0.506662726233668,0.5,20,1,7
105,0.777,0.771,0.802,0.802,0.789,0.783,0.792,0.786,0.5260898601868558,0.5065084713862998,0.5,20,1,8
106,0.779,0.774,0.802,0.802,0.796,0.791,0.789,0.79,0.5171836838189015,0.5064889327190505,0.5,20,1,9
107,0.802,0.798,0.802,0.802,0.803,0.809,0.805,0.802,0.5374302114031242,0.522494513267288,0.5,20,1,10
108,0.801,0.794,0.802,0.802,0.811,0.808,0.802,0.804,0.534968497121838,0.5205067394716714,0.5,20,1,11
109,0.818,0.812,0.802,0.802,0.818,0.812,0.818,0.807,0.5287123184681403,0.5218528213039295,0.5,20,1,12
110,0.814,0.814,0.802,0.802,0.816,0.813,0.818,0.806,0.5270905481410768,0.5184056875956153,0.5,20,1,13
111,0.814,0.81,0.802,0.802,0.816,0.815,0.815,0.81,0.5027128276740149,0.5182766272265883,0.5,20,1,14
112,0.819,0.813,0.802,0.802,0.817,0.816,0.819,0.809,0.517826378626645,0.5176463032174339,0.5,20,1,15
113,0.823,0.818,0.802,0.802,0.827,0.829,0.821,0.815,0.487080643839214,0.517884231628977,0.5,20,1,16
114,0.822,0.817,0.802,0.802,0.825,0.824,0.827,0.815,0.4869974533311633,0.514665774462747,0.5,20,1,17
115,0.827,0.828,0.802,0.802,0.831,0.827,0.825,0.817,0.5031453777299908,0.5167418717009638,0.5,20,1,18
116,0.822,0.816,0.802,0.802,0.825,0.823,0.824,0.814,0.49767605534456305,0.5280522130290679,0.5,20,1,19
117,0.829,0.812,0.802,0.802,0.833,0.826,0.832,0.814,0.49297935589602165,0.525602516239709,0.5,20,1,20
118,0.831,0.812,0.802,0.802,0.832,0.825,0.831,0.815,0.5159647395579711,0.5169482098300717,0.5,20,1,21
119,0.835,0.816,0.802,0.802,0.832,0.826,0.83,0.817,0.497794850753176,0.5337972344201081,0.5,20,1,22
120,0.831,0.822,0.802,0.802,0.837,0.826,0.828,0.817,0.4810586919434201,0.5316918694975018,0.5,20,1,23
121,0.84,0.839,0.802,0.802,0.844,0.835,0.834,0.83,0.5060733908848936,0.5033573967996019,0.5,20,1,24
122,0.837,0.831,0.802,0.802,0.841,0.83,0.833,0.825,0.5148326291312104,0.5133684387054616,0.5,20,1,25
123,0.835,0.829,0.802,0.802,0.84,0.829,0.83,0.824,0.5132553442427414,0.5275079876752162,0.5,20,1,26
124,0.84,0.837,0.802,0.802,0.844,0.84,0.838,0.83,0.5250675537385813,0.5099815936155168,0.5,20,1,27
125,0.842,0.836,0.802,0.802,0.843,0.84,0.838,0.83,0.52520073079695,0.49575116957721693,0.5,20,1,28
126,0.839,0.833,0.802,0.802,0.844,0.841,0.834,0.826,0.5200234279452336,0.5152284262672917,0.5,20,1,29
127,0.84,0.831,0.802,0.802,0.841,0.838,0.834,0.825,0.5359858553209217,0.5026653692616809,0.5,20,1,30
128,0.838,0.824,0.802,0.802,0.84,0.837,0.831,0.825,0.5357459127459392,0.5270196692670289,0.5,20,1,31
129,0.84,0.83,0.802,0.802,0.841,0.837,0.839,0.836,0.5326175349509139,0.5008058428792715,0.5,20,1,32
130,0.835,0.83,0.802,0.802,0.839,0.839,0.839,0.833,0.529237475562168,0.5203747672563448,0.5,20,1,33
131,0.836,0.836,0.802,0.802,0.841,0.837,0.841,0.836,0.5274358514671387,0.5216838529466628,0.5,20,1,34
132,0.837,0.835,0.802,0.802,0.842,0.84,0.841,0.839,0.5299998747997746,0.5126625925048498,0.5,20,1,35
133,0.837,0.837,0.802,0.802,0.841,0.837,0.841,0.833,0.5127817235110779,0.5173363841628076,0.5,20,1,36
134,0.841,0.836,0.802,0.802,0.841,0.838,0.842,0.834,0.514053854400601,0.5170225896182141,0.5,20,1,37
135,0.843,0.84,0.802,0.802,0.841,0.839,0.838,0.834,0.5158759640247506,0.5173441647636314,0.5,20,1,38
136,0.842,0.836,0.802,0.802,0.839,0.838,0.842,0.836,0.5256518390978371,0.5179371340463533,0.5,20,1,39
137,0.841,0.836,0.802,0.802,0.839,0.837,0.841,0.833,0.5256605107486537,0.5163601401495449,0.5,20,1,40
138,0.843,0.834,0.802,0.802,0.84,0.837,0.843,0.836,0.5270279329026657,0.505917512858012,0.5,20,1,41
139,0.843,0.839,0.802,0.802,0.841,0.836,0.84,0.835,0.5226048616353797,0.5063281073713758,0.5,20,1,42
140,0.843,0.838,0.802,0.802,0.842,0.837,0.841,0.838,0.5218327913733265,0.5069460033280644,0.5,20,1,43
141,0.842,0.837,0.802,0.802,0.84,0.838,0.842,0.838,0.5219063638798791,0.5092582085582235,0.5,20,1,44
142,0.847,0.831,0.802,0.802,0.845,0.833,0.845,0.834,0.5271210962670494,0.5021927375573069,0.5,20,1,45
143,0.845,0.827,0.802,0.802,0.846,0.827,0.847,0.829,0.5314105347215001,0.4996841277366394,0.5,20,1,46
144,0.845,0.83,0.802,0.802,0.845,0.827,0.848,0.826,0.5307017176920938,0.4988958873607725,0.5,20,1,47
145,0.842,0.828,0.802,0.802,0.845,0.827,0.844,0.829,0.527680954043288,0.5001516565321651,0.5,20,1,48
146,0.842,0.832,0.802,0.802,0.84,0.837,0.844,0.837,0.5289592321893521,0.4997124151679231,0.5,20,1,49
147,0.842,0.834,0.802,0.802,0.84,0.836,0.843,0.836,0.5278446119382121,0.498745387383232,0.5,20,1,50
148,0.845,0.835,0.802,0.802,0.842,0.837,0.843,0.835,0.5252335908256316,0.4960953163240444,0.5,20,1,51
149,0.845,0.834,0.802,0.802,0.842,0.835,0.841,0.836,0.5236212996963707,0.4952478871748207,0.5,20,1,52
150,0.844,0.834,0.802,0.802,0.842,0.837,0.839,0.836,0.5213546071059892,0.4944731287155024,0.5,20,1,53
151,0.846,0.836,0.802,0.802,0.843,0.835,0.84,0.834,0.5216058264426782,0.4964734584435827,0.5,20,1,54
152,0.848,0.835,0.802,0.802,0.842,0.835,0.84,0.838,0.5208729639671857,0.4961442083799602,0.5,20,1,55
153,0.848,0.835,0.802,0.802,0.843,0.835,0.84,0.836,0.5205230043374018,0.495143024429781,0.5,20,1,56
154,0.845,0.836,0.802,0.802,0.845,0.835,0.845,0.832,0.5288940917294468,0.49931449953211404,0.5,20,1,57
155,0.845,0.835,0.802,0.802,0.845,0.834,0.844,0.834,0.528163015889269,0.498888448392939,0.5,20,1,58
156,0.844,0.835,0.802,0.802,0.843,0.835,0.84,0.836,0.523419588743592,0.49954406379097527,0.5,20,1,59
157,0.845,0.834,0.802,0.802,0.844,0.835,0.843,0.836,0.527325410333428,0.4989377586010968,0.5,20,1,60
158,0.845,0.834,0.802,0.802,0.844,0.834,0.838,0.836,0.520953051879639,0.4981635271804775,0.5,20,1,61
159,0.845,0.833,0.801,0.802,0.844,0.835,0.838,0.834,0.5260988769680622,0.4981983812249362,0.5,20,1,62
160,0.846,0.834,0.802,0.802,0.843,0.836,0.84,0.833,0.5200098045744994,0.49842514985309905,0.5,20,1,63
161,0.845,0.837,0.802,0.802,0.845,0.836,0.839,0.835,0.523668615287746,0.5019724315129239,0.5,20,1,64
162,0.844,0.836,0.802,0.802,0.843,0.836,0.84,0.835,0.512200397152162,0.5008479253468162,0.5,20,1,65
163,0.844,0.84,0.801,0.802,0.846,0.831,0.839,0.837,0.520452107495988,0.5042223759151627,0.5,20,1,66
164,0.843,0.839,0.801,0.802,0.847,0.84,0.839,0.839,0.5246988987340797,0.5107350684976015,0.5,20,1,67
165,0.845,0.842,0.801,0.802,0.845,0.835,0.84,0.838,0.524824791884839,0.5040990868977839,0.5,20,1,68
166,0.846,0.842,0.801,0.802,0.846,0.836,0.84,0.839,0.5243278285061588,0.5034998280825531,0.5,20,1,69
167,0.845,0.841,0.802,0.802,0.845,0.836,0.841,0.837,0.5186858118873785,0.5040927640196934,0.5,20,1,70
168,0.845,0.841,0.802,0.802,0.845,0.836,0.84,0.838,0.5189929690832906,0.5038604941357467,0.5,20,1,71
169,0.847,0.841,0.802,0.802,0.846,0.836,0.84,0.838,0.523290981925099,0.5037809185969915,0.5,20,1,72
170,0.844,0.84,0.802,0.802,0.846,0.835,0.842,0.838,0.5223666267847817,0.5035477898358441,0.5,20,1,73
171,0.845,0.84,0.802,0.802,0.848,0.838,0.843,0.836,0.5220992898119781,0.5041049338924932,0.5,20,1,74
172,0.844,0.841,0.802,0.802,0.848,0.837,0.845,0.836,0.5216814545132191,0.5035783278179382,0.5,20,1,75
173,0.844,0.84,0.802,0.802,0.845,0.836,0.842,0.836,0.5214392361500257,0.5033492818248724,0.5,20,1,76
174,0.845,0.84,0.802,0.802,0.845,0.835,0.843,0.835,0.521572888965708,0.5044668543134307,0.5,20,1,77
175,0.845,0.84,0.802,0.802,0.846,0.835,0.844,0.835,0.5206203804255853,0.503940223785066,0.5,20,1,78
176,0.846,0.841,0.802,0.802,0.845,0.835,0.841,0.836,0.5186069344280322,0.5062144084098206,0.5,20,1,79
177,0.848,0.842,0.802,0.802,0.845,0.834,0.843,0.837,0.5199572572411639,0.5020544048413906,0.5,20,1,80
178,0.845,0.844,0.802,0.802,0.845,0.839,0.843,0.838,0.5216228266529432,0.50272700464516,0.5,20,1,81
179,0.845,0.845,0.802,0.802,0.844,0.838,0.845,0.835,0.521145368505774,0.5025316142967936,0.5,20,1,82
180,0.845,0.842,0.802,0.802,0.844,0.836,0.845,0.834,0.5150366396201069,0.5001365760776317,0.5,20,1,83
181,0.843,0.842,0.802,0.802,0.844,0.836,0.845,0.839,0.5112814201299019,0.5005230981024557,0.5,20,1,84
182,0.842,0.842,0.802,0.802,0.843,0.841,0.845,0.839,0.5027588768167912,0.500503565520785,0.5,20,1,85
183,0.842,0.843,0.802,0.802,0.844,0.841,0.843,0.837,0.5082152631252963,0.4997397004252255,0.5,20,1,86
184,0.844,0.844,0.802,0.802,0.843,0.838,0.842,0.836,0.5052944398874379,0.5018974596863148,0.5,20,1,87
185,0.844,0.844,0.802,0.802,0.844,0.839,0.843,0.836,0.5104041254959342,0.5028139364240571,0.5,20,1,88
186,0.843,0.844,0.802,0.802,0.844,0.842,0.845,0.839,0.5101501168219884,0.5028996352028547,0.5,20,1,89
187,0.844,0.844,0.802,0.802,0.844,0.843,0.845,0.841,0.5102508941963954,0.5031222274976954,0.5,20,1,90
188,0.845,0.842,0.802,0.802,0.843,0.841,0.845,0.841,0.5141837265980556,0.5001031160746818,0.5,20,1,91
189,0.845,0.843,0.802,0.802,0.843,0.841,0.845,0.837,0.5174630639677222,0.5067469060494318,0.5,20,1,92
190,0.845,0.843,0.802,0.802,0.843,0.841,0.844,0.84,0.5171957276271671,0.5063933683487825,0.5,20,1,93
191,0.845,0.843,0.802,0.802,0.843,0.839,0.845,0.839,0.5199792374571774,0.5057820555941459,0.5,20,1,94
192,0.845,0.843,0.802,0.802,0.844,0.839,0.844,0.837,0.5162199766995956,0.505687316951542,0.5,20,1,95
193,0.842,0.844,0.802,0.802,0.843,0.84,0.845,0.837,0.5095522914947708,0.5064360348633232,0.5,20,1,96
194,0.845,0.842,0.802,0.802,0.844,0.839,0.845,0.843,0.5062459819181684,0.5027137689543664,0.5,20,1,97
195,0.845,0.842,0.802,0.802,0.844,0.837,0.845,0.842,0.5092387710373392,0.5026803431101081,0.5,20,1,98
196,0.845,0.841,0.802,0.802,0.844,0.837,0.845,0.84,0.5088541613591788,0.5026459483037653,0.5,20,1,99
197,0.843,0.842,0.802,0.802,0.843,0.834,0.845,0.838,0.5014183728315051,0.5027045514811105,0.5,20,1,100
198,0.843,0.842,0.802,0.802,0.844,0.834,0.845,0.837,0.5047247127995286,0.5059991987045194,0.5,20,1,101
199,0.846,0.842,0.802,0.802,0.843,0.841,0.845,0.84,0.5094898521744091,0.5036699837425178,0.5,20,1,102
200,0.788,0.556,0.802,0.802,0.84,0.811,0.834,0.814,0.6071985253327601,0.0,0.5,20,2,3
201,0.769,0.701,0.802,0.802,0.82,0.812,0.8,0.814,0.42901405927362307,0.49776479065901996,0.5,20,2,4
202,0.814,0.721,0.802,0.802,0.822,0.81,0.822,0.818,0.5736851389820037,0.5553491187756447,0.5,20,2,5
203,0.796,0.81,0.802,0.802,0.805,0.806,0.802,0.812,0.5262192119523875,0.514619507518127,0.5,20,2,6
204,0.798,0.807,0.802,0.802,0.803,0.815,0.802,0.811,0.566864335547681,0.5123934985106352,0.5,20,2,7
205,0.799,0.807,0.802,0.802,0.802,0.814,0.807,0.813,0.5538783631543225,0.5132125589041922,0.5,20,2,8
206,0.821,0.825,0.802,0.802,0.828,0.829,0.827,0.824,0.5742485079896213,0.5537425795714068,0.5,20,2,9
207,0.844,0.82,0.802,0.802,0.845,0.832,0.826,0.819,0.5661258054805907,0.5474169642508261,0.5,20,2,10
208,0.835,0.825,0.802,0.802,0.844,0.837,0.832,0.831,0.5798617462948934,0.5045067642125546,0.5,20,2,11
209,0.83,0.819,0.802,0.802,0.831,0.828,0.83,0.829,0.5440335959385099,0.5337715521315999,0.5,20,2,12
210,0.828,0.819,0.802,0.802,0.833,0.83,0.831,0.829,0.5392912379363184,0.5319271317126946,0.5,20,2,13
211,0.832,0.826,0.802,0.802,0.838,0.833,0.833,0.831,0.5329454685992664,0.5068328382545033,0.5,20,2,14
212,0.839,0.834,0.802,0.802,0.84,0.842,0.83,0.832,0.5252502832343048,0.502453688628399,0.5,20,2,15
213,0.835,0.834,0.802,0.802,0.837,0.837,0.831,0.827,0.5029092054510111,0.49922358071514106,0.5,20,2,16
214,0.84,0.838,0.802,0.802,0.845,0.845,0.836,0.834,0.5027476161779448,0.4997163957294778,0.5,20,2,17
215,0.834,0.837,0.802,0.802,0.837,0.838,0.83,0.825,0.49755932226644495,0.492954138148932,0.5,20,2,18
216,0.837,0.833,0.802,0.802,0.839,0.833,0.832,0.819,0.5119790051336213,0.5057739854654694,0.5,20,2,19
217,0.842,0.836,0.802,0.802,0.843,0.835,0.834,0.829,0.5181264317908132,0.5131738928182085,0.5,20,2,20
218,0.842,0.832,0.802,0.802,0.841,0.838,0.83,0.824,0.5233531018517322,0.4958532366486341,0.5,20,2,21
219,0.841,0.834,0.802,0.802,0.843,0.839,0.831,0.825,0.5179662314382707,0.4979157975807508,0.5,20,2,22
220,0.845,0.838,0.802,0.802,0.847,0.842,0.844,0.841,0.5200695554346468,0.5158519449407906,0.5,20,2,23
221,0.844,0.836,0.802,0.802,0.842,0.839,0.841,0.836,0.5250501842363213,0.5199347039898754,0.5,20,2,24
222,0.846,0.838,0.802,0.802,0.843,0.839,0.841,0.835,0.5213276907048465,0.518282603372096,0.5,20,2,25
223,0.845,0.839,0.802,0.802,0.841,0.836,0.841,0.838,0.5196739552639954,0.5145739006131136,0.5,20,2,26
