,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.74,0.504,0.5,0.5,0.759,0.5,0.5,0.5,0.75,1.0,0.5,20,0,3,0.5,0.619,0.5,0.667
1,0.852,0.837,0.5,0.5,0.833,0.837,0.5,0.5,1.0,1.0,0.5,20,0,4,0.809,0.839,0.809,0.837
2,0.853,0.83,0.5,0.5,0.835,0.84,0.5,0.5,1.0,1.0,0.5,20,0,5,0.818,0.837,0.818,0.835
3,0.836,0.84,0.5,0.5,0.845,0.846,0.5,0.597,1.0,1.0,0.5,20,0,6,0.819,0.832,0.819,0.84
4,0.852,0.832,0.5,0.5,0.855,0.847,0.5,0.518,1.0,1.0,0.5,20,0,7,0.837,0.778,0.837,0.8
5,0.853,0.827,0.5,0.5,0.855,0.849,0.5,0.505,1.0,1.0,0.5,20,0,8,0.852,0.78,0.852,0.806
6,0.849,0.817,0.5,0.5,0.854,0.844,0.5,0.537,1.0,1.0,0.5,20,0,9,0.847,0.78,0.847,0.806
7,0.84,0.823,0.5,0.5,0.839,0.839,0.5,0.569,1.0,1.0,0.5,20,0,10,0.848,0.812,0.848,0.82
8,0.837,0.831,0.5,0.5,0.838,0.836,0.5,0.507,1.0,1.0,0.5,20,0,11,0.846,0.802,0.846,0.803
9,0.839,0.835,0.5,0.5,0.842,0.84,0.5,0.5,1.0,1.0,0.5,20,0,12,0.845,0.821,0.845,0.826
10,0.839,0.832,0.5,0.5,0.839,0.837,0.5,0.507,1.0,1.0,0.5,20,0,13,0.842,0.846,0.842,0.848
11,0.842,0.845,0.5,0.5,0.844,0.847,0.5,0.527,1.0,1.0,0.5,20,0,14,0.832,0.851,0.832,0.851
12,0.852,0.839,0.5,0.5,0.856,0.857,0.5,0.493,1.0,1.0,0.5,20,0,15,0.838,0.847,0.838,0.848
13,0.848,0.835,0.5,0.5,0.854,0.857,0.5,0.5,1.0,1.0,0.5,20,0,16,0.837,0.848,0.837,0.85
14,0.838,0.833,0.5,0.5,0.851,0.853,0.5,0.497,1.0,1.0,0.5,20,0,17,0.828,0.809,0.828,0.811
15,0.84,0.838,0.5,0.5,0.853,0.857,0.5,0.483,1.0,1.0,0.5,20,0,18,0.822,0.816,0.822,0.817
16,0.847,0.839,0.5,0.5,0.853,0.857,0.5,0.485,1.0,1.0,0.5,20,0,19,0.825,0.816,0.825,0.817
17,0.842,0.834,0.5,0.5,0.853,0.854,0.5,0.484,1.0,1.0,0.5,20,0,20,0.83,0.812,0.83,0.815
18,0.843,0.827,0.5,0.5,0.851,0.853,0.5,0.491,1.0,1.0,0.5,20,0,21,0.839,0.811,0.839,0.815
19,0.843,0.829,0.5,0.5,0.851,0.854,0.5,0.455,1.0,1.0,0.5,20,0,22,0.839,0.812,0.839,0.815
20,0.842,0.836,0.5,0.5,0.852,0.855,0.5,0.392,1.0,1.0,0.5,20,0,23,0.839,0.812,0.839,0.815
21,0.837,0.836,0.5,0.5,0.848,0.855,0.5,0.44,1.0,1.0,0.5,20,0,24,0.849,0.822,0.849,0.824
22,0.837,0.836,0.5,0.5,0.852,0.852,0.5,0.434,1.0,1.0,0.5,20,0,25,0.85,0.819,0.85,0.822
23,0.841,0.83,0.5,0.5,0.85,0.852,0.5,0.489,1.0,1.0,0.5,20,0,26,0.848,0.819,0.848,0.821
