,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.834,0.549,0.802,0.802,0.833,0.631,0.818,0.741,0.5880507618777693,0.3737141120709414,0.5,20,0,3,0.503,0.56,0.718,0.831
1,0.826,0.581,0.802,0.802,0.835,0.71,0.826,0.733,0.55217803813052,0.5347495629784699,0.5,20,0,4,0.566,0.515,0.718,0.831
2,0.799,0.511,0.802,0.802,0.812,0.719,0.81,0.753,0.5740188535643003,0.5758342613226058,0.5,20,0,5,0.636,0.569,0.717,0.831
3,0.803,0.548,0.802,0.802,0.792,0.742,0.801,0.753,0.5317541634481457,0.5906729234839596,0.5,20,0,6,0.714,0.64,0.717,0.831
4,0.802,0.734,0.802,0.802,0.825,0.805,0.806,0.781,0.4269446839322615,0.537321683046103,0.5,20,0,7,0.838,0.795,0.717,0.831
5,0.795,0.768,0.802,0.802,0.821,0.796,0.796,0.788,0.4503904733338797,0.4638816085316518,0.5,20,0,8,0.808,0.794,0.717,0.831
6,0.801,0.785,0.802,0.802,0.809,0.796,0.799,0.791,0.5052539184051251,0.5109358171628315,0.5,20,0,9,0.8,0.813,0.717,0.831
7,0.799,0.791,0.802,0.802,0.805,0.796,0.802,0.797,0.5070938671740837,0.488061105083608,0.5,20,0,10,0.811,0.811,0.717,0.831
8,0.809,0.802,0.802,0.802,0.823,0.811,0.814,0.803,0.5098869904169341,0.5279181262750499,0.5,20,0,11,0.823,0.82,0.717,0.831
9,0.824,0.792,0.802,0.802,0.834,0.815,0.805,0.799,0.5083764869099993,0.4919732930416112,0.5,20,0,12,0.833,0.816,0.717,0.831
10,0.822,0.803,0.802,0.802,0.83,0.814,0.825,0.805,0.4855589809138513,0.5253777519946224,0.5,20,0,13,0.833,0.814,0.717,0.831
11,0.822,0.804,0.802,0.802,0.827,0.81,0.822,0.809,0.4869073343769098,0.5186270317143108,0.5,20,0,14,0.82,0.813,0.717,0.831
12,0.82,0.803,0.802,0.802,0.826,0.816,0.821,0.81,0.49045192373304514,0.5219880763191499,0.5,20,0,15,0.824,0.82,0.717,0.831
13,0.826,0.808,0.802,0.802,0.828,0.816,0.824,0.809,0.4848190956382383,0.5230150768646076,0.5,20,0,16,0.831,0.813,0.717,0.831
14,0.828,0.821,0.802,0.802,0.839,0.827,0.823,0.818,0.4757580182560114,0.5217882582649495,0.5,20,0,17,0.837,0.825,0.717,0.831
15,0.828,0.823,0.802,0.802,0.839,0.827,0.825,0.814,0.473229669618328,0.5188497147264093,0.5,20,0,18,0.837,0.822,0.717,0.831
16,0.837,0.825,0.802,0.802,0.84,0.826,0.826,0.818,0.48914305948655556,0.5197489710325669,0.5,20,0,19,0.841,0.844,0.717,0.831
17,0.828,0.82,0.802,0.802,0.837,0.823,0.822,0.813,0.4760947631247272,0.5348599167980124,0.5,20,0,20,0.841,0.825,0.717,0.831
18,0.831,0.817,0.802,0.802,0.834,0.828,0.829,0.812,0.46117232757113524,0.5448481094155262,0.5,20,0,21,0.833,0.829,0.717,0.831
19,0.83,0.818,0.802,0.802,0.836,0.828,0.831,0.821,0.4727356937773256,0.5229331542310336,0.5,20,0,22,0.819,0.825,0.717,0.831
20,0.832,0.821,0.802,0.802,0.837,0.829,0.83,0.816,0.4419281265644317,0.5462280736289555,0.5,20,0,23,0.817,0.83,0.717,0.831
21,0.838,0.819,0.802,0.802,0.841,0.829,0.828,0.818,0.46092371642577024,0.5277650755850318,0.5,20,0,24,0.818,0.832,0.717,0.831
22,0.847,0.838,0.802,0.802,0.849,0.833,0.839,0.825,0.4665621830514985,0.5159620792387443,0.5,20,0,25,0.818,0.836,0.717,0.831
23,0.84,0.832,0.802,0.802,0.844,0.832,0.834,0.825,0.460149681261519,0.5111979863838384,0.5,20,0,26,0.818,0.831,0.717,0.831
24,0.839,0.834,0.802,0.802,0.845,0.832,0.831,0.821,0.47719774642782975,0.5100500180291461,0.5,20,0,27,0.818,0.831,0.717,0.831
25,0.839,0.841,0.802,0.802,0.846,0.838,0.836,0.827,0.4945798122988081,0.49564016503958475,0.5,20,0,28,0.828,0.831,0.717,0.831
26,0.84,0.84,0.802,0.802,0.846,0.838,0.837,0.827,0.4947559463638972,0.49542059172895153,0.5,20,0,29,0.829,0.834,0.717,0.831
27,0.84,0.839,0.802,0.802,0.843,0.835,0.838,0.829,0.4938199997313962,0.5147597875287372,0.5,20,0,30,0.816,0.834,0.717,0.831
28,0.839,0.837,0.802,0.802,0.845,0.834,0.835,0.828,0.505798171722925,0.497867332169101,0.5,20,0,31,0.819,0.826,0.717,0.831
29,0.84,0.831,0.802,0.802,0.844,0.834,0.835,0.827,0.49137342709807685,0.5111741689577558,0.5,20,0,32,0.814,0.828,0.717,0.831
30,0.839,0.835,0.802,0.802,0.846,0.835,0.838,0.831,0.5052936372430088,0.49750311663490154,0.5,20,0,33,0.814,0.827,0.717,0.831
31,0.838,0.83,0.802,0.802,0.842,0.836,0.841,0.836,0.5026860027004524,0.5226318830694787,0.5,20,0,34,0.816,0.828,0.717,0.831
32,0.841,0.835,0.802,0.802,0.842,0.839,0.842,0.835,0.5127555130553336,0.4966084258716271,0.5,20,0,35,0.817,0.831,0.717,0.831
33,0.841,0.838,0.802,0.802,0.842,0.838,0.84,0.839,0.5010435502731575,0.4996123850541858,0.5,20,0,36,0.82,0.831,0.718,0.831
34,0.84,0.836,0.802,0.802,0.841,0.839,0.839,0.837,0.5172040877147086,0.5010305610165435,0.5,20,0,37,0.81,0.826,0.718,0.831
35,0.841,0.838,0.802,0.802,0.842,0.839,0.839,0.838,0.5178829232220394,0.500659427782987,0.5,20,0,38,0.81,0.826,0.718,0.831
36,0.84,0.836,0.802,0.802,0.841,0.839,0.839,0.837,0.5175348138250575,0.5012694749302906,0.5,20,0,39,0.809,0.827,0.719,0.831
37,0.842,0.837,0.802,0.802,0.84,0.836,0.839,0.836,0.5094594892970917,0.5000000000000001,0.5,20,0,40,0.809,0.824,0.719,0.831
38,0.84,0.836,0.802,0.802,0.84,0.837,0.84,0.835,0.5005904782516702,0.5026614328433847,0.5,20,0,41,0.809,0.824,0.719,0.831
39,0.842,0.839,0.802,0.802,0.841,0.836,0.84,0.837,0.5005990186528492,0.5008981695852966,0.5,20,0,42,0.814,0.826,0.719,0.831
40,0.841,0.839,0.802,0.802,0.843,0.838,0.846,0.837,0.5009582991668337,0.5046445867767577,0.5,20,0,43,0.814,0.826,0.719,0.831
