,yIndLDA,yIndQDA,yMultiLDA,yMultiQDA,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots
0,0.85,0.835,0.5,0.5,0.85,0.818,0.5,0.5,0.8454915028125263,1.0,0.5,20,0,3
1,0.854,0.82,0.5,0.5,0.854,0.831,0.5,0.5,0.8628540574112841,1.0,0.5,20,0,4
2,0.845,0.811,0.5,0.5,0.845,0.811,0.5,0.5,1.0,1.0,0.5,20,0,5
3,0.828,0.794,0.5,0.5,0.828,0.794,0.5,0.5,1.0,1.0,0.5,20,0,6
4,0.816,0.787,0.5,0.5,0.816,0.787,0.5,0.5,1.0,1.0,0.5,20,0,7
5,0.833,0.813,0.5,0.5,0.833,0.813,0.5,0.5,1.0,1.0,0.5,20,0,8
6,0.842,0.814,0.5,0.5,0.842,0.814,0.5,0.5,1.0,1.0,0.5,20,0,9
7,0.839,0.824,0.5,0.5,0.839,0.824,0.5,0.5,1.0,1.0,0.5,20,0,10
8,0.826,0.816,0.5,0.5,0.826,0.816,0.5,0.5,1.0,1.0,0.5,20,0,11
9,0.826,0.816,0.5,0.5,0.826,0.816,0.5,0.5,1.0,1.0,0.5,20,0,12
10,0.826,0.82,0.5,0.5,0.826,0.82,0.5,0.5,1.0,1.0,0.5,20,0,13
11,0.826,0.82,0.5,0.5,0.826,0.82,0.5,0.5,1.0,1.0,0.5,20,0,14
12,0.831,0.823,0.5,0.5,0.831,0.823,0.5,0.5,1.0,1.0,0.5,20,0,15
13,0.828,0.821,0.5,0.5,0.828,0.821,0.5,0.5,1.0,1.0,0.5,20,0,16
14,0.835,0.815,0.5,0.5,0.835,0.815,0.5,0.5,1.0,1.0,0.5,20,0,17
15,0.834,0.815,0.5,0.5,0.834,0.815,0.5,0.5,1.0,1.0,0.5,20,0,18
16,0.834,0.812,0.5,0.5,0.834,0.812,0.5,0.5,1.0,1.0,0.5,20,0,19
17,0.833,0.822,0.5,0.5,0.833,0.822,0.5,0.5,1.0,1.0,0.5,20,0,20
18,0.833,0.82,0.5,0.5,0.833,0.82,0.5,0.5,1.0,1.0,0.5,20,0,21
19,0.836,0.822,0.5,0.5,0.836,0.822,0.5,0.5,1.0,1.0,0.5,20,0,22
20,0.834,0.824,0.5,0.5,0.834,0.824,0.5,0.5,1.0,1.0,0.5,20,0,23
21,0.835,0.823,0.5,0.5,0.835,0.823,0.5,0.5,1.0,1.0,0.5,20,0,24
22,0.833,0.823,0.5,0.5,0.833,0.823,0.5,0.5,1.0,1.0,0.5,20,0,25
23,0.834,0.824,0.5,0.5,0.834,0.824,0.5,0.5,1.0,1.0,0.5,20,0,26
24,0.833,0.824,0.5,0.5,0.833,0.824,0.5,0.5,1.0,1.0,0.5,20,0,27
25,0.837,0.826,0.5,0.5,0.837,0.826,0.5,0.5,1.0,1.0,0.5,20,0,28
26,0.841,0.828,0.5,0.5,0.841,0.828,0.5,0.5,1.0,1.0,0.5,20,0,29
27,0.844,0.824,0.5,0.5,0.844,0.824,0.5,0.5,1.0,1.0,0.5,20,0,30
28,0.831,0.822,0.5,0.5,0.831,0.822,0.5,0.5,1.0,1.0,0.5,20,0,31
29,0.828,0.814,0.5,0.5,0.828,0.814,0.5,0.5,1.0,1.0,0.5,20,0,32
30,0.83,0.813,0.5,0.5,0.83,0.813,0.5,0.5,1.0,1.0,0.5,20,0,33
31,0.833,0.813,0.5,0.5,0.833,0.813,0.5,0.5,1.0,1.0,0.5,20,0,34
32,0.841,0.817,0.5,0.5,0.841,0.817,0.5,0.5,1.0,1.0,0.5,20,0,35
33,0.839,0.821,0.5,0.5,0.839,0.821,0.5,0.5,1.0,1.0,0.5,20,0,36
34,0.835,0.825,0.5,0.5,0.835,0.825,0.5,0.5,1.0,1.0,0.5,20,0,37
35,0.835,0.824,0.5,0.5,0.835,0.824,0.5,0.5,1.0,1.0,0.5,20,0,38
36,0.837,0.824,0.5,0.5,0.837,0.824,0.5,0.5,1.0,1.0,0.5,20,0,39
37,0.837,0.824,0.5,0.5,0.837,0.824,0.5,0.5,1.0,1.0,0.5,20,0,40
38,0.837,0.822,0.5,0.5,0.837,0.822,0.5,0.5,1.0,1.0,0.5,20,0,41
39,0.838,0.823,0.5,0.5,0.838,0.823,0.5,0.5,1.0,1.0,0.5,20,0,42
40,0.833,0.822,0.5,0.5,0.833,0.822,0.5,0.5,1.0,1.0,0.5,20,0,43
41,0.834,0.822,0.5,0.5,0.834,0.822,0.5,0.5,1.0,1.0,0.5,20,0,44
42,0.837,0.824,0.5,0.5,0.837,0.824,0.5,0.5,1.0,1.0,0.5,20,0,45
43,0.835,0.825,0.5,0.5,0.835,0.825,0.5,0.5,1.0,1.0,0.5,20,0,46
44,0.836,0.823,0.5,0.5,0.836,0.823,0.5,0.5,1.0,1.0,0.5,20,0,47
45,0.835,0.825,0.5,0.5,0.835,0.825,0.5,0.5,1.0,1.0,0.5,20,0,48
46,0.835,0.825,0.5,0.5,0.835,0.825,0.5,0.5,1.0,1.0,0.5,20,0,49
47,0.837,0.822,0.5,0.5,0.837,0.822,0.5,0.5,1.0,1.0,0.5,20,0,50
48,0.834,0.825,0.5,0.5,0.834,0.825,0.5,0.5,1.0,1.0,0.5,20,0,51
49,0.836,0.821,0.5,0.5,0.836,0.821,0.5,0.5,1.0,1.0,0.5,20,0,52
50,0.835,0.825,0.5,0.5,0.835,0.825,0.5,0.5,1.0,1.0,0.5,20,0,53
51,0.837,0.823,0.5,0.5,0.837,0.823,0.5,0.5,1.0,1.0,0.5,20,0,54
52,0.836,0.825,0.5,0.5,0.836,0.825,0.5,0.5,1.0,1.0,0.5,20,0,55
53,0.838,0.83,0.5,0.5,0.838,0.83,0.5,0.5,1.0,1.0,0.5,20,0,56
54,0.838,0.829,0.5,0.5,0.838,0.829,0.5,0.5,1.0,1.0,0.5,20,0,57
55,0.838,0.826,0.5,0.5,0.838,0.826,0.5,0.5,1.0,1.0,0.5,20,0,58
56,0.837,0.83,0.5,0.5,0.837,0.83,0.5,0.5,1.0,1.0,0.5,20,0,59
57,0.833,0.831,0.5,0.5,0.833,0.831,0.5,0.5,1.0,1.0,0.5,20,0,60
58,0.833,0.833,0.5,0.5,0.833,0.833,0.5,0.5,1.0,1.0,0.5,20,0,61
59,0.838,0.832,0.5,0.5,0.838,0.832,0.5,0.5,1.0,1.0,0.5,20,0,62
60,0.841,0.83,0.5,0.5,0.841,0.83,0.5,0.5,1.0,1.0,0.5,20,0,63
61,0.841,0.83,0.5,0.5,0.841,0.83,0.5,0.5,1.0,1.0,0.5,20,0,64
62,0.844,0.83,0.5,0.5,0.844,0.83,0.5,0.5,1.0,1.0,0.5,20,0,65
63,0.841,0.836,0.5,0.5,0.841,0.836,0.5,0.5,1.0,1.0,0.5,20,0,66
64,0.843,0.839,0.5,0.5,0.843,0.839,0.5,0.5,1.0,1.0,0.5,20,0,67
65,0.843,0.838,0.5,0.5,0.843,0.838,0.5,0.5,1.0,1.0,0.5,20,0,68
66,0.848,0.838,0.5,0.5,0.848,0.838,0.5,0.5,1.0,1.0,0.5,20,0,69
67,0.85,0.841,0.5,0.5,0.85,0.841,0.5,0.5,1.0,1.0,0.5,20,0,70
68,0.85,0.839,0.5,0.5,0.85,0.839,0.5,0.5,1.0,1.0,0.5,20,0,71
69,0.845,0.843,0.5,0.5,0.845,0.843,0.5,0.5,1.0,1.0,0.5,20,0,72
70,0.845,0.84,0.5,0.5,0.845,0.84,0.5,0.5,1.0,1.0,0.5,20,0,73
71,0.847,0.839,0.5,0.5,0.847,0.839,0.5,0.5,1.0,1.0,0.5,20,0,74
72,0.849,0.841,0.5,0.5,0.849,0.841,0.5,0.5,1.0,1.0,0.5,20,0,75
73,0.85,0.84,0.5,0.5,0.85,0.84,0.5,0.5,1.0,1.0,0.5,20,0,76
