,yIndLDA,yIndQDA,yMultiLDA,yMultiQDA,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots
0,0.822,0.532,0.5,0.5,0.844,0.5,0.5,0.52,0.5404019638178732,0.5,0.5,20,0,3
1,0.809,0.766,0.5,0.5,0.829,0.827,0.509,0.507,0.5,0.5,0.5,20,0,4
2,0.852,0.846,0.5,0.5,0.849,0.845,0.538,0.542,0.5,0.5,0.5,20,0,5
3,0.846,0.842,0.5,0.5,0.85,0.847,0.536,0.537,0.5,0.5,0.5,20,0,6
4,0.835,0.841,0.5,0.5,0.845,0.843,0.586,0.608,0.5,0.5,0.5,20,0,7
5,0.852,0.83,0.5,0.5,0.848,0.842,0.755,0.746,0.5,0.5,0.5,20,0,8
6,0.851,0.822,0.5,0.5,0.852,0.846,0.701,0.722,0.5278640450004206,0.5,0.5,20,0,9
7,0.85,0.817,0.5,0.5,0.852,0.845,0.653,0.685,0.5250628144669003,0.5,0.5,20,0,10
8,0.839,0.821,0.5,0.5,0.856,0.856,0.606,0.644,0.47264984815222233,0.5,0.5,20,0,11
9,0.841,0.83,0.5,0.5,0.859,0.854,0.565,0.578,0.4710420379031334,0.5,0.5,20,0,12
10,0.844,0.836,0.5,0.5,0.858,0.857,0.58,0.583,0.5,0.5,0.5,20,0,13
11,0.842,0.836,0.5,0.5,0.857,0.856,0.584,0.593,0.4763268454228146,0.5,0.5,20,0,14
12,0.846,0.847,0.5,0.5,0.856,0.852,0.59,0.601,0.5,0.5,0.5,20,0,15
13,0.844,0.84,0.5,0.5,0.848,0.85,0.739,0.744,0.4787492027649392,0.5,0.5,20,0,16
14,0.839,0.837,0.5,0.5,0.852,0.848,0.653,0.676,0.4778284290163569,0.5,0.5,20,0,17
15,0.835,0.831,0.5,0.5,0.853,0.852,0.605,0.627,0.49844718999242904,0.4770967787641392,0.5,20,0,18
16,0.839,0.836,0.5,0.5,0.852,0.85,0.598,0.615,0.47895573135161906,0.47895573135161906,0.5,20,0,19
17,0.838,0.837,0.5,0.5,0.853,0.851,0.607,0.624,0.4805394418286025,0.5,0.5,20,0,20
18,0.842,0.834,0.5,0.5,0.853,0.849,0.625,0.645,0.481904497295086,0.5,0.5,20,0,21
19,0.842,0.83,0.5,0.5,0.853,0.849,0.611,0.633,0.498962651136545,0.4830929991676857,0.5,20,0,22
20,0.842,0.83,0.5,0.5,0.852,0.848,0.644,0.669,0.49905122998040025,0.4841369174493971,0.5,20,0,23
21,0.842,0.834,0.5,0.5,0.853,0.849,0.648,0.674,0.4991289172167762,0.4850609631012545,0.5,20,0,24
22,0.837,0.836,0.5,0.5,0.853,0.852,0.62,0.638,0.4991974297139035,0.48588453561154005,0.5,20,0,25
23,0.837,0.835,0.5,0.5,0.851,0.856,0.612,0.627,0.4985096737939064,0.4855536797267247,0.5,20,0,26
24,0.841,0.829,0.5,0.5,0.853,0.852,0.628,0.647,0.49861877399013654,0.48631503977607504,0.5,20,0,27
25,0.846,0.827,0.5,0.5,0.856,0.848,0.633,0.655,0.49871629449088667,0.5052159218894128,0.5,20,0,28
26,0.847,0.823,0.5,0.5,0.853,0.85,0.631,0.648,0.49880382090505065,0.5165448878123144,0.5,20,0,29
27,0.837,0.824,0.5,0.5,0.852,0.85,0.607,0.627,0.49888267598474656,0.4772727272727273,0.5,20,0,30
28,0.834,0.82,0.5,0.5,0.852,0.849,0.598,0.613,0.49842269723732496,0.48328343664970963,0.5,20,0,31
29,0.834,0.823,0.5,0.5,0.85,0.849,0.599,0.616,0.4985206971104318,0.47826086956521746,0.5,20,0,32
30,0.833,0.824,0.5,0.5,0.852,0.852,0.591,0.608,0.4986098131643034,0.4791666666666667,0.5,20,0,33
31,0.834,0.822,0.5,0.5,0.85,0.85,0.599,0.612,0.4986910905065756,0.48,0.5,20,0,34
32,0.832,0.822,0.5,0.5,0.852,0.852,0.578,0.593,0.5122234154148588,0.4892624709515564,0.5,20,0,35
33,0.835,0.824,0.5,0.5,0.852,0.851,0.596,0.611,0.49843626304754807,0.48891430765605065,0.5,20,0,36
34,0.837,0.822,0.5,0.5,0.854,0.848,0.606,0.628,0.5038399034521055,0.49926034855521584,0.5,20,0,37
35,0.838,0.836,0.5,0.5,0.853,0.851,0.629,0.65,0.49356711095788336,0.49384222890500695,0.5,20,0,38
36,0.844,0.835,0.5,0.5,0.851,0.849,0.646,0.667,0.4892445365674977,0.499007276033749,0.5,20,0,39
37,0.845,0.837,0.5,0.5,0.852,0.851,0.645,0.666,0.49431481451544734,0.4990566004150839,0.5,20,0,40
38,0.839,0.833,0.5,0.5,0.852,0.85,0.65,0.668,0.49018286906750197,0.4858911820276242,0.5,20,0,41
39,0.843,0.832,0.5,0.5,0.853,0.848,0.657,0.671,0.4949445935010179,0.5036319322728475,0.5,20,0,42
40,0.845,0.83,0.5,0.5,0.854,0.846,0.665,0.682,0.48658196851004776,0.500080632359174,0.5,20,0,43
41,0.846,0.841,0.5,0.5,0.855,0.85,0.656,0.671,0.4866845142858056,0.49981550428042987,0.5,20,0,44
42,0.846,0.841,0.5,0.5,0.856,0.85,0.645,0.664,0.499380633356106,0.4998209213816316,0.5,20,0,45
43,0.845,0.839,0.5,0.5,0.854,0.851,0.678,0.691,0.49177502995078826,0.5035206041636029,0.5,20,0,46
44,0.844,0.842,0.5,0.5,0.852,0.85,0.694,0.704,0.47568065383347746,0.4997731395591083,0.5,20,0,47
45,0.843,0.838,0.5,0.5,0.852,0.849,0.69,0.696,0.47643427493691415,0.49978251397198725,0.5,20,0,48
46,0.839,0.841,0.5,0.5,0.853,0.851,0.644,0.66,0.4801002944788084,0.49968632322010975,0.5,20,0,49
47,0.837,0.841,0.5,0.5,0.852,0.851,0.667,0.681,0.4807032560105884,0.4962515129492694,0.5,20,0,50
48,0.84,0.838,0.5,0.5,0.853,0.851,0.66,0.673,0.495337369814451,0.49620783186781864,0.5,20,0,51
49,0.839,0.843,0.5,0.5,0.852,0.851,0.677,0.693,0.4811494360378666,0.4996278369125099,0.5,20,0,52
50,0.843,0.844,0.5,0.5,0.851,0.851,0.668,0.682,0.4923766930617133,0.499641833075739,0.5,20,0,53
51,0.839,0.843,0.5,0.5,0.853,0.851,0.656,0.67,0.49222402532460485,0.49638111390468276,0.5,20,0,54
52,0.845,0.847,0.5,0.5,0.854,0.851,0.657,0.671,0.4893411932344087,0.4995831932395607,0.5,20,0,55
53,0.84,0.843,0.5,0.5,0.853,0.849,0.665,0.671,0.48962729470571376,0.496572729935456,0.5,20,0,56
54,0.845,0.846,0.5,0.5,0.854,0.853,0.668,0.68,0.49323618714692147,0.5094396571785814,0.5,20,0,57
55,0.845,0.845,0.5,0.5,0.854,0.853,0.673,0.686,0.4901563464228631,0.5092059002074432,0.5,20,0,58
56,0.846,0.843,0.5,0.5,0.854,0.852,0.661,0.671,0.49334584317509883,0.5091738943901399,0.5,20,0,59
57,0.849,0.853,0.5,0.5,0.855,0.854,0.668,0.671,0.4967564605028444,0.5025896365197913,0.5,20,0,60
58,0.851,0.855,0.5,0.5,0.854,0.853,0.671,0.68,0.49710590760536516,0.5029344352386063,0.5,20,0,61
59,0.851,0.855,0.5,0.5,0.854,0.852,0.678,0.684,0.497172993407574,0.4937475678832508,0.5,20,0,62
60,0.849,0.854,0.5,0.5,0.855,0.851,0.663,0.669,0.4972012639747552,0.5023314694336489,0.5,20,0,63
61,0.849,0.856,0.5,0.5,0.855,0.851,0.668,0.673,0.5,0.5022818033140382,0.5,20,0,64
62,0.849,0.855,0.5,0.5,0.855,0.851,0.675,0.686,0.49732478041876194,0.49952471439943646,0.5,20,0,65
63,0.853,0.853,0.5,0.5,0.853,0.852,0.703,0.71,0.4973824751808896,0.5021891540210535,0.5,20,0,66
64,0.851,0.853,0.5,0.5,0.854,0.852,0.711,0.716,0.49743769528413617,0.49955277245078267,0.5,20,0,67
65,0.852,0.853,0.5,0.5,0.853,0.853,0.73,0.736,0.4974905978096966,0.4995658776844589,0.5,20,0,68
66,0.855,0.855,0.5,0.5,0.853,0.851,0.743,0.747,0.49481868998398826,0.49449955279408125,0.5,20,0,69
67,0.853,0.854,0.5,0.5,0.853,0.851,0.735,0.739,0.49759001447898804,0.4946148299659578,0.5,20,0,70
68,0.853,0.853,0.5,0.5,0.853,0.851,0.743,0.746,0.4976367826449589,0.4947254375150737,0.5,20,0,71
69,0.855,0.857,0.5,0.5,0.851,0.854,0.744,0.747,0.49760934275424096,0.49478031621352897,0.5,20,0,72
70,0.852,0.859,0.5,0.5,0.852,0.852,0.742,0.744,0.4925405090362256,0.4997179920140682,0.5,20,0,73
71,0.854,0.856,0.5,0.5,0.853,0.853,0.745,0.753,0.49742470600480565,0.504418997937834,0.5,20,0,74
72,0.853,0.857,0.5,0.5,0.851,0.851,0.757,0.767,0.4903877868340859,0.499732858338702,0.5,20,0,75
73,0.855,0.857,0.5,0.5,0.852,0.852,0.753,0.761,0.49513090019165534,0.4997398542479961,0.5,20,0,76
74,0.855,0.854,0.5,0.5,0.853,0.851,0.77,0.765,0.4952208423572313,0.49739914448313693,0.5,20,0,77
75,0.855,0.855,0.5,0.5,0.852,0.852,0.773,0.77,0.4953075794564664,0.49744790674208417,0.5,20,0,78
76,0.855,0.855,0.5,0.5,0.852,0.852,0.768,0.762,0.49539127823462936,0.4974949457706312,0.5,20,0,79
77,0.853,0.856,0.5,0.5,0.854,0.852,0.762,0.762,0.495319106129037,0.5039367663340215,0.5,20,0,80
78,0.852,0.856,0.5,0.5,0.853,0.853,0.739,0.74,0.49319746667077546,0.4996943764139294,0.5,20,0,81
79,0.853,0.857,0.5,0.5,0.853,0.852,0.737,0.739,0.49331774112887883,0.49970180397922065,0.5,20,0,82
80,0.851,0.855,0.5,0.5,0.853,0.853,0.723,0.727,0.4933014133196542,0.5038563417920844,0.5,20,0,83
81,0.851,0.856,0.5,0.5,0.855,0.855,0.711,0.71,0.5017024653568558,0.5120208048955552,0.5,20,0,84
82,0.85,0.855,0.5,0.5,0.854,0.854,0.702,0.709,0.4975590147538964,0.511824093172088,0.5,20,0,85
83,0.851,0.855,0.5,0.5,0.854,0.853,0.72,0.727,0.49760199378287645,0.5076548029396956,0.5,20,0,86
84,0.851,0.857,0.5,0.5,0.855,0.852,0.718,0.722,0.4976435418565387,0.5075337539704872,0.5,20,0,87
85,0.853,0.855,0.5,0.5,0.853,0.851,0.728,0.732,0.5019270279889992,0.5035301553567223,0.5,20,0,88
86,0.855,0.853,0.5,0.5,0.853,0.85,0.726,0.733,0.5018968774742096,0.4996194822758086,0.5,20,0,89
87,0.854,0.856,0.5,0.5,0.851,0.85,0.729,0.733,0.50186767212349,0.49579833806749657,0.5,20,0,90
88,0.854,0.855,0.5,0.5,0.854,0.852,0.722,0.729,0.49772026913138956,0.5033451606066849,0.5,20,0,91
