,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.851,0.535,0.627,0.619,0.847,0.515,0.844,0.802,0.7850111788433649,0.5,0.5,20,61,3,0.829,0.784,0.746,0.799
1,0.834,0.72,0.627,0.619,0.828,0.811,0.808,0.807,0.5,0.5,0.5,20,61,4,0.807,0.784,0.746,0.799
2,0.813,0.692,0.627,0.619,0.806,0.81,0.769,0.779,0.5023150335671454,0.5,0.5,20,61,5,0.759,0.78,0.746,0.799
3,0.808,0.742,0.627,0.62,0.792,0.795,0.75,0.757,0.5,0.5,0.5,20,61,6,0.783,0.78,0.746,0.799
4,0.815,0.736,0.627,0.62,0.809,0.8,0.78,0.785,0.5016859763527489,0.5,0.5,20,61,7,0.835,0.805,0.746,0.799
5,0.835,0.762,0.627,0.62,0.83,0.818,0.823,0.814,0.5,0.5,0.5,20,61,8,0.845,0.8,0.746,0.799
6,0.852,0.836,0.627,0.62,0.834,0.821,0.821,0.82,0.5095920517334587,0.5,0.5,20,61,9,0.845,0.838,0.746,0.799
7,0.851,0.841,0.627,0.62,0.834,0.829,0.818,0.825,0.5125314072334501,0.5,0.5,20,61,10,0.845,0.838,0.746,0.799
8,0.847,0.841,0.627,0.62,0.839,0.827,0.824,0.826,0.4886127875258306,0.4886127875258306,0.5,20,61,11,0.846,0.837,0.746,0.799
9,0.841,0.834,0.627,0.62,0.846,0.843,0.839,0.826,0.47366657070845714,0.4876607203735348,0.5,20,61,12,0.847,0.827,0.746,0.799
10,0.841,0.835,0.627,0.62,0.848,0.845,0.847,0.839,0.49098505057659725,0.48876023913869465,0.5,20,61,13,0.85,0.827,0.746,0.8
11,0.844,0.847,0.627,0.62,0.848,0.846,0.845,0.839,0.49069727397866825,0.4896808342180182,0.5,20,61,14,0.85,0.825,0.746,0.8
12,0.835,0.833,0.627,0.62,0.85,0.842,0.84,0.834,0.4780537691863787,0.4891587555531131,0.5,20,61,15,0.844,0.843,0.746,0.8
13,0.833,0.833,0.627,0.62,0.848,0.847,0.839,0.836,0.47872743559677994,0.4909901704998648,0.5,20,61,16,0.844,0.842,0.746,0.8
14,0.839,0.836,0.627,0.62,0.85,0.85,0.838,0.839,0.4934948990715898,0.4907256927863055,0.5,20,61,17,0.844,0.843,0.746,0.8
15,0.844,0.847,0.627,0.62,0.849,0.848,0.835,0.83,0.508813654284237,0.508813654284237,0.5,20,61,18,0.844,0.837,0.747,0.8
16,0.849,0.85,0.627,0.62,0.848,0.846,0.837,0.831,0.4991510536528624,0.4822570777237879,0.5,20,61,19,0.842,0.846,0.748,0.8
17,0.846,0.848,0.627,0.62,0.844,0.845,0.836,0.837,0.48712498065498433,0.48860608468849,0.5,20,61,20,0.842,0.845,0.748,0.8
18,0.845,0.85,0.627,0.62,0.846,0.846,0.841,0.838,0.4914854948106722,0.4884253989338909,0.5,20,61,21,0.842,0.846,0.748,0.8
19,0.847,0.85,0.627,0.62,0.847,0.846,0.841,0.838,0.4851614996197424,0.48577051479042843,0.5,20,61,22,0.846,0.852,0.748,0.8
20,0.849,0.849,0.627,0.62,0.846,0.845,0.842,0.839,0.472695192940806,0.472695192940806,0.5,20,61,23,0.847,0.845,0.748,0.8
21,0.847,0.848,0.627,0.62,0.844,0.844,0.844,0.837,0.468570489403285,0.4725955363142254,0.5,20,61,24,0.85,0.852,0.748,0.8
22,0.848,0.846,0.627,0.62,0.843,0.845,0.848,0.84,0.45371319458012344,0.47270126585941397,0.5,20,61,25,0.85,0.852,0.748,0.8
23,0.846,0.848,0.627,0.62,0.845,0.843,0.845,0.836,0.48467332667316587,0.4734117562908915,0.5,20,61,26,0.85,0.852,0.748,0.8
24,0.849,0.846,0.627,0.62,0.846,0.841,0.846,0.838,0.49418649082035115,0.47233987388079446,0.5,20,61,27,0.85,0.852,0.748,0.8
25,0.845,0.845,0.627,0.62,0.842,0.845,0.845,0.838,0.47404121630963675,0.47612955051431793,0.5,20,61,28,0.85,0.852,0.748,0.8
26,0.849,0.844,0.627,0.62,0.844,0.846,0.846,0.836,0.4775981176628906,0.4822859772643535,0.5,20,61,29,0.85,0.852,0.748,0.8
27,0.847,0.843,0.627,0.62,0.846,0.844,0.847,0.834,0.47719671112665774,0.4776409247703739,0.5,20,61,30,0.85,0.852,0.748,0.8
28,0.848,0.841,0.627,0.62,0.846,0.844,0.847,0.835,0.4790594451397502,0.4780791819479927,0.5,20,61,31,0.851,0.849,0.748,0.8
29,0.844,0.844,0.627,0.62,0.845,0.841,0.844,0.834,0.48279316621970103,0.4796967198870714,0.5,20,61,32,0.851,0.849,0.748,0.8
