,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.813,0.821,0.627,0.619,0.835,0.839,0.83,0.832,0.5,0.5067464821951145,0.5,20,55,3,0.812,0.797,0.746,0.8
1,0.816,0.775,0.627,0.619,0.815,0.825,0.811,0.816,0.5,0.5,0.5,20,55,4,0.84,0.804,0.746,0.8
2,0.815,0.782,0.627,0.619,0.808,0.82,0.812,0.813,0.5078125,0.5,0.5,20,55,5,0.835,0.804,0.746,0.802
3,0.834,0.749,0.627,0.619,0.826,0.835,0.823,0.824,0.49999999999999994,0.49999999999999994,0.5,20,55,6,0.845,0.79,0.746,0.803
4,0.835,0.755,0.627,0.619,0.832,0.838,0.821,0.825,0.5,0.5,0.5,20,55,7,0.841,0.791,0.746,0.802
5,0.842,0.835,0.627,0.619,0.833,0.838,0.823,0.823,0.5037962831725267,0.477611632575748,0.5,20,55,8,0.841,0.808,0.746,0.802
6,0.841,0.838,0.627,0.619,0.836,0.839,0.824,0.823,0.49999999999999994,0.46675476647433045,0.5,20,55,9,0.852,0.816,0.746,0.802
7,0.84,0.836,0.627,0.62,0.83,0.833,0.822,0.822,0.46933647798620387,0.4783012535524786,0.5,20,55,10,0.857,0.817,0.746,0.803
8,0.836,0.839,0.627,0.62,0.83,0.834,0.824,0.824,0.47659266364908826,0.49573413639867187,0.5,20,55,11,0.857,0.817,0.746,0.802
9,0.836,0.84,0.627,0.62,0.826,0.832,0.822,0.822,0.4788934058199899,0.5183110382192504,0.5,20,55,12,0.848,0.817,0.746,0.802
10,0.833,0.835,0.627,0.62,0.827,0.834,0.821,0.822,0.4785987693674285,0.490926605079672,0.5,20,55,13,0.848,0.817,0.746,0.803
11,0.838,0.837,0.627,0.62,0.829,0.83,0.823,0.823,0.4823668491006877,0.4896808342180182,0.5,20,55,14,0.852,0.819,0.746,0.803
12,0.843,0.839,0.627,0.62,0.835,0.835,0.822,0.827,0.4818463301201921,0.4875230562789207,0.5,20,55,15,0.852,0.813,0.746,0.803
13,0.846,0.837,0.627,0.62,0.837,0.834,0.821,0.825,0.48226998165034224,0.4848627603458964,0.5,20,55,16,0.852,0.813,0.746,0.803
14,0.845,0.842,0.627,0.62,0.832,0.831,0.822,0.828,0.48417814334308606,0.48601843031222125,0.5,20,55,17,0.853,0.811,0.746,0.803
15,0.853,0.853,0.627,0.62,0.839,0.838,0.824,0.822,0.508813654284237,0.508813654284237,0.5,20,55,18,0.853,0.832,0.746,0.802
16,0.85,0.851,0.627,0.62,0.842,0.838,0.838,0.839,0.5024155936400139,0.5039845950674112,0.5,20,55,19,0.852,0.829,0.746,0.802
17,0.852,0.85,0.627,0.62,0.844,0.837,0.838,0.839,0.5061476182703424,0.5069373947815892,0.5,20,55,20,0.852,0.828,0.746,0.802
18,0.851,0.855,0.627,0.62,0.845,0.844,0.841,0.839,0.5021847248555692,0.5029214766375925,0.5,20,55,21,0.852,0.844,0.746,0.801
19,0.851,0.854,0.627,0.62,0.848,0.842,0.844,0.844,0.5018789126222856,0.502705917846524,0.5,20,55,22,0.852,0.843,0.746,0.801
20,0.852,0.852,0.627,0.62,0.848,0.841,0.845,0.845,0.49952561499020015,0.5071831223180544,0.5,20,55,23,0.852,0.842,0.746,0.802
21,0.849,0.852,0.627,0.62,0.845,0.84,0.844,0.847,0.5,0.5064953197167044,0.5,20,55,24,0.852,0.846,0.747,0.801
22,0.849,0.851,0.627,0.62,0.846,0.841,0.847,0.848,0.49230268080639306,0.5096031249082906,0.5,20,55,25,0.846,0.839,0.748,0.801
23,0.848,0.848,0.627,0.62,0.845,0.841,0.845,0.844,0.5043010719054722,0.5104911010742355,0.5,20,55,26,0.843,0.841,0.748,0.802
24,0.85,0.846,0.627,0.62,0.845,0.84,0.846,0.848,0.49062855712414843,0.5064553048631983,0.5,20,55,27,0.843,0.843,0.748,0.802
25,0.85,0.848,0.627,0.62,0.845,0.838,0.848,0.845,0.49103231681338,0.5061876094493849,0.5,20,55,28,0.843,0.845,0.748,0.802
26,0.853,0.847,0.627,0.62,0.844,0.838,0.844,0.844,0.5167506598006504,0.5157132432927465,0.5,20,55,29,0.834,0.846,0.748,0.802
27,0.849,0.846,0.627,0.62,0.841,0.838,0.846,0.845,0.4994690869443146,0.5161116135271889,0.5,20,55,30,0.832,0.845,0.748,0.802
28,0.849,0.845,0.627,0.62,0.842,0.839,0.84,0.84,0.49789082406672347,0.5143617683290751,0.5,20,55,31,0.832,0.845,0.748,0.802
29,0.848,0.848,0.627,0.62,0.842,0.839,0.836,0.841,0.49687899796442825,0.5122360886325577,0.5,20,55,32,0.834,0.845,0.748,0.802
