,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.756,0.539,0.627,0.619,0.791,0.505,0.792,0.791,0.75,0.5,0.5,20,17,3,0.763,0.753,0.746,0.8
1,0.772,0.735,0.627,0.619,0.797,0.796,0.804,0.801,0.5,0.43649167310370846,0.5,20,17,4,0.783,0.771,0.746,0.8
2,0.812,0.665,0.627,0.619,0.814,0.817,0.804,0.801,0.5103550931142243,0.5,0.5,20,17,5,0.773,0.741,0.745,0.8
3,0.811,0.727,0.627,0.619,0.81,0.812,0.798,0.795,0.49999999999999994,0.49999999999999994,0.5,20,17,6,0.761,0.74,0.745,0.8
4,0.81,0.749,0.627,0.619,0.817,0.821,0.8,0.795,0.4884100730367968,0.5,0.5,20,17,7,0.776,0.782,0.745,0.8
5,0.813,0.794,0.627,0.619,0.82,0.817,0.823,0.812,0.5,0.5,0.5,20,17,8,0.776,0.798,0.745,0.8
6,0.807,0.788,0.627,0.619,0.823,0.811,0.823,0.807,0.5,0.463082452170998,0.5,20,17,9,0.776,0.792,0.745,0.8
7,0.805,0.798,0.627,0.619,0.818,0.812,0.822,0.812,0.5,0.46791758203138706,0.5,20,17,10,0.778,0.796,0.745,0.8
8,0.817,0.8,0.627,0.619,0.835,0.821,0.823,0.813,0.5000000000000001,0.5000000000000001,0.5,20,17,11,0.818,0.794,0.745,0.8
9,0.81,0.8,0.627,0.619,0.827,0.821,0.823,0.815,0.47455295999602043,0.4846237702186118,0.5,20,17,12,0.803,0.791,0.745,0.8
10,0.813,0.801,0.627,0.619,0.825,0.824,0.824,0.82,0.5,0.5103335131252896,0.5,20,17,13,0.806,0.791,0.745,0.8
11,0.819,0.81,0.627,0.62,0.832,0.826,0.828,0.823,0.5,0.5105504581937439,0.5,20,17,14,0.818,0.788,0.746,0.8
12,0.817,0.821,0.627,0.62,0.828,0.824,0.823,0.815,0.5087159379783904,0.5077176043537298,0.5,20,17,15,0.818,0.792,0.746,0.8
13,0.823,0.827,0.627,0.62,0.828,0.821,0.825,0.819,0.519802912454298,0.5143470382167944,0.5,20,17,16,0.818,0.801,0.746,0.8
14,0.826,0.825,0.627,0.62,0.822,0.822,0.818,0.818,0.5160192757613329,0.5141252726897849,0.5,20,17,17,0.825,0.801,0.746,0.8
15,0.835,0.823,0.627,0.62,0.818,0.822,0.82,0.818,0.5187114033224896,0.5203768863654008,0.5,20,17,18,0.825,0.803,0.746,0.8
16,0.833,0.825,0.627,0.62,0.824,0.822,0.825,0.82,0.5174667109946967,0.5198511808880022,0.5,20,17,19,0.826,0.805,0.746,0.8
17,0.834,0.826,0.627,0.62,0.826,0.824,0.828,0.821,0.5225623947815892,0.5177696630610521,0.5,20,17,20,0.83,0.806,0.745,0.8
