,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.787,0.729,0.802,0.802,0.827,0.802,0.823,0.792,0.49999999999999994,0.49999999999999994,0.5,20,18,3,0.824,0.789,0.718,0.831
1,0.765,0.728,0.802,0.802,0.817,0.807,0.802,0.797,0.5000000000000001,0.5000000000000001,0.5,20,18,4,0.855,0.822,0.718,0.831
2,0.813,0.74,0.802,0.802,0.83,0.796,0.844,0.8,0.4970288389432358,0.5000000000000001,0.5,20,18,5,0.848,0.807,0.718,0.831
3,0.822,0.718,0.802,0.802,0.845,0.801,0.849,0.804,0.47048466760581464,0.5240524196003111,0.5,20,18,6,0.842,0.801,0.718,0.831
4,0.823,0.813,0.802,0.802,0.837,0.821,0.844,0.814,0.5000000000000001,0.5000000000000001,0.5,20,18,7,0.839,0.816,0.718,0.831
5,0.813,0.802,0.802,0.802,0.831,0.816,0.832,0.813,0.5,0.5,0.5,20,18,8,0.797,0.816,0.718,0.831
6,0.813,0.808,0.802,0.802,0.833,0.817,0.837,0.815,0.49999999999999994,0.49999999999999994,0.5,20,18,9,0.805,0.817,0.718,0.831
7,0.813,0.807,0.802,0.802,0.831,0.828,0.846,0.83,0.49999999999999994,0.49999999999999994,0.5,20,18,10,0.805,0.816,0.718,0.831
8,0.814,0.809,0.802,0.802,0.831,0.828,0.845,0.826,0.5,0.5,0.5,20,18,11,0.815,0.813,0.718,0.831
9,0.821,0.813,0.802,0.802,0.84,0.826,0.844,0.83,0.5160951998111649,0.5000000000000001,0.5,20,18,12,0.813,0.809,0.718,0.831
10,0.817,0.813,0.802,0.802,0.835,0.827,0.826,0.823,0.5161210503431062,0.5000000000000001,0.5,20,18,13,0.815,0.809,0.718,0.831
11,0.821,0.816,0.802,0.802,0.844,0.826,0.833,0.826,0.512839065238843,0.5000000000000001,0.5,20,18,14,0.812,0.816,0.718,0.831
12,0.824,0.808,0.802,0.802,0.846,0.826,0.847,0.82,0.5138689621239141,0.5000000000000001,0.5,20,18,15,0.812,0.817,0.718,0.831
13,0.828,0.81,0.802,0.802,0.846,0.826,0.844,0.823,0.504848613329528,0.5027477967529363,0.5,20,18,16,0.812,0.811,0.718,0.831
14,0.828,0.817,0.802,0.802,0.841,0.825,0.844,0.824,0.501261700604668,0.5031783119805561,0.5,20,18,17,0.813,0.82,0.718,0.831
