,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.762,0.555,0.802,0.802,0.82,0.694,0.82,0.751,0.7620388669944989,0.5898113794914795,0.5,20,31,3,0.827,0.688,0.718,0.831
1,0.738,0.665,0.802,0.802,0.807,0.726,0.823,0.776,0.6250000000000001,0.5,0.5,20,31,4,0.788,0.735,0.718,0.831
2,0.837,0.724,0.802,0.802,0.842,0.781,0.841,0.808,0.5833333333333333,0.5732419108558837,0.5,20,31,5,0.804,0.845,0.719,0.831
3,0.812,0.791,0.802,0.802,0.834,0.847,0.839,0.842,0.44789098106629416,0.522233289109874,0.5,20,31,6,0.814,0.823,0.719,0.831
4,0.818,0.807,0.802,0.802,0.84,0.847,0.839,0.848,0.5173865280378768,0.5187214230539642,0.5,20,31,7,0.842,0.825,0.719,0.831
5,0.829,0.826,0.802,0.802,0.841,0.852,0.841,0.844,0.5161967313825753,0.5161967313825753,0.5,20,31,8,0.838,0.835,0.72,0.831
6,0.821,0.824,0.802,0.802,0.842,0.825,0.84,0.822,0.5236336434445579,0.514287014405713,0.5,20,31,9,0.829,0.834,0.72,0.831
7,0.83,0.825,0.802,0.802,0.848,0.829,0.842,0.831,0.5220404891741519,0.5144212239503589,0.5,20,31,10,0.829,0.838,0.72,0.831
8,0.838,0.824,0.802,0.802,0.84,0.828,0.845,0.826,0.521561114408759,0.5187461539660555,0.5,20,31,11,0.835,0.836,0.72,0.831
9,0.839,0.828,0.802,0.802,0.839,0.829,0.844,0.834,0.5135710328436862,0.5135332896846401,0.5,20,31,12,0.835,0.836,0.72,0.831
10,0.839,0.828,0.802,0.802,0.842,0.83,0.849,0.834,0.5115346561484131,0.49294907838069935,0.5,20,31,13,0.822,0.837,0.72,0.831
11,0.844,0.829,0.802,0.802,0.849,0.836,0.845,0.835,0.4992677957845501,0.5000000000000001,0.5,20,31,14,0.837,0.83,0.72,0.831
12,0.828,0.825,0.802,0.802,0.834,0.826,0.84,0.826,0.49953504282731875,0.5301247171754497,0.5,20,31,15,0.836,0.826,0.719,0.83
13,0.814,0.809,0.802,0.802,0.827,0.823,0.832,0.823,0.47643365365905166,0.5183051589685166,0.5,20,31,16,0.821,0.826,0.719,0.83
14,0.817,0.801,0.802,0.802,0.831,0.823,0.838,0.819,0.49663243932625856,0.5032029496006011,0.5,20,31,17,0.821,0.826,0.719,0.83
15,0.831,0.805,0.802,0.802,0.839,0.822,0.845,0.817,0.5107177847407863,0.5002963150179323,0.5,20,31,18,0.826,0.826,0.72,0.83
16,0.84,0.825,0.802,0.802,0.842,0.827,0.847,0.826,0.4859507203439615,0.5327842534947306,0.5,20,31,19,0.821,0.826,0.72,0.83
