,yIndLDA,yIndQDA,yMultiLDA,yMultiQDA,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots
0,0.709,0.738,0.574,0.581,0.783,0.817,0.808,0.823,0.4571067811865475,0.6069797217306345,0.5,20,0,3
1,0.794,0.774,0.574,0.581,0.828,0.826,0.819,0.827,0.46824583655185426,0.5766179704437056,0.5,20,0,4
2,0.813,0.783,0.574,0.581,0.824,0.826,0.819,0.822,0.525255128608411,0.5,0.5,20,0,5
3,0.836,0.803,0.574,0.581,0.839,0.838,0.842,0.835,0.522233289109874,0.5242918510508389,0.5,20,0,6
4,0.841,0.771,0.574,0.581,0.851,0.845,0.855,0.849,0.45685862407768474,0.5098688463833687,0.5,20,0,7
5,0.846,0.838,0.574,0.581,0.85,0.844,0.854,0.848,0.5092724333319929,0.5092724333319929,0.5,20,0,8
6,0.851,0.847,0.574,0.581,0.852,0.847,0.851,0.849,0.4718128466195385,0.49718019452055395,0.5,20,0,9
7,0.851,0.843,0.574,0.581,0.852,0.85,0.846,0.849,0.4367115146588558,0.4974223141516235,0.5,20,0,10
8,0.85,0.845,0.574,0.581,0.852,0.848,0.851,0.848,0.4794062109784127,0.4800662183603982,0.5,20,0,11
9,0.85,0.845,0.574,0.581,0.852,0.849,0.85,0.849,0.481923151633625,0.5019617909655982,0.5,20,0,12
10,0.85,0.845,0.574,0.581,0.854,0.849,0.846,0.847,0.48641850046295754,0.48224582842175034,0.5,20,0,13
11,0.847,0.844,0.574,0.581,0.854,0.845,0.853,0.848,0.49624926173679884,0.48943915323326675,0.5,20,0,14
12,0.857,0.833,0.574,0.581,0.854,0.847,0.846,0.85,0.46395904114673386,0.508972808510766,0.5,20,0,15
13,0.859,0.834,0.574,0.581,0.854,0.848,0.847,0.849,0.46755894316439717,0.5049606464822168,0.5,20,0,16
14,0.858,0.83,0.574,0.581,0.855,0.849,0.847,0.851,0.47011589156306444,0.5043551363180931,0.5,20,0,17
15,0.853,0.846,0.574,0.581,0.857,0.853,0.85,0.849,0.5138412086283481,0.5158344181505485,0.5,20,0,18
16,0.845,0.844,0.574,0.581,0.856,0.85,0.847,0.849,0.4901479400272759,0.502856472216987,0.5,20,0,19
17,0.846,0.845,0.574,0.581,0.856,0.852,0.848,0.848,0.4864124119095298,0.5004580469573536,0.5,20,0,20
18,0.845,0.845,0.574,0.581,0.857,0.854,0.847,0.848,0.5035002803343945,0.505585371923327,0.5,20,0,21
19,0.856,0.849,0.574,0.581,0.857,0.853,0.846,0.846,0.507186687750816,0.507186687750816,0.5,20,0,22
20,0.856,0.85,0.574,0.581,0.854,0.855,0.846,0.847,0.4967658185857704,0.5079315412753015,0.5,20,0,23
21,0.854,0.849,0.574,0.581,0.856,0.854,0.848,0.845,0.4926273039621065,0.5072491044493157,0.5,20,0,24
22,0.852,0.851,0.574,0.581,0.856,0.854,0.846,0.846,0.493932305371593,0.5066699515791265,0.5,20,0,25
23,0.854,0.847,0.574,0.581,0.856,0.855,0.844,0.843,0.4935825170623742,0.5063057745818895,0.5,20,0,26
24,0.853,0.848,0.574,0.581,0.854,0.854,0.844,0.843,0.4932893998937138,0.5059808537599753,0.5,20,0,27
25,0.852,0.849,0.574,0.581,0.856,0.853,0.842,0.844,0.4994081839347419,0.4993581472454433,0.5,20,0,28
26,0.854,0.849,0.574,0.581,0.855,0.853,0.843,0.848,0.5007836607981634,0.49940191045252535,0.5,20,0,29
27,0.853,0.848,0.574,0.581,0.855,0.852,0.846,0.846,0.4990249027197792,0.5097606949263008,0.5,20,0,30
28,0.854,0.849,0.574,0.581,0.855,0.853,0.845,0.846,0.4991220705650542,0.4984049456415991,0.5,20,0,31
29,0.849,0.849,0.574,0.581,0.856,0.854,0.848,0.847,0.4902743555072858,0.5013370458811245,0.5,20,0,32
30,0.849,0.85,0.574,0.581,0.856,0.855,0.847,0.848,0.4795069033840288,0.507479252729814,0.5,20,0,33
31,0.852,0.847,0.574,0.581,0.856,0.853,0.847,0.848,0.5031544274573747,0.5048438275959901,0.5,20,0,34
32,0.853,0.844,0.574,0.581,0.854,0.85,0.849,0.848,0.48374009100988197,0.5068321634769264,0.5,20,0,35
33,0.853,0.844,0.574,0.581,0.854,0.853,0.85,0.849,0.49237826521129346,0.5050199450078685,0.5,20,0,36
34,0.848,0.844,0.574,0.581,0.856,0.852,0.846,0.846,0.49127336373040703,0.5047046355602942,0.5,20,0,37
35,0.848,0.839,0.574,0.581,0.857,0.852,0.849,0.847,0.4990684429397198,0.503940952319283,0.5,20,0,38
36,0.848,0.84,0.574,0.581,0.855,0.852,0.848,0.845,0.4986895483524003,0.5038193574490698,0.5,20,0,39
37,0.85,0.84,0.574,0.581,0.855,0.851,0.848,0.846,0.498332954946447,0.5040962385125993,0.5,20,0,40
38,0.848,0.842,0.574,0.581,0.856,0.853,0.845,0.845,0.4979415533935908,0.5027996708577533,0.5,20,0,41
39,0.849,0.837,0.574,0.581,0.855,0.852,0.85,0.847,0.5057933674482349,0.5020897135411788,0.5,20,0,42
40,0.849,0.841,0.574,0.581,0.856,0.852,0.847,0.845,0.4933226692185748,0.5030135880815482,0.5,20,0,43
41,0.849,0.836,0.574,0.581,0.856,0.852,0.847,0.848,0.5020423969191601,0.5022005601404116,0.5,20,0,44
42,0.849,0.845,0.574,0.581,0.856,0.852,0.848,0.846,0.49227148784199215,0.5029275506597237,0.5,20,0,45
43,0.849,0.846,0.574,0.581,0.856,0.852,0.847,0.845,0.48709342695423546,0.500853584836946,0.5,20,0,46
44,0.849,0.846,0.574,0.581,0.857,0.853,0.847,0.848,0.4868016628873053,0.5016648567397839,0.5,20,0,47
45,0.85,0.843,0.574,0.581,0.855,0.853,0.846,0.845,0.48571342056209477,0.501547482260752,0.5,20,0,48
46,0.85,0.844,0.575,0.581,0.855,0.853,0.846,0.847,0.4869457845214339,0.5011078636934558,0.5,20,0,49
47,0.85,0.844,0.575,0.581,0.857,0.851,0.846,0.848,0.48818520882573724,0.5009298132917094,0.5,20,0,50
48,0.851,0.85,0.575,0.581,0.857,0.853,0.848,0.848,0.5058867446571578,0.5021016958073354,0.5,20,0,51
49,0.851,0.85,0.575,0.581,0.855,0.854,0.848,0.849,0.49808236427303515,0.5027764956113805,0.5,20,0,52
50,0.849,0.85,0.575,0.581,0.857,0.852,0.847,0.847,0.4928585488204983,0.5030853002478797,0.5,20,0,53
51,0.854,0.85,0.575,0.581,0.854,0.851,0.848,0.847,0.4919033095237667,0.5033143959218194,0.5,20,0,54
52,0.854,0.848,0.575,0.581,0.854,0.851,0.847,0.845,0.4928362133628401,0.5032274750960626,0.5,20,0,55
53,0.851,0.851,0.575,0.581,0.855,0.853,0.847,0.846,0.4912687438321596,0.5033363535179253,0.5,20,0,56
