,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.789,0.55,0.627,0.619,0.833,0.81,0.845,0.82,0.6383847216259788,0.5562870566386034,0.5,20,19,3,0.795,0.725,0.745,0.8
1,0.842,0.726,0.627,0.619,0.814,0.802,0.802,0.792,0.5928887537328297,0.553859521970369,0.5,20,19,4,0.83,0.817,0.745,0.8
2,0.841,0.74,0.627,0.619,0.827,0.821,0.801,0.802,0.6330316528328812,0.5475457561767643,0.5,20,19,5,0.818,0.794,0.745,0.799
3,0.835,0.753,0.627,0.619,0.828,0.801,0.825,0.812,0.5370160866879099,0.49999999999999994,0.5,20,19,6,0.818,0.786,0.745,0.799
4,0.817,0.745,0.627,0.619,0.831,0.798,0.825,0.809,0.5,0.5,0.5,20,19,7,0.806,0.796,0.745,0.799
5,0.819,0.766,0.627,0.619,0.824,0.804,0.822,0.809,0.5,0.5,0.5,20,19,8,0.808,0.804,0.745,0.8
6,0.832,0.77,0.627,0.619,0.835,0.815,0.825,0.814,0.5070702883172598,0.5,0.5,20,19,9,0.831,0.804,0.745,0.799
7,0.817,0.801,0.627,0.619,0.836,0.824,0.826,0.819,0.5,0.5160412089843065,0.5,20,19,10,0.82,0.781,0.745,0.8
8,0.822,0.807,0.627,0.619,0.833,0.827,0.829,0.823,0.5000000000000001,0.5196776072769466,0.5,20,19,11,0.823,0.781,0.745,0.8
9,0.83,0.815,0.627,0.619,0.834,0.831,0.834,0.829,0.5100762516896571,0.5254470400039796,0.5,20,19,12,0.837,0.777,0.746,0.799
10,0.826,0.821,0.627,0.62,0.83,0.823,0.826,0.818,0.5230693122968261,0.5230693122968261,0.5,20,19,13,0.837,0.777,0.746,0.799
11,0.833,0.828,0.627,0.62,0.827,0.824,0.829,0.819,0.5308684158910637,0.5211009163874879,0.5,20,19,14,0.837,0.779,0.746,0.799
12,0.834,0.823,0.627,0.62,0.823,0.82,0.824,0.817,0.5256642159564155,0.522294844552565,0.5,20,19,15,0.838,0.803,0.746,0.8
13,0.835,0.823,0.627,0.62,0.819,0.829,0.824,0.82,0.53001550358613,0.5299800190036461,0.5,20,19,16,0.838,0.805,0.746,0.8
14,0.835,0.824,0.627,0.62,0.817,0.83,0.823,0.823,0.5277266017899958,0.5276979605627521,0.5,20,19,17,0.84,0.805,0.746,0.8
15,0.842,0.831,0.627,0.62,0.828,0.826,0.831,0.826,0.5108284595081394,0.5081302029275254,0.5,20,19,18,0.836,0.8,0.745,0.8
16,0.825,0.82,0.627,0.62,0.815,0.822,0.815,0.822,0.5168706730417373,0.521383032240012,0.5,20,19,19,0.82,0.808,0.745,0.799
17,0.815,0.81,0.627,0.62,0.814,0.822,0.807,0.816,0.5162808651209786,0.5125249139166643,0.5,20,19,20,0.819,0.801,0.745,0.799
18,0.819,0.805,0.627,0.62,0.817,0.821,0.814,0.815,0.5224916658773672,0.515614175329057,0.5,20,19,21,0.819,0.801,0.745,0.799
19,0.826,0.809,0.627,0.62,0.82,0.818,0.82,0.815,0.5204836054651332,0.5007496954752149,0.5,20,19,22,0.818,0.8,0.745,0.799
20,0.833,0.818,0.627,0.62,0.83,0.824,0.83,0.823,0.5015947718299747,0.5296913913707381,0.5,20,19,23,0.812,0.8,0.745,0.799
21,0.836,0.822,0.627,0.62,0.831,0.825,0.83,0.823,0.49927828934095786,0.5263698661958714,0.5,20,19,24,0.816,0.8,0.745,0.8
22,0.836,0.826,0.627,0.62,0.824,0.826,0.829,0.826,0.527075825232395,0.5088143700636047,0.5,20,19,25,0.82,0.805,0.745,0.8
23,0.835,0.824,0.627,0.62,0.824,0.824,0.833,0.826,0.5195313132448438,0.5127173035417698,0.5,20,19,26,0.82,0.805,0.745,0.8
24,0.833,0.822,0.627,0.62,0.825,0.826,0.835,0.824,0.5059354847765076,0.5177996996169008,0.5,20,19,27,0.82,0.805,0.745,0.799
