,yIndLDA,yIndQDA,yMultiLDA,yMultiQDA,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots
0,0.727,0.732,0.5,0.5,0.806,0.803,0.597,0.609,0.5,0.5,0.5,20,0,3
1,0.827,0.633,0.5,0.5,0.844,0.823,0.724,0.744,0.5,0.5097584014810563,0.5,20,0,4
2,0.812,0.667,0.5,0.5,0.842,0.824,0.793,0.788,0.5,0.5,0.5,20,0,5
3,0.846,0.832,0.5,0.5,0.853,0.845,0.799,0.797,0.5,0.5136060940293603,0.5,20,0,6
4,0.843,0.836,0.5,0.5,0.851,0.848,0.82,0.823,0.5,0.5116864452805141,0.5,20,0,7
5,0.839,0.832,0.5,0.5,0.852,0.846,0.811,0.814,0.5,0.51024343276223,0.5,20,0,8
6,0.853,0.829,0.5,0.5,0.85,0.841,0.822,0.815,0.5139320225002103,0.523050649609605,0.5,20,0,9
7,0.835,0.809,0.5,0.5,0.848,0.844,0.822,0.827,0.49567845067009675,0.5083827161577801,0.5,20,0,10
8,0.831,0.813,0.5,0.5,0.852,0.846,0.82,0.825,0.4886127875258306,0.507602234316525,0.5,20,0,11
9,0.839,0.803,0.5,0.5,0.855,0.848,0.814,0.82,0.4929453046023855,0.5034306253037936,0.5,20,0,12
10,0.829,0.806,0.5,0.5,0.851,0.848,0.815,0.817,0.5073825366456083,0.5,0.5,20,0,13
11,0.839,0.829,0.5,0.5,0.853,0.856,0.813,0.815,0.4801458368188994,0.4763268454228146,0.5,20,0,14
12,0.84,0.838,0.5,0.5,0.854,0.856,0.803,0.808,0.47831751110622617,0.47831751110622617,0.5,20,0,15
13,0.839,0.838,0.5,0.5,0.854,0.857,0.806,0.809,0.48657829602878044,0.48000436967292964,0.5,20,0,16
14,0.841,0.843,0.5,0.5,0.855,0.856,0.813,0.814,0.4841265130666652,0.4867175510753077,0.5,20,0,17
15,0.84,0.84,0.5,0.5,0.849,0.848,0.825,0.827,0.4818673614807109,0.4818673614807109,0.5,20,0,18
16,0.834,0.835,0.5,0.5,0.849,0.85,0.823,0.827,0.4841992626828837,0.48113522520911,0.5,20,0,19
17,0.833,0.826,0.5,0.5,0.845,0.849,0.813,0.821,0.5053677638755208,0.5140562196025897,0.5,20,0,20
18,0.833,0.834,0.5,0.5,0.849,0.85,0.814,0.825,0.5050199780496019,0.5158122704425179,0.5,20,0,21
19,0.836,0.834,0.5,0.5,0.852,0.851,0.816,0.823,0.5018949034775402,0.4932562279035356,0.5,20,0,22
20,0.833,0.829,0.5,0.5,0.848,0.848,0.818,0.823,0.5042837788933018,0.4913315335588732,0.5,20,0,23
21,0.833,0.827,0.5,0.5,0.847,0.849,0.813,0.821,0.504210445462442,0.4968869018141142,0.5,20,0,24
22,0.834,0.829,0.5,0.5,0.847,0.848,0.818,0.826,0.5038588478200456,0.5056401142940021,0.5,20,0,25
23,0.832,0.827,0.5,0.5,0.846,0.849,0.823,0.827,0.5014486015636088,0.5031896009268997,0.5,20,0,26
24,0.835,0.832,0.5,0.5,0.849,0.852,0.821,0.825,0.5035137194175032,0.5051440543309424,0.5,20,0,27
25,0.835,0.83,0.5,0.5,0.852,0.851,0.82,0.825,0.5008458320813519,0.5023766075233724,0.5,20,0,28
26,0.836,0.823,0.5,0.5,0.849,0.848,0.821,0.827,0.5008331003437809,0.4911220730552567,0.5,20,0,29
27,0.838,0.823,0.5,0.5,0.852,0.848,0.826,0.831,0.5008205580567168,0.49888267598474656,0.5,20,0,30
28,0.836,0.826,0.5,0.5,0.852,0.851,0.826,0.83,0.5008082016260107,0.5008082016260107,0.5,20,0,31
29,0.832,0.821,0.5,0.5,0.85,0.845,0.816,0.824,0.5158827838380935,0.4891819380510051,0.5,20,0,32
30,0.833,0.816,0.5,0.5,0.85,0.845,0.816,0.822,0.49537825267631064,0.4874676533188308,0.5,20,0,33
31,0.833,0.814,0.5,0.5,0.849,0.846,0.815,0.824,0.4955833539932448,0.48943119920657097,0.5,20,0,34
32,0.832,0.818,0.5,0.5,0.85,0.851,0.815,0.822,0.49577222457178227,0.4898446632993041,0.5,20,0,35
33,0.835,0.82,0.5,0.5,0.849,0.85,0.816,0.822,0.495946652039044,0.4902276022560771,0.5,20,0,36
34,0.83,0.821,0.5,0.5,0.849,0.847,0.811,0.82,0.5043828979675946,0.4900751293863553,0.5,20,0,37
35,0.831,0.818,0.5,0.5,0.852,0.85,0.817,0.824,0.5046969536073393,0.48837782329957613,0.5,20,0,38
36,0.833,0.822,0.5,0.5,0.852,0.849,0.823,0.826,0.521783717376787,0.4908242829993592,0.5,20,0,39
37,0.831,0.832,0.5,0.5,0.852,0.852,0.826,0.832,0.4987365680542753,0.4987365680542753,0.5,20,0,40
38,0.835,0.831,0.5,0.5,0.852,0.851,0.827,0.833,0.495997939474165,0.5004370367559161,0.5,20,0,41
39,0.835,0.833,0.5,0.5,0.852,0.85,0.827,0.832,0.4961470249646903,0.49914480935683797,0.5,20,0,42
40,0.836,0.83,0.5,0.5,0.851,0.85,0.828,0.834,0.49652037965198037,0.484076268590226,0.5,20,0,43
41,0.837,0.83,0.5,0.5,0.851,0.852,0.828,0.834,0.49664135427836753,0.492580627951938,0.5,20,0,44
42,0.84,0.83,0.5,0.5,0.852,0.849,0.827,0.834,0.4914475246896328,0.4927510398693632,0.5,20,0,45
43,0.843,0.837,0.5,0.5,0.852,0.849,0.827,0.833,0.5007864964725407,0.502216044249126,0.5,20,0,46
44,0.845,0.838,0.5,0.5,0.852,0.851,0.827,0.832,0.5007686601335304,0.5008427468329713,0.5,20,0,47
45,0.839,0.836,0.5,0.5,0.85,0.851,0.828,0.838,0.5020591996557247,0.49215641158629064,0.5,20,0,48
46,0.838,0.837,0.5,0.5,0.853,0.852,0.827,0.837,0.4909052064694171,0.499860840426251,0.5,20,0,49
47,0.838,0.837,0.5,0.5,0.853,0.851,0.825,0.837,0.49241094277273606,0.49986636367195775,0.5,20,0,50
48,0.837,0.837,0.5,0.5,0.852,0.85,0.828,0.832,0.4982642745501147,0.49241633399444434,0.5,20,0,51
49,0.838,0.839,0.5,0.5,0.852,0.849,0.826,0.834,0.49831779517082364,0.49263333628021866,0.5,20,0,52
50,0.837,0.835,0.5,0.5,0.852,0.851,0.826,0.833,0.49805372221763416,0.4924959386310882,0.5,20,0,53
51,0.839,0.837,0.5,0.5,0.853,0.852,0.827,0.838,0.4981137360344353,0.49976992939038467,0.5,20,0,54
52,0.838,0.843,0.5,0.5,0.853,0.854,0.828,0.836,0.49395824265993393,0.49977827011771075,0.5,20,0,55
53,0.836,0.841,0.5,0.5,0.852,0.851,0.828,0.833,0.5002942357744478,0.49278520921098856,0.5,20,0,56
54,0.838,0.842,0.5,0.5,0.852,0.851,0.828,0.835,0.49297754543138506,0.5007322361545854,0.5,20,0,57
55,0.836,0.843,0.5,0.5,0.851,0.851,0.828,0.836,0.4933064752347135,0.49539933040581924,0.5,20,0,58
56,0.837,0.841,0.5,0.5,0.852,0.851,0.83,0.834,0.5005349410754227,0.494541909397273,0.5,20,0,59
57,0.839,0.844,0.5,0.5,0.851,0.852,0.833,0.834,0.49363523358250827,0.4966916641487983,0.5,20,0,60
58,0.838,0.84,0.5,0.5,0.852,0.852,0.832,0.834,0.49367193688780875,0.500394928621207,0.5,20,0,61
59,0.846,0.846,0.5,0.5,0.853,0.851,0.834,0.832,0.4924933193757095,0.5036935954015882,0.5,20,0,62
60,0.847,0.849,0.5,0.5,0.854,0.849,0.834,0.833,0.4996829819908678,0.5036090905942314,0.5,20,0,63
