,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetQ,wTargetL,wLiu,person,times,shots,yKNNInd,ySVMInd,yKNNMulti,ySVMMulti
0,0.709,0.738,0.574,0.581,0.806,0.817,0.808,0.823,0.4571067811865475,0.5155559047430204,0.5,20,0,3,0.5,0.81,0.836,0.5
1,0.794,0.774,0.574,0.581,0.828,0.829,0.819,0.827,0.5,0.5635083268962916,0.5,20,0,4,0.835,0.805,0.836,0.5
2,0.813,0.783,0.574,0.581,0.829,0.825,0.819,0.822,0.5505102572168219,0.48420882998769244,0.5,20,0,5,0.738,0.76,0.836,0.5
3,0.836,0.803,0.574,0.581,0.839,0.84,0.842,0.835,0.5444665782197481,0.522233289109874,0.5,20,0,6,0.829,0.814,0.836,0.5
4,0.841,0.771,0.574,0.581,0.856,0.846,0.855,0.849,0.45685862407768474,0.4948842085006275,0.5,20,0,7,0.841,0.815,0.836,0.5
5,0.846,0.838,0.574,0.581,0.85,0.844,0.854,0.848,0.5327126064508076,0.5162558697549305,0.5,20,0,8,0.833,0.834,0.836,0.5
6,0.851,0.847,0.574,0.581,0.853,0.85,0.851,0.849,0.49143922012500985,0.5133148565287651,0.5,20,0,9,0.836,0.823,0.836,0.5
7,0.851,0.843,0.574,0.581,0.853,0.849,0.846,0.849,0.46056710049857286,0.5160412089843065,0.5,20,0,10,0.836,0.823,0.836,0.5
8,0.85,0.845,0.574,0.581,0.852,0.847,0.851,0.848,0.480817196856625,0.48581106044580746,0.5,20,0,11,0.821,0.813,0.836,0.5
9,0.85,0.845,0.574,0.581,0.852,0.848,0.85,0.849,0.5017479720807765,0.5127235200019897,0.5,20,0,12,0.842,0.836,0.836,0.5
10,0.85,0.845,0.574,0.581,0.854,0.847,0.846,0.847,0.5054074722119594,0.48846534385158696,0.5,20,0,13,0.843,0.819,0.836,0.5
11,0.847,0.844,0.574,0.581,0.854,0.846,0.853,0.848,0.49085601475413887,0.4989032996939994,0.5,20,0,14,0.843,0.819,0.836,0.5
12,0.857,0.833,0.574,0.581,0.854,0.847,0.846,0.85,0.5,0.5050709183579492,0.5,20,0,15,0.844,0.841,0.836,0.5
13,0.859,0.834,0.574,0.581,0.854,0.849,0.847,0.849,0.5,0.5074048935368883,0.5,20,0,16,0.845,0.84,0.837,0.5
14,0.858,0.83,0.574,0.581,0.855,0.851,0.847,0.851,0.5010660343672231,0.5086056388830975,0.5,20,0,17,0.847,0.847,0.837,0.5
15,0.853,0.846,0.574,0.581,0.857,0.853,0.85,0.849,0.5213095760447066,0.511821099383815,0.5,20,0,18,0.851,0.842,0.837,0.5
16,0.845,0.844,0.574,0.581,0.856,0.851,0.847,0.849,0.49819544843251484,0.4980109832100738,0.5,20,0,19,0.842,0.841,0.837,0.5
17,0.846,0.845,0.574,0.581,0.856,0.853,0.848,0.848,0.4908259146111745,0.5028891591026685,0.5,20,0,20,0.842,0.841,0.837,0.5
18,0.845,0.845,0.574,0.581,0.857,0.855,0.847,0.848,0.5132560549080745,0.5041915204698284,0.5,20,0,21,0.844,0.835,0.837,0.5
19,0.856,0.849,0.574,0.581,0.857,0.855,0.846,0.846,0.5104968486907593,0.507186687750816,0.5,20,0,22,0.843,0.85,0.837,0.5
20,0.856,0.85,0.574,0.581,0.854,0.855,0.846,0.847,0.5081826505185372,0.5079315412753015,0.5,20,0,23,0.843,0.851,0.837,0.5
21,0.854,0.849,0.574,0.581,0.856,0.856,0.848,0.845,0.5032880802641954,0.5072491044493157,0.5,20,0,24,0.843,0.856,0.837,0.5
22,0.852,0.851,0.574,0.581,0.856,0.855,0.846,0.846,0.5109666461859652,0.5066699515791265,0.5,20,0,25,0.846,0.855,0.837,0.5
23,0.854,0.847,0.574,0.581,0.856,0.854,0.844,0.843,0.5080624367851687,0.5063057745818895,0.5,20,0,26,0.845,0.852,0.837,0.5
24,0.853,0.848,0.574,0.581,0.854,0.855,0.844,0.843,0.5076067480367203,0.5059808537599753,0.5,20,0,27,0.848,0.851,0.837,0.5
25,0.852,0.849,0.574,0.581,0.855,0.854,0.842,0.844,0.5071537633980294,0.4993581472454433,0.5,20,0,28,0.845,0.852,0.837,0.5
