,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,wTargetMeanLDA,wTargetCovLDA,tPropLDA,tPropQDA,AccLDAInd,tIndL,AccLDAProp,tCLPropL,AccLDALiu,AccLDAVidovic,AccQDAInd,tIndQ,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic
0,20,"(1,)",1,3,0.6679908756135621,0.5003560733507948,0.5975401929391391,0.5000581536537687,39.151092767715454,52.629958629608154,0.9254547168033174,0.0010324430425254038,0.979266798605221,0.001026002909795423,0.9787013476580907,0.9470360946187918,0.9641881066817454,0.0015060293630654441,0.9624917538403543,0.0013960459355685142,0.9717274526434831,0.964282348506267
1,20,"(1, 2)",2,3,0.7265809672982593,0.649495640320996,0.7616398551033647,0.6400022660266427,39.35162401199341,54.58713221549988,0.9452454999528791,0.0010385651714715732,0.9565545188954858,0.0012092328792849198,0.9563660352464424,0.9609838846480068,0.9555178588257469,0.001466920177872068,0.9492978984073132,0.0014942123532441275,0.9587220808594854,0.9491094147582697
2,20,"(1, 2, 3)",3,3,0.8409948250458105,0.7697745842776145,0.8440451646642487,0.7602232138559201,40.3833703994751,53.82510495185852,0.9659787013476581,0.0010216610448073515,0.9693714070304401,0.0009982253590444404,0.9692771652059183,0.9754028837998303,0.9738950146074828,0.0015375910532394754,0.9616435774196589,0.0013929236430652674,0.9643765903307888,0.9637168975591367
3,20,"(1, 2, 3, 4)",4,3,0.9203527802746142,0.8855702933587523,0.9242170595500604,0.8785666109593098,40.65609407424927,54.585142374038696,0.9544811987560079,0.0010115495670438319,0.9622090283667892,0.0010330882174458,0.963622655734615,0.9718216944680049,0.9683347469607012,0.0014043666563500513,0.9603241918763548,0.0013895213867984161,0.9637168975591367,0.9584393553859203
4,21,"(1,)",1,3,0.5989417628383993,0.5081342867435588,0.6718698646341676,0.5028375716687772,37.29114532470703,52.18173861503601,0.9144767825186022,0.0010932327675439886,0.9316191014410851,0.0010400533204565079,0.9142884053875859,0.9272864274277103,0.8748233964396722,0.0014262210405444407,0.9521522087218611,0.0014394474667300049,0.9268154846001695,0.8664406141094471
5,21,"(1, 2)",2,3,0.7450678219601651,0.6662967657011353,0.794108221204022,0.6385072504448507,39.06787133216858,54.81774353981018,0.9518696430253367,0.0010390223066292768,0.9508335688047471,0.00119144696238082,0.9205990392766318,0.949514928887633,0.9238014505039088,0.0014216990146168076,0.9529057172459263,0.001491862119473654,0.9306772157860036,0.9160779881322407
6,21,"(1, 2, 3)",3,3,0.8267463243793071,0.7909228695409093,0.8462312199779198,0.7621740533335856,40.354288816452026,53.30267262458801,0.9502684374116982,0.001105318660507928,0.9538476029010078,0.0010044576084927066,0.9173024394838467,0.9434868606951116,0.9336912498822643,0.00142122033604168,0.9569558255627767,0.001558723698522879,0.9294527644343976,0.9086370914570971
7,21,"(1, 2, 3, 4)",4,3,0.9087280201686782,0.8993012660177561,0.9312193274607637,0.8781632333155474,41.196528673172,55.64895820617676,0.9636432137138551,0.0010071114046690188,0.9648676650654611,0.0010132336443602573,0.9312423471790524,0.9599698596590374,0.941791466515965,0.001598015179166554,0.9555429970801544,0.0013745682179125013,0.9301120843929547,0.9101441085052274
8,22,"(1,)",1,3,0.5307947314311456,0.5032362848776347,0.5321877946155371,0.5,39.35563278198242,52.42939472198486,0.9601807399039819,0.0010324028783247183,0.9678057046032195,0.0010475866383643493,0.9648875082368445,0.9772192412689448,0.9107596724089241,0.0015861555579062584,0.9663936741033606,0.0014071071326345482,0.9573566789042643,0.8920267344441306
9,22,"(1, 2)",2,3,0.6705755862505597,0.6636460261619327,0.6788978012669186,0.6378861971816646,41.49733114242554,53.03801369667053,0.9951049609338228,0.0010247422647175451,0.9958580438670809,0.0011961617892176533,0.9886096206344723,0.9955756377671091,0.9848442059681822,0.0013983313853060874,0.9941636072672503,0.0013875702304331965,0.9821142803351219,0.9563211898710345
10,22,"(1, 2, 3)",3,3,0.791907232648349,0.783077155563103,0.7984673592200249,0.7594102707081136,40.3522846698761,53.87323236465454,0.993692930433964,0.0010270131551129752,0.9960463146003954,0.0010189047688359675,0.9939753365339358,0.9946342841005366,0.9797608961686906,0.0014174019090763248,0.9968935329003107,0.0015888135558656858,0.9854090181681258,0.9625341240704133
11,22,"(1, 2, 3, 4)",4,3,0.8931804190054214,0.8924354089845347,0.8990386438468676,0.8783535296303077,39.47094202041626,55.97581601142883,0.9922808999341053,0.001235794035782195,0.993316388967335,0.0010425892745237683,0.9967993975336534,0.9949166902005083,0.9759954815024005,0.0013937033536821776,0.9946342841005366,0.0014574254826054919,0.9891744328344159,0.9567918667043208
