,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,wTargetMeanLDA,wTargetCovLDA,tPropLDA,tPropQDA,AccLDAInd,tIndL,AccLDAProp,tCLPropL,AccLDALiu,AccLDAVidovic,AccQDAInd,tIndQ,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic
0,1,"(1,)",1,1,0.8938000980446651,0.6232889341294998,0.8898829569615917,0.5577219240022727,110.56739354133606,194.45864295959473,0.4779296875,0.0010719873942434787,0.4939453125,0.0010390958748757839,0.462109375,0.453515625,0.45625,0.0018682442605495453,0.495703125,0.00211774786002934,0.4337890625,0.394140625
1,1,"(1, 2)",2,1,0.9275200555445244,0.8039773237792944,0.9311117828201679,0.642769549106895,164.64719319343567,234.73866391181946,0.5259765625,0.0013261993415653705,0.534375,0.0013105742633342742,0.510546875,0.5365234375,0.5865234375,0.0019854586571455,0.6046875,0.002001346694305539,0.5001953125,0.502734375
2,1,"(1, 2, 3)",3,1,0.9536455101977407,0.8814079196980708,0.9502042677987649,0.811889213593925,163.95208883285522,281.3340883255005,0.55234375,0.001436050096526742,0.5603515625,0.0014358556363731623,0.5224609375,0.5693359375,0.6513671875,0.0020656550768762827,0.6537109375,0.0020288408268243074,0.5513671875,0.600390625
3,1,"(1, 2, 3, 4)",4,1,0.9778263575240413,0.9484643900656496,0.977706528183949,0.9097509543555743,158.04879188537598,241.47128582000732,0.5923828125,0.0013569897972047329,0.5939453125,0.0013377254363149405,0.51640625,0.5890625,0.678125,0.002122262353077531,0.6802734375,0.002077263919636607,0.598046875,0.63046875
4,2,"(1,)",1,1,0.8103470579116041,0.6116103531882271,0.8975940107835894,0.5194568834367482,152.95042729377747,235.56677508354187,0.49803149606299213,0.0013392663586066673,0.481408573928259,0.001354865149667361,0.4188538932633421,0.4713473315835521,0.4440069991251094,0.0023345061800298414,0.5382764654418197,0.002531000166114547,0.5275590551181102,0.4326334208223972
5,2,"(1, 2)",2,1,0.8941264484786215,0.7899326912500606,0.9488035208268953,0.7086826859538404,187.1627140045166,210.2041323184967,0.5544619422572179,0.001119122521875203,0.5513998250218722,0.0010971859266960297,0.4510061242344707,0.5247156605424322,0.5667104111986002,0.0016941299380071311,0.6080489938757655,0.0016274594572272514,0.6087051618547682,0.5651793525809273
6,2,"(1, 2, 3)",3,1,0.9483079095131348,0.8731413997067431,0.9822311319843199,0.7671843559832877,132.55643033981323,180.92803740501404,0.5730533683289589,0.0010338088241670597,0.5693350831146107,0.0010258995537578486,0.4590988626421697,0.5573053368328958,0.6417322834645669,0.0015395370785437023,0.6614173228346457,0.0015349145636470924,0.6202974628171478,0.5936132983377078
7,2,"(1, 2, 3, 4)",4,1,0.9757557957972127,0.9432645513921406,0.9890237559362536,0.8527394398662378,120.53011155128479,178.1178116798401,0.5896762904636921,0.0010292048737967317,0.5931758530183727,0.0010355702118193591,0.47397200349956253,0.5787401574803149,0.6666666666666666,0.0015296570480860647,0.679352580927384,0.001544362864573588,0.6384514435695539,0.6071741032370953
8,3,"(1,)",1,1,0.8812519663568379,0.6239421956328259,0.943882029427177,0.5437496420741808,123.42699003219604,182.69789719581604,0.5276538804638715,0.0010225697886614158,0.5265388046387154,0.001022574680389622,0.47769848349687777,0.510035682426405,0.4112399643175736,0.0015985930104217394,0.4977698483496878,0.001610405257937102,0.4386708296164139,0.4326494201605709
9,3,"(1, 2)",2,1,0.9058769791515954,0.7737908281833259,0.9673844353415926,0.6758488107188598,131.34918761253357,184.47918486595154,0.5637823371989296,0.001025246414725638,0.5718108831400536,0.001034195406111514,0.5211864406779662,0.5372435325602141,0.5169491525423728,0.0015455908694509734,0.5648974130240857,0.0015534330541592002,0.48126672613737737,0.49553969669937553
10,3,"(1, 2, 3)",3,1,0.9355987612724752,0.8650228811272171,0.9688354364425287,0.7760607557967463,121.82737970352173,175.13469743728638,0.5985727029438002,0.0010411393738133264,0.597457627118644,0.0010359940201336523,0.5338983050847458,0.5615521855486173,0.5662355040142729,0.0015577124124334712,0.6021409455842998,0.0016196073430866987,0.5069134701159679,0.5138269402319358
11,3,"(1, 2, 3, 4)",4,1,0.9746537870642773,0.9401510420004902,0.9864999245497147,0.8942272292104576,127.90720748901367,183.53159046173096,0.6204281891168599,0.0010724451582310563,0.6219892952720785,0.001048053193581519,0.5437109723461195,0.5791703835860839,0.6271186440677966,0.0015842725824395214,0.6349241748438894,0.0016857503674904434,0.5202943800178412,0.5254237288135594
12,4,"(1,)",1,1,0.885902557682737,0.6628306918589634,0.9773794759299351,0.6597095250011639,117.89412903785706,176.29764437675476,0.40473441108545033,0.001025638596840874,0.4058891454965358,0.0010283197046152164,0.43033102386451116,0.41012317167051576,0.3583525789068514,0.0015479878244994694,0.42917628945342573,0.0015306275931571977,0.43071593533487296,0.39819091608929946
13,4,"(1, 2)",2,1,0.9485816570725866,0.8368057182462443,0.98436528780142,0.8010479331951734,115.6073670387268,175.42483973503113,0.4617013086989992,0.0010391217272863469,0.4611239414934565,0.0010644054302717742,0.44187836797536567,0.45977675134719015,0.5096227867590454,0.0015586171359443224,0.5331023864511163,0.0016033698082704374,0.4561200923787529,0.49037721324095457
14,4,"(1, 2, 3)",3,1,0.9637439596499036,0.9088776083538455,0.9916525606563196,0.8117297344492426,119.07623863220215,178.01529359817505,0.4813317936874519,0.0010653761279316844,0.4897998460354119,0.001042607841902829,0.455927636643572,0.4822940723633564,0.5565819861431871,0.0015474194926055603,0.5633179368745188,0.001536028352125137,0.45996920708237105,0.5304080061585835
15,4,"(1, 2, 3, 4)",4,1,0.9843372613038915,0.9556226575684192,0.9944403363282617,0.8841818428009601,124.19820928573608,182.9926221370697,0.5069284064665127,0.0010613304454606713,0.5092378752886836,0.0010696744533389049,0.4603541185527329,0.49903772132409546,0.5746728252501925,0.0015561103453720598,0.5852578906851424,0.001550123313466249,0.4722863741339492,0.5446497305619707
16,5,"(1,)",1,1,0.8885228932920306,0.6294047345976819,0.9494540282553116,0.5897378796264597,117.40594410896301,178.30263900756836,0.3959822290902067,0.0010454534494165335,0.39694803940506085,0.0010315204923945502,0.4067993046165733,0.38632412594166504,0.3919258257678192,0.0016496475769420238,0.4691906509561522,0.001626771044864695,0.4680316785783272,0.39327796020861505
17,5,"(1, 2)",2,1,0.9257053013283824,0.8082868406421266,0.9638823668598595,0.6743757165049763,122.14349579811096,182.91117095947266,0.437125748502994,0.001040257103359789,0.4427274483291482,0.0010330866772580013,0.4550898203592814,0.4365462623140815,0.49855128452771874,0.001562186274861009,0.5483870967741935,0.0015484506567633933,0.5051187946687271,0.4672590303264439
18,5,"(1, 2, 3)",3,1,0.9620584372050855,0.8864284361189948,0.9807922459440639,0.7965093885088012,123.39433932304382,186.91475749015808,0.49101796407185627,0.0013144721804333856,0.4877342090013521,0.0010508978852715436,0.480973536797373,0.4815530229862855,0.5877921576202434,0.0015904868871796792,0.6109716051767433,0.0015728262278111211,0.5337067799884103,0.558238361985706
19,5,"(1, 2, 3, 4)",4,1,0.9766318995092167,0.947353434776054,0.9871473148862844,0.9470736721257718,136.79911923408508,197.98338294029236,0.5277187560363145,0.0010348169044198414,0.5261734595325478,0.0011345554968554103,0.49449488120533125,0.5161290322580645,0.6310604597257099,0.0016069146963719676,0.6430365076299015,0.001702216501882552,0.5476144485223102,0.595132316013135
20,6,"(1,)",1,1,0.9415132072930006,0.7419646965199894,0.9788840439276486,0.5988683971228306,154.76480841636658,223.29098296165466,0.3631150573436922,0.0013279744178949795,0.3523862375138735,0.0013155700804964067,0.37698853126156123,0.3723640399556049,0.32167961524232336,0.0020370452085601547,0.3509064002959674,0.002032959103981213,0.31095079541250464,0.29966703662597116
21,6,"(1, 2)",2,1,0.976829445554257,0.8831247658779584,0.984852957537683,0.8031155947785257,165.6823422908783,233.36336040496826,0.4445061043285239,0.001322234554551859,0.4421013688494266,0.0013237272947751017,0.4012208657047725,0.43581206067332595,0.4515353311135775,0.001996606886056102,0.4831668516463189,0.0019691670509871845,0.3819829818719941,0.40288568257491675
22,6,"(1, 2, 3)",3,1,0.9882582681247736,0.9366541569972876,0.9858356919604773,0.8263166049381505,168.03271889686584,246.92904233932495,0.45005549389567145,0.001355447021185183,0.4446910839807621,0.0013339116403097758,0.4049204587495375,0.4443211246762856,0.5051794302626711,0.002005992710171388,0.5142434332223456,0.002032778724405089,0.40677025527192007,0.47151313355530894
23,6,"(1, 2, 3, 4)",4,1,0.9950594117340587,0.9717480963682276,0.9952483548636225,0.8413678834849994,164.99281430244446,243.86318564414978,0.47058823529411764,0.001376381195610292,0.47151313355530894,0.001385860120284306,0.413984461709212,0.465778764335923,0.5394006659267481,0.002009783900758755,0.5486496485386607,0.001996248464340904,0.4156492785793563,0.4909359970403256
24,7,"(1,)",1,1,0.8114331440079329,0.6344242689505557,0.8580290076973582,0.5301368608750225,173.6679162979126,333.3061692714691,0.4423676012461059,0.0016843979232407805,0.4343847352024922,0.0017064575837037273,0.48364485981308414,0.43555295950155765,0.39953271028037385,0.0028668742313563266,0.49961059190031154,0.0024814754724502563,0.503309968847352,0.4040109034267913
25,7,"(1, 2)",2,1,0.8899493171642864,0.8189824978638297,0.9479331782012369,0.7118623973979512,193.8052740097046,282.7008762359619,0.5173286604361371,0.0016256328498091652,0.5157710280373832,0.001627980177276231,0.5210280373831776,0.5105140186915887,0.5235591900311527,0.0030029296782157875,0.5529595015576324,0.0025095875110953026,0.5681464174454829,0.4914330218068536
26,7,"(1, 2, 3)",3,1,0.9384292453406348,0.8959446261057812,0.9670220645406733,0.7083790319795088,198.4977512359619,297.6283106803894,0.530373831775701,0.0016289377045408588,0.5262850467289719,0.0016527677250799731,0.5241433021806854,0.5175233644859814,0.5475077881619937,0.0030989621380036496,0.570677570093458,0.0025146545093750285,0.5823598130841121,0.5093457943925234
27,7,"(1, 2, 3, 4)",4,1,0.9670294685296125,0.9548644052342811,0.9806297244751779,0.8996339821275056,197.52017283439636,296.17545080184937,0.5689252336448598,0.0018690630004413403,0.570677570093458,0.001635189368346027,0.5502336448598131,0.5455607476635514,0.5975467289719626,0.0025189527748529783,0.6053348909657321,0.0024820759288989866,0.5862538940809969,0.5562694704049844
