,person,subset,# shots,Feature Set,wTargetMeanQDA,wTargetCovQDA,wTargetMeanLDA,wTargetCovLDA,tPropLDA,tPropQDA,AccLDAInd,tIndL,AccLDAProp,tCLPropL,AccLDALiu,AccLDAVidovic,AccQDAInd,tIndQ,AccQDAProp,tCLPropQ,AccQDALiu,AccQDAVidovic
379,46,"(1, 2, 3, 4, 5)",5,3,0.8073595921068565,0.7540908595656088,0.9148249684829064,0.7219190969342278,14.512584924697876,18.97846007347107,0.7760191130356876,0.00048553311719776214,0.7778109601314022,0.0004734234683848645,0.7292817679558011,0.7733313423921159,0.7504852919217561,0.0006484298612068567,0.7560101538002091,0.0006545572222498472,0.7246528296252053,0.7751231894878303
380,46,"(1, 2, 3, 4, 5, 6)",6,3,0.8211074944858197,0.7885530723266556,0.9219239234012004,0.7844102876002863,14.702089309692383,19.318325996398926,0.7796028072271166,0.0004924145744543601,0.7845303867403315,0.0004981104181616346,0.7346573092429446,0.7779602807227116,0.754068986113185,0.0006593537896680213,0.7607884127221144,0.0006460238521234729,0.7273406002687771,0.7784082424966403
381,46,"(1, 2, 3, 4, 5, 6, 7)",7,3,0.8452552217397582,0.8054907747110253,0.9242541128964039,0.7666760692830056,15.271605014801025,20.045294284820557,0.7887113632969986,0.00048687188540249773,0.7924443780797372,0.0004779088847829777,0.7383903240256832,0.7863222338360459,0.7675078393310437,0.0007608620038544471,0.7704942511572346,0.0006509912677962549,0.7310736150515156,0.7964760340450948
382,46,"(1, 2, 3, 4, 5, 6, 7, 8)",8,3,0.8511382584526228,0.837066380239229,0.9517449544615969,0.7817042413821126,14.918667078018188,20.202688455581665,0.7958787516798567,0.0004892799237316645,0.8000597282365238,0.0004874886693181218,0.7379423622517545,0.7908018515753322,0.7737793041660445,0.0006629609698517315,0.7727340600268777,0.0006503761215175784,0.7310736150515156,0.8030461400627147
383,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9)",9,3,0.8816365699000533,0.8701148656175537,0.9464800846216777,0.8026658820076584,15.147273302078247,20.00318455696106,0.795132148723309,0.0005038067958809573,0.8030461400627147,0.00047640382522644526,0.7354039121994923,0.7927430192623562,0.7772136777661639,0.0006458786008463736,0.7802000895923548,0.0006482777389747377,0.7295804091384201,0.7988651635060475
384,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10)",10,3,0.8882767050992217,0.8732790039724337,0.9297205808051558,0.8220702791897445,16.530951499938965,20.511533737182617,0.8036434224279528,0.0007644573645714914,0.8096162460803344,0.0005710239960076793,0.7424219799910408,0.797073316410333,0.7757204718530686,0.0006559191309766696,0.7797521278184262,0.0006517200874395828,0.730625653277587,0.805883231297596
385,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11)",11,3,0.9102878293506329,0.896616429488234,0.9560286187382687,0.8388317052856653,15.124211549758911,20.183663845062256,0.7979692399581902,0.0004814844870542401,0.8052859489323577,0.00048314394729429705,0.7412274152605645,0.7955801104972375,0.7710915335224727,0.0006557699280104139,0.7787068836792593,0.0006508252256500805,0.7292817679558011,0.8002090488278334
386,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12)",12,3,0.9178250299563027,0.9092552276455159,0.9607493082454468,0.8643628062259294,14.917662620544434,19.612143993377686,0.8021502165148574,0.0004846417442869745,0.8102135284455726,0.0004826959111858913,0.7437658653128266,0.7976705987755711,0.7857249514708078,0.0006624935669063792,0.7878154397491414,0.000648871417969078,0.7328654621472301,0.8067791548454532
387,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13)",13,3,0.9221302181053368,0.9210204434069327,0.9606525926638187,0.8647336367686165,15.300705671310425,20.069360733032227,0.8021502165148574,0.0005032107672336049,0.8096162460803344,0.000480441419120972,0.7389876063909213,0.7982678811408093,0.7896072868448559,0.0006458747559596269,0.7861729132447365,0.0006493315939513787,0.73615051515604,0.8079737195759296
388,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14)",14,3,0.9363323711361522,0.9369693736582869,0.974559313248203,0.8936564282852213,15.117194890975952,19.966081380844116,0.809765566671644,0.0004813606318598704,0.8108108108108109,0.0004888486556015709,0.7331641033298492,0.7981185605494998,0.7958787516798567,0.0006722334838543647,0.7955801104972375,0.0006457373368592338,0.730924294460206,0.811706734358668
389,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15)",15,3,0.9341837469129842,0.9320717429468275,0.9703329869040302,0.8967333457987723,15.20241904258728,19.81568694114685,0.8072271166193818,0.0004979701153961815,0.809765566671644,0.0004797080069740299,0.7348066298342542,0.797073316410333,0.800657010601762,0.0006520235486861502,0.796774675227714,0.0006430457025316912,0.7327161415559206,0.8105121696281917
390,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16)",16,3,0.9402141938170618,0.9406437014920235,0.9739571709834951,0.9209971579078843,15.249544382095337,19.81668758392334,0.8143945050022398,0.00047893895842307396,0.8145438255935493,0.0004933199384808095,0.7385396446169927,0.802598178288786,0.8084216813498581,0.0007776506306325142,0.7999104076452143,0.0006545602483181201,0.7310736150515156,0.8148424667761685
391,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17)",17,3,0.9616976044085176,0.9597929657207839,0.9767462719479056,0.9189257834749027,15.102152585983276,19.58607292175293,0.815290428550097,0.00048598709864030405,0.8166343138718829,0.0005077122039931629,0.7391369269822309,0.8000597282365238,0.8091682843064059,0.0006452757368448048,0.8034941018366433,0.0006442487248737847,0.7354039121994923,0.8161863520979543
392,46,"(1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18)",18,3,0.9603943217585102,0.9595149756928716,0.9778585864707917,0.9298015937639125,15.124212741851807,19.91394567489624,0.8184261609675975,0.0004888265831035803,0.820516649245931,0.0004793995260142098,0.7418246976258026,0.8036434224279528,0.8051366283410483,0.0006714856889829255,0.802598178288786,0.0006632575957440824,0.7336120651037779,0.818575481558907
