"[[58.758055067369654], [57.95743018941613], [58.23081429408319], [57.05916813122437], [59.246240968560826], [58.21128685803554], [57.76215582893966], [59.09002148017965], [58.484670962702594], [58.64089045108377], [58.64089045108377], [58.523725834797894], [58.660417887131416], [59.382933020894356], [58.7775825034173], [58.28939660222613], [59.148603788322596], [59.67584456160906], [58.91427455575083], [58.54325327084554]]","[[56.72398589065256], [56.67989417989418], [55.467372134038804], [58.17901234567901], [55.53350970017637], [56.52557319223986], [56.15079365079365], [57.473544973544975], [55.2689594356261], [56.261022927689595], [56.591710758377424], [55.99647266313933], [56.45943562610229], [56.591710758377424], [56.657848324514994], [56.92239858906525], [57.73809523809524], [56.08465608465608], [56.92239858906525], [55.886243386243386]]","[[58.065934065934066], [57.51648351648352], [55.51648351648352], [57.40659340659341], [56.043956043956044], [55.69230769230769], [56.857142857142854], [56.10989010989011], [58.065934065934066], [58.10989010989011], [57.2967032967033], [57.142857142857146], [58.175824175824175], [56.76923076923077], [56.10989010989011], [54.72527472527472], [58.21978021978022], [57.75824175824176], [58.61538461538461], [54.43956043956044]]","[[52.34149161688187], [51.069570244748505], [51.03102717286568], [50.49142416650607], [49.16168818654847], [50.41433802274041], [51.8597032183465], [51.7248024667566], [51.76334553863943], [49.7398342647909], [50.00963576797071], [51.243014068221235], [52.553478512237426], [51.20447099633841], [50.37579495085758], [52.30294854499903], [50.9346694931586], [51.62844478704953], [51.3201002119869], [51.68625939487377]]","[[50.657640232108314], [51.02514506769826], [51.08317214700193], [52.22437137330754], [51.91489361702128], [52.10831721470019], [51.87620889748549], [51.52804642166344], [52.30174081237911], [51.315280464216634], [52.22437137330754], [51.1605415860735], [49.458413926499034], [52.97872340425532], [50.889748549323016], [51.56673114119923], [51.25725338491296], [52.011605415860735], [50.986460348162474], [49.497098646034814]]","[[49.11529148817284], [48.29577202458558], [45.688210094989756], [46.15384615384615], [49.059415161110074], [48.37027379400261], [48.053641273980254], [47.606630657478114], [50.02793816353138], [48.23989569752282], [47.15962004097597], [47.51350344570684], [47.252747252747255], [47.38312534922704], [41.627863661761964], [48.18401937046005], [46.749860309182345], [49.58092754702924], [49.059415161110074], [49.35742223877817]]","[[54.52270977675135], [52.04003079291763], [53.9838337182448], [54.42648190916089], [53.425712086220166], [52.482678983833715], [52.07852193995381], [53.73364126250962], [53.06004618937644], [55.35026943802925], [53.772132409545804], [53.40646651270208], [53.29099307159353], [52.55966127790608], [52.46343341031563], [52.05927636643572], [52.9445727482679], [51.8860662047729], [54.52270977675135], [51.40492686682063]]","[[55.893536121673], [56.16814533164343], [56.12589776087875], [56.421630756231515], [55.1119560625264], [56.35825940008449], [54.372623574144484], [56.10477397549641], [55.64005069708492], [55.449936628643854], [54.77397549640896], [56.12589776087875], [54.45711871567385], [56.23151668779045], [57.160963244613434], [54.30925221799747], [55.217574989438106], [56.31601182931981], [52.577101816645545], [54.41487114490917]]","[[60.34761519805982], [60.40824575586095], [62.126111560226356], [59.59983831851253], [60.93371059013743], [59.01374292643492], [60.772029102667744], [59.49878738884398], [62.81325788197251], [61.45917542441391], [62.00485044462409], [62.32821341956346], [60.40824575586095], [63.03556992724333], [60.97413096200485], [60.79223928860146], [61.45917542441391], [59.31689571544058], [61.41875505254648], [61.984640258690376]]","[[52.551946741981034], [54.67016340528546], [53.076457534799275], [52.45107928182368], [54.97276578575752], [57.070808957030465], [51.74500706072221], [56.70768610046399], [54.58946943715957], [54.18599959653016], [55.37623562638693], [56.68751260843252], [55.98144038733105], [55.517450070607225], [55.53762356263869], [56.28404276780311], [56.94976800484164], [55.33588864232399], [54.932418801694574], [54.024611660278396]]"
"[[77.77777777777777], [80.55555555555556], [72.22222222222223], [77.77777777777777], [80.55555555555556], [83.33333333333333], [77.77777777777777], [83.33333333333333], [77.77777777777777], [83.33333333333333], [77.77777777777777], [83.33333333333333], [80.55555555555556], [86.11111111111111], [77.77777777777777], [75.0], [83.33333333333333], [83.33333333333333], [77.77777777777777], [75.0]]","[[77.77777777777777], [75.0], [72.22222222222223], [80.55555555555556], [77.77777777777777], [77.77777777777777], [77.77777777777777], [77.77777777777777], [75.0], [77.77777777777777], [80.55555555555556], [77.77777777777777], [77.77777777777777], [80.55555555555556], [80.55555555555556], [80.55555555555556], [83.33333333333333], [72.22222222222223], [77.77777777777777], [80.55555555555556]]","[[94.44444444444444], [88.88888888888889], [88.88888888888889], [88.88888888888889], [86.11111111111111], [86.11111111111111], [88.88888888888889], [88.88888888888889], [91.66666666666667], [94.44444444444444], [94.44444444444444], [86.11111111111111], [88.88888888888889], [86.11111111111111], [83.33333333333333], [88.88888888888889], [83.33333333333333], [91.66666666666667], [91.66666666666667], [88.88888888888889]]","[[88.88888888888889], [80.55555555555556], [80.55555555555556], [83.33333333333333], [86.11111111111111], [75.0], [83.33333333333333], [86.11111111111111], [80.55555555555556], [80.55555555555556], [83.33333333333333], [83.33333333333333], [86.11111111111111], [86.11111111111111], [75.0], [88.88888888888889], [77.77777777777777], [88.88888888888889], [77.77777777777777], [86.11111111111111]]","[[80.55555555555556], [86.11111111111111], [83.33333333333333], [86.11111111111111], [83.33333333333333], [86.11111111111111], [83.33333333333333], [83.33333333333333], [83.33333333333333], [83.33333333333333], [86.11111111111111], [80.55555555555556], [80.55555555555556], [80.55555555555556], [83.33333333333333], [83.33333333333333], [83.33333333333333], [86.11111111111111], [83.33333333333333], [83.33333333333333]]","[[77.77777777777777], [72.22222222222223], [77.77777777777777], [69.44444444444444], [77.77777777777777], [75.0], [77.77777777777777], [72.22222222222223], [77.77777777777777], [77.77777777777777], [72.22222222222223], [77.77777777777777], [77.77777777777777], [77.77777777777777], [69.44444444444444], [83.33333333333333], [77.77777777777777], [77.77777777777777], [72.22222222222223], [80.55555555555556]]","[[88.88888888888889], [80.55555555555556], [88.88888888888889], [88.88888888888889], [88.88888888888889], [83.33333333333333], [80.55555555555556], [83.33333333333333], [88.88888888888889], [86.11111111111111], [86.11111111111111], [86.11111111111111], [88.88888888888889], [83.33333333333333], [83.33333333333333], [80.55555555555556], [80.55555555555556], [80.55555555555556], [86.11111111111111], [83.33333333333333]]","[[80.55555555555556], [77.77777777777777], [75.0], [80.55555555555556], [72.22222222222223], [80.55555555555556], [75.0], [80.55555555555556], [75.0], [72.22222222222223], [77.77777777777777], [83.33333333333333], [80.55555555555556], [83.33333333333333], [83.33333333333333], [75.0], [77.77777777777777], [77.77777777777777], [80.55555555555556], [80.55555555555556]]","[[86.11111111111111], [88.88888888888889], [94.44444444444444], [88.88888888888889], [88.88888888888889], [91.66666666666667], [91.66666666666667], [94.44444444444444], [91.66666666666667], [91.66666666666667], [94.44444444444444], [94.44444444444444], [88.88888888888889], [91.66666666666667], [88.88888888888889], [94.44444444444444], [91.66666666666667], [86.11111111111111], [88.88888888888889], [94.44444444444444]]","[[72.22222222222223], [88.88888888888889], [77.77777777777777], [75.0], [77.77777777777777], [86.11111111111111], [77.77777777777777], [86.11111111111111], [80.55555555555556], [86.11111111111111], [80.55555555555556], [80.55555555555556], [88.88888888888889], [80.55555555555556], [88.88888888888889], [86.11111111111111], [83.33333333333333], [80.55555555555556], [77.77777777777777], [83.33333333333333]]"
