,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.49999999999999994,0.49999999999999994,2.438124418258667,0.75,0.49999999999999994,2.6251132488250732,0.727,0.521,0.802,0.802,0.824,0.634,0.837,0.813,0.784,0.484,20.0,52.0,3.0
1,0.5264068897441496,0.5264068897441496,4.321216821670532,0.5358083075581028,0.5264068897441496,4.054865837097168,0.827,0.65,0.802,0.802,0.847,0.797,0.853,0.81,0.732,0.48,20.0,52.0,4.0
2,0.5431881894062723,0.5431881894062724,2.599649429321289,0.5431881894062723,0.5460782552115753,4.394506216049194,0.841,0.804,0.802,0.802,0.848,0.838,0.849,0.836,0.733,0.446,20.0,52.0,5.0
3,0.5557586019988419,0.5637423980358851,4.7922139167785645,0.5557586019988419,0.5681202610123102,7.358694314956665,0.809,0.824,0.802,0.802,0.816,0.819,0.817,0.819,0.796,0.651,20.0,52.0,6.0
4,0.5659169588399143,0.5768947395435153,6.883869886398315,0.5659169588399143,0.5765685850527231,5.434974908828735,0.814,0.826,0.802,0.802,0.83,0.834,0.833,0.835,0.768,0.502,20.0,52.0,7.0
5,0.5744967863088652,0.5924464148230045,3.738079786300659,0.5820007985898494,0.5973552854337765,4.616905450820923,0.825,0.832,0.802,0.802,0.845,0.839,0.845,0.833,0.739,0.572,20.0,52.0,8.0
6,0.5819565284306099,0.5878719753127606,5.472558259963989,0.5819565284306099,0.5957581368573821,6.182534694671631,0.83,0.825,0.802,0.802,0.842,0.828,0.846,0.833,0.687,0.535,20.0,52.0,9.0
7,0.5885768228075086,0.5989780817504802,5.516262769699097,0.5885768228075086,0.6053156757932057,6.226962566375732,0.829,0.823,0.802,0.802,0.844,0.831,0.843,0.823,0.703,0.536,20.0,52.0,10.0
8,0.5954082642038083,0.6044147127826898,5.95029878616333,0.594542628725251,0.6075909820654894,8.413652896881104,0.83,0.83,0.802,0.802,0.845,0.831,0.842,0.831,0.699,0.555,20.0,52.0,11.0
9,0.599982639915076,0.6088291570996985,9.579640865325928,0.599982639915076,0.6159221586171177,15.709930896759033,0.837,0.832,0.802,0.802,0.842,0.84,0.845,0.836,0.691,0.558,20.0,52.0,12.0
