,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.49999999999999994,2.7190206050872803,0.8044819465888814,0.5080808541742313,2.7552430629730225,0.732,0.589,0.5,0.5,0.76,0.458,0.5,0.5,0.5,0.5,20.0,44.0,3.0
1,1.0,0.5264068897441496,8.709249258041382,1.0,0.5371125359932404,7.176638603210449,0.821,0.765,0.5,0.5,0.815,0.783,0.5,0.5,0.5,0.5,20.0,44.0,4.0
2,1.0,0.5448430541995929,3.281898260116577,1.0,0.5544995082921933,3.9560940265655518,0.821,0.789,0.5,0.5,0.812,0.798,0.5,0.5,0.5,0.5,20.0,44.0,5.0
3,1.0,0.5903801185825767,4.475052833557129,1.0,0.5768855608511231,5.659965753555298,0.841,0.807,0.5,0.5,0.843,0.816,0.5,0.5,0.5,0.572,20.0,44.0,6.0
4,1.0,0.5965451024155092,4.186931133270264,1.0,0.5882721402586176,5.253656387329102,0.844,0.81,0.5,0.5,0.847,0.803,0.5,0.525,0.5,0.66,20.0,44.0,7.0
5,1.0,0.6190648457725807,5.446974039077759,1.0,0.6092205523574581,6.622035264968872,0.832,0.828,0.5,0.5,0.841,0.846,0.5,0.5,0.506,0.536,20.0,44.0,8.0
6,1.0,0.615478552611392,4.112997770309448,1.0,0.5821110996332922,6.048588991165161,0.811,0.813,0.5,0.5,0.821,0.832,0.5,0.553,0.544,0.646,20.0,44.0,9.0
7,1.0,0.6146228286457196,5.633925199508667,1.0,0.6123565779633952,7.595918655395508,0.841,0.812,0.5,0.5,0.843,0.83,0.5,0.531,0.506,0.611,20.0,44.0,10.0
8,1.0,0.6182954313827691,6.268121957778931,1.0,0.6106674399158245,8.548908710479736,0.843,0.81,0.5,0.5,0.845,0.832,0.5,0.526,0.505,0.606,20.0,44.0,11.0
9,1.0,0.620531228502867,11.065285444259644,1.0,0.5912282741042871,12.945005655288696,0.845,0.839,0.5,0.5,0.843,0.837,0.5,0.512,0.503,0.546,20.0,44.0,12.0
10,1.0,0.6235019147291795,7.361964464187622,1.0,0.6175032078346143,14.10452389717102,0.846,0.831,0.5,0.5,0.845,0.835,0.5,0.505,0.503,0.541,20.0,44.0,13.0
11,1.0,0.6198841354350477,5.596156120300293,1.0,0.6221726583137503,8.1967134475708,0.842,0.846,0.5,0.5,0.843,0.844,0.5,0.5,0.508,0.5,20.0,44.0,14.0
12,1.0,0.6023137492159376,4.656161069869995,1.0,0.6059380286935907,7.2281904220581055,0.843,0.84,0.5,0.5,0.837,0.839,0.5,0.5,0.509,0.5,20.0,44.0,15.0
