,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.5,2.871579170227051,0.802877440706681,0.4571067811865475,2.8076975345611572,0.654,0.507,0.5,0.5,0.776,0.5,0.5,0.631,0.534,0.512,20.0,45.0,3.0
1,1.0,0.5306899966679591,2.9115312099456787,1.0,0.5264068897441496,4.0481040477752686,0.827,0.771,0.5,0.5,0.83,0.837,0.5,0.524,0.5,0.66,20.0,45.0,4.0
2,1.0,0.5734883662514141,4.733731985092163,1.0,0.5697106246052952,4.6615986824035645,0.789,0.814,0.5,0.5,0.822,0.842,0.5,0.687,0.517,0.518,20.0,45.0,5.0
3,1.0,0.5889673524216558,3.822544574737549,1.0,0.5882101059401249,4.617674827575684,0.841,0.786,0.5,0.5,0.839,0.817,0.5,0.614,0.501,0.519,20.0,45.0,6.0
4,1.0,0.5968861345901801,4.573619604110718,1.0,0.6053995406591574,5.1796629428863525,0.811,0.822,0.5,0.5,0.816,0.822,0.5,0.613,0.527,0.715,20.0,45.0,7.0
5,1.0,0.5962258914764054,4.559492349624634,1.0,0.6120243151774809,5.759979009628296,0.79,0.796,0.5,0.5,0.79,0.794,0.5,0.714,0.59,0.697,20.0,45.0,8.0
6,1.0,0.6060449177232741,4.430424213409424,1.0,0.5954883846537746,6.148457288742065,0.827,0.812,0.5,0.5,0.826,0.829,0.5,0.686,0.521,0.724,20.0,45.0,9.0
7,1.0,0.6062855788871929,5.520047903060913,1.0,0.5974099620828628,9.054382562637329,0.835,0.813,0.5,0.5,0.836,0.832,0.5,0.659,0.507,0.72,20.0,45.0,10.0
8,1.0,0.612955143914041,14.021891832351685,1.0,0.6073540401489272,11.754322290420532,0.84,0.836,0.5,0.5,0.843,0.837,0.5,0.651,0.505,0.708,20.0,45.0,11.0
9,1.0,0.6151197332782278,8.936228036880493,1.0,0.6134880858892988,13.03214955329895,0.843,0.835,0.5,0.5,0.842,0.839,0.5,0.619,0.506,0.7,20.0,45.0,12.0
10,1.0,0.6131327657912233,13.237773656845093,1.0,0.6155318594312296,9.619632005691528,0.841,0.839,0.5,0.5,0.829,0.83,0.5,0.502,0.513,0.525,20.0,45.0,13.0
11,1.0,0.614332443640227,20.17729687690735,1.0,0.6204419185949129,18.62333869934082,0.839,0.844,0.5,0.5,0.83,0.83,0.5,0.501,0.52,0.532,20.0,45.0,14.0
12,1.0,0.6169562022508772,8.134625673294067,1.0,0.621151462955936,10.193523168563843,0.834,0.835,0.5,0.5,0.82,0.823,0.5,0.5,0.526,0.533,20.0,45.0,15.0
13,1.0,0.6220577086263045,12.2163724899292,1.0,0.6258657342583132,47.4128360748291,0.834,0.839,0.5,0.5,0.831,0.829,0.5,0.512,0.522,0.609,20.0,45.0,16.0
14,1.0,0.6276128404975951,14.640475273132324,1.0,0.6302177290164276,16.81956148147583,0.841,0.844,0.5,0.5,0.837,0.832,0.5,0.5,0.512,0.531,20.0,45.0,17.0
15,1.0,0.6316293644321983,10.039477109909058,1.0,0.633247020899872,13.487233877182007,0.845,0.843,0.5,0.5,0.841,0.84,0.5,0.5,0.508,0.5,20.0,45.0,18.0
16,1.0,0.6343959655289713,8.059863090515137,1.0,0.6344518401490313,15.845861673355103,0.846,0.842,0.5,0.5,0.84,0.837,0.5,0.5,0.509,0.501,20.0,45.0,19.0
17,1.0,0.63561144120416,7.9580018520355225,1.0,0.6367977697748428,20.20566153526306,0.845,0.849,0.5,0.5,0.84,0.837,0.5,0.5,0.506,0.5,20.0,45.0,20.0
18,1.0,0.6252026612049704,26.62960124015808,1.0,0.6428870933665789,24.444162607192993,0.845,0.848,0.5,0.5,0.845,0.842,0.5,0.5,0.502,0.502,20.0,45.0,21.0
19,1.0,0.6466793652383654,26.43537998199463,1.0,0.6479255595512661,17.183791637420654,0.843,0.847,0.5,0.5,0.842,0.842,0.5,0.5,0.501,0.512,20.0,45.0,22.0
20,1.0,0.6493577176604093,27.619908809661865,1.0,0.6499336173200341,27.1570827960968,0.844,0.844,0.5,0.5,0.841,0.844,0.5,0.502,0.501,0.53,20.0,45.0,23.0
21,1.0,0.6526148447766322,15.496143579483032,1.0,0.6602137838259785,20.179760932922363,0.847,0.851,0.5,0.5,0.848,0.851,0.5,0.5,0.5,0.5,20.0,45.0,24.0
22,1.0,0.6581241478915096,14.998486280441284,1.0,0.6615653790102279,20.505905389785767,0.847,0.853,0.5,0.5,0.848,0.85,0.5,0.5,0.5,0.505,20.0,45.0,25.0
23,1.0,0.6586890966045771,17.108378410339355,1.0,0.6624405810423724,20.476805925369263,0.846,0.851,0.5,0.5,0.846,0.849,0.5,0.504,0.5,0.539,20.0,45.0,26.0
24,1.0,0.6496333499114356,13.091579914093018,1.0,0.6759285667344577,17.679028511047363,0.844,0.842,0.5,0.5,0.846,0.846,0.5,0.51,0.5,0.57,20.0,45.0,27.0
25,1.0,0.6676199218705657,13.96758770942688,1.0,0.6736552684918684,26.689927101135254,0.845,0.843,0.5,0.5,0.844,0.843,0.5,0.5,0.5,0.516,20.0,45.0,28.0
26,1.0,0.6723595989826189,16.011085748672485,1.0,0.678860569767665,21.857574224472046,0.845,0.842,0.5,0.5,0.845,0.841,0.5,0.504,0.5,0.54,20.0,45.0,29.0
27,1.0,0.6724125442084384,17.28481698036194,1.0,0.6804387496460843,29.789327383041382,0.848,0.844,0.5,0.5,0.847,0.843,0.5,0.504,0.5,0.539,20.0,45.0,30.0
28,1.0,0.6751580015322178,15.367773056030273,1.0,0.6720641190520945,25.188371181488037,0.848,0.846,0.5,0.5,0.847,0.849,0.5,0.503,0.5,0.538,20.0,45.0,31.0
29,1.0,0.682009885410957,23.207810640335083,1.0,0.6821379594094787,30.621827125549316,0.847,0.847,0.5,0.5,0.847,0.848,0.5,0.5,0.501,0.514,20.0,45.0,32.0
30,1.0,0.6695178252824598,26.763925313949585,1.0,0.672160745205123,30.73262333869934,0.845,0.846,0.5,0.5,0.844,0.848,0.5,0.5,0.501,0.515,20.0,45.0,33.0
31,1.0,0.6718093187386212,21.608547687530518,1.0,0.6738200188474044,28.14223074913025,0.844,0.845,0.5,0.5,0.842,0.846,0.5,0.5,0.501,0.518,20.0,45.0,34.0
32,1.0,0.6758349901339639,18.97162914276123,1.0,0.6741301902029543,34.01803803443909,0.845,0.847,0.5,0.5,0.845,0.848,0.5,0.5,0.501,0.5,20.0,45.0,35.0
33,1.0,0.6785537056547928,14.470547199249268,1.0,0.6761559048702787,38.64877891540527,0.844,0.846,0.5,0.5,0.845,0.846,0.5,0.5,0.501,0.5,20.0,45.0,36.0
34,1.0,0.6894111074472391,23.034212112426758,1.0,0.6953328099598606,33.547017335891724,0.845,0.846,0.5,0.5,0.844,0.848,0.5,0.5,0.5,0.5,20.0,45.0,37.0
35,1.0,0.6906562851858571,27.28435182571411,1.0,0.6898453851699738,36.67491006851196,0.847,0.847,0.5,0.5,0.847,0.848,0.5,0.5,0.5,0.5,20.0,45.0,38.0
