,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,1.0,0.5,2.4035017490386963,0.7711704484793964,0.5,2.7993195056915283,0.81,0.68,0.5,0.5,0.777,0.5,0.5,0.5,0.5,0.26,20.0,92.0,3.0
1,1.0,0.5264068897441496,0.6366097927093506,0.813462013543715,0.5278192696233527,0.6078536510467529,0.832,0.827,0.5,0.5,0.813,0.553,0.5,0.5,0.5,0.291,20.0,92.0,4.0
2,1.0,0.5431881894062724,0.8500444889068604,0.8767758997221091,0.5453475330117622,1.1418583393096924,0.825,0.797,0.5,0.5,0.816,0.688,0.5,0.5,0.5,0.161,20.0,92.0,5.0
3,1.0,0.5557586019988419,0.5284085273742676,1.0,0.5575782575830964,0.6611101627349854,0.831,0.844,0.5,0.5,0.828,0.839,0.5,0.5,0.5,0.5,20.0,92.0,6.0
4,1.0,0.5659169588399144,0.6295921802520752,1.0,0.5675673339761251,0.7743315696716309,0.829,0.823,0.5,0.5,0.82,0.827,0.5,0.5,0.5,0.5,20.0,92.0,7.0
5,1.0,0.5744967863088654,0.913212776184082,1.0,0.576670796393334,1.6142480373382568,0.832,0.83,0.5,0.5,0.819,0.823,0.5,0.5,0.5,0.5,20.0,92.0,8.0
6,1.0,0.58195652843061,0.8685088157653809,1.0,0.5912742649876881,1.1107604503631592,0.827,0.823,0.5,0.5,0.821,0.826,0.5,0.5,0.5,0.5,20.0,92.0,9.0
7,1.0,0.5885768228075086,1.4594306945800781,1.0,0.5985932295601752,1.9646532535552979,0.837,0.838,0.5,0.5,0.812,0.815,0.5,0.5,0.5,0.5,20.0,92.0,10.0
8,1.0,0.594542628725251,1.2970890998840332,1.0,0.6026589607643713,1.7499916553497314,0.833,0.833,0.5,0.5,0.816,0.819,0.5,0.5,0.5,0.5,20.0,92.0,11.0
9,1.0,0.6014289332091594,1.4717392921447754,1.0,0.6043940555986707,2.104060649871826,0.829,0.825,0.5,0.5,0.82,0.831,0.5,0.5,0.5,0.5,20.0,92.0,12.0
10,1.0,0.609013595759164,6.184893608093262,1.0,0.6143748244977483,9.209601640701294,0.827,0.836,0.5,0.5,0.827,0.835,0.5,0.5,0.5,0.5,20.0,92.0,13.0
11,1.0,0.6129441528288013,5.577560901641846,1.0,0.6196213403734847,11.93695855140686,0.836,0.84,0.5,0.5,0.835,0.842,0.5,0.5,0.5,0.5,20.0,92.0,14.0
12,1.0,0.6166645342462356,5.222247123718262,1.0,0.6241069321433292,9.339282989501953,0.837,0.842,0.5,0.5,0.835,0.841,0.5,0.5,0.5,0.5,20.0,92.0,15.0
13,1.0,0.6282129964753475,2.486398458480835,1.0,0.6355749768874926,7.638310194015503,0.832,0.833,0.5,0.5,0.83,0.834,0.5,0.5,0.5,0.5,20.0,92.0,16.0
14,1.0,0.6351703421925621,1.8551764488220215,1.0,0.6437040060656632,2.5849645137786865,0.831,0.824,0.5,0.5,0.832,0.829,0.5,0.5,0.5,0.5,20.0,92.0,17.0
15,1.0,0.6376633930026834,2.3426191806793213,1.0,0.6446543581022444,2.5683093070983887,0.833,0.827,0.5,0.5,0.834,0.832,0.5,0.5,0.5,0.5,20.0,92.0,18.0
16,1.0,0.6435330797435447,1.6418707370758057,1.0,0.648626785294915,9.674792289733887,0.833,0.821,0.5,0.5,0.831,0.83,0.5,0.5,0.5,0.5,20.0,92.0,19.0
17,1.0,0.6460463114676853,1.3617589473724365,1.0,0.6509254535721732,1.829171895980835,0.833,0.822,0.5,0.5,0.832,0.831,0.5,0.5,0.5,0.5,20.0,92.0,20.0
18,1.0,0.6485850116141818,7.5648908615112305,1.0,0.6483390990214448,3.3845252990722656,0.837,0.829,0.5,0.5,0.838,0.834,0.5,0.5,0.5,0.5,20.0,92.0,21.0
19,1.0,0.6489061321215823,4.86954140663147,1.0,0.6526535652265221,2.3937158584594727,0.839,0.83,0.5,0.5,0.838,0.837,0.5,0.5,0.5,0.5,20.0,92.0,22.0
