,Unnamed: 0,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0,0.5,0.5018440856219234,2.2758989334106445,0.5,0.507324569151189,2.323280572891236,0.8440000000000001,0.7879999999999999,0.5,0.5,0.841,0.831,0.7559999999999999,0.7120000000000001,0.505,0.649,20.0,0.0,3.0
1,1,0.5264068897441496,0.5278192696233527,4.1886069774627686,0.5264068897441496,0.5321488452365861,4.904157161712647,0.846,0.831,0.5,0.5,0.8390000000000001,0.838,0.5,0.499,0.502,0.5,20.0,0.0,4.0
2,2,0.5431881894062724,0.544331320154797,3.835860013961792,0.5431881894062724,0.553753983950203,4.558447599411012,0.8420000000000001,0.836,0.5,0.5,0.841,0.84,0.474,0.469,0.502,0.307,20.0,0.0,5.0
3,3,0.5557586019988419,0.5761912290993685,5.569325685501099,0.5557586019988419,0.5596287424938756,5.280329704284668,0.84,0.804,0.5,0.5,0.84,0.8320000000000001,0.493,0.493,0.5,0.5,20.0,0.0,6.0
4,4,0.5659169588399143,0.5742003527958989,4.067455291748047,0.5659169588399143,0.5721938743637054,6.825401544570923,0.8270000000000001,0.81,0.5,0.5,0.8420000000000001,0.816,0.754,0.764,0.503,0.5,20.0,0.0,7.0
5,5,0.5744967863088652,0.5821078760735963,4.609812498092651,0.5744967863088652,0.5780175125431262,6.429255485534668,0.82,0.8,0.5,0.5,0.833,0.8170000000000001,0.772,0.7609999999999999,0.507,0.5,20.0,0.0,8.0
6,6,0.5819565284306101,0.6107136973150968,5.276201009750366,0.5819565284306101,0.6048742897079087,6.6613850593566895,0.833,0.8140000000000001,0.5,0.5,0.843,0.8140000000000001,0.531,0.721,0.502,0.5,20.0,0.0,9.0
7,7,0.5885768228075087,0.6194497423131353,11.085134744644165,0.5885768228075087,0.6123284158629724,7.885066509246826,0.8420000000000001,0.82,0.5,0.5,0.841,0.8240000000000001,0.7290000000000001,0.787,0.502,0.5,20.0,0.0,10.0
8,8,0.594542628725251,0.6286464430905347,12.614470720291138,0.594542628725251,0.6143675549738473,14.547051429748535,0.8370000000000001,0.826,0.5,0.5,0.838,0.825,0.466,0.46299999999999997,0.505,0.5,20.0,0.0,11.0
9,9,0.599982639915076,0.6298879863417793,9.711488485336305,0.599982639915076,0.6179898027619767,10.479488134384157,0.8270000000000001,0.816,0.5,0.5,0.8290000000000001,0.8220000000000001,0.5920000000000001,0.737,0.506,0.5,20.0,0.0,12.0
10,10,0.6049902042564327,0.6325357075775828,7.84967565536499,0.6049902042564327,0.6212849878634387,10.214790582656859,0.826,0.8170000000000001,0.5,0.5,0.83,0.818,0.757,0.772,0.506,0.5,20.0,0.0,13.0
11,11,0.6096353004590461,0.6226331357367879,22.341492414474487,0.6096353004590461,0.6199668618903605,21.553680658340454,0.826,0.821,0.5,0.5,0.8290000000000001,0.823,0.7509999999999999,0.785,0.512,0.5,20.0,0.0,14.0
12,12,0.613971812263448,0.6281776137335264,14.46898865699768,0.613971812263448,0.6248071383161073,31.34364318847656,0.826,0.821,0.5,0.5,0.831,0.823,0.703,0.77,0.51,0.5,20.0,0.0,15.0
13,13,0.6180421616315194,0.6407426816064515,7.0136919021606445,0.6372032927794984,0.6451420765556252,10.496126651763916,0.8320000000000001,0.8240000000000001,0.5,0.5,0.833,0.826,0.599,0.6990000000000001,0.505,0.5,20.0,0.0,16.0
14,14,0.6218803775211222,0.6343369021389282,18.219562053680423,0.6395423167589533,0.6432234375375316,22.95716905593872,0.8270000000000001,0.8220000000000001,0.5,0.5,0.8290000000000001,0.8240000000000001,0.7829999999999999,0.782,0.507,0.499,20.0,0.0,17.0
15,15,0.6255141962224252,0.6382163455043044,23.014973163604736,0.6339325615229082,0.6463909050877414,14.25727391242981,0.833,0.8170000000000001,0.5,0.5,0.8340000000000001,0.8240000000000001,0.68,0.7659999999999999,0.504,0.5,20.0,0.0,18.0
16,16,0.6289665395356436,0.6424390336848869,17.405974626541138,0.6446012977784056,0.6498076364338018,17.00630760192871,0.8320000000000001,0.815,0.5,0.5,0.8340000000000001,0.8220000000000001,0.619,0.757,0.505,0.5,20.0,0.0,19.0
17,17,0.6395504634394517,0.6373839571920434,11.10858964920044,0.6468443464914052,0.6517372065107929,15.801379442214966,0.835,0.8190000000000001,0.5,0.5,0.836,0.816,0.7709999999999999,0.7609999999999999,0.504,0.5,20.0,0.0,20.0
18,18,0.6422343397014096,0.6419423108439113,14.599146842956545,0.6354005272773456,0.6518886120154692,20.110502243041992,0.8320000000000001,0.823,0.5,0.5,0.836,0.82,0.7709999999999999,0.7659999999999999,0.504,0.5,20.0,0.0,21.0
19,19,0.6448385272526052,0.6491719994670171,14.767274856567385,0.6448385272526052,0.6588890165996699,18.580386877059933,0.833,0.8190000000000001,0.5,0.5,0.8420000000000001,0.821,0.684,0.778,0.503,0.5,20.0,0.0,22.0
20,20,0.6473664219727358,0.6529834006967989,18.194514513015747,0.6413035402137885,0.6621201683651803,26.74650621414185,0.835,0.825,0.5,0.5,0.835,0.825,0.752,0.773,0.504,0.5,20.0,0.0,23.0
21,21,0.6498215815383562,0.6551314535078852,26.786214351654053,0.6440848334788184,0.6634021158144568,33.026467084884644,0.836,0.8270000000000001,0.5,0.5,0.8340000000000001,0.825,0.765,0.7709999999999999,0.504,0.5,20.0,0.0,24.0
22,22,0.6522075720186388,0.6583405194327072,21.78675389289856,0.6522075720186388,0.6677604540195226,26.08652973175049,0.833,0.8270000000000001,0.5,0.5,0.836,0.8270000000000001,0.77,0.775,0.504,0.5,20.0,0.0,25.0
23,23,0.6545278768005219,0.6566530263154294,13.004576444625854,0.6700776085621825,0.6673581871693871,18.407141923904422,0.8320000000000001,0.8220000000000001,0.5,0.5,0.835,0.8240000000000001,0.748,0.746,0.506,0.5,20.0,0.0,26.0
24,24,0.6666576264023281,0.6592962943644562,16.410169124603268,0.6666576264023281,0.6718413918771973,21.505266666412354,0.833,0.821,0.5,0.5,0.8370000000000001,0.8240000000000001,0.7340000000000001,0.738,0.506,0.5,20.0,0.0,27.0
25,25,0.6644016602815015,0.6617763744513117,12.980300903320312,0.6745536751500272,0.6748835250481602,18.10851335525513,0.8340000000000001,0.823,0.5,0.5,0.8340000000000001,0.823,0.7659999999999999,0.7659999999999999,0.506,0.5,20.0,0.0,28.0
26,26,0.6664652721680933,0.6565081758253198,10.561794042587278,0.6711524669629509,0.6775134075866847,16.78022313117981,0.8390000000000001,0.8240000000000001,0.5,0.5,0.828,0.8270000000000001,0.7909999999999999,0.7829999999999999,0.506,0.5,20.0,0.0,29.0
27,27,0.6682942573836672,0.6597147157066958,23.01813697814941,0.6727796465433253,0.681528912298417,27.905158519744873,0.8420000000000001,0.8240000000000001,0.5,0.5,0.831,0.826,0.7979999999999999,0.799,0.506,0.5,20.0,0.0,30.0
28,28,0.6655962399694975,0.6655663382577267,16.330262422561646,0.6745805352047066,0.6773748290733002,19.894888639450073,0.8420000000000001,0.823,0.5,0.5,0.84,0.826,0.789,0.797,0.505,0.5,20.0,0.0,31.0
29,29,0.6717472728951585,0.6807028038901195,18.522193431854244,0.6675606413795403,0.6837294529065108,29.48473310470581,0.8340000000000001,0.8240000000000001,0.5,0.5,0.8290000000000001,0.823,0.792,0.7959999999999999,0.514,0.5,20.0,0.0,32.0
30,30,0.6694820586906215,0.680373859668677,14.003619194030762,0.6777387297361045,0.69327409990971,20.149197578430176,0.8320000000000001,0.8140000000000001,0.5,0.5,0.825,0.818,0.794,0.784,0.519,0.5,20.0,0.0,33.0
31,31,0.6633860864289979,0.6725721089903829,21.308277130126953,0.6792955074223732,0.6914556455177177,32.044318199157715,0.831,0.8109999999999999,0.5,0.5,0.8270000000000001,0.816,0.762,0.7609999999999999,0.512,0.5,20.0,0.0,34.0
