,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.5,0.5,2.488163471221924,0.5,0.5,2.7013771533966064,0.736,0.752,0.627,0.619,0.778,0.778,0.749,0.759,0.77,0.739,20.0,47.0,3.0
1,0.557861476862686,0.545430428128844,3.819723129272461,0.5264068897441496,0.5319657396542915,4.494070291519165,0.82,0.755,0.627,0.619,0.822,0.824,0.809,0.812,0.539,0.5,20.0,47.0,4.0
2,0.5653502958824645,0.5645779246545519,3.25525164604187,0.550194418861761,0.5537216810702961,4.339965581893921,0.822,0.814,0.627,0.619,0.835,0.821,0.836,0.809,0.524,0.5,20.0,47.0,5.0
3,0.5762856431499537,0.5884819338990643,5.18872594833374,0.5762856431499537,0.5907465296303601,6.6620166301727295,0.822,0.798,0.627,0.619,0.838,0.815,0.83,0.795,0.501,0.5,20.0,47.0,6.0
4,0.5497902868870653,0.5660502261185462,4.474938154220581,0.5833888155606501,0.5967214271780601,6.834670543670654,0.837,0.796,0.627,0.619,0.844,0.816,0.833,0.805,0.502,0.5,20.0,47.0,7.0
5,0.5590137487070752,0.5775446119959101,13.058185815811157,0.5896930108317902,0.604760041622419,20.850051641464233,0.827,0.808,0.627,0.619,0.835,0.82,0.833,0.82,0.502,0.5,20.0,47.0,8.0
6,0.5791130222552927,0.5827519091804327,4.205559730529785,0.5953915097880919,0.6091505454581407,9.232074975967407,0.835,0.812,0.627,0.619,0.844,0.822,0.833,0.822,0.501,0.5,20.0,47.0,9.0
7,0.5885768228075086,0.6097032380136236,6.969362020492554,0.5885768228075086,0.6080404903256567,9.300107717514038,0.832,0.823,0.627,0.619,0.828,0.826,0.826,0.824,0.51,0.5,20.0,47.0,10.0
8,0.594542628725251,0.6127164548108835,5.742496728897095,0.594542628725251,0.61756186862219,7.579975605010986,0.836,0.832,0.627,0.619,0.84,0.832,0.833,0.823,0.504,0.5,20.0,47.0,11.0
9,0.599982639915076,0.619132564359385,5.97003698348999,0.599982639915076,0.6160975311154095,8.511633396148682,0.825,0.827,0.627,0.62,0.828,0.828,0.826,0.824,0.518,0.5,20.0,47.0,12.0
