,wTargetMeanLDA,wTargetCovLDA,tPropLDA,wTargetMeanQDA,wTargetCovQDA,tPropQDA,AccLDAInd,AccQDAInd,AccLDAMulti,AccQDAMulti,AccLDAProp,AccQDAProp,AccLDALiu,AccQDALiu,AccLDAVidovic,AccQDAVidovic,person,times,shots
0,0.5471162998737715,0.6224719037637282,2.412423610687256,0.5898113794914795,0.5799616697565615,2.4244441986083984,0.818,0.623,0.802,0.802,0.837,0.828,0.836,0.835,0.644,0.571,20.0,86.0,3.0
1,0.5264068897441496,0.5610528614263615,1.6245627403259277,0.5264068897441496,0.5652354549244074,2.0134310722351074,0.832,0.789,0.802,0.802,0.832,0.837,0.847,0.84,0.707,0.781,20.0,86.0,4.0
2,0.5431881894062723,0.5764853607948489,4.927271127700806,0.5431881894062723,0.5775011929449676,5.640210390090942,0.832,0.785,0.802,0.802,0.844,0.837,0.853,0.841,0.711,0.776,20.0,86.0,5.0
3,0.5845281036570074,0.6042777376229624,4.347238302230835,0.582426073782154,0.5868507477319178,3.7773799896240234,0.811,0.794,0.802,0.802,0.824,0.828,0.84,0.848,0.793,0.572,20.0,86.0,6.0
4,0.5916015891145489,0.5858774658839174,4.0379016399383545,0.5593645330159018,0.5559902704538267,6.34687352180481,0.815,0.816,0.802,0.802,0.827,0.836,0.822,0.825,0.766,0.58,20.0,86.0,7.0
5,0.594834457995966,0.5965100034616233,5.65513277053833,0.6047156676130296,0.6127352556267641,5.156696796417236,0.815,0.819,0.802,0.802,0.827,0.833,0.828,0.83,0.77,0.641,20.0,86.0,8.0
6,0.5910527013280049,0.601331945401137,4.211691617965698,0.6046051144888991,0.6188974979666239,6.569593191146851,0.824,0.811,0.802,0.802,0.833,0.827,0.845,0.823,0.739,0.527,20.0,86.0,9.0
7,0.5986437421052452,0.6159089278281411,4.600800037384033,0.6033501017809604,0.6187943778275469,7.685971260070801,0.826,0.816,0.802,0.802,0.839,0.827,0.844,0.826,0.728,0.524,20.0,86.0,10.0
8,0.6060440689262873,0.6373136884091781,6.516244173049927,0.6070689890438931,0.6489756225359772,7.744414567947388,0.843,0.837,0.802,0.802,0.847,0.837,0.845,0.836,0.647,0.532,20.0,86.0,11.0
9,0.5850447332770945,0.639800294471406,7.543688058853149,0.6053448598201259,0.6439313564663247,8.57009506225586,0.848,0.835,0.802,0.802,0.845,0.84,0.845,0.837,0.656,0.519,20.0,86.0,12.0
