,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.852,0.586,0.5,0.5,0.848,0.602,0.724,0.744,[0.5        0.58578644],[0.54380078 0.57241091],[0.67962276 0.58617869],[0.4406764 0.5      ],0.5,20,53,3,0.5428932188134525,0.558105844325934,0.6329007267774,0.4703382017685362
1,0.844,0.844,0.5,0.5,0.85,0.836,0.78,0.729,[0.462648 0.462648],[0.50550725 0.53869144],[0.52640689 0.52640689],[0.5378908  0.59411834],0.5,20,53,4,0.4626479970380333,0.5220993468430983,0.5264068897441496,0.5660045708027253
2,0.852,0.836,0.5,0.5,0.849,0.831,0.756,0.787,[0.54318819 0.59288793],[0.58161661 0.60801446],[0.54318819 0.59288793],[0.5501052  0.59020264],0.5,20,53,5,0.5680380579203219,0.5948155376528372,0.5680380579203219,0.5701539212401188
3,0.845,0.852,0.5,0.5,0.84,0.838,0.772,0.788,[0.5557586  0.59681268],[0.58599085 0.58154406],[0.5557586  0.59681268],[0.57761191 0.60627182],0.5,20,53,6,0.5762856431499537,0.5837674559573174,0.5762856431499537,0.591941865380357
4,0.828,0.842,0.5,0.5,0.83,0.831,0.621,0.736,[0.53030542 0.53030542],[0.56364853 0.56389858],[0.56591696 0.60086067],[0.58993269 0.61711374],0.5,20,53,7,0.530305422359368,0.563773556201622,0.5833888155606501,0.6035232115898885
5,0.832,0.84,0.5,0.5,0.828,0.832,0.576,0.709,[0.54353071 0.54353071],[0.57256845 0.57637371],[0.60488924 0.60488924],[0.60170605 0.6158909 ],0.5,20,53,8,0.5435307111052851,0.5744710823250399,0.604889235354715,0.6087984718567531
6,0.831,0.836,0.5,0.5,0.827,0.833,0.511,0.542,[0.58195653 0.58195653],[0.60325581 0.60773628],[0.58195653 0.58195653],[0.58195653 0.57496043],0.5,20,53,9,0.58195652843061,0.6054960488544188,0.58195652843061,0.5784584774205168
7,0.841,0.843,0.5,0.5,0.836,0.835,0.539,0.595,[0.61263941 0.58857682],[0.60767077 0.60657071],[0.58857682 0.58857682],[0.58857682 0.59351032],0.5,20,53,10,0.6006081145740143,0.6071207402743602,0.5885768228075086,0.5910435715340261
8,0.849,0.845,0.5,0.5,0.846,0.847,0.579,0.63,[0.61631527 0.59454263],[0.61072397 0.60862077],[0.61631527 0.59454263],[0.61082975 0.62269379],0.5,20,53,11,0.6054289518001637,0.6096723699306359,0.6054289518001637,0.6167617688097766
9,0.852,0.846,0.5,0.5,0.843,0.842,0.611,0.677,[0.61985194 0.59998264],[0.61577349 0.613842  ],[0.61985194 0.61985194],[0.6168766  0.62455301],0.5,20,53,12,0.6099172879098333,0.6148077445265844,0.6198519359045908,0.6207148057879526
10,0.846,0.848,0.5,0.5,0.841,0.843,0.772,0.785,[0.6049902 0.6049902],[0.62081653 0.61859082],[0.6262776 0.6049902],[0.62299575 0.62472946],0.5,20,53,13,0.6049902042564327,0.6197036742277905,0.615633902120405,0.6238626055809307
11,0.85,0.849,0.5,0.5,0.849,0.849,0.546,0.593,[0.58980982 0.6096353 ],[0.62455837 0.62042304],[0.6096353 0.6096353],[0.62763719 0.62947541],0.5,20,53,14,0.5997225581644846,0.6224907090714258,0.6096353004590461,0.6285563004952959
12,0.845,0.846,0.5,0.5,0.846,0.847,0.78,0.777,[0.59572974 0.61397181],[0.62582741 0.6284668 ],[0.59572974 0.61397181],[0.62398507 0.63310856],0.5,20,53,15,0.6048507744738327,0.6271471093061729,0.6048507744738327,0.6285468140895278
13,0.848,0.851,0.5,0.5,0.848,0.847,0.782,0.774,[0.601159   0.61804216],[0.62900004 0.63144133],[0.601159   0.61804216],[0.62467906 0.63741394],0.5,20,53,16,0.6096005817209257,0.6302206853018775,0.6096005817209257,0.6310465003892013
14,0.845,0.842,0.5,0.5,0.847,0.847,0.789,0.789,[0.6042747  0.62188038],[0.6425368  0.64646286],[0.60388903 0.62188038],[0.62795878 0.64161999],0.5,20,53,17,0.6130775404810415,0.6444998336622945,0.6128847055838331,0.6347893877742685
15,0.843,0.839,0.5,0.5,0.849,0.852,0.716,0.751,[0.59225069 0.6088502 ],[0.62930044 0.63626435],[0.59225069 0.6088502 ],[0.62771675 0.65091601],0.5,20,53,18,0.6005504483505546,0.6327823967809179,0.6005504483505546,0.6393163790340006
16,0.848,0.847,0.5,0.5,0.847,0.852,0.597,0.643,[0.61372018 0.62896654],[0.64611392 0.65165666],[0.61372018 0.62896654],[0.64235767 0.66465503],0.5,20,53,19,0.6213433599599244,0.6488852907864784,0.6213433599599244,0.6535063505190188
17,0.841,0.846,0.5,0.5,0.845,0.852,0.561,0.58,[0.61775582 0.63225658],[0.63695993 0.64687994],[0.61775582 0.63225658],[0.63775384 0.65918851],0.5,20,53,20,0.625006199452945,0.641919933365626,0.625006199452945,0.6484711736818288
18,0.848,0.85,0.5,0.5,0.846,0.851,0.567,0.582,[0.60770444 0.621511  ],[0.63400987 0.63477   ],[0.621511 0.621511],[0.6397456  0.65196244],0.5,20,53,21,0.6146077174433158,0.634389932551692,0.6215109972987556,0.6458540194165439
19,0.846,0.854,0.5,0.5,0.847,0.849,0.601,0.624,[0.61236247 0.62535839],[0.641682   0.64930361],[0.62535839 0.62535839],[0.64704245 0.66046005],0.5,20,53,22,0.618860429596348,0.6454928017113114,0.6253583869120289,0.6537512520246225
20,0.85,0.854,0.5,0.5,0.847,0.849,0.6,0.636,[0.61672391 0.62899441],[0.64645979 0.65293291],[0.62899441 0.64130354],[0.64891447 0.66919461],0.5,20,53,23,0.6228591576173481,0.6496963488216831,0.635148973325737,0.6590545398608105
21,0.85,0.852,0.5,0.5,0.847,0.849,0.609,0.659,[0.62082575 0.63244343],[0.64832887 0.65764084],[0.62082575 0.64408483],[0.65179188 0.66766653],0.5,20,53,24,0.6266345915834839,0.6529848527882023,0.6324552913770323,0.6597292077551618
