,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.671,0.602,0.802,0.802,0.744,0.675,0.717,0.706,[0.5 0.5],[0.5        0.47075127],[0.50878912 0.57916187],[0.50368817 0.57804869],0.5,20,39,3,0.49999999999999994,0.48537563307897996,0.5439754944591558,0.5408684297689796
1,0.653,0.662,0.802,0.802,0.725,0.722,0.718,0.723,[0.52640689 0.52640689],[0.52640689 0.52640689],[0.52640689 0.58931606],[0.5378908  0.57992863],0.5,20,39,4,0.5264068897441496,0.5264068897441496,0.557861476862686,0.5589097156527503
2,0.707,0.667,0.802,0.802,0.768,0.721,0.767,0.761,[0.54318819 0.56360127],[0.58560852 0.54041408],[0.55372775 0.64493147],[0.55217235 0.5945997 ],0.5,20,39,5,0.5533947305981928,0.5630112971564123,0.5993296083981638,0.5733860232236225
3,0.807,0.716,0.802,0.802,0.825,0.768,0.829,0.787,[0.5557586 0.5810563],[0.56516185 0.56638617],[0.5557586  0.59924095],[0.56175049 0.6055765 ],0.5,20,39,6,0.5684074500496924,0.56577400558721,0.5774997762274053,0.5836634937208897
4,0.737,0.68,0.802,0.802,0.772,0.733,0.774,0.756,[0.61250228 0.59977522],[0.62662279 0.56591696],[0.53956015 0.5864834 ],[0.55208771 0.58116844],0.5,20,39,7,0.6061387507429792,0.5962698722572108,0.5630217754568405,0.566628076804958
5,0.707,0.671,0.802,0.802,0.759,0.726,0.764,0.75,[0.62112189 0.57661682],[0.59234885 0.57449679],[0.57449679 0.62203982],[0.58247088 0.61852349],0.5,20,39,8,0.5988693574215865,0.5834228187548962,0.5982683055360329,0.6004971865709281
6,0.736,0.687,0.802,0.802,0.775,0.744,0.792,0.761,[0.59257919 0.58195653],[0.59715549 0.59582503],[0.58195653 0.58942056],[0.5888134  0.61143423],0.5,20,39,9,0.587267857713895,0.5964902636814869,0.5856885460534944,0.6001238132503321
7,0.802,0.721,0.802,0.802,0.814,0.756,0.818,0.777,[0.58857682 0.60728356],[0.58986341 0.59826776],[0.58857682 0.61416936],[0.59694992 0.62324957],0.5,20,39,10,0.5979301904817371,0.5940655828097677,0.6013730903772019,0.6100997439530567
8,0.839,0.796,0.802,0.802,0.845,0.818,0.845,0.812,[0.6340396  0.60467708],[0.61372175 0.61715101],[0.56023233 0.61530612],[0.56672749 0.58171216],0.5,20,39,11,0.6193583389084045,0.615436380134586,0.5877692236939901,0.5742198274720512
9,0.832,0.802,0.802,0.802,0.842,0.814,0.845,0.817,[0.65852032 0.64174825],[0.63901055 0.65354457],[0.60789015 0.65222067],[0.61845147 0.62410472],0.5,20,39,12,0.6501342859956916,0.6462775612362359,0.6300554117842347,0.6212780930188707
10,0.823,0.809,0.802,0.802,0.84,0.817,0.844,0.822,[0.55061557 0.60491716],[0.60230952 0.60749973],[0.63710027 0.65869195],[0.6175914  0.61016238],0.5,20,39,13,0.5777663641334565,0.6049046208580053,0.6478961058332539,0.6138768889806915
11,0.826,0.813,0.802,0.802,0.836,0.819,0.844,0.823,[0.61903828 0.64953296],[0.64563121 0.65955081],[0.61143946 0.65919246],[0.6125246  0.62255886],0.5,20,39,14,0.6342856219684334,0.6525910104753946,0.6353159600996355,0.6175417294881194
12,0.83,0.82,0.802,0.802,0.835,0.825,0.846,0.822,[0.6314737  0.63899121],[0.64806131 0.65146552],[0.63413198 0.65991763],[0.63029411 0.64445959],0.5,20,39,15,0.6352324551899804,0.6497634118863347,0.6470248065346309,0.6373768499174022
13,0.821,0.809,0.802,0.802,0.832,0.823,0.847,0.826,[0.59730574 0.62216784],[0.63886088 0.64325022],[0.61804216 0.63662591],[0.62656046 0.62118574],0.5,20,39,16,0.6097367914161214,0.6410555488468738,0.6273340340665252,0.6238730975136467
14,0.828,0.831,0.802,0.802,0.84,0.83,0.847,0.835,[0.60272936 0.64502922],[0.63446665 0.64273762],[0.61327248 0.62188038],[0.63175753 0.63534441],0.5,20,39,17,0.6238792865498024,0.63860213837002,0.6175764280511188,0.6335509700057564
15,0.83,0.833,0.802,0.802,0.843,0.836,0.846,0.837,[0.60893275 0.64567562],[0.63695214 0.64567045],[0.59200786 0.6255142 ],[0.63718794 0.64126897],0.5,20,39,18,0.627304183834377,0.6413112931996792,0.6087610275566202,0.6392284582134444
16,0.818,0.823,0.802,0.802,0.827,0.832,0.839,0.831,[0.59462683 0.62896654],[0.62932114 0.63767306],[0.61809089 0.62896654],[0.64328877 0.64027975],0.5,20,39,19,0.6117966869247997,0.633497099066145,0.6235287126238658,0.6417842631217383
17,0.823,0.827,0.802,0.802,0.834,0.83,0.841,0.827,[0.61802244 0.64843206],[0.64750119 0.65454861],[0.61418521 0.63334762],[0.64882794 0.64749517],0.5,20,39,20,0.633227249079416,0.6510248969675798,0.6237664130214443,0.6481615569208707
18,0.834,0.828,0.802,0.802,0.843,0.828,0.842,0.827,[0.63622622 0.66489275],[0.66742262 0.66684726],[0.62744678 0.63540053],[0.65310332 0.65303863],0.5,20,39,21,0.6505594837177988,0.667134935667399,0.6314236536664033,0.6530709752644677
19,0.831,0.825,0.802,0.802,0.836,0.826,0.844,0.824,[0.64624785 0.6590012 ],[0.67560981 0.6623864 ],[0.62781912 0.63945472],[0.64976804 0.65289758],0.5,20,39,22,0.6526245231302441,0.6689981089223858,0.6336369202483603,0.6513328109332236
20,0.833,0.824,0.802,0.802,0.84,0.83,0.848,0.822,[0.64951385 0.66880955],[0.67914481 0.66588517],[0.62849989 0.64130354],[0.65047623 0.65357329],0.5,20,39,23,0.6591616972837953,0.6725149896487241,0.6349017155710031,0.6520247594422567
21,0.834,0.822,0.802,0.802,0.838,0.826,0.848,0.823,[0.654205   0.66562774],[0.67960696 0.66723591],[0.64408483 0.65856277],[0.66545809 0.67027964],0.5,20,39,24,0.6599163667637042,0.6734214330552184,0.6513237993680925,0.6678688637817782
22,0.837,0.823,0.802,0.802,0.843,0.826,0.85,0.824,[0.65635125 0.66868142],[0.68162883 0.66803663],[0.64676511 0.65955837],[0.66690159 0.67089413],0.5,20,39,25,0.6625163364251389,0.6748327300248456,0.6531617370031945,0.6688978626335234
23,0.831,0.825,0.802,0.802,0.84,0.827,0.853,0.828,[0.65004361 0.67244815],[0.68296177 0.67413528],[0.640939   0.66077424],[0.66718988 0.67749595],0.5,20,39,26,0.6612458828622909,0.6785485234535533,0.650856619909189,0.6723429116775533
24,0.831,0.828,0.802,0.802,0.845,0.829,0.853,0.831,[0.65582449 0.67449459],[0.68877177 0.67427631],[0.6531717 0.6731586],[0.68299694 0.69097099],0.5,20,39,27,0.6651595382488826,0.6815240411092038,0.6631651516161678,0.6869839634657977
25,0.83,0.828,0.802,0.802,0.835,0.829,0.853,0.835,[0.65806396 0.67246219],[0.68724478 0.67985039],[0.65490305 0.67455368],[0.68453432 0.69429467],0.5,20,39,28,0.665263075611107,0.6835475862218467,0.6647283631309111,0.6894144944631526
26,0.827,0.825,0.802,0.802,0.831,0.83,0.847,0.84,[0.6572224  0.67333738],[0.67941939 0.68305966],[0.65662134 0.67596397],[0.68444889 0.69788834],0.5,20,39,29,0.6652798907188908,0.6812395253465704,0.6662926527679477,0.6911686155928773
27,0.832,0.832,0.802,0.802,0.837,0.836,0.847,0.84,[0.65948338 0.67385414],[0.68844667 0.68397602],[0.65889879 0.67730984],[0.68963993 0.69848283],0.5,20,39,30,0.6666687586743956,0.6862113477762706,0.6681043118914887,0.6940613799083798
28,0.832,0.834,0.802,0.802,0.842,0.837,0.854,0.84,[0.66167166 0.67599054],[0.69327715 0.68362921],[0.66111134 0.67742833],[0.69285092 0.70054316],0.5,20,39,31,0.6688311002785432,0.6884531791637744,0.6692698338515124,0.6966970419124612
29,0.834,0.839,0.802,0.802,0.845,0.843,0.853,0.841,[0.66380093 0.68661237],[0.695062   0.68619902],[0.66326303 0.68068715],[0.69218035 0.70194772],0.5,20,39,32,0.6752066489128439,0.690630508585403,0.6719750924583923,0.6970640353870166
30,0.836,0.836,0.802,0.802,0.844,0.842,0.851,0.841,[0.66587465 0.68253249],[0.69626195 0.68824936],[0.66535753 0.68148818],[0.69355962 0.70354628],0.5,20,39,33,0.6742035684270491,0.69225565215318,0.6734228558103323,0.6985529483428475
31,0.837,0.829,0.802,0.802,0.844,0.835,0.851,0.842,[0.66789599 0.68504981],[0.69276655 0.69023581],[0.66739817 0.68400182],[0.69578535 0.70337719],0.5,20,39,34,0.6764728975581896,0.6915011767978372,0.6756999937319574,0.6995812684863923
32,0.84,0.834,0.802,0.802,0.843,0.838,0.849,0.842,[0.66130161 0.68122197],[0.68308014 0.68559721],[0.65301625 0.66992906],[0.67922895 0.68731953],0.5,20,39,35,0.6712617917896642,0.684338677011954,0.6614726542539126,0.683274241043375
33,0.836,0.835,0.802,0.802,0.842,0.837,0.848,0.843,[0.65558195 0.6744533 ],[0.67598241 0.6800198 ],[0.65558195 0.67185005],[0.68118585 0.69015069],0.5,20,39,36,0.6650176243208318,0.6780011009319034,0.6637160004222193,0.6856682693172178
34,0.84,0.838,0.802,0.802,0.844,0.839,0.848,0.843,[0.66572778 0.68319137],[0.6859046  0.68899579],[0.65805941 0.67372701],[0.68233734 0.69143759],0.5,20,39,37,0.6744595703752841,0.6874501961247187,0.6658932119047194,0.6868874654464663
35,0.84,0.837,0.802,0.802,0.844,0.84,0.847,0.841,[0.67551185 0.695984  ],[0.69686865 0.69616297],[0.66828363 0.6827822 ],[0.6902816  0.70292192],0.5,20,39,38,0.6857479225222419,0.6965158106109315,0.6755329185200865,0.696601761723153
36,0.844,0.835,0.802,0.802,0.844,0.837,0.849,0.842,[0.67814924 0.70076196],[0.70079516 0.69688239],[0.6773102  0.69251709],[0.69973431 0.70919034],0.5,20,39,39,0.6894555963795028,0.6988387722648293,0.6849136485313813,0.7044623262694172
37,0.844,0.835,0.802,0.802,0.844,0.839,0.851,0.842,[0.68110616 0.70305553],[0.70038453 0.69731663],[0.6790704  0.69421248],[0.69941316 0.70803123],0.5,20,39,40,0.6920808454032346,0.6988505787440302,0.686641441018297,0.7037221943196583
38,0.842,0.834,0.802,0.802,0.846,0.839,0.847,0.84,[0.68019307 0.70247536],[0.70115943 0.69678217],[0.6808149 0.6938445],[0.69780324 0.7088106 ],0.5,20,39,41,0.691334216006118,0.6989708001079288,0.6873297023323324,0.7033069191261425
39,0.846,0.84,0.802,0.802,0.85,0.84,0.847,0.843,[0.67730006 0.70215068],[0.69996484 0.69378407],[0.687822   0.69796703],[0.70418042 0.71311944],0.5,20,39,42,0.68972537039795,0.6968744579752602,0.6928945169796845,0.7086499300617797
40,0.848,0.844,0.802,0.802,0.849,0.844,0.846,0.844,[0.68596493 0.70103358],[0.69903343 0.69572914],[0.68925072 0.69652826],[0.701488   0.71691272],0.5,20,39,43,0.6934992549073693,0.6973812850484933,0.692889488880063,0.7092003619177389
41,0.848,0.846,0.802,0.802,0.85,0.843,0.848,0.844,[0.68667276 0.70630557],[0.69890003 0.69666747],[0.69224935 0.70349828],[0.70234566 0.71852345],0.5,20,39,44,0.6964891616925106,0.6977837478241823,0.6978738162021119,0.7104345585929934
42,0.848,0.845,0.802,0.802,0.849,0.845,0.848,0.845,[0.67567903 0.68956748],[0.68814123 0.68687148],[0.68674525 0.69418429],[0.70154268 0.71533791],0.5,20,39,45,0.6826232536319408,0.6875063519784443,0.6904647692445202,0.7084402925469011
43,0.848,0.845,0.802,0.802,0.848,0.848,0.849,0.845,[0.68122893 0.69435204],[0.69037223 0.69068595],[0.68203907 0.70135215],[0.69719778 0.71068374],0.5,20,39,46,0.687790486828759,0.6905290903913002,0.6916956094559279,0.7039407576574092
44,0.847,0.847,0.802,0.802,0.847,0.846,0.849,0.847,[0.68644433 0.69612316],[0.69154418 0.69246258],[0.68437496 0.69694664],[0.69434839 0.70751245],0.5,20,39,47,0.6912837440360309,0.692003379909166,0.6906608020703435,0.7009304226330775
45,0.848,0.846,0.802,0.802,0.844,0.846,0.849,0.844,[0.69081221 0.69600141],[0.69257682 0.69378631],[0.68994936 0.69640389],[0.69618462 0.71066834],0.5,20,39,48,0.6934068099854184,0.693181563550436,0.693176626095757,0.70342648418409
46,0.848,0.846,0.802,0.802,0.847,0.847,0.846,0.844,[0.69278538 0.69852492],[0.69642588 0.69671721],[0.68952735 0.6981282 ],[0.70134732 0.71344936],0.5,20,39,49,0.6956551511735058,0.6965715447335883,0.693827775005428,0.7073983420797761
47,0.849,0.848,0.802,0.802,0.848,0.846,0.848,0.844,[0.69014285 0.69907974],[0.69865343 0.69981133],[0.68860532 0.69870116],[0.70187921 0.71680953],0.5,20,39,50,0.6946112933443895,0.6992323777488549,0.6936532435426233,0.7093443703651675
48,0.847,0.847,0.802,0.802,0.848,0.846,0.85,0.844,[0.69059432 0.70258666],[0.69969911 0.70166416],[0.6905102  0.70221152],[0.70228456 0.71676336],0.5,20,39,51,0.6965904877860696,0.7006816363626817,0.6963608619964892,0.7095239599639751
49,0.846,0.845,0.802,0.802,0.847,0.847,0.848,0.845,[0.69185985 0.70382236],[0.70211379 0.70264736],[0.69181078 0.70345797],[0.70349662 0.71704132],0.5,20,39,52,0.6978411061506318,0.7023805780487855,0.6976343755468744,0.7102689658137512
50,0.848,0.847,0.802,0.802,0.846,0.846,0.849,0.844,[0.69010418 0.70042362],[0.70647125 0.7056279 ],[0.69355916 0.70157023],[0.71041384 0.72231197],0.5,20,39,53,0.6952639008118968,0.7060495759440931,0.6975646937862379,0.7163629047972757
51,0.849,0.843,0.802,0.802,0.849,0.844,0.849,0.843,[0.6936497  0.70553547],[0.71059326 0.71113406],[0.70087135 0.70657597],[0.71492599 0.72621937],0.5,20,39,54,0.699592580815374,0.7108636603727623,0.7037236645765356,0.720572683244574
52,0.85,0.847,0.802,0.802,0.849,0.843,0.849,0.844,[0.69413096 0.70708441],[0.71140455 0.71271863],[0.70183702 0.70875126],[0.71565297 0.72685407],0.5,20,39,55,0.7006076862547517,0.7120615912879515,0.7052941390109235,0.7212535186069168
53,0.849,0.842,0.802,0.802,0.849,0.844,0.848,0.844,[0.69441481 0.70764662],[0.7145266  0.71272379],[0.70091258 0.70827231],[0.7191427  0.72853502],0.5,20,39,56,0.7010307174609043,0.7136251934410445,0.7045924443263187,0.7238388611078326
54,0.849,0.843,0.802,0.802,0.848,0.844,0.847,0.844,[0.69620358 0.70916732],[0.71553777 0.71478279],[0.70316992 0.70945341],[0.71932295 0.72892103],0.5,20,39,57,0.7026854483079767,0.7151602819697958,0.7063116668644418,0.7241219896445559
55,0.848,0.844,0.802,0.802,0.846,0.846,0.848,0.844,[0.69587428 0.70312092],[0.7151049  0.71164069],[0.69039977 0.69780105],[0.70856263 0.71742826],0.5,20,39,58,0.6994975969176063,0.7133727973979518,0.6941004099292188,0.7129954459922534
56,0.847,0.845,0.802,0.802,0.845,0.847,0.849,0.844,[0.69865893 0.7047    ],[0.71516367 0.7130104 ],[0.69271181 0.69984263],[0.70828626 0.71848921],0.5,20,39,59,0.7016794667582187,0.714087032997248,0.696277219174047,0.7133877320304117
57,0.848,0.845,0.802,0.802,0.848,0.845,0.849,0.844,[0.70015007 0.70750635],[0.71596966 0.71434489],[0.6943982  0.70161064],[0.70971183 0.71976853],0.5,20,39,60,0.7038282081162515,0.7151572731967932,0.6980044198456631,0.7147401799585944
58,0.848,0.845,0.802,0.802,0.848,0.845,0.849,0.844,[0.70247383 0.70906984],[0.71701926 0.71543447],[0.69691065 0.70184528],[0.7111381  0.71977469],0.5,20,39,61,0.7057718381985512,0.7162268629163455,0.6993779616548036,0.715456393578171
59,0.848,0.845,0.802,0.802,0.845,0.845,0.849,0.845,[0.7043247  0.70862842],[0.71919702 0.71584323],[0.69684009 0.70266778],[0.7125675  0.72178324],0.5,20,39,62,0.7064765628355345,0.7175201271741862,0.6997539356266409,0.717175370061478
60,0.848,0.843,0.802,0.802,0.846,0.845,0.847,0.845,[0.70538054 0.70988474],[0.71954044 0.71714964],[0.70281734 0.70600986],[0.71652642 0.72586491],0.5,20,39,63,0.7076326396342327,0.718345041622279,0.7044136034508266,0.7211956676326727
61,0.848,0.843,0.802,0.802,0.848,0.845,0.85,0.845,[0.70176499 0.71276491],[0.72033281 0.7196978 ],[0.71156013 0.71765164],[0.72623752 0.73788813],0.5,20,39,64,0.7072649476904949,0.7200153032143348,0.7146058842592369,0.7320628235960602
62,0.849,0.842,0.802,0.802,0.849,0.844,0.849,0.845,[0.70787545 0.71974694],[0.72735207 0.7256992 ],[0.71178902 0.7205415 ],[0.7281131  0.74092337],0.5,20,39,65,0.7138111943419216,0.726525632309158,0.7161652619975298,0.7345182317308441
63,0.849,0.845,0.802,0.802,0.849,0.843,0.85,0.844,[0.70864296 0.7223418 ],[0.7286409  0.72620572],[0.71271526 0.72382013],[0.72821897 0.74160257],0.5,20,39,66,0.7154923785317577,0.7274233092676212,0.7182676922420002,0.7349107735850022
64,0.849,0.848,0.802,0.802,0.85,0.843,0.848,0.844,[0.70939947 0.72235142],[0.7288984  0.72712029],[0.71437015 0.72505875],[0.72912431 0.74159093],0.5,20,39,67,0.7158754473216578,0.7280093441144058,0.7197144497463029,0.7353576191903104
65,0.853,0.849,0.802,0.802,0.848,0.847,0.85,0.844,[0.71267114 0.72862289],[0.73394692 0.73159999],[0.71268098 0.72786566],[0.72945704 0.74337583],0.5,20,39,68,0.7206470125676726,0.7327734549497897,0.7202733204992707,0.7364164374096627
66,0.849,0.842,0.802,0.802,0.849,0.843,0.848,0.844,[0.71029409 0.72362076],[0.73184416 0.72989718],[0.71817847 0.73122576],[0.73601018 0.7492695 ],0.5,20,39,69,0.7169574263564609,0.730870668029841,0.7247021109829925,0.7426398356356159
67,0.848,0.845,0.802,0.802,0.847,0.844,0.844,0.844,[0.70917426 0.71943772],[0.73077443 0.72884712],[0.72003738 0.72727246],[0.73500463 0.74691786],0.5,20,39,70,0.7143059862904567,0.7298107748427715,0.7236549205728708,0.7409612446302227
68,0.847,0.844,0.802,0.802,0.846,0.844,0.845,0.842,[0.71045134 0.72030871],[0.73164646 0.72937692],[0.72155081 0.72821708],[0.73621194 0.74685259],0.5,20,39,71,0.7153800218298105,0.7305116892991912,0.7248839424803232,0.7415322681441515
69,0.849,0.844,0.802,0.802,0.846,0.844,0.845,0.841,[0.71174718 0.72163572],[0.73250261 0.73102133],[0.721936   0.72983841],[0.73680718 0.74704073],0.5,20,39,72,0.7166914475150796,0.7317619678864294,0.7258872056501449,0.7419239523942578
70,0.848,0.843,0.802,0.802,0.846,0.845,0.844,0.843,[0.71492791 0.72245284],[0.73336653 0.73174205],[0.71804037 0.72438203],[0.73039707 0.74056879],0.5,20,39,73,0.7186903780231626,0.7325542889071429,0.7212112025875931,0.7354829341423729
71,0.846,0.844,0.802,0.802,0.846,0.844,0.843,0.843,[0.71560871 0.72258049],[0.73422768 0.7324492 ],[0.71542909 0.72105594],[0.72980421 0.73931672],0.5,20,39,74,0.7190945961214593,0.7333384401383041,0.7182425143434789,0.7345604642352284
72,0.844,0.843,0.802,0.802,0.845,0.844,0.844,0.842,[0.71399195 0.7202583 ],[0.7331599  0.72999511],[0.71767621 0.72172473],[0.73138643 0.73988455],0.5,20,39,75,0.7171251217777752,0.7315775071919699,0.7197004667501088,0.7356354906920892
73,0.845,0.844,0.802,0.802,0.844,0.842,0.843,0.838,[0.71589709 0.72006639],[0.73490819 0.73197206],[0.71981503 0.72440165],[0.73430116 0.7408326 ],0.5,20,39,76,0.717981737334324,0.7334401272613424,0.7221083381113335,0.737566876947717
74,0.843,0.843,0.802,0.802,0.843,0.843,0.843,0.837,[0.71668712 0.72143177],[0.73542706 0.73254729],[0.72072781 0.7261487 ],[0.73484282 0.74191323],0.5,20,39,77,0.7190594452564666,0.7339871746734645,0.7234382543693315,0.7383780219705025
75,0.843,0.843,0.802,0.802,0.844,0.842,0.843,0.836,[0.7185405  0.72211909],[0.73777712 0.7342855 ],[0.71525407 0.721303  ],[0.73026607 0.73637855],0.5,20,39,78,0.7203297941298314,0.73603130739331,0.7182785359061683,0.7333223093817282
76,0.843,0.843,0.802,0.802,0.844,0.842,0.843,0.836,[0.71990547 0.72345136],[0.73908714 0.73548795],[0.72007187 0.72646436],[0.73454544 0.74066837],0.5,20,39,79,0.7216784129724125,0.7372875477197587,0.7232681176906357,0.7376069068401298
77,0.843,0.844,0.802,0.802,0.844,0.844,0.844,0.835,[0.7208576  0.72517477],[0.73925298 0.73572718],[0.72009927 0.72709821],[0.73496976 0.74193167],0.5,20,39,80,0.7230161846382013,0.7374900814796023,0.7235987382822588,0.7384507159363857
78,0.845,0.844,0.802,0.802,0.843,0.842,0.843,0.837,[0.72182631 0.72584305],[0.73898842 0.73568389],[0.72495891 0.73109315],[0.7387958  0.74707799],0.5,20,39,81,0.7238346795177735,0.7373361540960961,0.7280260282213167,0.7429368925953406
79,0.843,0.845,0.802,0.802,0.845,0.844,0.843,0.838,[0.72336119 0.72671224],[0.74044137 0.73720839],[0.72266302 0.72832892],[0.73703829 0.74493346],0.5,20,39,82,0.7250367158243188,0.7388248786969711,0.7254959689715043,0.7409858731716339
80,0.843,0.845,0.802,0.802,0.845,0.844,0.843,0.839,[0.72468122 0.72797106],[0.74156641 0.73808615],[0.72424212 0.72957347],[0.73823201 0.74552484],0.5,20,39,83,0.7263261414562778,0.739826277127323,0.7269077927673251,0.7418784244917107
81,0.845,0.842,0.802,0.802,0.842,0.843,0.843,0.841,[0.72539077 0.72940551],[0.74252142 0.73954223],[0.72756946 0.7332213 ],[0.74379781 0.74944687],0.5,20,39,84,0.7273981430384155,0.7410318221389036,0.7303953801021856,0.7466223369064975
82,0.845,0.842,0.802,0.802,0.845,0.843,0.843,0.843,[0.72631331 0.73082478],[0.74301844 0.7406728 ],[0.7322027  0.73710514],[0.74753306 0.75303456],0.5,20,39,85,0.7285690422805813,0.7418456180820052,0.7346539160786423,0.750283809926537
83,0.845,0.843,0.802,0.802,0.843,0.843,0.843,0.843,[0.72739623 0.73164586],[0.74483513 0.74151659],[0.73319015 0.73780402],[0.74811657 0.75321024],0.5,20,39,86,0.7295210490325061,0.7431758628862729,0.7354970857379397,0.7506634045693104
84,0.845,0.841,0.802,0.802,0.844,0.843,0.843,0.84,[0.72863645 0.73358107],[0.74518382 0.74219053],[0.73416739 0.73889505],[0.74886628 0.75402293],0.5,20,39,87,0.7311087604713136,0.7436871761805168,0.7365312172184053,0.7514446049338162
85,0.845,0.841,0.802,0.802,0.844,0.843,0.843,0.843,[0.72950779 0.73400431],[0.7459649  0.74274927],[0.73475486 0.73960241],[0.74931936 0.75482525],0.5,20,39,88,0.7317560509158187,0.7443570831676656,0.7371786369040612,0.7520723030892322
86,0.845,0.843,0.802,0.802,0.843,0.843,0.843,0.837,[0.73001331 0.73173836],[0.74659845 0.7438084 ],[0.73642212 0.73903769],[0.75004285 0.7542455 ],0.5,20,39,89,0.7308758371027386,0.7452034272246848,0.7377299064554079,0.7521441772140297
87,0.843,0.843,0.802,0.802,0.843,0.843,0.843,0.838,[0.73176313 0.73274822],[0.74806066 0.7449118 ],[0.74004939 0.74242747],[0.75346972 0.75790333],0.5,20,39,90,0.7322556772384703,0.7464862336320128,0.7412384279546189,0.7556865233459826
88,0.845,0.843,0.802,0.802,0.844,0.844,0.843,0.839,[0.73294848 0.7330545 ],[0.74909594 0.74586863],[0.73827579 0.74045473],[0.75141191 0.75598216],0.5,20,39,91,0.7330014907571711,0.7474822843236054,0.7393652619136757,0.7536970356616695
89,0.844,0.843,0.802,0.802,0.844,0.844,0.843,0.837,[0.73378478 0.73423152],[0.7494468  0.74653636],[0.73936274 0.74134274],[0.75186377 0.75619026],0.5,20,39,92,0.7340081491840647,0.7479915814754343,0.740352739733666,0.7540270130301014
