,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.85,0.536,0.5,0.5,0.85,0.496,0.547,0.547,[0.5 0.5],[0.50368817 0.50368817],[0.66211743 1.        ],[0.5        0.50743116],0.5,20,55,3,0.5,0.5036881712438468,0.8310587145992534,0.5037155786243197
1,0.832,0.719,0.5,0.5,0.832,0.812,0.502,0.511,[0.52640689 0.52640689],[0.5408405  0.52640689],[0.52640689 0.52640689],[0.52640689 0.5408405 ],0.5,20,55,4,0.5264068897441496,0.5336236939369314,0.5264068897441496,0.5336236939369314
2,0.812,0.691,0.5,0.5,0.815,0.654,0.492,0.494,[0.54318819 0.54318819],[0.5744906  0.55481525],[0.61321969 0.54318819],[0.54318819 0.56944208],0.5,20,55,5,0.5431881894062724,0.5646529236744875,0.5782039389278054,0.5563151365958441
3,0.807,0.74,0.5,0.5,0.8,0.798,0.495,0.496,[0.5557586 0.5557586],[0.5838734  0.56351126],[0.5557586 0.5557586],[0.5557586  0.57792733],0.5,20,55,6,0.5557586019988419,0.5736923347219149,0.5557586019988419,0.5668429661538654
4,0.814,0.734,0.5,0.5,0.818,0.816,0.491,0.492,[0.56591696 0.56591696],[0.57257672 0.56922736],[0.56591696 0.56591696],[0.56591696 0.57619185],0.5,20,55,7,0.5659169588399144,0.570902043952754,0.5659169588399144,0.5710544024019798
5,0.833,0.76,0.5,0.5,0.833,0.829,0.51,0.526,[0.57449679 0.57449679],[0.58764903 0.57594369],[0.57449679 0.57449679],[0.57449679 0.59720234],0.5,20,55,8,0.5744967863088654,0.5817963603612222,0.5744967863088654,0.5858495609981672
6,0.851,0.834,0.5,0.5,0.843,0.834,0.692,0.797,[0.58195653 0.58195653],[0.58324357 0.58195653],[0.58195653 0.60882649],[0.58324357 0.60341874],0.5,20,55,9,0.58195652843061,0.5826000505703486,0.5953915097880919,0.5933311542083181
7,0.85,0.839,0.5,0.5,0.838,0.836,0.609,0.753,[0.58857682 0.58857682],[0.58973497 0.58857682],[0.58857682 0.61263941],[0.58973497 0.60399686],0.5,20,55,10,0.5885768228075086,0.5891558970092428,0.6006081145740143,0.5968659145602355
8,0.845,0.841,0.5,0.5,0.841,0.835,0.764,0.797,[0.57239169 0.59454263],[0.59225068 0.5888457 ],[0.57239169 0.59454263],[0.59454263 0.59804082],0.5,20,55,11,0.5834671571461083,0.5905481934734684,0.5834671571461083,0.5962917257183356
9,0.84,0.834,0.5,0.5,0.846,0.843,0.617,0.746,[0.57605472 0.59998264],[0.59873913 0.59626751],[0.55100251 0.59998264],[0.57741767 0.58370585],0.5,20,55,12,0.5880186792978843,0.5975033221010666,0.5754925765052341,0.5805617607034944
