,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.813,0.819,0.5,0.5,0.803,0.528,0.664,0.54,[0.53950429 0.53950429],[0.5        0.54816625],[0.5        0.55910272],[0.5 0.5],0.5,20,49,3,0.5395042867796359,0.5240831267663122,0.5295513612330417,0.5
1,0.814,0.775,0.5,0.5,0.817,0.832,0.808,0.794,[0.52640689 0.52640689],[0.54513478 0.5408405 ],[0.52640689 0.61733827],[0.54513478 0.53208689],0.5,20,49,4,0.5264068897441496,0.5429876380944245,0.5718725782786357,0.5386108334232793
2,0.813,0.781,0.5,0.5,0.809,0.826,0.644,0.665,[0.54318819 0.54318819],[0.54318819 0.57644264],[0.54318819 0.68156451],[0.54318819 0.5501052 ],0.5,20,49,5,0.5431881894062724,0.5598154159410949,0.6123763487310241,0.5466466951289994
3,0.832,0.749,0.5,0.5,0.83,0.837,0.695,0.739,[0.5557586 0.5557586],[0.56910687 0.56998381],[0.5557586  0.64840117],[0.56638617 0.55982079],0.5,20,49,6,0.5557586019988419,0.5695453401216053,0.6020798838627546,0.5631034800318147
4,0.833,0.755,0.5,0.5,0.837,0.835,0.773,0.767,[0.56591696 0.56591696],[0.57666797 0.57621076],[0.56591696 0.6638576 ],[0.57688607 0.56763359],0.5,20,49,7,0.5659169588399143,0.5764393641133894,0.614887279215885,0.5722598309759532
5,0.84,0.833,0.5,0.5,0.838,0.832,0.776,0.752,[0.5344944  0.57449679],[0.5474945 0.5496013],[0.57449679 0.57449679],[0.58950481 0.59157506],0.5,20,49,8,0.5544955953607704,0.5485479003895006,0.5744967863088652,0.5905399370591838
6,0.839,0.836,0.5,0.5,0.833,0.834,0.816,0.81,[0.54762213 0.54762213],[0.55416103 0.56057654],[0.58195653 0.58195653],[0.59163335 0.59701538],0.5,20,49,9,0.5476221284300554,0.5573687871209634,0.58195652843061,0.5943243683085684
7,0.839,0.834,0.5,0.5,0.832,0.834,0.808,0.797,[0.5585494  0.58857682],[0.56430725 0.56285669],[0.5585494 0.5585494],[0.56870415 0.57472715],0.5,20,49,10,0.5735631111974725,0.5635819702790743,0.5585493995874363,0.571715652585598
8,0.834,0.837,0.5,0.5,0.829,0.832,0.772,0.772,[0.59454263 0.59454263],[0.57136097 0.57293837],[0.56789471 0.56789471],[0.57694543 0.58349332],0.5,20,49,11,0.594542628725251,0.5721496704094835,0.5678947133236368,0.5802193773623661
9,0.834,0.838,0.5,0.5,0.827,0.829,0.753,0.763,[0.62344285 0.62344285],[0.60421941 0.60331173],[0.57605472 0.57605472],[0.58185597 0.58817734],0.5,20,49,12,0.6234428539958123,0.6037655687420191,0.5760547186806927,0.5850166570695785
10,0.832,0.833,0.5,0.5,0.827,0.832,0.606,0.667,[0.58329705 0.6049902 ],[0.58539611 0.58850596],[0.58329705 0.58329705],[0.58751033 0.5961607 ],0.5,20,49,13,0.5941436270572618,0.586951034859027,0.5832970498580908,0.5918355105947617
11,0.837,0.835,0.5,0.5,0.833,0.836,0.66,0.687,[0.58980982 0.6096353 ],[0.59367108 0.59550441],[0.58980982 0.58980982],[0.59367108 0.60589372],0.5,20,49,14,0.5997225581644846,0.5945877460370779,0.5898098158699231,0.5997823999525043
12,0.841,0.837,0.5,0.5,0.835,0.832,0.721,0.737,[0.59572974 0.61397181],[0.59929091 0.60193516],[0.59572974 0.59572974],[0.60198986 0.60977516],0.5,20,49,15,0.6048507744738327,0.6006130348847116,0.5957297366842175,0.605882508790982
13,0.844,0.835,0.5,0.5,0.832,0.83,0.74,0.753,[0.601159 0.601159],[0.60363243 0.60775244],[0.601159 0.601159],[0.60696217 0.61418726],0.5,20,49,16,0.601159001810332,0.6056924363878747,0.601159001810332,0.6105747156980872
14,0.844,0.841,0.5,0.5,0.836,0.836,0.802,0.797,[0.6059399 0.6042747],[0.60811045 0.61208605],[0.6059399 0.6042747],[0.60980596 0.61404748],0.5,20,49,17,0.6051073029154359,0.6100982499264875,0.6051073029154359,0.6119267194701669
15,0.852,0.851,0.5,0.5,0.846,0.837,0.685,0.71,[0.64188583 0.6255142 ],[0.63189022 0.63355716],[0.64188583 0.6255142 ],[0.62879448 0.63893732],0.5,20,49,18,0.6337000121121124,0.6327236863824566,0.6337000121121124,0.6338658975884657
