,Unnamed: 0,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0,0.7829999999999999,0.5670000000000001,0.802,0.802,0.821,0.711,0.8009999999999999,0.733,[0.5        0.42705098],[0.42705098 0.46065534],[0.61257411 0.55433101],[0.61257411 0.4285033 ],0.5,20,1,3,0.4635254915624212,0.4438531601041053,0.5834525629169179,0.5205387075484516
1,1,0.7390000000000001,0.526,0.802,0.802,0.82,0.74,0.773,0.75,[0.36466994 0.3074555 ],[0.43689293 0.52640689],[0.52640689 0.53814224],[0.53562836 0.52640689],0.5,20,1,4,0.3360627163229281,0.4816499078809425,0.5322745646306362,0.5310176249639529
2,2,0.745,0.56,0.802,0.802,0.797,0.742,0.772,0.754,[0.4472298 0.3856447],[0.52861343 0.54318819],[0.54318819 0.51413051],[0.64885278 0.53574158],0.5,20,1,5,0.4164372509286736,0.5359008107858774,0.528659349947087,0.5922971797455832
3,3,0.772,0.732,0.802,0.802,0.794,0.777,0.79,0.7759999999999999,[0.5557586 0.5557586],[0.68441762 0.57712125],[0.55062691 0.48759487],[0.61671026 0.62013303],0.5,20,1,6,0.5557586019988421,0.6307694375573258,0.5191108907777761,0.6184216465768294
4,4,0.772,0.764,0.802,0.802,0.7909999999999999,0.7759999999999999,0.79,0.78,[0.56591696 0.56591696],[0.66288376 0.60547558],[0.56591696 0.56591696],[0.65753952 0.65940542],0.5,20,1,7,0.5659169588399144,0.6341796722361286,0.5659169588399144,0.6584724682220884
5,5,0.777,0.7709999999999999,0.802,0.802,0.789,0.787,0.792,0.7859999999999999,[0.57449679 0.5716446 ],[0.58841582 0.57235499],[0.57449679 0.57449679],[0.59056244 0.64110718],0.5,20,1,8,0.573070694317235,0.5803854036419771,0.5744967863088652,0.6158348147542374
6,6,0.779,0.774,0.802,0.802,0.795,0.789,0.789,0.79,[0.58195653 0.55860775],[0.58363412 0.57982804],[0.58195653 0.58072306],[0.59059843 0.61905343],0.5,20,1,9,0.5702821390275838,0.5817310803035326,0.5813397959564407,0.6048259287069879
7,7,0.802,0.7979999999999999,0.802,0.802,0.8029999999999999,0.809,0.805,0.802,[0.5823158  0.58188386],[0.61769081 0.59705269],[0.58857682 0.58527089],[0.62579329 0.6289463 ],0.5,20,1,10,0.5820998315273613,0.6073717519832642,0.5869238570253072,0.6273697964354198
8,8,0.8009999999999999,0.794,0.802,0.802,0.8109999999999999,0.8079999999999999,0.802,0.804,[0.58571888 0.57659005],[0.62553387 0.61954747],[0.59454263 0.57975832],[0.63357493 0.62188851],0.5,20,1,11,0.5811544648365204,0.6225406717016464,0.5871504765448287,0.6277317214124383
9,9,0.818,0.812,0.802,0.802,0.816,0.813,0.818,0.807,[0.59998264 0.64248243],[0.6290436  0.59774579],[0.60173084 0.58918245],[0.64050874 0.62171736],0.5,20,1,12,0.6212325336480711,0.613394694056103,0.595456645548246,0.6311130485681319
