,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.827,0.837,0.627,0.619,0.821,0.836,0.817,0.818,[0.5 0.5],[0.5        0.51508654],[0.5 0.5],[0.5        0.50368817],0.5,20,54,3,0.5,0.507543267665014,0.5,0.5018440856219234
1,0.839,0.839,0.627,0.619,0.839,0.829,0.824,0.834,[0.52640689 0.52640689],[0.5378908  0.54988694],[0.52640689 0.52640689],[0.52923165 0.52923165],0.5,20,54,4,0.5264068897441496,0.5438888726057507,0.5264068897441496,0.5292316495025557
2,0.827,0.81,0.627,0.619,0.817,0.822,0.824,0.821,[0.54318819 0.54318819],[0.55849584 0.57034323],[0.54318819 0.54318819],[0.56004144 0.55217235],0.5,20,54,5,0.5431881894062724,0.5644195361584747,0.5431881894062724,0.5561068947345489
3,0.811,0.8,0.627,0.619,0.81,0.813,0.818,0.82,[0.5557586 0.5557586],[0.5557586  0.59343193],[0.5557586 0.5557586],[0.5576767  0.56526874],0.5,20,54,6,0.5557586019988419,0.5745952660761562,0.5557586019988419,0.5614727194191669
4,0.84,0.769,0.627,0.619,0.825,0.832,0.825,0.823,[0.56591696 0.56591696],[0.57465836 0.58180503],[0.56591696 0.56591696],[0.57688607 0.57109829],0.5,20,54,7,0.5659169588399143,0.5782316972410546,0.5659169588399143,0.5739921809215034
5,0.842,0.777,0.627,0.619,0.835,0.832,0.825,0.821,[0.57449679 0.57817669],[0.5837858  0.58634698],[0.57449679 0.57449679],[0.58567977 0.57899378],0.5,20,54,8,0.5763367394875071,0.5850663923901465,0.5744967863088652,0.5823367766336593
6,0.842,0.837,0.627,0.619,0.84,0.837,0.824,0.824,[0.54762213 0.58195653],[0.55582023 0.56223401],[0.58195653 0.61198566],[0.59327753 0.59899498],0.5,20,54,9,0.5647893284303327,0.5590271215852777,0.5969710939688357,0.596136255161332
7,0.842,0.837,0.627,0.619,0.837,0.838,0.821,0.822,[0.58857682 0.60884073],[0.59565723 0.60097577],[0.58857682 0.5970938 ],[0.59565723 0.60536945],0.5,20,54,10,0.598708778840646,0.5983164981088783,0.5928353102381168,0.6005133378162478
8,0.844,0.837,0.627,0.62,0.835,0.83,0.821,0.821,[0.56789471 0.59176582],[0.57045153 0.57045153],[0.56789471 0.58091323],[0.57694543 0.58643664],0.5,20,54,11,0.5798302688036532,0.5704515264575166,0.5744039718145069,0.5816910359360897
9,0.844,0.838,0.627,0.62,0.83,0.829,0.823,0.822,[0.59017683 0.59259811],[0.57836128 0.57944336],[0.57836128 0.59750077],[0.58420932 0.59380792],0.5,20,54,12,0.5913874719023791,0.5789023217616065,0.5879310243561835,0.589008619400162
10,0.842,0.84,0.627,0.62,0.83,0.833,0.819,0.82,[0.5983147 0.5983147],[0.58539611 0.58532962],[0.58539611 0.60274855],[0.58963987 0.59947899],0.5,20,54,13,0.5983147033728486,0.5853628640168349,0.5940723271238872,0.5945594287682814
11,0.844,0.836,0.627,0.62,0.829,0.832,0.821,0.821,[0.59562073 0.60759298],[0.59270103 0.5945815 ],[0.58980982 0.60759298],[0.59367108 0.6065227 ],0.5,20,54,14,0.6016068554883001,0.5936412672798232,0.5987013963531165,0.6000968918208673
12,0.847,0.838,0.627,0.62,0.832,0.833,0.822,0.818,[0.59572974 0.61209748],[0.59839663 0.60278911],[0.59572974 0.61209748],[0.59929091 0.61313179],0.5,20,54,15,0.6039136105315017,0.6005928716882097,0.6039136105315017,0.6062113500998894
13,0.845,0.846,0.627,0.62,0.836,0.832,0.824,0.825,[0.601159   0.61287847],[0.60363243 0.60770773],[0.601159  0.6028057],[0.60696217 0.614714  ],0.5,20,54,16,0.6070187376857523,0.6056700804202897,0.6019823489490861,0.6108380882548532
14,0.845,0.845,0.627,0.62,0.834,0.834,0.823,0.828,[0.60617582 0.60771049],[0.60848075 0.61153931],[0.60617582 0.60617582],[0.61158139 0.61891832],0.5,20,54,17,0.606943158966262,0.6100100302987327,0.6061758230852335,0.6152498517421481
15,0.845,0.842,0.627,0.62,0.838,0.836,0.828,0.83,[0.60761074 0.61398139],[0.61356258 0.61506647],[0.60610455 0.610764  ],[0.61429616 0.62222342],0.5,20,54,18,0.6107960649592611,0.6143145289459195,0.6084342740540403,0.6182597890092464
16,0.848,0.852,0.627,0.62,0.841,0.837,0.836,0.832,[0.64265807 0.62896654],[0.63343434 0.63415741],[0.64265807 0.62896654],[0.63570929 0.64449524],0.5,20,54,19,0.6358123046387326,0.6337958756724222,0.6358123046387326,0.6401022646657312
17,0.849,0.851,0.627,0.62,0.845,0.844,0.839,0.84,[0.6505208  0.63225658],[0.63780265 0.64051176],[0.63646967 0.63225658],[0.63845712 0.65023491],0.5,20,54,20,0.6413886888291322,0.6391572060401559,0.6343631240235696,0.6443460132119907
18,0.85,0.848,0.627,0.62,0.845,0.843,0.839,0.838,[0.64441012 0.63540053],[0.64128313 0.64177239],[0.63803512 0.63540053],[0.64259803 0.65213753],0.5,20,54,21,0.639905321610974,0.6415277620003372,0.6367178248298033,0.647367777928394
19,0.848,0.855,0.627,0.62,0.848,0.849,0.84,0.837,[0.64587481 0.63841221],[0.64703822 0.65109367],[0.6421173  0.63841221],[0.64786065 0.6532051 ],0.5,20,54,22,0.6421435120650583,0.6490659443354188,0.6402647572178104,0.6505328757616375
20,0.851,0.855,0.627,0.62,0.85,0.848,0.841,0.841,[0.65321742 0.64130354],[0.65466179 0.65278662],[0.63928908 0.64130354],[0.64961386 0.6621538 ],0.5,20,54,23,0.6472604806224782,0.6537242043232523,0.6402963091929001,0.6558838294592096
21,0.849,0.853,0.627,0.62,0.849,0.843,0.849,0.845,[0.65915515 0.64408483],[0.65429535 0.65551967],[0.64328569 0.64408483],[0.65195597 0.66271025],0.5,20,54,24,0.6516199931867531,0.6549075115580589,0.6436852596078175,0.6573331140223087
22,0.847,0.849,0.627,0.62,0.849,0.846,0.844,0.85,[0.65785132 0.64676511],[0.65302905 0.6601797 ],[0.64676511 0.64676511],[0.65409032 0.67482185],0.5,20,54,25,0.6523082126694619,0.6566043734072993,0.64676510542889,0.6644560835233833
23,0.852,0.851,0.627,0.62,0.845,0.839,0.845,0.851,[0.66128475 0.65267005],[0.65986016 0.66098003],[0.63867786 0.64430276],[0.65192809 0.66759943],0.5,20,54,26,0.6569773982491443,0.6604200940003528,0.6414903133915372,0.6597637595567287
24,0.851,0.849,0.627,0.62,0.846,0.839,0.844,0.846,[0.66140909 0.65606603],[0.66283551 0.66603754],[0.64169774 0.64812236],[0.65518324 0.67300556],0.5,20,54,27,0.658737562255595,0.6644365267757504,0.6449100515057102,0.6640943999644929
25,0.849,0.85,0.627,0.62,0.847,0.842,0.846,0.845,[0.66235123 0.65527331],[0.66368018 0.6678106 ],[0.64459164 0.64752286],[0.65761128 0.67322915],0.5,20,54,28,0.6588122691447961,0.6657453900382457,0.6460572477734511,0.6654202120805229
26,0.848,0.847,0.627,0.62,0.848,0.843,0.847,0.843,[0.66530546 0.65757503],[0.66707074 0.67051415],[0.64737099 0.65109245],[0.6601701  0.67369413],0.5,20,54,29,0.6614402409819815,0.6687924473490714,0.6492317202384208,0.6669321135812625
27,0.85,0.847,0.627,0.62,0.846,0.838,0.841,0.84,[0.67738329 0.66533807],[0.67302352 0.67540345],[0.66528109 0.66350319],[0.66992797 0.68211617],0.5,20,54,30,0.6713606796470251,0.674213484897495,0.6643921404253056,0.6760220728053998
28,0.847,0.844,0.627,0.62,0.845,0.841,0.843,0.842,[0.67903166 0.66768469],[0.67324965 0.67829271],[0.65155098 0.66677685],[0.67059079 0.68210614],0.5,20,54,31,0.6733581743365354,0.6757711828280202,0.6591639116006591,0.6763484655836184
