,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.613,0.566,0.5,0.5,0.767,0.759,0.734,0.722,[0.5 0.5],[0.50743116 0.5       ],[0.5 0.5],[0.5 0.5],0.5,20,90,3,0.5,0.5037155786243197,0.5,0.5
1,0.623,0.64,0.5,0.5,0.741,0.735,0.717,0.703,[0.52640689 0.52640689],[0.53208689 0.52923165],[0.52640689 0.52640689],[0.52640689 0.52923165],0.5,20,90,4,0.5264068897441496,0.5306592691449894,0.5264068897441496,0.5278192696233527
2,0.818,0.698,0.5,0.5,0.812,0.763,0.669,0.642,[0.54318819 0.61804947],[0.56723544 0.58575819],[0.49261348 0.61804947],[0.50196071 0.55036241],0.5,20,90,5,0.580618827912307,0.5764968119032052,0.5553314727022484,0.5261615595304312
3,0.841,0.759,0.5,0.5,0.84,0.8,0.697,0.648,[0.61329761 0.61329761],[0.62703351 0.59185109],[0.5557586  0.61329761],[0.56602774 0.58280816],0.5,20,90,6,0.6132976053151727,0.6094423001366607,0.5845281036570074,0.5744179485289398
4,0.837,0.799,0.5,0.5,0.839,0.813,0.738,0.697,[0.61250228 0.61250228],[0.61633838 0.59297713],[0.56591696 0.61250228],[0.58738263 0.59774078],0.5,20,90,7,0.6125022793288835,0.6046577556873097,0.589209619084399,0.5925617024478621
5,0.839,0.799,0.5,0.5,0.84,0.814,0.727,0.686,[0.61354706 0.61354706],[0.61622969 0.59533698],[0.57449679 0.61354706],[0.59624278 0.605318  ],0.5,20,90,8,0.6135470584768816,0.6057833324964494,0.5940219223928734,0.6007803891511139
6,0.84,0.845,0.5,0.5,0.842,0.838,0.769,0.758,[0.58195653 0.61551463],[0.62885754 0.60504774],[0.54762213 0.58195653],[0.58684735 0.58149337],0.5,20,90,9,0.5987355794794107,0.6169526395005216,0.5647893284303327,0.5841703562750673
7,0.841,0.847,0.5,0.5,0.843,0.834,0.733,0.718,[0.58857682 0.6179588 ],[0.61901242 0.60734715],[0.5585494  0.58857682],[0.59352936 0.58928877],0.5,20,90,10,0.6032678133420895,0.6131797888048945,0.5735631111974724,0.5914090615978655
8,0.84,0.843,0.5,0.5,0.839,0.834,0.757,0.753,[0.59454263 0.62064495],[0.61390683 0.61125237],[0.56789471 0.59454263],[0.59380253 0.59645541],0.5,20,90,11,0.6075937880367406,0.612579601048323,0.5812186710244439,0.595128972559321
9,0.843,0.845,0.5,0.5,0.843,0.836,0.765,0.76,[0.57605472 0.59998264],[0.59138499 0.59503934],[0.57605472 0.59998264],[0.6028623  0.60106313],0.5,20,90,12,0.5880186792978843,0.5932121670913513,0.5880186792978843,0.6019627158290641
