,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.822,0.788,0.848,0.846,0.836,0.819,0.826,0.821,[0.5 0.5],[0.53527515 0.5       ],[0.5 0.5],[0.50368817 0.51079931],0.5,20,56,3,0.5,0.5176375770702996,0.5,0.5072437427681693
1,0.823,0.821,0.848,0.846,0.839,0.818,0.84,0.821,[0.52640689 0.52640689],[0.56565616 0.5349731 ],[0.52640689 0.52640689],[0.54683802 0.54047026],0.5,20,56,4,0.5264068897441496,0.5503146316059775,0.5264068897441496,0.5436541418695753
2,0.818,0.787,0.848,0.846,0.838,0.802,0.837,0.811,[0.59288793 0.59288793],[0.59484505 0.57936766],[0.56944208 0.59288793],[0.58114824 0.59457411],0.5,20,56,5,0.5928879264343713,0.5871063554194769,0.5811650051098936,0.587861173511535
3,0.829,0.782,0.848,0.846,0.843,0.803,0.848,0.811,[0.55350605 0.5557586 ],[0.55384879 0.56207972],[0.5557586  0.59681268],[0.57792733 0.60458398],0.5,20,56,6,0.5546323263273953,0.5579642546424725,0.5762856431499537,0.5912556534874617
4,0.825,0.798,0.848,0.846,0.842,0.817,0.846,0.817,[0.59901131 0.60086067],[0.59974563 0.61893484],[0.56591696 0.60086067],[0.58661219 0.61526526],0.5,20,56,7,0.5999359924617497,0.6093402340244736,0.5833888155606501,0.6009387240298356
5,0.833,0.799,0.848,0.846,0.84,0.818,0.843,0.819,[0.57449679 0.57449679],[0.57468858 0.58210082],[0.57449679 0.60488924],[0.5940735  0.61350314],0.5,20,56,8,0.5744967863088652,0.5783946979312918,0.5896930108317902,0.6037883173215206
6,0.827,0.821,0.848,0.846,0.839,0.829,0.846,0.822,[0.58195653 0.58195653],[0.61953768 0.610967  ],[0.58195653 0.58195653],[0.61640587 0.60251992],0.5,20,56,9,0.58195652843061,0.6152523404696827,0.58195652843061,0.6094628959042461
7,0.837,0.826,0.848,0.845,0.844,0.839,0.845,0.839,[0.58857682 0.58857682],[0.62153629 0.60953061],[0.58857682 0.58857682],[0.61724048 0.60627311],0.5,20,56,10,0.5885768228075086,0.6155334474121344,0.5885768228075086,0.611756799268899
8,0.828,0.825,0.848,0.846,0.835,0.831,0.847,0.832,[0.59454263 0.59454263],[0.63258727 0.61992204],[0.59454263 0.59454263],[0.61372596 0.62375671],0.5,20,56,11,0.594542628725251,0.6262546567138224,0.594542628725251,0.618741333886826
9,0.815,0.815,0.848,0.846,0.824,0.829,0.838,0.837,[0.59998264 0.59998264],[0.62742783 0.62541768],[0.59998264 0.59998264],[0.60784746 0.63664625],0.5,20,56,12,0.599982639915076,0.6264227523372268,0.599982639915076,0.6222468570759152
10,0.833,0.83,0.848,0.845,0.832,0.843,0.845,0.845,[0.6049902 0.6049902],[0.64144643 0.62481524],[0.6049902 0.6049902],[0.64003287 0.62779506],0.5,20,56,13,0.6049902042564327,0.6331308340030926,0.6049902042564327,0.6339139650422404
11,0.835,0.831,0.848,0.845,0.842,0.843,0.849,0.849,[0.6096353 0.6096353],[0.641374   0.63078167],[0.6096353 0.6096353],[0.64229651 0.62641491],0.5,20,56,14,0.6096353004590461,0.6360778326477782,0.6096353004590461,0.6343557104906765
12,0.839,0.842,0.848,0.845,0.845,0.848,0.847,0.846,[0.61397181 0.61397181],[0.6398767  0.63442485],[0.61397181 0.61486028],[0.64715035 0.63117075],0.5,20,56,15,0.6139718122634479,0.6371507778361891,0.6144160484188377,0.6391605497645201
13,0.834,0.833,0.848,0.845,0.846,0.845,0.844,0.848,[0.61804216 0.61804216],[0.64292449 0.63783718],[0.61804216 0.61804216],[0.64919016 0.63403419],0.5,20,56,16,0.6180421616315194,0.6403808366546181,0.6180421616315194,0.6416121767272922
14,0.839,0.84,0.848,0.846,0.844,0.844,0.848,0.844,[0.62188038 0.62188038],[0.64504362 0.63427191],[0.62188038 0.62188038],[0.64645884 0.63643268],0.5,20,56,17,0.6218803775211221,0.6396577658887685,0.6218803775211221,0.6414457590191811
15,0.842,0.843,0.848,0.846,0.841,0.843,0.853,0.843,[0.6255142  0.62694754],[0.64446593 0.63850611],[0.6255142  0.62623005],[0.64436404 0.64435779],0.5,20,56,18,0.6262308698196923,0.6414860168638679,0.6258721229318491,0.644360912629574
16,0.839,0.842,0.848,0.846,0.842,0.844,0.849,0.845,[0.62896654 0.63031168],[0.6437295  0.64114661],[0.62896654 0.62963839],[0.64092449 0.65110678],0.5,20,56,19,0.629639108030599,0.6424380547866138,0.6293024645706974,0.6460156372133417
17,0.842,0.843,0.848,0.846,0.843,0.842,0.85,0.846,[0.63225658 0.63288932],[0.64762444 0.64508943],[0.63225658 0.63288932],[0.64374587 0.64999483],0.5,20,56,20,0.6325729496180099,0.6463569338145314,0.6325729496180099,0.6468703499398807
18,0.84,0.848,0.848,0.846,0.843,0.842,0.852,0.844,[0.63540053 0.63719715],[0.65115981 0.64686058],[0.63540053 0.63599828],[0.64875411 0.65222483],0.5,20,56,21,0.636298839409158,0.6490101909307164,0.6356994012679649,0.6504894706058104
19,0.844,0.845,0.848,0.846,0.846,0.844,0.85,0.841,[0.63841221 0.64753129],[0.65401184 0.64938096],[0.63841221 0.64643236],[0.65639653 0.65350511],0.5,20,56,22,0.6429717499208061,0.6516963966800084,0.6424222851768915,0.6549508181636012
