,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.724,0.522,0.513,0.512,0.809,0.503,0.802,0.708,[0.5 0.5],[0.5 0.5],[1.  0.5],[0.5 0.5],0.5,20,40,3,0.5,0.49999999999999994,0.75,0.49999999999999994
1,0.824,0.648,0.513,0.512,0.838,0.612,0.805,0.742,[0.52640689 0.52640689],[0.52640689 0.52640689],[0.52640689 0.59889312],[0.52640689 0.52640689],0.5,20,40,4,0.5264068897441496,0.5264068897441496,0.5626500028675638,0.5264068897441496
2,0.838,0.803,0.513,0.512,0.841,0.834,0.835,0.82,[0.54318819 0.54318819],[0.54318819 0.54318819],[0.54318819 0.57271291],[0.54649792 0.54318819],0.5,20,40,5,0.5431881894062724,0.5431881894062724,0.5579505479394253,0.5448430541995929
3,0.805,0.821,0.513,0.512,0.804,0.813,0.804,0.786,[0.5557586 0.5557586],[0.55837793 0.56102206],[0.5557586 0.5557586],[0.56848815 0.55969795],0.5,20,40,6,0.5557586019988419,0.5596999923062945,0.5557586019988419,0.5640930470414393
4,0.81,0.823,0.513,0.512,0.819,0.827,0.826,0.82,[0.56591696 0.56591696],[0.58139371 0.57465836],[0.56591696 0.56591696],[0.59016662 0.56924916],0.5,20,40,7,0.5659169588399143,0.5780260346465301,0.5659169588399143,0.5797078914308096
5,0.822,0.829,0.513,0.512,0.83,0.825,0.835,0.826,[0.57449679 0.57449679],[0.58950481 0.59143613],[0.57449679 0.58190405],[0.61450916 0.58075866],0.5,20,40,8,0.5744967863088652,0.5904704698789329,0.5782004160549867,0.5976339107487056
6,0.826,0.821,0.513,0.512,0.836,0.82,0.833,0.816,[0.58195653 0.58195653],[0.59216931 0.58532142],[0.58195653 0.58195653],[0.6063934  0.58944188],0.5,20,40,9,0.5819565284306101,0.5887453626941058,0.5819565284306101,0.5979176379931106
7,0.826,0.819,0.513,0.512,0.837,0.822,0.825,0.814,[0.58857682 0.58857682],[0.59897808 0.60354916],[0.58857682 0.58857682],[0.60823484 0.59664556],0.5,20,40,10,0.5885768228075087,0.6012636206677935,0.5885768228075087,0.6024402009511624
8,0.826,0.826,0.513,0.512,0.835,0.82,0.823,0.813,[0.59454263 0.59454263],[0.60508373 0.60913365],[0.59454263 0.59454263],[0.60916559 0.60470494],0.5,20,40,11,0.594542628725251,0.6071086914082537,0.594542628725251,0.6069352676283893
9,0.834,0.828,0.513,0.512,0.843,0.827,0.825,0.818,[0.59998264 0.59998264],[0.60823073 0.61183546],[0.59998264 0.59998264],[0.61673305 0.60665261],0.5,20,40,12,0.599982639915076,0.6100330981668065,0.599982639915076,0.6116928310132457
10,0.823,0.823,0.513,0.512,0.831,0.831,0.824,0.816,[0.6049902 0.6049902],[0.62852121 0.62745515],[0.6049902 0.6049902],[0.6261298  0.61646574],0.5,20,40,13,0.6049902042564327,0.6279881810531809,0.6049902042564327,0.6212977703165071
11,0.832,0.83,0.513,0.512,0.841,0.841,0.821,0.819,[0.6096353 0.6096353],[0.63110516 0.63544529],[0.6096353 0.6096353],[0.63318834 0.62379249],0.5,20,40,14,0.6096353004590461,0.6332752236801539,0.6096353004590461,0.6284904150918731
12,0.822,0.821,0.513,0.512,0.827,0.828,0.825,0.824,[0.61397181 0.61397181],[0.63929923 0.636361  ],[0.61397181 0.61397181],[0.64022198 0.62455841],0.5,20,40,15,0.6139718122634479,0.6378301120214422,0.6139718122634479,0.632390192995459
13,0.812,0.815,0.513,0.512,0.819,0.822,0.828,0.83,[0.61804216 0.61804216],[0.64138255 0.63681873],[0.61804216 0.61804216],[0.63590652 0.62932505],0.5,20,40,16,0.6180421616315194,0.6391006378475346,0.6180421616315194,0.6326157885239794
14,0.828,0.822,0.513,0.512,0.828,0.83,0.834,0.83,[0.62188038 0.62188038],[0.6426126  0.63885027],[0.62188038 0.62188038],[0.64621044 0.63050677],0.5,20,40,17,0.6218803775211222,0.6407314355620746,0.6218803775211222,0.6383586048684242
15,0.83,0.822,0.513,0.512,0.829,0.835,0.835,0.827,[0.6255142 0.6255142],[0.64404177 0.64390273],[0.6255142  0.62872137],[0.64971821 0.63364745],0.5,20,40,18,0.6255141962224252,0.6439722475897276,0.6271177827639972,0.6416828266631445
16,0.829,0.831,0.513,0.512,0.838,0.837,0.834,0.833,[0.62896654 0.62896654],[0.64473252 0.64771504],[0.62896654 0.63802847],[0.65160645 0.64040233],0.5,20,40,19,0.6289665395356436,0.6462237822346769,0.6334975057984853,0.6460043902108064
17,0.829,0.829,0.513,0.512,0.838,0.835,0.833,0.832,[0.63225658 0.63225658],[0.64774335 0.64909665],[0.63225658 0.63505908],[0.65496072 0.64159348],0.5,20,40,20,0.6322565803874981,0.6484199962907138,0.6336578303681477,0.6482771001437551
18,0.83,0.836,0.513,0.512,0.836,0.838,0.841,0.84,[0.63540053 0.63540053],[0.64724439 0.64853368],[0.63540053 0.63540053],[0.65382461 0.64482619],0.5,20,40,21,0.6354005272773458,0.6478890354035391,0.6354005272773458,0.6493253970746085
19,0.837,0.838,0.513,0.512,0.837,0.839,0.843,0.843,[0.63841221 0.63841221],[0.65086406 0.6502007 ],[0.63841221 0.64089697],[0.65585273 0.64905382],0.5,20,40,22,0.6384122124600177,0.6505323776334213,0.639654591249897,0.652453276037319
20,0.835,0.83,0.513,0.513,0.833,0.834,0.842,0.843,[0.64130354 0.64130354],[0.65303537 0.65124065],[0.64130354 0.64365378],[0.65604487 0.652018  ],0.5,20,40,23,0.6413035402137887,0.652138010408043,0.642478662551839,0.6540314359279464
21,0.837,0.834,0.513,0.513,0.836,0.836,0.842,0.841,[0.64408483 0.64408483],[0.65524709 0.6546533 ],[0.64408483 0.64631367],[0.65863706 0.65464777],0.5,20,40,24,0.6440848334788185,0.6549501926918935,0.6451992534752067,0.6566424144388768
22,0.839,0.838,0.513,0.513,0.838,0.84,0.843,0.843,[0.64676511 0.64888384],[0.65791648 0.65788208],[0.64676511 0.64888384],[0.66114119 0.65781818],0.5,20,40,25,0.6478244720526114,0.6578992820625439,0.6478244720526114,0.6594796833542147
23,0.841,0.838,0.513,0.513,0.842,0.841,0.841,0.839,[0.64935227 0.65340173],[0.65943549 0.65993955],[0.64935227 0.657502  ],[0.66504564 0.65938685],0.5,20,40,26,0.6513769999023575,0.6596875209370539,0.6534271364489466,0.6622162427571843
24,0.84,0.838,0.513,0.513,0.842,0.84,0.842,0.839,[0.65185334 0.66147911],[0.66099761 0.6619573 ],[0.65185334 0.66545925],[0.66536771 0.66145713],0.5,20,40,27,0.6566662249542623,0.6614774556102843,0.6586562958465026,0.663412420447012
25,0.843,0.843,0.513,0.513,0.84,0.842,0.839,0.84,[0.64483724 0.66359019],[0.6604234  0.66134382],[0.65427451 0.66550629],[0.66521014 0.66377868],0.5,20,40,28,0.6542137134657664,0.6608836104284243,0.6598904006462092,0.6644944082548931
26,0.844,0.842,0.513,0.513,0.846,0.845,0.838,0.842,[0.63896769 0.66434323],[0.65309325 0.65357208],[0.63674456 0.65449411],[0.64894492 0.64752429],0.5,20,40,29,0.6516554588194167,0.6533326638309402,0.6456193383866153,0.6482346048013764
27,0.843,0.844,0.513,0.513,0.844,0.843,0.839,0.844,[0.63044284 0.65687222],[0.64873862 0.65113458],[0.64939637 0.65485809],[0.65344177 0.65354818],0.5,20,40,30,0.6436575306980161,0.6499365990078448,0.6521272288888558,0.6534949771033285
28,0.844,0.841,0.513,0.513,0.843,0.841,0.838,0.838,[0.63388096 0.65917689],[0.65230692 0.65460481],[0.64836559 0.65725372],[0.65544515 0.65586163],0.5,20,40,31,0.6465289243185199,0.6534558636227714,0.6528096555284502,0.6556533869910063
29,0.841,0.849,0.513,0.513,0.843,0.843,0.843,0.843,[0.64278518 0.65765895],[0.65563408 0.6551942 ],[0.65397521 0.6558119 ],[0.66234659 0.65993789],0.5,20,40,32,0.6502220612904115,0.6554141363440608,0.6548935537334792,0.6611422365736515
30,0.845,0.85,0.513,0.513,0.842,0.845,0.841,0.837,[0.64758962 0.65822469],[0.65849799 0.65851808],[0.66006999 0.66535753],[0.67197652 0.67571198],0.5,20,40,33,0.6529071560682427,0.6585080342952427,0.662713757788163,0.673844250228025
