,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.829,0.808,0.848,0.845,0.843,0.819,0.852,0.813,[0.52701273 0.58080393],[0.51724138 0.5       ],[0.43669085 0.41421356],[0.46620595 0.46297018],0.5,20,9,3,0.5539083286059818,0.5086206896551724,0.42545220818572604,0.4645880673889048
1,0.781,0.782,0.848,0.846,0.812,0.796,0.811,0.801,[0.52640689 0.51574543],[0.52640689 0.52640689],[0.52640689 0.52640689],[0.56707582 0.56383387],0.5,20,9,4,0.5210761592006351,0.5264068897441496,0.5264068897441496,0.5654548422513666
2,0.814,0.754,0.848,0.846,0.836,0.784,0.837,0.799,[0.54318819 0.61804947],[0.58195749 0.54318819],[0.54318819 0.54318819],[0.5633513 0.5965987],0.5,20,9,5,0.580618827912307,0.5625728387775562,0.5431881894062724,0.5799750004089557
3,0.816,0.77,0.848,0.846,0.835,0.801,0.837,0.809,[0.5557586  0.61329761],[0.59782407 0.56369135],[0.51392885 0.51587022],[0.54108425 0.5634073 ],0.5,20,9,6,0.5845281036570074,0.5807577104036653,0.5148995351828625,0.5522457720416717
4,0.822,0.768,0.848,0.846,0.845,0.802,0.833,0.816,[0.56591696 0.61250228],[0.59774078 0.58597234],[0.56591696 0.56591696],[0.57813042 0.61299822],0.5,20,9,7,0.589209619084399,0.591856561301501,0.5659169588399144,0.595564318040094
5,0.826,0.814,0.848,0.846,0.84,0.818,0.847,0.82,[0.59143613 0.61354706],[0.60056647 0.5946319 ],[0.59928963 0.61146889],[0.62329856 0.58970437],0.5,20,9,8,0.6024915936819568,0.5975991872538761,0.6053792587363025,0.6065014671108757
6,0.837,0.814,0.848,0.846,0.842,0.817,0.847,0.816,[0.58195653 0.58195653],[0.62104048 0.59938684],[0.59994666 0.58852621],[0.61771575 0.59589019],0.5,20,9,9,0.58195652843061,0.6102136584640216,0.5942364333446516,0.6068029679804449
7,0.836,0.824,0.848,0.846,0.844,0.82,0.847,0.818,[0.60734715 0.60438187],[0.6215772 0.6025706],[0.60884073 0.59138869],[0.62088366 0.59918846],0.5,20,9,10,0.6058645089827295,0.6120739034517448,0.6001147116584443,0.6100360611531757
8,0.836,0.806,0.848,0.846,0.844,0.813,0.846,0.818,[0.59976687 0.59454263],[0.61418092 0.59394183],[0.59955903 0.59176582],[0.61992457 0.60194262],0.5,20,9,11,0.5971547478158263,0.6040613758811681,0.5956624264542064,0.6109335974431158
9,0.826,0.796,0.848,0.846,0.839,0.809,0.843,0.815,[0.60703858 0.60823073],[0.64155922 0.61165258],[0.60466823 0.59865572],[0.62543208 0.61042465],0.5,20,9,12,0.6076346551195855,0.6266058976532716,0.6016619743040091,0.6179283607400268
10,0.818,0.799,0.848,0.846,0.836,0.814,0.847,0.815,[0.62570134 0.62570134],[0.639835   0.61001745],[0.61651133 0.60916369],[0.63132209 0.61230447],0.5,20,9,13,0.6257013421471533,0.6249262234822353,0.612837511807384,0.6218132823586716
11,0.829,0.8,0.848,0.846,0.848,0.808,0.845,0.815,[0.63266044 0.617501  ],[0.66263973 0.62284329],[0.59932689 0.60443715],[0.62576354 0.62157204],0.5,20,9,14,0.6250807217899923,0.6427415090984806,0.6018820201355051,0.6236677912237254
12,0.835,0.803,0.848,0.846,0.844,0.813,0.849,0.815,[0.63381558 0.62530607],[0.66210006 0.63251999],[0.59537316 0.59718216],[0.62396701 0.62381979],0.5,20,9,15,0.6295608270926496,0.6473100250609426,0.5962776593270801,0.6238934011876822
13,0.83,0.823,0.848,0.846,0.844,0.821,0.849,0.826,[0.63720329 0.63133135],[0.66404377 0.63795041],[0.61897281 0.62843578],[0.65738075 0.63142893],0.5,20,9,16,0.6342673224877649,0.6509970920702126,0.6237042935194506,0.6444048430598193
14,0.825,0.811,0.848,0.846,0.84,0.814,0.844,0.819,[0.63954232 0.63682934],[0.66411016 0.63572338],[0.62707567 0.62376637],[0.66149712 0.63690305],0.5,20,9,17,0.638185829055883,0.6499167733466402,0.6254210213006239,0.6492000857121819
15,0.824,0.81,0.848,0.846,0.84,0.812,0.845,0.819,[0.64104692 0.64188583],[0.66544471 0.64069459],[0.63277688 0.63118525],[0.65951691 0.63873644],0.5,20,9,18,0.6414663737279402,0.653069651084951,0.631981065891351,0.6491266719558944
16,0.823,0.818,0.848,0.846,0.838,0.822,0.847,0.822,[0.64343621 0.64421624],[0.65648475 0.64171763],[0.64421624 0.64265807],[0.66163503 0.6462461 ],0.5,20,9,19,0.643826222255222,0.6491011882506295,0.6434371525255647,0.6539405649347125
17,0.824,0.819,0.848,0.846,0.84,0.822,0.844,0.82,[0.64579347 0.64434129],[0.65798152 0.64777567],[0.64652201 0.64579347],[0.66509806 0.64843558],0.5,20,9,20,0.6450673799628289,0.6528785919144889,0.6461577368556024,0.6567668217539924
