,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.709,0.576,0.513,0.512,0.786,0.678,0.55,0.541,[0.61257411 0.67962276],[0.51357364 0.55910844],[0.5 1. ],[0.5        0.60035346],0.5,20,73,3,0.646098436130083,0.5363410368472303,0.75,0.5501767275566078
1,0.825,0.607,0.513,0.512,0.841,0.841,0.745,0.754,[0.52640689 0.52640689],[0.57996014 0.72246826],[0.52640689 0.632617  ],[0.52640689 0.62463502],0.5,20,73,4,0.5264068897441496,0.6512142009492037,0.5795119469689078,0.5755209528835998
2,0.838,0.783,0.513,0.512,0.841,0.837,0.8,0.818,[0.54318819 0.54318819],[0.57084568 0.64763065],[0.54318819 0.54318819],[0.54984823 0.66455478],0.5,20,73,5,0.5431881894062724,0.6092381616955009,0.5431881894062724,0.6072015042491976
3,0.844,0.783,0.513,0.512,0.842,0.833,0.818,0.839,[0.5557586 0.5557586],[0.58736224 0.62833277],[0.5557586 0.5557586],[0.56074069 0.64940281],0.5,20,73,6,0.5557586019988419,0.6078475076374495,0.5557586019988419,0.6050717468059833
4,0.827,0.788,0.513,0.512,0.825,0.829,0.821,0.824,[0.56591696 0.61250228],[0.61630221 0.63771313],[0.56591696 0.56591696],[0.55684704 0.6048113 ],0.5,20,73,7,0.589209619084399,0.627007673836891,0.5659169588399144,0.5808291743062854
5,0.832,0.832,0.513,0.512,0.829,0.837,0.824,0.815,[0.61648834 0.58243114],[0.605819   0.60800257],[0.57449679 0.57449679],[0.60573142 0.61676598],0.5,20,73,8,0.5994597404361628,0.6069107851226693,0.5744967863088652,0.611248698715387
6,0.829,0.836,0.513,0.512,0.829,0.838,0.824,0.815,[0.60274693 0.60274693],[0.6105112  0.61235773],[0.58195653 0.58195653],[0.60125415 0.61417175],0.5,20,73,9,0.6027469334207941,0.6114344636197826,0.5819565284306101,0.6077129466465971
7,0.836,0.835,0.513,0.512,0.832,0.842,0.839,0.838,[0.58857682 0.6066355 ],[0.61515683 0.6022731 ],[0.58857682 0.59447572],[0.60647315 0.62097128],0.5,20,73,10,0.5976061629116115,0.6087149623154662,0.5915262729361279,0.6137222117757719
8,0.833,0.832,0.513,0.512,0.842,0.842,0.83,0.826,[0.59454263 0.61600536],[0.61934102 0.61643607],[0.59454263 0.6104957 ],[0.61308422 0.62639507],0.5,20,73,11,0.6052739941847889,0.6178885445104532,0.6025191654413165,0.6197396467049687
9,0.84,0.842,0.513,0.512,0.844,0.841,0.833,0.83,[0.59998264 0.61917464],[0.63523823 0.63917122],[0.59998264 0.60466823],[0.62946014 0.64173618],0.5,20,73,12,0.6095786415114415,0.6372047259932132,0.6023254350239415,0.6355981579359056
10,0.84,0.841,0.513,0.512,0.842,0.841,0.839,0.838,[0.58272232 0.59978012],[0.62712823 0.64270309],[0.6049902  0.62233739],[0.63041232 0.65248074],0.5,20,73,13,0.5912512215861374,0.6349156600544286,0.6136637996089391,0.6414465280972217
11,0.843,0.839,0.513,0.512,0.844,0.838,0.831,0.827,[0.5893613  0.60494075],[0.62744867 0.63311531],[0.6096353  0.62493506],[0.62432453 0.64819763],0.5,20,73,14,0.5971510225220065,0.6302819902971488,0.617285182207795,0.6362610802857148
12,0.843,0.837,0.513,0.512,0.844,0.838,0.828,0.821,[0.60267574 0.60970414],[0.63125755 0.63335235],[0.61397181 0.62850278],[0.62932768 0.64720879],0.5,20,73,15,0.6061899427442863,0.6323049504611817,0.6212372978955061,0.638268232862073
13,0.84,0.832,0.513,0.512,0.84,0.835,0.83,0.818,[0.61804216 0.63108444],[0.64595298 0.64866041],[0.61804216 0.63108444],[0.63228149 0.651485  ],0.5,20,73,16,0.6245633017211467,0.6473066966374612,0.6245633017211467,0.6418832451176775
14,0.843,0.833,0.513,0.512,0.843,0.833,0.828,0.814,[0.62188038 0.63402048],[0.64953936 0.64609288],[0.62188038 0.63402048],[0.63350671 0.65116972],0.5,20,73,17,0.6279504275886529,0.6478161217746794,0.6279504275886529,0.642338215777654
