,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.701,0.576,0.5,0.5,0.775,0.646,0.576,0.558,[0.5 0.5],[0.5 0.5],[0.59378119 0.6519565 ],[0.5 0.5],0.5,20,19,3,0.5,0.5,0.6228688475243933,0.5
1,0.833,0.788,0.5,0.5,0.837,0.798,0.599,0.597,[0.58931606 0.52640689],[0.54513478 0.56565616],[0.52640689 0.52640689],[0.58267039 0.56203   ],0.5,20,19,4,0.557861476862686,0.5553954688396611,0.5264068897441496,0.5723501935918397
2,0.806,0.787,0.5,0.5,0.825,0.816,0.71,0.709,[0.54318819 0.59288793],[0.57936766 0.58423859],[0.54318819 0.5879521 ],[0.62275478 0.58892163],0.5,20,19,5,0.5680380579203219,0.5818031260445062,0.565570144683384,0.6058382087963273
3,0.813,0.796,0.5,0.5,0.834,0.822,0.744,0.744,[0.5557586  0.59681268],[0.57855921 0.58177121],[0.5557586  0.60249694],[0.61217429 0.57466624],0.5,20,19,6,0.5762856431499537,0.5801652102640753,0.5791277694397218,0.5934202665769981
4,0.827,0.806,0.5,0.5,0.84,0.835,0.785,0.787,[0.56591696 0.60086067],[0.5888578 0.6016113],[0.56591696 0.64458141],[0.6278379  0.58033629],0.5,20,19,7,0.5833888155606501,0.5952345488165512,0.6052491850247339,0.6040870964963945
5,0.821,0.828,0.5,0.5,0.833,0.822,0.786,0.782,[0.57449679 0.60488924],[0.59735899 0.59812811],[0.57449679 0.57449679],[0.6117128  0.55947871],0.5,20,19,8,0.5896930108317902,0.5977435520850969,0.5744967863088652,0.5855957523109474
6,0.831,0.832,0.5,0.5,0.836,0.824,0.77,0.768,[0.58195653 0.60882649],[0.59004203 0.58583482],[0.55459115 0.58195653],[0.59095151 0.57267353],0.5,20,19,9,0.5953915097880919,0.587938420843251,0.5682738390396325,0.5818125171756106
7,0.834,0.832,0.5,0.5,0.827,0.824,0.796,0.79,[0.58857682 0.6179588 ],[0.59138869 0.59422755],[0.58857682 0.6179588 ],[0.6289305  0.60400985],0.5,20,19,10,0.6032678133420895,0.592808119146456,0.6032678133420895,0.6164701749242156
8,0.831,0.824,0.5,0.5,0.826,0.83,0.795,0.785,[0.59454263 0.62064495],[0.60086019 0.60086019],[0.56789471 0.603301  ],[0.59583085 0.59438319],0.5,20,19,11,0.6075937880367406,0.6008601876341328,0.5855978560692823,0.5951070211634168
9,0.834,0.825,0.5,0.5,0.823,0.828,0.801,0.794,[0.57605472 0.59998264],[0.58531341 0.58185597],[0.57605472 0.60783283],[0.60377844 0.5988019 ],0.5,20,19,12,0.5880186792978843,0.5835846927005426,0.5919437732727426,0.6012901696385997
