,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.836,0.582,0.848,0.845,0.833,0.816,0.832,0.818,[0.5 0.5],[0.5        0.51123019],[0.5 0.5],[0.51123019 0.5       ],0.5,20,26,3,0.5,0.505615094587324,0.5,0.505615094587324
1,0.842,0.6,0.848,0.845,0.853,0.79,0.843,0.807,[0.632617   0.52640689],[0.53539565 0.54336722],[0.50887451 0.52640689],[0.57996014 0.52640689],0.5,20,26,4,0.5795119469689078,0.5393814378824262,0.5176407014924143,0.553183516024429
2,0.836,0.78,0.848,0.845,0.835,0.823,0.83,0.834,[0.54649792 0.54318819],[0.54318819 0.55588493],[0.54984823 0.54318819],[0.56992996 0.55237972],0.5,20,26,5,0.5448430541995929,0.5495365594340019,0.5465182093188885,0.5611548398239832
3,0.839,0.776,0.848,0.845,0.845,0.837,0.844,0.843,[0.60045263 0.5557586 ],[0.5557586  0.57084806],[0.56333597 0.5557586 ],[0.52286608 0.57402182],0.5,20,26,6,0.578105617233414,0.5633033329571842,0.5595472865672637,0.5484439466507209
4,0.838,0.816,0.848,0.845,0.846,0.841,0.844,0.849,[0.56591696 0.56591696],[0.57066592 0.56591696],[0.56591696 0.56591696],[0.59070829 0.59297172],0.5,20,26,7,0.5659169588399144,0.5682914397079357,0.5659169588399144,0.5918400061417465
5,0.826,0.789,0.848,0.845,0.839,0.826,0.842,0.834,[0.57449679 0.57449679],[0.57449679 0.59897602],[0.57449679 0.57449679],[0.59277946 0.58700897],0.5,20,26,8,0.5744967863088652,0.5867364012810634,0.5744967863088652,0.5898942114997865
6,0.822,0.805,0.848,0.845,0.837,0.831,0.846,0.84,[0.58195653 0.58195653],[0.59390639 0.60454672],[0.58195653 0.58195653],[0.60332822 0.60376839],0.5,20,26,9,0.58195652843061,0.5992265530381466,0.58195652843061,0.6035483045498493
7,0.837,0.814,0.848,0.845,0.841,0.84,0.843,0.849,[0.58857682 0.59004055],[0.60225713 0.61414043],[0.58857682 0.58857682],[0.62333411 0.61119971],0.5,20,26,10,0.5893086841330314,0.608198781690187,0.5885768228075086,0.6172669117312233
8,0.824,0.812,0.848,0.845,0.837,0.838,0.843,0.851,[0.59454263 0.62161537],[0.61797536 0.62170756],[0.59454263 0.59454263],[0.66089589 0.62778384],0.5,20,26,11,0.6080789998305071,0.6198414605856537,0.594542628725251,0.6443398671815725
9,0.826,0.82,0.848,0.845,0.837,0.842,0.842,0.853,[0.60348998 0.62416604],[0.61957638 0.61811474],[0.60231632 0.60114722],[0.64876308 0.62609979],0.5,20,26,12,0.6138280104899008,0.6188455573679245,0.6017317694443728,0.6374314355481772
