,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.701,0.577,0.802,0.802,0.781,0.7,0.797,0.762,[0.5 0.5],[0.5 0.5],[0.51680486 0.6519565 ],[0.5 0.5],0.5,20,32,3,0.5,0.5,0.584380684276043,0.5
1,0.837,0.792,0.802,0.802,0.845,0.815,0.842,0.816,[0.58931606 0.52640689],[0.54579318 0.56565616],[0.52640689 0.52640689],[0.57850668 0.5685095 ],0.5,20,32,4,0.557861476862686,0.5557246705719525,0.5264068897441496,0.5735080879315303
2,0.81,0.791,0.802,0.802,0.831,0.824,0.834,0.834,[0.54318819 0.59288793],[0.6000754  0.58161661],[0.54318819 0.54318819],[0.63352969 0.5933245 ],0.5,20,32,5,0.5680380579203219,0.5908460074906948,0.5431881894062724,0.6134270923244184
3,0.817,0.801,0.802,0.802,0.837,0.831,0.839,0.844,[0.5557586  0.59681268],[0.59159198 0.5857604 ],[0.5557586 0.5557586],[0.61217429 0.58154034],0.5,20,32,6,0.5762856431499537,0.5886761856553828,0.5557586019988419,0.5968573177570663
4,0.831,0.81,0.802,0.802,0.843,0.839,0.844,0.851,[0.56591696 0.60086067],[0.5999908  0.60554091],[0.56591696 0.60086067],[0.62440938 0.58836476],0.5,20,32,7,0.5833888155606501,0.6027658518841917,0.5833888155606501,0.6063870718376101
5,0.826,0.832,0.802,0.802,0.837,0.825,0.843,0.824,[0.57449679 0.60488924],[0.59271412 0.6011294 ],[0.57016565 0.57449679],[0.62988096 0.56798537],0.5,20,32,8,0.5896930108317902,0.5969217581217385,0.5723312181042175,0.5989331626315043
6,0.835,0.836,0.802,0.802,0.837,0.833,0.845,0.835,[0.58195653 0.60882649],[0.59269417 0.58844919],[0.55809023 0.58195653],[0.59711186 0.58051788],0.5,20,32,9,0.5953915097880917,0.5905716764578965,0.5700233798647509,0.5888148709875631
7,0.837,0.836,0.802,0.802,0.836,0.83,0.847,0.829,[0.58857682 0.6179588 ],[0.59280472 0.59565723],[0.59422755 0.6179588 ],[0.62972939 0.61233964],0.5,20,32,10,0.6032678133420895,0.5942309730921709,0.6060931768632387,0.6210345183196193
8,0.834,0.828,0.802,0.802,0.834,0.829,0.845,0.833,[0.59454263 0.62064495],[0.60471558 0.60213984],[0.56789471 0.60508373],[0.59689027 0.60095829],0.5,20,32,11,0.6075937880367406,0.6034277130098886,0.5864892214622818,0.598924280967662
9,0.837,0.829,0.802,0.802,0.84,0.831,0.847,0.835,[0.57605472 0.59998264],[0.58769487 0.58303027],[0.57605472 0.60783283],[0.60470806 0.60582816],0.5,20,32,12,0.5880186792978843,0.5853625718215678,0.5919437732727425,0.6052681085293671
10,0.847,0.835,0.802,0.802,0.844,0.835,0.847,0.838,[0.60349392 0.61354121],[0.60379655 0.6038673 ],[0.60052344 0.61644551],[0.61817211 0.62606265],0.5,20,32,13,0.6085175622106697,0.6038319221093569,0.6084844758071726,0.6221173796224273
11,0.822,0.827,0.802,0.802,0.826,0.825,0.837,0.828,[0.60480428 0.63084369],[0.61697274 0.61443914],[0.58980982 0.63745664],[0.64088591 0.63241285],0.5,20,32,14,0.6178239839168262,0.6157059448405031,0.613633230097793,0.6366493761697791
12,0.815,0.815,0.802,0.802,0.822,0.822,0.828,0.821,[0.60639463 0.63152202],[0.61834343 0.61578321],[0.59537316 0.64038059],[0.64347299 0.63699798],0.5,20,32,15,0.6189583241909317,0.6170633230758238,0.6178768755425057,0.6402354866594193
