,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.783,0.567,0.802,0.802,0.821,0.711,0.801,0.733,[0.5        0.42705098],[0.42705098 0.46065534],[0.61257411 0.55433101],[0.61257411 0.4285033 ],0.5,20,1,3,0.4635254915624212,0.4438531601041053,0.583452562916918,0.5205387075484516
1,0.739,0.526,0.802,0.802,0.82,0.74,0.773,0.75,[0.36466994 0.3074555 ],[0.43689293 0.52640689],[0.52640689 0.53814224],[0.53562836 0.52640689],0.5,20,1,4,0.33606271632292806,0.48164990788094253,0.5322745646306362,0.5310176249639529
2,0.745,0.56,0.802,0.802,0.797,0.742,0.772,0.754,[0.4472298 0.3856447],[0.52861343 0.54318819],[0.54318819 0.51413051],[0.64885278 0.53574158],0.5,20,1,5,0.41643725092867356,0.5359008107858774,0.528659349947087,0.5922971797455832
3,0.772,0.732,0.802,0.802,0.794,0.777,0.79,0.776,[0.5557586 0.5557586],[0.68441762 0.57712125],[0.55062691 0.48759487],[0.61671026 0.62013303],0.5,20,1,6,0.555758601998842,0.6307694375573258,0.519110890777776,0.6184216465768294
4,0.772,0.764,0.802,0.802,0.791,0.776,0.79,0.78,[0.56591696 0.56591696],[0.66288376 0.60547558],[0.56591696 0.56591696],[0.65753952 0.65940542],0.5,20,1,7,0.5659169588399144,0.6341796722361286,0.5659169588399144,0.6584724682220884
5,0.777,0.771,0.802,0.802,0.789,0.787,0.792,0.786,[0.57449679 0.5716446 ],[0.58841582 0.57235499],[0.57449679 0.57449679],[0.59056244 0.64110718],0.5,20,1,8,0.573070694317235,0.5803854036419771,0.5744967863088652,0.6158348147542374
6,0.779,0.774,0.802,0.802,0.795,0.789,0.789,0.79,[0.58195653 0.55860775],[0.58363412 0.57982804],[0.58195653 0.58072306],[0.59059843 0.61905343],0.5,20,1,9,0.5702821390275838,0.5817310803035326,0.5813397959564407,0.6048259287069879
7,0.802,0.798,0.802,0.802,0.803,0.809,0.805,0.802,[0.5823158  0.58188386],[0.61769081 0.59705269],[0.58857682 0.58527089],[0.62579329 0.6289463 ],0.5,20,1,10,0.5820998315273613,0.6073717519832642,0.5869238570253072,0.6273697964354198
8,0.801,0.794,0.802,0.802,0.811,0.808,0.802,0.804,[0.58571888 0.57659005],[0.62553387 0.61954747],[0.59454263 0.57975832],[0.63357493 0.62188851],0.5,20,1,11,0.5811544648365204,0.6225406717016464,0.5871504765448287,0.6277317214124383
9,0.818,0.812,0.802,0.802,0.816,0.813,0.818,0.807,[0.59998264 0.64248243],[0.6290436  0.59774579],[0.60173084 0.58918245],[0.64050874 0.62171736],0.5,20,1,12,0.621232533648071,0.613394694056103,0.595456645548246,0.6311130485681319
10,0.814,0.814,0.802,0.802,0.816,0.815,0.818,0.806,[0.6049902  0.61927538],[0.63188996 0.60580465],[0.60654482 0.59593309],[0.64333121 0.62748567],0.5,20,1,13,0.6121327904339458,0.6188473067604474,0.6012389548650496,0.6354084446806887
11,0.814,0.81,0.802,0.802,0.818,0.814,0.815,0.81,[0.6096353  0.62984005],[0.63232793 0.61105098],[0.59323902 0.57965154],[0.62240301 0.61188471],0.5,20,1,14,0.6197376772914553,0.6216894530027499,0.5864452786583582,0.6171438590785631
12,0.819,0.813,0.802,0.802,0.816,0.817,0.819,0.809,[0.61397181 0.63400212],[0.63337411 0.6145646 ],[0.61524557 0.60733517],[0.6447913  0.63868325],0.5,20,1,15,0.623986963653937,0.6239693530466737,0.6112903705333524,0.6417372766547867
13,0.823,0.818,0.802,0.802,0.827,0.823,0.821,0.815,[0.61921056 0.63481189],[0.65042047 0.63215755],[0.59876237 0.5853955 ],[0.62288754 0.61913977],0.5,20,1,16,0.6270112269998531,0.6412890130554707,0.5920789361131586,0.6210136564939519
14,0.822,0.817,0.802,0.802,0.824,0.824,0.827,0.815,[0.63733662 0.63396024],[0.6556305 0.6366829],[0.60424506 0.58914665],[0.63152719 0.62187748],0.5,20,1,17,0.6356484297335188,0.6461567014564903,0.5966958585694411,0.626702335204983
15,0.827,0.828,0.802,0.802,0.828,0.826,0.825,0.817,[0.64089572 0.64161858],[0.66658262 0.63869236],[0.6255142  0.61727634],[0.64695083 0.64113651],0.5,20,1,18,0.6412571460600323,0.6526374908706447,0.6213952690607085,0.644043667117182
16,0.822,0.816,0.802,0.802,0.824,0.822,0.824,0.814,[0.66062257 0.6574063 ],[0.66865639 0.64549318],[0.63294724 0.62011809],[0.63854979 0.63737335],0.5,20,1,19,0.659014437917351,0.6570747827077664,0.6265326673385999,0.6379615733532986
17,0.829,0.812,0.802,0.802,0.831,0.82,0.832,0.814,[0.66481278 0.68272104],[0.67092841 0.64840083],[0.634608   0.61636676],[0.6327617  0.63357876],0.5,20,1,20,0.6737669085651568,0.6596646186846592,0.6254873820630378,0.6331702300362366
18,0.831,0.812,0.802,0.802,0.831,0.823,0.831,0.815,[0.66772569 0.65977237],[0.66862002 0.64615453],[0.65087228 0.6298264 ],[0.66277963 0.65554437],0.5,20,1,21,0.6637490322530022,0.6573872722446068,0.6403493390556645,0.6591619999325802
19,0.835,0.816,0.802,0.802,0.831,0.826,0.83,0.817,[0.68551499 0.68321503],[0.68886514 0.65961539],[0.63618624 0.61645988],[0.64442109 0.63874559],0.5,20,1,22,0.6843650099161906,0.674240265300381,0.626323059521064,0.6415833371946384
20,0.831,0.822,0.802,0.802,0.83,0.825,0.828,0.817,[0.68418635 0.68418635],[0.68691224 0.66045323],[0.62687055 0.60712035],[0.63241467 0.62697795],0.5,20,1,23,0.6841863482107581,0.6736827339615097,0.6169954503837705,0.6296963084358607
21,0.84,0.839,0.802,0.802,0.843,0.837,0.834,0.83,[0.65828752 0.6572523 ],[0.66468946 0.64656151],[0.62507311 0.62904536],[0.65250926 0.65688723],0.5,20,1,24,0.6577699068849887,0.6556254868914844,0.6270592332691876,0.654698242714824
22,0.837,0.831,0.802,0.802,0.842,0.836,0.833,0.825,[0.65620512 0.65145092],[0.68560454 0.65442621],[0.64433596 0.62926448],[0.68430172 0.66334417],0.5,20,1,25,0.6538280208379069,0.6700153726706156,0.6368002211834127,0.6738229455023159
23,0.835,0.829,0.802,0.802,0.841,0.836,0.83,0.824,[0.66759496 0.66585328],[0.69532108 0.66804399],[0.64427323 0.63283268],[0.68465901 0.66234305],0.5,20,1,26,0.6667241207793062,0.6816825370421324,0.6385529534116459,0.6735010293852152
24,0.84,0.837,0.802,0.802,0.84,0.838,0.838,0.83,[0.65185334 0.65768598],[0.67186202 0.65531666],[0.65185334 0.65185334],[0.6962976  0.67294628],0.5,20,1,27,0.6547696610877796,0.6635893422882403,0.6518533381625589,0.6846219397095972
25,0.842,0.836,0.802,0.802,0.84,0.837,0.838,0.83,[0.64214109 0.64533245],[0.66083272 0.64614176],[0.65427451 0.65348554],[0.697496   0.67256204],0.5,20,1,28,0.6437367685016534,0.6534872379304517,0.6538800230795909,0.6850290204727325
26,0.839,0.833,0.802,0.802,0.841,0.837,0.834,0.826,[0.67108409 0.6605958 ],[0.685539  0.6613659],[0.66061691 0.65333664],[0.69556922 0.66943611],0.5,20,1,29,0.6658399455962564,0.6734524528022661,0.6569767736316258,0.6825026682635906
