,Unnamed: 0,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0,0.8490000000000001,0.8340000000000001,0.5,0.5,0.847,0.809,0.495,0.49200000000000005,[0.5 0.5],[0.5 0.5],[0.5        0.58017873],[0.5 0.5],0.5,20,1,3,0.5,0.5,0.540089364147732,0.5
1,1,0.853,0.82,0.5,0.5,0.846,0.807,0.502,0.49200000000000005,[0.52640689 0.52640689],[0.52640689 0.52640689],[0.58931606 0.61733827],[0.52923165 0.52640689],0.5,20,1,4,0.5264068897441496,0.5264068897441496,0.6033271653971719,0.5278192696233527
2,2,0.8440000000000001,0.81,0.5,0.5,0.8440000000000001,0.835,0.48700000000000004,0.484,[0.54318819 0.54318819],[0.54318819 0.55323987],[0.54318819 0.54318819],[0.54041408 0.55237972],0.5,20,1,5,0.5431881894062724,0.5482140302360516,0.5431881894062724,0.5463969009419777
3,3,0.8270000000000001,0.7929999999999999,0.5,0.5,0.843,0.8170000000000001,0.53,0.679,[0.5557586 0.5557586],[0.56369135 0.55837793],[0.5557586 0.5557586],[0.56787077 0.56075062],0.5,20,1,6,0.5557586019988419,0.5610346386136531,0.5557586019988419,0.5643106945431713
4,4,0.815,0.7859999999999999,0.5,0.5,0.828,0.8140000000000001,0.617,0.7759999999999999,[0.56591696 0.56591696],[0.58104627 0.56591696],[0.56591696 0.56591696],[0.57763514 0.56640887],0.5,20,1,7,0.5659169588399143,0.5734816140844174,0.5659169588399143,0.5720220051041774
5,5,0.8320000000000001,0.812,0.5,0.5,0.8390000000000001,0.815,0.45899999999999996,0.446,[0.57449679 0.57449679],[0.62166096 0.613516  ],[0.57449679 0.57449679],[0.61492772 0.58623156],0.5,20,1,8,0.5744967863088652,0.6175884772569196,0.5744967863088652,0.6005796436793038
6,6,0.841,0.813,0.5,0.5,0.8440000000000001,0.812,0.509,0.608,[0.54559074 0.54559074],[0.59340455 0.58684635],[0.58195653 0.58195653],[0.61005869 0.60071612],0.5,20,1,9,0.5455907442356063,0.5901254459210077,0.5819565284306101,0.6053874075922563
7,7,0.838,0.823,0.5,0.5,0.8370000000000001,0.8220000000000001,0.502,0.578,[0.58857682 0.58857682],[0.6201185  0.62337709],[0.58857682 0.58857682],[0.61579093 0.59936051],0.5,20,1,10,0.5885768228075087,0.6217477964829974,0.5885768228075087,0.6075757215756974
8,8,0.825,0.815,0.5,0.5,0.8290000000000001,0.818,0.517,0.583,[0.59454263 0.59454263],[0.63426541 0.62384829],[0.59454263 0.59454263],[0.62334736 0.60374042],0.5,20,1,11,0.594542628725251,0.6290568508164119,0.594542628725251,0.6135438886586557
9,9,0.825,0.815,0.5,0.5,0.8270000000000001,0.82,0.645,0.784,[0.59998264 0.59998264],[0.63575071 0.62607533],[0.59998264 0.59998264],[0.62310301 0.61061658],0.5,20,1,12,0.599982639915076,0.6309130192316402,0.599982639915076,0.6168597965837073
10,10,0.825,0.8190000000000001,0.5,0.5,0.828,0.82,0.716,0.782,[0.6049902 0.6049902],[0.62233508 0.62009827],[0.6049902 0.6049902],[0.6158895  0.61139904],0.5,20,1,13,0.6049902042564327,0.6212166777265724,0.6049902042564327,0.6136442724381177
11,11,0.825,0.8190000000000001,0.5,0.5,0.8270000000000001,0.821,0.669,0.769,[0.6096353 0.6096353],[0.62862271 0.62626633],[0.6096353 0.6096353],[0.62253457 0.61736909],0.5,20,1,14,0.6096353004590461,0.6274445194724407,0.6096353004590461,0.6199518302524931
12,12,0.83,0.8220000000000001,0.5,0.5,0.8290000000000001,0.8220000000000001,0.57,0.664,[0.61397181 0.61397181],[0.64376692 0.64242582],[0.61397181 0.61397181],[0.63779754 0.60573561],0.5,20,1,15,0.6139718122634479,0.643096368022043,0.613971812263448,0.62176657521525
13,13,0.8270000000000001,0.82,0.5,0.5,0.828,0.82,0.725,0.775,[0.61804216 0.61804216],[0.63981115 0.62742891],[0.63720329 0.63720329],[0.65163694 0.62989918],0.5,20,1,16,0.6180421616315194,0.6336200332501913,0.6372032927794984,0.6407680586074904
14,14,0.8340000000000001,0.8140000000000001,0.5,0.5,0.83,0.82,0.593,0.696,[0.62188038 0.62188038],[0.63752298 0.63277653],[0.64011119 0.62188038],[0.65367583 0.62866487],0.5,20,1,17,0.6218803775211222,0.6351497549579173,0.6309957813052177,0.6411703507578833
15,15,0.833,0.8140000000000001,0.5,0.5,0.83,0.818,0.589,0.742,[0.6255142 0.6255142],[0.65049723 0.63470088],[0.64235093 0.64235093],[0.66155506 0.63710171],0.5,20,1,18,0.6255141962224252,0.6425990534499653,0.6423509268233912,0.6493283872247408
16,16,0.833,0.8109999999999999,0.5,0.5,0.835,0.812,0.769,0.755,[0.62896654 0.6446013 ],[0.64155347 0.62973024],[0.6446013 0.6446013],[0.66090321 0.63738952],0.5,20,1,19,0.6367839186570246,0.6356418544924487,0.6446012977784056,0.6491463643596769
17,17,0.8320000000000001,0.821,0.5,0.5,0.8320000000000001,0.816,0.763,0.757,[0.63225658 0.64684435],[0.64633853 0.63512126],[0.63225658 0.63225658],[0.65973106 0.6421622 ],0.5,20,1,20,0.6395504634394517,0.6407298955825071,0.6322565803874981,0.6509466305746288
