,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.828,0.709,0.627,0.619,0.808,0.794,0.753,0.772,[0.5 0.5],[0.50743116 0.5       ],[0.5 0.5],[0.5 0.5],0.5,20,29,3,0.5,0.5037155786243197,0.5,0.5
1,0.807,0.719,0.627,0.619,0.789,0.79,0.731,0.764,[0.52640689 0.52640689],[0.53208689 0.52640689],[0.52640689 0.52640689],[0.52923165 0.52640689],0.5,20,29,4,0.5264068897441496,0.5292468892657863,0.5264068897441496,0.5278192696233527
2,0.753,0.703,0.627,0.619,0.768,0.769,0.718,0.723,[0.59288793 0.5875124 ],[0.59018792 0.55720065],[0.59288793 0.59288793],[0.59018792 0.56203352],0.5,20,29,5,0.590200164396514,0.5736942863443777,0.5928879264343713,0.5761107206842951
3,0.703,0.702,0.627,0.62,0.75,0.755,0.709,0.72,[0.5557586 0.5557586],[0.55350605 0.54905529],[0.5557586 0.5557586],[0.55326278 0.54260702],0.5,20,29,6,0.5557586019988419,0.5512806685951809,0.5557586019988419,0.5479348993190829
4,0.747,0.709,0.627,0.62,0.776,0.767,0.735,0.744,[0.56591696 0.56591696],[0.5724601 0.5584171],[0.53366361 0.56591696],[0.564975   0.55344299],0.5,20,29,7,0.5659169588399143,0.5654385980560774,0.5497902868870653,0.5592089937302872
5,0.822,0.735,0.627,0.62,0.818,0.783,0.783,0.77,[0.5344944  0.56602436],[0.53789058 0.54013588],[0.5425137  0.57161871],[0.57102182 0.55941244],0.5,20,29,8,0.550259382143327,0.5390132298991229,0.557066207417352,0.5652171335415449
6,0.753,0.699,0.627,0.62,0.777,0.753,0.736,0.742,[0.61551463 0.58195653],[0.59913211 0.58195653],[0.57902223 0.58195653],[0.5860375  0.57975338],0.5,20,29,9,0.5987355794794107,0.5905443201006351,0.5804893779669567,0.5828954403552435
7,0.727,0.685,0.627,0.62,0.764,0.746,0.73,0.734,[0.6241035  0.58857682],[0.59597379 0.58857682],[0.56499959 0.58857682],[0.57912107 0.58217908],0.5,20,29,10,0.6063401598448528,0.5922753081479941,0.5767882063972072,0.5806500790184081
8,0.754,0.709,0.627,0.62,0.775,0.753,0.763,0.757,[0.59858794 0.59454263],[0.60264549 0.60200515],[0.60283055 0.59298609],[0.58714012 0.58759805],0.5,20,29,11,0.5965652861620017,0.602325316054738,0.5979083169338502,0.5873690851255706
9,0.803,0.726,0.627,0.62,0.804,0.764,0.802,0.778,[0.59487853 0.60739103],[0.59698076 0.61224132],[0.60335838 0.6100354 ],[0.60892048 0.6241053 ],0.5,20,29,12,0.6011347801258744,0.6046110393930573,0.6066968930997915,0.6165128921050469
10,0.842,0.788,0.627,0.62,0.832,0.808,0.812,0.801,[0.65688544 0.64054835],[0.65956293 0.65533951],[0.59424757 0.63207231],[0.62396404 0.62267634],0.5,20,29,13,0.6487168967299802,0.6574512194589293,0.61315993708201,0.6233201889837023
11,0.839,0.793,0.627,0.62,0.826,0.81,0.811,0.803,[0.65621007 0.65123478],[0.65716621 0.65600806],[0.5929755  0.63380665],[0.63172641 0.62015725],0.5,20,29,14,0.6537224288139076,0.6565871334376114,0.6133910714450557,0.6259418312843552
12,0.824,0.809,0.627,0.62,0.821,0.809,0.81,0.804,[0.57846198 0.61166838],[0.62026056 0.62155082],[0.61397181 0.65197594],[0.61669768 0.61277701],0.5,20,29,15,0.5950651789817918,0.62090568898675,0.6329738746491762,0.6147373482671523
13,0.828,0.814,0.627,0.62,0.823,0.813,0.815,0.812,[0.60231435 0.633737  ],[0.64397509 0.64275918],[0.59483251 0.62262144],[0.59854346 0.59930476],0.5,20,29,16,0.618025672240255,0.6433671371438051,0.6087269741432246,0.5989241108887227
