,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.718,0.681,0.5,0.5,0.775,0.77,0.5,0.5,[0.5 0.5],[0.44473537 0.5       ],[0.5 0.5],[0.484935 0.484935],0.5,20,67,3,0.5,0.4723676865226383,0.5,0.4849350009308766
1,0.736,0.653,0.5,0.5,0.77,0.763,0.5,0.5,[0.52640689 0.52640689],[0.52640689 0.52640689],[0.52640689 0.52640689],[0.51228693 0.50550725],0.5,20,67,4,0.5264068897441496,0.5264068897441496,0.5264068897441496,0.5088970934731631
2,0.769,0.653,0.5,0.5,0.784,0.756,0.5,0.5,[0.54318819 0.54318819],[0.54318819 0.54318819],[0.59288793 0.59288793],[0.5719552  0.59018792],0.5,20,67,5,0.5431881894062724,0.5431881894062724,0.5928879264343713,0.58107156268168
3,0.666,0.612,0.5,0.5,0.747,0.681,0.5,0.5,[0.5557586  0.61329761],[0.58025619 0.58025619],[0.5557586  0.84601062],[0.5557586  0.56910687],0.5,20,67,6,0.5845281036570074,0.5802561920790105,0.7008846089147243,0.562432735765542
4,0.768,0.618,0.5,0.5,0.808,0.724,0.5,0.5,[0.56591696 0.56591696],[0.54085899 0.54896139],[0.56591696 0.78119827],[0.58828881 0.63820396],0.5,20,67,7,0.5659169588399144,0.5449101890034274,0.6735576144051201,0.6132463873711748
5,0.813,0.708,0.5,0.5,0.846,0.817,0.501,0.501,[0.57449679 0.47371348],[0.54814246 0.57449679],[0.57449679 0.62977221],[0.60283791 0.61905051],0.5,20,67,8,0.5241051340839139,0.561319621529146,0.6021344998719227,0.610944207524598
6,0.83,0.801,0.5,0.5,0.848,0.847,0.502,0.501,[0.58195653 0.49858453],[0.54961776 0.57944365],[0.49858453 0.49858453],[0.55513136 0.58219156],0.5,20,67,9,0.5402705272078867,0.5645307054704003,0.49858452598516345,0.5686614582618966
7,0.843,0.807,0.5,0.5,0.845,0.85,0.503,0.503,[0.58857682 0.55714396],[0.60195281 0.62249546],[0.55714396 0.55714396],[0.60093669 0.63026277],0.5,20,67,10,0.572860392521344,0.6122241349632891,0.5571439622351794,0.6155997340030205
8,0.847,0.808,0.5,0.5,0.846,0.851,0.517,0.515,[0.56510433 0.53699988],[0.61188198 0.65905733],[0.59454263 0.65341653],[0.64218063 0.70949727],0.5,20,67,11,0.5510521024193696,0.6354696529622209,0.6239795784913313,0.6758389506481699
9,0.844,0.843,0.5,0.5,0.843,0.848,0.525,0.524,[0.59998264 0.59998264],[0.63104979 0.65722014],[0.59998264 0.59998264],[0.63919741 0.67152956],0.5,20,67,12,0.599982639915076,0.644134963544724,0.599982639915076,0.655363484371115
10,0.843,0.84,0.5,0.5,0.842,0.845,0.544,0.54,[0.6049902  0.57883038],[0.62801589 0.65027895],[0.57883038 0.6049902 ],[0.63261014 0.65263345],0.5,20,67,13,0.5919102907073212,0.6391474199934553,0.5919102907073212,0.6426217972531234
11,0.842,0.841,0.5,0.5,0.843,0.845,0.538,0.558,[0.6096353  0.58611109],[0.6469386  0.66618434],[0.58611109 0.6096353 ],[0.641029   0.66036789],0.5,20,67,14,0.5978731964955124,0.6565614711631732,0.5978731964955124,0.6506984429828226
12,0.843,0.838,0.5,0.5,0.842,0.843,0.537,0.558,[0.61397181 0.59261833],[0.65250994 0.6623471 ],[0.61397181 0.63489559],[0.66394773 0.67791738],0.5,20,67,15,0.6032950733691321,0.6574285219083085,0.6244336995280722,0.6709325555708159
13,0.843,0.837,0.5,0.5,0.841,0.845,0.519,0.538,[0.55596437 0.55596437],[0.61721233 0.63021491],[0.61804216 0.63720329],[0.66688177 0.68363069],0.5,20,67,16,0.5559643719591786,0.6237136238138452,0.6276227272055088,0.6752562298904334
