,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.542,0.548,0.5,0.5,0.601,0.501,0.5,0.5,[1. 1.],[0.51508654 0.5       ],[0.64160292 1.        ],[0.5 0.5],0.5,20,69,3,1.0,0.507543267665014,0.8208014617584889,0.5
1,0.668,0.568,0.5,0.5,0.698,0.621,0.5,0.5,[1. 1.],[0.52640689 0.57464553],[0.7462443 1.       ],[0.52640689 0.6571439 ],0.5,20,69,4,1.0,0.550526209586981,0.8731221475081383,0.5917753951425782
2,0.835,0.599,0.5,0.5,0.817,0.543,0.5,0.71,[1. 1.],[0.51219209 0.57687559],[0.72889458 1.        ],[0.54318819 0.64117006],0.5,20,69,5,1.0,0.5445338390668947,0.8644472883875676,0.5921791257091484
3,0.841,0.781,0.5,0.5,0.836,0.836,0.5,0.724,[1. 1.],[0.5929299  0.66155981],[1. 1.],[0.56102206 0.66901464],0.5,20,69,6,1.0,0.6272448547559732,1.0,0.6150183511127237
4,0.845,0.776,0.5,0.5,0.843,0.835,0.5,0.714,[1. 1.],[0.59726178 0.6475129 ],[1. 1.],[0.56591696 0.68282836],0.5,20,69,7,1.0,0.6223873416680207,1.0,0.6243726607917859
5,0.832,0.779,0.5,0.5,0.847,0.834,0.5,0.643,[1. 1.],[0.62597329 0.67719961],[1. 1.],[0.56073322 0.6494718 ],0.5,20,69,8,1.0,0.6515864515225371,1.0,0.6051025115090698
6,0.844,0.839,0.5,0.5,0.846,0.837,0.5,0.631,[1. 1.],[0.57458963 0.62213996],[1. 1.],[0.60611122 0.65188689],0.5,20,69,9,1.0,0.5983647926038608,1.0,0.6289990540118914
7,0.844,0.845,0.5,0.5,0.849,0.839,0.5,0.649,[1. 1.],[0.58980413 0.60528637],[1. 1.],[0.60041027 0.64436188],0.5,20,69,10,1.0,0.5975452531068831,1.0,0.6223860765999155
8,0.843,0.845,0.5,0.5,0.843,0.845,0.5,0.5,[1. 1.],[0.61011894 0.61821722],[1. 1.],[0.60360176 0.65885216],0.5,20,69,11,1.0,0.6141680837966952,1.0,0.631226959842044
9,0.845,0.845,0.5,0.5,0.842,0.842,0.5,0.5,[1. 1.],[0.61651918 0.62220255],[1. 1.],[0.60930218 0.65263804],0.5,20,69,12,1.0,0.6193608621068054,1.0,0.6309701079090778
10,0.837,0.844,0.5,0.5,0.836,0.838,0.5,0.5,[1. 1.],[0.6273747  0.63509443],[1. 1.],[0.62482212 0.66481779],0.5,20,69,13,1.0,0.6312345626954072,1.0,0.6448199560789358
