,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.81,0.531,0.5,0.5,0.844,0.613,0.793,0.759,[0.5 0.5],[0.51357364 0.55411888],[1.         0.63500946],[0.58080393 0.50368817],0.5,20,36,3,0.5,0.5338462557061534,0.8175047300529776,0.5422460494397966
1,0.839,0.564,0.5,0.5,0.848,0.595,0.808,0.728,[0.462648   0.52640689],[0.54946951 0.5502165 ],[1.         0.67636682],[0.54683802 0.52640689],0.5,20,36,4,0.49452744339109145,0.549843001818022,0.8381834124836963,0.5366224563111841
2,0.834,0.608,0.5,0.5,0.845,0.785,0.805,0.742,[0.54318819 0.54318819],[0.54565859 0.56015025],[0.70398179 0.65763157],[0.56944208 0.54318819],0.5,20,36,5,0.5431881894062726,0.5529044192627557,0.6808066770043677,0.5563151365958441
3,0.841,0.576,0.5,0.5,0.849,0.769,0.798,0.739,[0.62188635 0.54117514],[0.60743114 0.59611369],[0.7781085 0.6794074],[0.57211263 0.52988169],0.5,20,36,6,0.5815307487990549,0.6017724111174847,0.7287579478319383,0.55099716040152
4,0.85,0.661,0.5,0.5,0.847,0.768,0.801,0.711,[0.61728622 0.57462328],[0.59852214 0.57319198],[0.60234936 0.65600403],[0.5815832 0.5709861],0.5,20,36,7,0.5959547502386866,0.585857060361662,0.629176698761793,0.5762846483072168
5,0.854,0.791,0.5,0.5,0.846,0.822,0.82,0.793,[0.52335932 0.57449679],[0.55333008 0.54268152],[0.57449679 0.62123352],[0.59783596 0.62320076],0.5,20,36,8,0.5489280550130503,0.5480058026876388,0.5978651553700606,0.6105183603721642
6,0.831,0.832,0.5,0.5,0.832,0.838,0.837,0.837,[0.58195653 0.58195653],[0.58405419 0.58405419],[0.5355095  0.58195653],[0.5261143  0.54620284],0.5,20,36,9,0.58195652843061,0.5840541888285281,0.5587330122787484,0.5361585715209879
7,0.84,0.836,0.5,0.5,0.837,0.839,0.841,0.841,[0.58857682 0.59996095],[0.62453239 0.62321982],[0.58857682 0.58857682],[0.58696014 0.60016853],0.5,20,36,10,0.5942688854125744,0.6238761004265119,0.5885768228075087,0.5935643352944995
8,0.841,0.829,0.5,0.5,0.841,0.839,0.829,0.821,[0.56275108 0.59454263],[0.59591808 0.59747965],[0.5497593  0.59454263],[0.55060354 0.57663931],0.5,20,36,11,0.5786468521926087,0.5966988685013228,0.5721509623020733,0.5636214249115152
9,0.842,0.843,0.5,0.5,0.848,0.846,0.824,0.826,[0.59998264 0.59998264],[0.6194837  0.62250195],[0.57055733 0.59998264],[0.59042127 0.60346948],0.5,20,36,12,0.599982639915076,0.6209928239562987,0.5852699851170785,0.596945377744377
10,0.846,0.837,0.5,0.5,0.845,0.846,0.819,0.818,[0.6049902  0.65688544],[0.62259899 0.62770229],[0.57883038 0.61375598],[0.59889859 0.60559765],0.5,20,36,13,0.6309378226454256,0.625150639521346,0.596293176166534,0.6022481226125429
11,0.84,0.845,0.5,0.5,0.848,0.848,0.816,0.818,[0.6096353  0.64032024],[0.62312929 0.62774149],[0.58611109 0.58611109],[0.6032429 0.6115718],0.5,20,36,14,0.6249777695331197,0.6254353916510502,0.5861110925319789,0.6074073492246419
12,0.844,0.842,0.5,0.5,0.848,0.844,0.82,0.821,[0.61397181 0.64183841],[0.62731103 0.63151312],[0.59261833 0.5988912 ],[0.60809216 0.61467192],0.5,20,36,15,0.6279051101420677,0.6294120748376713,0.5957547677638968,0.6113820383855418
13,0.842,0.835,0.5,0.5,0.842,0.841,0.817,0.816,[0.61804216 0.65662739],[0.6407208  0.64363854],[0.59850668 0.60428457],[0.61952194 0.62659658],0.5,20,36,16,0.6373347753338092,0.6421796685655282,0.6013956252222419,0.6230592598930222
14,0.841,0.834,0.5,0.5,0.843,0.843,0.822,0.816,[0.62188038 0.65739071],[0.64371032 0.64728878],[0.60388903 0.60924282],[0.62132063 0.63044161],0.5,20,36,17,0.6396355437404895,0.6454995508814201,0.6065659275556106,0.625881123711419
15,0.837,0.837,0.5,0.5,0.842,0.842,0.821,0.824,[0.6255142  0.64188583],[0.64997774 0.65591753],[0.6088502  0.63053278],[0.63614619 0.63285462],0.5,20,36,18,0.6337000121121124,0.6529476369118695,0.6196914928986532,0.6345004034586347
16,0.829,0.828,0.5,0.5,0.831,0.839,0.824,0.824,[0.62896654 0.64421624],[0.65012713 0.65326141],[0.62896654 0.6437897 ],[0.64597719 0.65341605],0.5,20,36,19,0.6365913874224757,0.6516942715369409,0.636378117679588,0.6496966241960775
17,0.841,0.837,0.5,0.5,0.843,0.837,0.826,0.822,[0.63225658 0.64244595],[0.65461145 0.65929075],[0.61623493 0.62228933],[0.63113618 0.63897542],0.5,20,36,20,0.6373512675369017,0.6569511031095459,0.6192621312270109,0.6350557986756468
18,0.843,0.832,0.5,0.5,0.842,0.836,0.823,0.822,[0.63540053 0.65459889],[0.65489885 0.65998854],[0.62534707 0.63054954],[0.63290419 0.64395842],0.5,20,36,21,0.6449997081859914,0.657443694985518,0.6279483076856289,0.6384313015855654
19,0.842,0.836,0.5,0.5,0.846,0.837,0.832,0.826,[0.63841221 0.68003141],[0.65886176 0.66307112],[0.62438574 0.64274173],[0.63953127 0.64925357],0.5,20,36,22,0.6592218111549221,0.6609664423321988,0.6335637332551919,0.6443924215192725
