,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.783,0.724,0.513,0.512,0.81,0.791,0.765,0.788,[0.5 0.5],[0.51508654 0.48628366],[0.5 0.5],[0.4948754  0.49627999],0.5,20,6,3,0.5,0.5006850951820434,0.5,0.49557769316222566
1,0.761,0.723,0.513,0.512,0.807,0.797,0.668,0.651,[0.52640689 0.52640689],[0.52719972 0.51574543],[0.52640689 0.52640689],[0.52640689 0.49000296],0.5,20,6,4,0.5264068897441496,0.5214725752493767,0.5264068897441496,0.5082049270063704
2,0.809,0.736,0.513,0.512,0.817,0.788,0.804,0.773,[0.54318819 0.54318819],[0.60714038 0.55534957],[0.54318819 0.54318819],[0.49062298 0.53824522],0.5,20,6,5,0.5431881894062726,0.5812449772116504,0.5431881894062726,0.514434100697596
3,0.819,0.713,0.513,0.512,0.82,0.789,0.831,0.784,[0.62188635 0.5557586 ],[0.5979339 0.5836883],[0.49668428 0.5557586 ],[0.50747264 0.5587292 ],0.5,20,6,6,0.5888224776216764,0.5908111007589366,0.5262214424556272,0.533100918794398
4,0.82,0.81,0.513,0.512,0.82,0.813,0.836,0.812,[0.56591696 0.56591696],[0.62076244 0.5953997 ],[0.56591696 0.56591696],[0.62359333 0.56970399],0.5,20,6,7,0.5659169588399144,0.6080810708133455,0.5659169588399144,0.5966486633907343
5,0.809,0.799,0.513,0.512,0.814,0.805,0.824,0.809,[0.57449679 0.57449679],[0.60411368 0.58042708],[0.57449679 0.57449679],[0.61708544 0.58262983],0.5,20,6,8,0.5744967863088652,0.5922703771776445,0.5744967863088652,0.5998576358000347
6,0.809,0.804,0.513,0.512,0.822,0.812,0.835,0.812,[0.58195653 0.58195653],[0.60711048 0.58872545],[0.58195653 0.58195653],[0.61549054 0.58888062],0.5,20,6,9,0.5819565284306101,0.5979179669743518,0.5819565284306101,0.602185578972841
7,0.809,0.803,0.513,0.512,0.818,0.814,0.839,0.822,[0.58857682 0.58857682],[0.60393424 0.59151157],[0.58857682 0.58857682],[0.62128329 0.5946002 ],0.5,20,6,10,0.5885768228075087,0.5977229032218139,0.5885768228075087,0.6079417440230734
8,0.81,0.805,0.513,0.512,0.819,0.814,0.837,0.816,[0.59454263 0.59454263],[0.60944946 0.59845222],[0.59454263 0.59454263],[0.6233821  0.59714332],0.5,20,6,11,0.594542628725251,0.6039508391574444,0.594542628725251,0.6102627092661586
9,0.818,0.808,0.513,0.512,0.819,0.815,0.816,0.818,[0.59998264 0.59998264],[0.62221994 0.61106374],[0.62870381 0.59998264],[0.66357807 0.60361835],0.5,20,6,12,0.599982639915076,0.6166418441207113,0.6143432237495083,0.6335982075039663
10,0.813,0.808,0.513,0.512,0.821,0.815,0.811,0.818,[0.6049902 0.6049902],[0.62093496 0.60608976],[0.63056224 0.60993733],[0.65012304 0.61206423],0.5,20,6,13,0.6049902042564327,0.6135123611348953,0.6202497830787059,0.6310936324611047
11,0.817,0.811,0.513,0.512,0.823,0.811,0.801,0.802,[0.6096353 0.6096353],[0.62538806 0.61196301],[0.63380665 0.6096353 ],[0.66049699 0.61369379],0.5,20,6,14,0.609635300459046,0.6186755343691044,0.6217209728544619,0.6370953890405853
