,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.772,0.511,0.5,0.5,0.792,0.5,0.523,0.533,[0.5 0.5],[0.5 0.5],[0.56425696 1.        ],[0.5       0.5571109],0.5,20,70,3,0.5,0.49999999999999994,0.7821284812182052,0.5285554509236736
1,0.659,0.541,0.5,0.5,0.741,0.639,0.522,0.524,[0.52640689 0.632617  ],[0.55927048 0.55927048],[0.52640689 1.        ],[0.52640689 0.60327734],0.5,20,70,4,0.5795119469689078,0.5592704759298543,0.7632034448720748,0.5648421141016604
2,0.778,0.557,0.5,0.5,0.825,0.638,0.571,0.559,[0.54318819 0.4472298 ],[0.49535983 0.52625119],[0.54318819 1.        ],[0.56203352 0.69569048],0.5,20,70,5,0.4952089967562934,0.5108055082115293,0.7715940947031362,0.6288619991024371
3,0.825,0.678,0.5,0.5,0.839,0.821,0.626,0.626,[0.38481005 0.38481005],[0.49504658 0.5557586 ],[0.5557586 0.5557586],[0.57783513 0.62689364],0.5,20,70,6,0.38481004821494263,0.5254025918261236,0.5557586019988419,0.6023643816886257
4,0.844,0.799,0.5,0.5,0.846,0.85,0.676,0.672,[0.52956895 0.5130914 ],[0.57740475 0.63320581],[0.56591696 0.58206298],[0.63157022 0.69013354],0.5,20,70,7,0.5213301790533973,0.6053052822424932,0.5739899682523422,0.6608518823173339
5,0.844,0.802,0.5,0.5,0.847,0.849,0.706,0.693,[0.53140227 0.53140227],[0.58595604 0.62377058],[0.57449679 0.57449679],[0.62097169 0.66568529],0.5,20,70,8,0.5314022702836151,0.6048633084496855,0.5744967863088652,0.6433284908792551
6,0.852,0.79,0.5,0.5,0.847,0.841,0.763,0.752,[0.58195653 0.58195653],[0.66367217 0.71538569],[0.58195653 0.6174526 ],[0.63325799 0.69928449],0.5,20,70,9,0.5819565284306101,0.6895289305024248,0.5997045651600998,0.6662712392666457
7,0.841,0.842,0.5,0.5,0.842,0.844,0.787,0.773,[0.58857682 0.58857682],[0.62633068 0.65316533],[0.58857682 0.61333188],[0.6638741 0.6794577],0.5,20,70,10,0.5885768228075086,0.6397480051458215,0.6009543533582693,0.6716659008402399
8,0.839,0.844,0.5,0.5,0.841,0.843,0.809,0.803,[0.59454263 0.58291365],[0.63189303 0.64864134],[0.59454263 0.58291365],[0.61913058 0.65004155],0.5,20,70,11,0.5887281403136939,0.6402671857345418,0.5887281403136939,0.6345860645746126
9,0.839,0.838,0.5,0.5,0.842,0.845,0.822,0.818,[0.59998264 0.58984267],[0.64816509 0.65877869],[0.59998264 0.57055733],[0.6258971  0.63683899],0.5,20,70,12,0.5949126547608535,0.6534718920286444,0.5852699851170785,0.6313680479887671
10,0.838,0.839,0.5,0.5,0.84,0.843,0.819,0.813,[0.6049902  0.57883038],[0.64721832 0.65808069],[0.6049902  0.57883038],[0.62682286 0.63758936],0.5,20,70,13,0.5919102907073213,0.6526495020717838,0.5919102907073213,0.632206109627345
