,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.677,0.609,0.848,0.846,0.731,0.734,0.738,0.745,[0.50669593 0.5       ],[0.48985478 0.50669593],[0.5        0.57724986],[0.5571109  0.59227036],0.5,20,45,3,0.5033479647204505,0.4982753524311317,0.538624929320003,0.5746906305902626
1,0.742,0.737,0.848,0.846,0.8,0.769,0.795,0.775,[0.52640689 0.44532786],[0.54016761 0.52640689],[0.52640689 0.52640689],[0.54015814 0.58166651],0.5,20,45,4,0.4858673749284058,0.5332872520362606,0.5264068897441496,0.5609123225318585
2,0.804,0.732,0.848,0.845,0.829,0.795,0.837,0.81,[0.70821748 0.54318819],[0.58401441 0.55614758],[0.63604485 0.63604485],[0.63599605 0.63599348],0.5,20,45,5,0.6257028353969507,0.5700809946646372,0.6360448493510449,0.6359947667418414
3,0.82,0.776,0.848,0.845,0.838,0.818,0.842,0.82,[0.51945012 0.5557586 ],[0.63835494 0.57320972],[0.49060349 0.5557586 ],[0.59579631 0.55310122],0.5,20,45,6,0.5376043610347843,0.6057823296233047,0.5231810473971961,0.5744487625799581
4,0.825,0.798,0.848,0.845,0.828,0.82,0.84,0.83,[0.55731024 0.56591696],[0.63802177 0.55780619],[0.56591696 0.56869914],[0.60036721 0.59916048],0.5,20,45,7,0.5616135995153937,0.5979139799696666,0.5673080504460576,0.5997638428127114
5,0.82,0.803,0.848,0.845,0.834,0.826,0.845,0.826,[0.53140227 0.57449679],[0.62733081 0.59185302],[0.56308091 0.57449679],[0.61577405 0.60074778],0.5,20,45,8,0.5529495282962402,0.6095919131905707,0.5687888460913855,0.6082609133598433
6,0.818,0.795,0.848,0.845,0.834,0.826,0.847,0.835,[0.50663949 0.57181432],[0.59068232 0.56276129],[0.55601415 0.58195653],[0.62131108 0.59728291],0.5,20,45,9,0.5392269071839717,0.5767218040258362,0.5689853375897029,0.6092969958048157
7,0.815,0.775,0.848,0.845,0.824,0.82,0.835,0.836,[0.59143625 0.59429273],[0.62189426 0.5851028 ],[0.59351034 0.58857682],[0.62003822 0.59275875],0.5,20,45,10,0.5928644917571511,0.6034985293169889,0.5910435812242498,0.6063984838730969
8,0.827,0.815,0.848,0.845,0.832,0.834,0.845,0.846,[0.57969642 0.56510433],[0.6193031  0.59715319],[0.57969642 0.62985531],[0.62277832 0.61821449],0.5,20,45,11,0.5724003714443312,0.6082281439564882,0.6047758622622974,0.6204964038264145
9,0.834,0.827,0.848,0.845,0.832,0.836,0.844,0.845,[0.59998264 0.59998264],[0.64342557 0.62915403],[0.57400508 0.57400508],[0.62087038 0.61924159],0.5,20,45,12,0.599982639915076,0.6362897974720491,0.5740050843950852,0.6200559856659739
10,0.814,0.815,0.848,0.846,0.82,0.823,0.826,0.822,[0.60621945 0.61751159],[0.64624543 0.64132107],[0.62136971 0.61623618],[0.66208856 0.65413607],0.5,20,45,13,0.6118655189884632,0.6437832496144905,0.6188029438014413,0.6581123170427461
11,0.822,0.819,0.848,0.846,0.826,0.827,0.833,0.827,[0.58860982 0.58860982],[0.6312612 0.6169953],[0.61523302 0.6096353 ],[0.65630356 0.6553411 ],0.5,20,45,14,0.5886098157498774,0.6241282512667863,0.6124341612895959,0.6558223305230297
12,0.829,0.827,0.848,0.846,0.834,0.83,0.845,0.835,[0.61397181 0.61397181],[0.6591635  0.64394476],[0.63273925 0.62321427],[0.67065585 0.66000122],0.5,20,45,15,0.6139718122634479,0.6515541307293045,0.627976762191389,0.6653285335893908
13,0.831,0.825,0.848,0.846,0.839,0.826,0.847,0.832,[0.59777241 0.59777241],[0.64239631 0.63233041],[0.60171929 0.59777241],[0.65162367 0.64370963],0.5,20,45,16,0.597772408852421,0.6373633613172779,0.5997458504799689,0.6476666501963196
14,0.828,0.828,0.848,0.846,0.838,0.826,0.846,0.832,[0.60420108 0.60329839],[0.64420376 0.63802996],[0.62365659 0.6308641 ],[0.67191935 0.66244996],0.5,20,45,17,0.6037497362675567,0.6411168619599421,0.6272603470464411,0.6671846521444169
15,0.83,0.825,0.848,0.846,0.839,0.829,0.846,0.835,[0.60920305 0.6083681 ],[0.64877488 0.64019211],[0.6083681 0.6083681],[0.65528114 0.65494767],0.5,20,45,18,0.6087855737922454,0.6444834949452484,0.6083680990682684,0.6551144023175086
16,0.831,0.831,0.848,0.846,0.839,0.832,0.843,0.84,[0.6138332  0.61305685],[0.64871899 0.641764  ],[0.61305685 0.6177446 ],[0.6564373  0.65184732],0.5,20,45,19,0.6134450253668864,0.6452414978639094,0.6154007273210784,0.6541423078259381
17,0.829,0.825,0.848,0.846,0.833,0.829,0.844,0.841,[0.61742263 0.61887463],[0.66232835 0.64669825],[0.63873882 0.63728686],[0.67428404 0.6735616 ],0.5,20,45,20,0.6181486323330232,0.6545132981171846,0.638012837450314,0.6739228201267773
