,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.706,0.52,0.513,0.512,0.79,0.5,0.647,0.671,[0.5 0.5],[0.50368817 0.5       ],[0.5 0.5],[0.5        0.50368817],0.5,20,85,3,0.5,0.5018440856219234,0.5,0.5018440856219234
1,0.846,0.704,0.513,0.512,0.841,0.794,0.839,0.782,[0.52640689 0.52640689],[0.56243037 0.52640689],[0.52640689 0.52640689],[0.52640689 0.53208689],0.5,20,85,4,0.5264068897441496,0.5444186321294902,0.5264068897441496,0.5292468892657863
2,0.842,0.701,0.513,0.512,0.843,0.8,0.835,0.792,[0.54318819 0.54318819],[0.5744906  0.54318819],[0.54318819 0.54318819],[0.54318819 0.54778004],0.5,20,85,5,0.5431881894062724,0.5588393941010954,0.5431881894062724,0.545484114377166
3,0.822,0.8,0.513,0.512,0.824,0.818,0.832,0.826,[0.5557586 0.5557586],[0.5838734  0.56746928],[0.5557586 0.5557586],[0.57148328 0.57586766],0.5,20,85,6,0.5557586019988419,0.5756713405369167,0.5557586019988419,0.5736754703918837
4,0.812,0.784,0.513,0.512,0.811,0.817,0.816,0.813,[0.56591696 0.56591696],[0.59196499 0.58484937],[0.56591696 0.56591696],[0.57767533 0.58665127],0.5,20,85,7,0.5659169588399144,0.5884071789675561,0.5659169588399144,0.5821632983649868
5,0.813,0.809,0.513,0.512,0.813,0.812,0.837,0.833,[0.57449679 0.58627976],[0.60385336 0.59253419],[0.57449679 0.57449679],[0.58180493 0.59255989],0.5,20,85,8,0.5803882707475534,0.5981937717786421,0.5744967863088654,0.5871824092475291
6,0.809,0.805,0.513,0.512,0.807,0.808,0.84,0.825,[0.58195653 0.58713909],[0.60786488 0.59657576],[0.58195653 0.58195653],[0.58453632 0.59783225],0.5,20,85,9,0.5845478094770671,0.6022203213764526,0.58195652843061,0.5911842881038911
7,0.796,0.789,0.513,0.512,0.801,0.802,0.835,0.831,[0.58857682 0.61817404],[0.61425282 0.61426611],[0.58857682 0.60767077],[0.60644117 0.61526813],0.5,20,85,10,0.6033754321333473,0.6142594670042574,0.5981237951046496,0.610854651800192
8,0.826,0.81,0.513,0.512,0.822,0.814,0.828,0.803,[0.60993373 0.61524272],[0.61711523 0.61229075],[0.59454263 0.64070724],[0.61019151 0.61655722],0.5,20,85,11,0.6125882280257136,0.6147029921463314,0.6176249328669308,0.6133743663539948
9,0.843,0.809,0.513,0.512,0.844,0.816,0.81,0.781,[0.62344285 0.62344285],[0.63738767 0.62710273],[0.59998264 0.6470423 ],[0.62522497 0.63685527],0.5,20,85,12,0.6234428539958123,0.6322451984476856,0.6235124721381529,0.6310401204896261
