,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.757,0.538,0.513,0.512,0.792,0.5,0.782,0.758,[0.5 0.5],[0.5        0.50743116],[1.  0.5],[0.5 0.5],0.5,20,13,3,0.5,0.5037155786243197,0.75,0.5
1,0.772,0.733,0.513,0.512,0.8,0.799,0.805,0.781,[0.462648 0.462648],[0.50550725 0.50314672],[0.52640689 0.52640689],[0.55924117 0.52640689],0.5,20,13,4,0.4626479970380333,0.5043269867376174,0.5264068897441496,0.5428240310512429
2,0.811,0.665,0.513,0.512,0.823,0.805,0.793,0.738,[0.54318819 0.54318819],[0.54318819 0.55243382],[0.58575819 0.54318819],[0.5582401  0.54815157],0.5,20,13,5,0.5431881894062724,0.5478110070100572,0.5644731875411806,0.5531958337150574
3,0.81,0.726,0.513,0.512,0.817,0.812,0.77,0.706,[0.5557586 0.5557586],[0.56394281 0.56590107],[0.5557586 0.5557586],[0.56590107 0.56074069],0.5,20,13,6,0.5557586019988419,0.5649219410717814,0.5557586019988419,0.5633208802052965
4,0.809,0.747,0.513,0.512,0.824,0.822,0.758,0.689,[0.56591696 0.56591696],[0.57941202 0.59074826],[0.54299991 0.56591696],[0.52636359 0.60534199],0.5,20,13,7,0.5659169588399144,0.5850801358808608,0.5544584349157489,0.5658527892166954
5,0.812,0.793,0.513,0.512,0.824,0.818,0.817,0.811,[0.57449679 0.57449679],[0.57646004 0.57449679],[0.57449679 0.57449679],[0.59320653 0.5929206 ],0.5,20,13,8,0.5744967863088652,0.5754784128316168,0.5744967863088652,0.5930635647822207
6,0.806,0.787,0.513,0.512,0.824,0.809,0.801,0.801,[0.54559074 0.54559074],[0.57966442 0.58195653],[0.58195653 0.58195653],[0.614105   0.59717244],0.5,20,13,9,0.5455907442356063,0.5808104722057877,0.5819565284306101,0.6056387158522933
7,0.804,0.797,0.513,0.512,0.825,0.813,0.799,0.8,[0.55714396 0.55714396],[0.58527483 0.58692118],[0.58857682 0.58857682],[0.61953012 0.60774405],0.5,20,13,10,0.5571439622351794,0.5860980049629414,0.5885768228075087,0.613637086435191
8,0.816,0.799,0.513,0.512,0.836,0.819,0.814,0.809,[0.59454263 0.59454263],[0.62546024 0.62791557],[0.59454263 0.59454263],[0.62930359 0.61710996],0.5,20,13,11,0.594542628725251,0.6266879069453941,0.594542628725251,0.623206772095903
9,0.809,0.799,0.513,0.512,0.831,0.817,0.813,0.81,[0.57530195 0.58986054],[0.62556691 0.61775128],[0.57530195 0.57530195],[0.6456987 0.6003163],0.5,20,13,12,0.582581244215705,0.6216590937072095,0.5753019515581713,0.6230075042014368
