,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.842,0.822,0.5,0.5,0.842,0.834,0.696,0.737,[0.5 0.5],[0.5        0.50368817],[0.5 0.5],[0.5 0.5],0.5,20,47,3,0.5,0.5018440856219234,0.5,0.5
1,0.815,0.829,0.5,0.5,0.829,0.836,0.589,0.598,[0.52640689 0.52640689],[0.53208689 0.54382273],[0.52640689 0.52640689],[0.52640689 0.52923165],0.5,20,47,4,0.5264068897441496,0.5379548069676963,0.5264068897441496,0.5278192696233527
2,0.838,0.818,0.5,0.5,0.843,0.827,0.525,0.538,[0.54318819 0.54318819],[0.55245019 0.5719552 ],[0.54318819 0.54318819],[0.55481525 0.54750688],0.5,20,47,5,0.5431881894062724,0.5622026933569504,0.5431881894062724,0.5511610625851542
3,0.817,0.817,0.5,0.5,0.815,0.834,0.745,0.752,[0.5557586 0.5557586],[0.57444555 0.57413391],[0.5557586 0.5557586],[0.57855921 0.56925156],0.5,20,47,6,0.5557586019988419,0.5742897299170979,0.5557586019988419,0.5739053878714905
4,0.801,0.804,0.5,0.5,0.807,0.816,0.605,0.662,[0.56591696 0.56591696],[0.57302381 0.58957772],[0.56591696 0.56591696],[0.56922736 0.59108668],0.5,20,47,7,0.5659169588399144,0.5813007687371664,0.5659169588399144,0.5801570240860645
5,0.832,0.812,0.5,0.5,0.827,0.833,0.737,0.754,[0.57449679 0.57449679],[0.5837858  0.58651822],[0.57449679 0.57449679],[0.58567977 0.58902637],0.5,20,47,8,0.5744967863088652,0.5851520115927387,0.5744967863088652,0.5873530702761574
6,0.839,0.812,0.5,0.5,0.84,0.828,0.757,0.747,[0.58195653 0.61551463],[0.5946555  0.59724784],[0.58195653 0.58195653],[0.59659346 0.59046246],0.5,20,47,9,0.5987355794794107,0.5959516660451103,0.58195652843061,0.593527958617399
7,0.841,0.834,0.5,0.5,0.837,0.832,0.733,0.729,[0.58857682 0.6179588 ],[0.59831424 0.59986172],[0.58857682 0.6179588 ],[0.60426812 0.60038391],0.5,20,47,10,0.6032678133420896,0.5990879838001036,0.6032678133420896,0.6023260124482279
8,0.837,0.834,0.5,0.5,0.836,0.832,0.769,0.75,[0.59454263 0.62064495],[0.60580439 0.60955216],[0.59454263 0.62064495],[0.60471558 0.60790801],0.5,20,47,11,0.6075937880367406,0.60767827286201,0.6075937880367406,0.6063117939155664
9,0.837,0.837,0.5,0.5,0.831,0.833,0.804,0.798,[0.59998264 0.62344285],[0.60453236 0.60338847],[0.59998264 0.62344285],[0.60915161 0.61204409],0.5,20,47,12,0.6117127469554442,0.6039604184022179,0.6117127469554442,0.6105978528449122
