,yLDAInd,yQDAInd,yLDAMulti,yQDAMulti,yPropL,yPropQ,yLiu,yLiuQDA,wTargetMeanLDA,wTargetCovLDA,wTargetMeanQDA,wTargetCovQDA,wLiu,person,times,shots,wTargetMeanLDAm,wTargetCovLDAm,wTargetMeanQDAm,wTargetCovQDAm
0,0.794,0.62,0.513,0.512,0.813,0.764,0.748,0.714,[0.5        0.58578644],[0.5 0.5],[0.5  0.75],[0.5 0.5],0.5,20,65,3,0.5428932188134525,0.5,0.625,0.5
1,0.757,0.752,0.513,0.512,0.797,0.787,0.822,0.824,[0.52640689 0.52640689],[0.54988694 0.62181202],[0.52640689 0.52640689],[0.52640689 0.63827603],0.5,20,65,4,0.5264068897441496,0.5858494837356509,0.5264068897441496,0.5823414610562715
2,0.769,0.779,0.513,0.512,0.797,0.806,0.805,0.821,[0.58223348 0.54318819],[0.56203352 0.60763065],[0.54318819 0.54318819],[0.54318819 0.57808986],0.5,20,65,5,0.5627108340693059,0.5848320827752856,0.5431881894062724,0.5606390265061607
3,0.774,0.786,0.513,0.512,0.802,0.807,0.801,0.818,[0.59681268 0.59681268],[0.57351166 0.58982814],[0.5557586 0.5557586],[0.5576767  0.58248469],0.5,20,65,6,0.5968126843010655,0.5816698995505984,0.5557586019988419,0.5700806967150183
4,0.765,0.777,0.513,0.512,0.782,0.788,0.808,0.798,[0.60234936 0.61250228],[0.57178283 0.58900463],[0.60234936 0.61250228],[0.57004104 0.61509565],0.5,20,65,7,0.6074258214139686,0.580393729671113,0.6074258214139686,0.5925683457701321
5,0.768,0.769,0.513,0.512,0.782,0.786,0.783,0.791,[0.60586832 0.61354706],[0.58881347 0.58881347],[0.60586832 0.61354706],[0.57817669 0.60500679],0.5,20,65,8,0.6097076890388988,0.5888134734645104,0.6097076890388988,0.5915917405388706
6,0.775,0.787,0.513,0.512,0.794,0.797,0.748,0.758,[0.60950479 0.64269988],[0.59215989 0.59215989],[0.60950479 0.61551463],[0.58809503 0.60545241],0.5,20,65,9,0.6261023340195541,0.5921598896483298,0.6125097110660764,0.5967737237258195
7,0.773,0.781,0.513,0.512,0.797,0.795,0.71,0.721,[0.61930312 0.65605598],[0.60049406 0.60049406],[0.61930312 0.58857682],[0.59151157 0.60920308],0.5,20,65,10,0.6376795500186273,0.6004940616013442,0.6039399704557356,0.6003573219873665
8,0.8,0.803,0.513,0.512,0.805,0.814,0.734,0.739,[0.59454263 0.63013079],[0.5772681 0.5722798],[0.59454263 0.62267635],[0.57190147 0.58893399],0.5,20,65,11,0.6123367106557699,0.5747739531148401,0.6086094912704255,0.580417730629786
9,0.804,0.811,0.513,0.512,0.821,0.822,0.78,0.778,[0.59998264 0.59998264],[0.5773468  0.57598348],[0.59998264 0.5684048 ],[0.5735113  0.59866234],0.5,20,65,12,0.599982639915076,0.5766651385082338,0.5841937184790644,0.5860868220529225
10,0.807,0.816,0.513,0.512,0.832,0.819,0.796,0.808,[0.6049902 0.6049902],[0.59218319 0.58394222],[0.6049902  0.58803383],[0.58826592 0.605011  ],0.5,20,65,13,0.6049902042564326,0.5880627010546651,0.5965120167845357,0.5966384634508147
11,0.816,0.814,0.513,0.512,0.837,0.82,0.806,0.814,[0.6096353 0.6096353],[0.5957855  0.59211683],[0.6096353  0.60452513],[0.59364608 0.60954624],0.5,20,65,14,0.6096353004590461,0.5939511658448343,0.6070802166684726,0.6015961605547426
12,0.845,0.827,0.513,0.512,0.843,0.84,0.81,0.817,[0.61397181 0.53688588],[0.58441884 0.58721909],[0.61397181 0.62383523],[0.61556218 0.62714963],0.5,20,65,15,0.5754288481207919,0.5858189634212752,0.6189035208956188,0.6213559058522731
